"gene_id","scer_gene_name","functional_category","category_order","name_raw","desc_raw"
"YBR149W","ARA1","Carbon metabolism",8,"YBR149W   ARA1       ARABINOSE METABOLISM                    ARABINOSE DEHYDROGENASE                 S0000353","ARABINOSE METABOLISM ARABINOSE DEHYDROGENASE S0000353"
"YHR137W","ARO9","Carbon metabolism",8,"YHR137W   ARO9       AROMATIC AMINO ACID METABOLISM          AROMATIC AMINO ACID AMINOTRANSFERASE II S0001179","AROMATIC AMINO ACID METABOLISM AROMATIC AMINO ACID AMINOTRANSFERASE II S0001179"
"YPR026W","ATH1","Carbon metabolism",8,"YPR026W   ATH1       TREHALOSE METABOLISM                    VACUOLAR ACID TREHALASE                 S0006230","TREHALOSE METABOLISM VACUOLAR ACID TREHALASE S0006230"
"YAL038W","CDC19","Carbon metabolism",8,"YAL038W   CDC19      GLYCOLYSIS                              PYRUVATE KINASE                         S0000036","GLYCOLYSIS PYRUVATE KINASE S0000036"
"YNR001C","CIT1","Carbon metabolism",8,"YNR001C   CIT1       TCA CYCLE                               CITRATE SYNTHASE                        S0005284","TCA CYCLE CITRATE SYNTHASE S0005284"
"YHR144C","DCD1","Carbon metabolism",8,"YHR144C   DCD1       PYRIMIDINE METABOLISM                   DEOXYCYTIDYLATE DEAMINASE               S0001187","PYRIMIDINE METABOLISM DEOXYCYTIDYLATE DEAMINASE S0001187"
"YBR252W","DUT1","Carbon metabolism",8,"YBR252W   DUT1       PYRIMIDINE METABOLISM                   DUTP PYROPHOSPHATASE                    S0000456","PYRIMIDINE METABOLISM DUTP PYROPHOSPHATASE S0000456"
"YOR317W","FAA1","Carbon metabolism",8,"YOR317W   FAA1       FATTY ACID METABOLISM                   LONG CHAIN FATTY ACYL:COA SYNTHETASE    S0005844","FATTY ACID METABOLISM LONG CHAIN FATTY ACYL:COA SYNTHETASE S0005844"
"YJL155C","FBP26","Carbon metabolism",8,"YJL155C   FBP26      FRUCTOSE METABOLISM                     FRUCTOSE-2,6-BISPHOSPHATASE             S0003691","FRUCTOSE METABOLISM FRUCTOSE-2,6-BISPHOSPHATASE S0003691"
"YKR009C","FOX2","Carbon metabolism",8,"YKR009C   FOX2       FATTY ACID METABOLISM                   PEROXISOMAL BETA-OXIDATION PROTEIN      S0001717","FATTY ACID METABOLISM PEROXISOMAL BETA-OXIDATION PROTEIN S0001717"
"YKR058W","GLG1","Carbon metabolism",8,"YKR058W   GLG1       GLYCOGEN METABOLISM                     GLYCOGEN SYNTHESIS INITIATOR            S0001766","GLYCOGEN METABOLISM GLYCOGEN SYNTHESIS INITIATOR S0001766"
"YCL040W","GLK1","Carbon metabolism",8,"YCL040W   GLK1       GLYCOLYSIS                              GLUCOKINASE                             S0000545","GLYCOLYSIS GLUCOKINASE S0000545"
"YML004C","GLO1","Carbon metabolism",8,"YML004C   GLO1       AMINO ACID METABOLISM                   GLYOXALASE I                            S0004463","AMINO ACID METABOLISM GLYOXALASE I S0004463"
"YDL022W","GPD1","Carbon metabolism",8,"YDL022W   GPD1       GLYCEROL METABOLISM                     GLYCEROL-3-PHOSPHATE DEHYDROGENAS       S0002180","GLYCEROL METABOLISM GLYCEROL-3-PHOSPHATE DEHYDROGENAS S0002180"
"YDL021W","GPM2","Carbon metabolism",8,"YDL021W   GPM2       GLYCOLYSIS                              PHOSPHOGLYCERATE MUTASE                 S0002179","GLYCOLYSIS PHOSPHOGLYCERATE MUTASE S0002179"
"YLR258W","GSY2","Carbon metabolism",8,"YLR258W   GSY2       GLYCOGEN METABOLISM                     GLYCOGEN SYNTHASE                       S0004248","GLYCOGEN METABOLISM GLYCOGEN SYNTHASE S0004248"
"YIR038C","GTT1","Carbon metabolism",8,"YIR038C   GTT1       GLUTATHIONE METABOLISM                  GLUTATHIONE TRANSFERASE                 S0001477","GLUTATHIONE METABOLISM GLUTATHIONE TRANSFERASE S0001477"
"YMR217W","GUA1","Carbon metabolism",8,"YMR217W   GUA1       PURINE METABOLISM                       GMP SYNTHASE                            S0004830","PURINE METABOLISM GMP SYNTHASE S0004830"
"YDR454C","GUK1","Carbon metabolism",8,"YDR454C   GUK1       GUANINE NUCLEOTIDE METABOLISM           GUANYLATE KINASE                        S0002862","GUANINE NUCLEOTIDE METABOLISM GUANYLATE KINASE S0002862"
"YFR053C","HXK1","Carbon metabolism",8,"YFR053C   HXK1       GLYCOLYSIS                              HEXOKINASE I                            S0001949","GLYCOLYSIS HEXOKINASE I S0001949"
"YNL009W","IDP3","Carbon metabolism",8,"YNL009W   IDP3       TCA CYCLE                               ISOCITRATE DEHYDROGENASE                S0004954","TCA CYCLE ISOCITRATE DEHYDROGENASE S0004954"
"YBR084W","MIS1","Carbon metabolism",8,"YBR084W   MIS1       FOLATE METABOLISM                       C1-TETRAHYDROFOLATE SYNTHASE            S0000288","FOLATE METABOLISM C1-TETRAHYDROFOLATE SYNTHASE S0000288"
"YNR043W","MVD1","Carbon metabolism",8,"YNR043W   MVD1       STEROL METABOLISM                       MEVALONATE PYROPHOSPHATE DECARBOXYLASE  S0005326","STEROL METABOLISM MEVALONATE PYROPHOSPHATE DECARBOXYLASE S0005326"
"YDR001C","NTH1","Carbon metabolism",8,"YDR001C   NTH1       TREHALOSE METABOLISM                    ALPHA, ALPHA-TREHALASE                  S0002408","TREHALOSE METABOLISM ALPHA, ALPHA-TREHALASE S0002408"
"YLR044C","PDC1","Carbon metabolism",8,"YLR044C   PDC1       GLYCOLYSIS                              PYRUVATE DECARBOXYLASE                  S0004034","GLYCOLYSIS PYRUVATE DECARBOXYLASE S0004034"
"YLR134W","PDC5","Carbon metabolism",8,"YLR134W   PDC5       GLYCOLYSIS                              PYRUVATE DECARBOXYLASE                  S0004124","GLYCOLYSIS PYRUVATE DECARBOXYLASE S0004124"
"YGL248W","PDE1","Carbon metabolism",8,"YGL248W   PDE1       PURINE METABOLISM                       3',5'-CYCLIC-NUCLEOTIDE PHOSPHODIESTERASS0003217","PURINE METABOLISM 3',5'-CYCLIC-NUCLEOTIDE PHOSPHODIESTERASS0003217"
"YIL107C","PFK26","Carbon metabolism",8,"YIL107C   PFK26      FRUCTOSE AND MANNOSE METABOLISM         6-PHOSPHOFRUCTOSE-2-KINASE              S0001369","FRUCTOSE AND MANNOSE METABOLISM 6-PHOSPHOFRUCTOSE-2-KINASE S0001369"
"YMR105C","PGM2","Carbon metabolism",8,"YMR105C   PGM2       GLYCOLYSIS                              PHOSPHOGLUCOMUTASE                      S0004711","GLYCOLYSIS PHOSPHOGLUCOMUTASE S0004711"
"YDR465C","RMT2","Carbon metabolism",8,"YDR465C   RMT2       ARGININE METABOLISM                     ARGININE METHYLTRANSFERASE              S0002873","ARGININE METABOLISM ARGININE METHYLTRANSFERASE S0002873"
"YLR372W","SUR4","Carbon metabolism",8,"YLR372W   SUR4       FATTY ACID METABOLISM                   CONVERSION OF 24-CARBON TO 26-CARBON FATS0004364","FATTY ACID METABOLISM CONVERSION OF 24-CARBON TO 26-CARBON FATS0004364"
"YBR126C","TPS1","Carbon metabolism",8,"YBR126C   TPS1       TREHALOSE METABOLISM                    TREHALOSE-6-PHOSPHATE SYNTHAS           S0000330","TREHALOSE METABOLISM TREHALOSE-6-PHOSPHATE SYNTHAS S0000330"
"YDR074W","TPS2","Carbon metabolism",8,"YDR074W   TPS2       TREHALOSE METABOLISM                    TREHALOSE-6-PHOSPHATE PHOSPHATASE       S0002481","TREHALOSE METABOLISM TREHALOSE-6-PHOSPHATE PHOSPHATASE S0002481"
"YML100W","TSL1","Carbon metabolism",8,"YML100W   TSL1       TREHALOSE METABOLISM                    TREHALOSE-6-PHOSPHATE SYNTHASE/PHOSPHATAS0004566","TREHALOSE METABOLISM TREHALOSE-6-PHOSPHATE SYNTHASE/PHOSPHATAS0004566"
"YGR019W","UGA1","Carbon metabolism",8,"YGR019W   UGA1       GABA METABOLISM                         4-AMINOBUTYRATE AMINOTRANSFERASE (GABA TS0003251","GABA METABOLISM 4-AMINOBUTYRATE AMINOTRANSFERASE (GABA TS0003251"
"YKL035W","UGP1","Carbon metabolism",8,"YKL035W   UGP1       PYRIMIDINE METABOLISM                   UGP1, UDP-GLUCOSE PYROPHOSPHORYLASE     S0001518","PYRIMIDINE METABOLISM UGP1, UDP-GLUCOSE PYROPHOSPHORYLASE S0001518"
"YKL067W","YNK1","Carbon metabolism",8,"YKL067W   YNK1       NUCLEOTIDE METABOLISM                   NUCLEOSIDE DIPHOSPHATE KINASE           S0001550","NUCLEOTIDE METABOLISM NUCLEOSIDE DIPHOSPHATE KINASE S0001550"
"YNL134C","YNL134C","Carbon metabolism",8,"YNL134C              UNKNOWN                                 UNKNOWN; SIMILAR TO C. CARBONUM TOXD GENS0005078","UNKNOWN; SIMILAR TO C. CARBONUM TOXD GENS0005078"
"YML022W","APT1","Biosynthesis (AA/Nuc)",9,"YML022W   APT1       PURINE BIOSYNTHESIS                     ADENINE PHOSPHORIBOSYLTRANSFERASE       S0004484","PURINE BIOSYNTHESIS ADENINE PHOSPHORIBOSYLTRANSFERASE S0004484"
"YGL148W","ARO2","Biosynthesis (AA/Nuc)",9,"YGL148W   ARO2       AROMATIC AMINO ACID BIOSYNTHESIS        CHORISMATE SYNTHASE                     S0003116","AROMATIC AMINO ACID BIOSYNTHESIS CHORISMATE SYNTHASE S0003116"
"YBR249C","ARO4","Biosynthesis (AA/Nuc)",9,"YBR249C   ARO4       AROMATIC AMINO ACID BIOSYNTHESIS        2-DEHYDRO-3-DEOXYPHOSPHOHEPTONATE ALDOLAS0000453","AROMATIC AMINO ACID BIOSYNTHESIS 2-DEHYDRO-3-DEOXYPHOSPHOHEPTONATE ALDOLAS0000453"
"YPR060C","ARO7","Biosynthesis (AA/Nuc)",9,"YPR060C   ARO7       AROMATIC AMINO ACID BIOSYNTHESIS        CHORISMATE MUTASE                       S0006264","AROMATIC AMINO ACID BIOSYNTHESIS CHORISMATE MUTASE S0006264"
"YPR145W","ASN1","Biosynthesis (AA/Nuc)",9,"YPR145W   ASN1       ASPARAGINE BIOSYNTHESIS                 ASPARAGINE SYNTHETASE                   S0006349","ASPARAGINE BIOSYNTHESIS ASPARAGINE SYNTHETASE S0006349"
"YGR124W","ASN2","Biosynthesis (AA/Nuc)",9,"YGR124W   ASN2       ASPARAGINE BIOSYNTHESIS                 ASPARAGINE SYNTHETASE                   S0003356","ASPARAGINE BIOSYNTHESIS ASPARAGINE SYNTHETASE S0003356"
"YJR025C","BNA1","Biosynthesis (AA/Nuc)",9,"YJR025C   BNA1       NICOTINIC ACID BIOSYNTHESIS             3-HYDROXYANTHRANILIC ACID DIOXYGENASE   S0003786","NICOTINIC ACID BIOSYNTHESIS 3-HYDROXYANTHRANILIC ACID DIOXYGENASE S0003786"
"YDR204W","COQ4","Biosynthesis (AA/Nuc)",9,"YDR204W   COQ4       UBIQUINONE BIOSYNTHESIS                 UNKNOWN                                 S0002612","UBIQUINONE BIOSYNTHESIS UNKNOWN S0002612"
"YML110C","COQ5","Biosynthesis (AA/Nuc)",9,"YML110C   COQ5       UBIQUINONE BIOSYNTHESIS                 METHYLTRANSFERASE                       S0004578","UBIQUINONE BIOSYNTHESIS METHYLTRANSFERASE S0004578"
"YLR172C","DPH5","Biosynthesis (AA/Nuc)",9,"YLR172C   DPH5       DIPHTHAMIDE BIOSYNTHESIS                DIPHTHAMIDE METHYLTRANSFERASE           S0004162","DIPHTHAMIDE BIOSYNTHESIS DIPHTHAMIDE METHYLTRANSFERASE S0004162"
"YHR068W","DYS1","Biosynthesis (AA/Nuc)",9,"YHR068W   DYS1       HYPUSINE BIOSYNTHESIS                   DEOXYHYPUSINE SYNTHASE                  S0001110","HYPUSINE BIOSYNTHESIS DEOXYHYPUSINE SYNTHASE S0001110"
"YLR299W","ECM38","Biosynthesis (AA/Nuc)",9,"YLR299W   ECM38      GLUTATHIONE BIOSYNTHESIS                GAMMA-GLUTAMYLTRANSFERASE               S0004290","GLUTATHIONE BIOSYNTHESIS GAMMA-GLUTAMYLTRANSFERASE S0004290"
"YHR128W","FUR1","Biosynthesis (AA/Nuc)",9,"YHR128W   FUR1       PYRIMIDINE SALVAGE PATHWAY              URACIL PHOSPHORIBOSYLTRANSFERASE        S0001170","PYRIMIDINE SALVAGE PATHWAY URACIL PHOSPHORIBOSYLTRANSFERASE S0001170"
"YIL020C","HIS6","Biosynthesis (AA/Nuc)",9,"YIL020C   HIS6       HISTIDINE BIOSYNTHESIS                  PHOSPHORIBOSYL IMIDAZOLECARBOXAMIDE ISOMS0001282","HISTIDINE BIOSYNTHESIS PHOSPHORIBOSYL IMIDAZOLECARBOXAMIDE ISOMS0001282"
"YOR209C","NPT1","Biosynthesis (AA/Nuc)",9,"YOR209C   NPT1       NAD BIOSYNTHESIS                        NICOTINATE PHOSPHORIBOSYLTRANSFERASE    S0005735","NAD BIOSYNTHESIS NICOTINATE PHOSPHORIBOSYLTRANSFERASE S0005735"
"YDR300C","PRO1","Biosynthesis (AA/Nuc)",9,"YDR300C   PRO1       PROLINE BIOSYNTHESIS                    GLUTAMATE 5-KINASE                      S0002708","PROLINE BIOSYNTHESIS GLUTAMATE 5-KINASE S0002708"
"YKL181W","PRS1","Biosynthesis (AA/Nuc)",9,"YKL181W   PRS1       PURINE, PYRIMIDINE, TRYPTOPHAN AND HISTIPHOSPHORIBOSYLPYROPHOSPHATE SYNTHETASE  S0001664","PURINE, PYRIMIDINE, TRYPTOPHAN AND HISTIPHOSPHORIBOSYLPYROPHOSPHATE SYNTHETASE S0001664"
"YHL011C","PRS3","Biosynthesis (AA/Nuc)",9,"YHL011C   PRS3       PURINE BIOSYNTHESIS                     RIBOSE-PHOSPHATE PYROPHOSPHOKINASE 3    S0001003","PURINE BIOSYNTHESIS RIBOSE-PHOSPHATE PYROPHOSPHOKINASE 3 S0001003"
"YHR216W","PUR5","Biosynthesis (AA/Nuc)",9,"YHR216W   PUR5       PURINE BIOSYNTHESIS                     IMP DEHYDROGENASE                       S0001259","PURINE BIOSYNTHESIS IMP DEHYDROGENASE S0001259"
"YER070W","RNR1","Biosynthesis (AA/Nuc)",9,"YER070W   RNR1       DNA REPLICATION                         RIBONUCLEOTIDE REDUCTASE                S0000872","DNA REPLICATION RIBONUCLEOTIDE REDUCTASE S0000872"
"YER043C","SAH1","Biosynthesis (AA/Nuc)",9,"YER043C   SAH1       METHIONINE BIOSYNTHESIS                 S-ADENOSYL-L-HOMOCYSTEINE HYDROLASE     S0000845","METHIONINE BIOSYNTHESIS S-ADENOSYL-L-HOMOCYSTEINE HYDROLASE S0000845"
"YLR146C","SPE4","Biosynthesis (AA/Nuc)",9,"YLR146C   SPE4       SPERMINE BIOSYNTHESIS                   SPERMINE SYNTHASE                       S0004136","SPERMINE BIOSYNTHESIS SPERMINE SYNTHASE S0004136"
"YHR025W","THR1","Biosynthesis (AA/Nuc)",9,"YHR025W   THR1       THREONINE BIOSYNTHESIS                  HOMOSERINE KINASE                       S0001067","THREONINE BIOSYNTHESIS HOMOSERINE KINASE S0001067"
"YCR053W","THR4","Biosynthesis (AA/Nuc)",9,"YCR053W   THR4       THREONINE BIOSYNTHESIS                  THREONINE SYNTHASE                      S0000649","THREONINE BIOSYNTHESIS THREONINE SYNTHASE S0000649"
"YMR271C","URA10","Biosynthesis (AA/Nuc)",9,"YMR271C   URA10      PYRIMIDINE BIOSYNTHESIS                 OROTATE PHOSPHORIBOSYLTRANSFERASE       S0004884","PYRIMIDINE BIOSYNTHESIS OROTATE PHOSPHORIBOSYLTRANSFERASE S0004884"
"YML106W","URA5","Biosynthesis (AA/Nuc)",9,"YML106W   URA5       PYRIMIDINE BIOSYNTHESIS                 OROTATE PHOSPHORIBOSYLTRANSFERASE       S0004574","PYRIMIDINE BIOSYNTHESIS OROTATE PHOSPHORIBOSYLTRANSFERASE S0004574"
"YBL039C","URA7","Biosynthesis (AA/Nuc)",9,"YBL039C   URA7       PYRIMIDINE BIOSYNTHESIS                 CTP SYNTHASE 1                          S0000135","PYRIMIDINE BIOSYNTHESIS CTP SYNTHASE 1 S0000135"
"YGL180W","APG1","Autophagy / Vacuole",10,"YGL180W   APG1       AUTOPHAGY                               PROTEIN KINASE                          S0003148","AUTOPHAGY PROTEIN KINASE S0003148"
"YBL078C","AUT7","Autophagy / Vacuole",10,"YBL078C   AUT7       AUTOPHAGY                               MICROTUBULE-ASSOCIATED PROTEIN (PUTATIVES0000174","AUTOPHAGY MICROTUBULE-ASSOCIATED PROTEIN (PUTATIVES0000174"
"YEL005C","VAB31","Autophagy / Vacuole",10,"YEL005C   VAB31      VACUOLAR PROTEIN TARGETING (PUTATIVE)   UNKNOWN; VAC8P BINDING PROTEIN          S0000731","VACUOLAR PROTEIN TARGETING (PUTATIVE) UNKNOWN; VAC8P BINDING PROTEIN S0000731"
"YKL080W","VMA5","Autophagy / Vacuole",10,"YKL080W   VMA5       VACUOLAR ACIDIFICATION                  VACUOLAR H+-ATPASE V1 SECTOR SUBUNIT    S0001563","VACUOLAR ACIDIFICATION VACUOLAR H+-ATPASE V1 SECTOR SUBUNIT S0001563"
"YLR447C","VMA6","Autophagy / Vacuole",10,"YLR447C   VMA6       VACUOLAR ACIDIFICATION                  VACUOLAR H+-ATPASE V0 DOMAIN 36 KD SUBUNS0004439","VACUOLAR ACIDIFICATION VACUOLAR H+-ATPASE V0 DOMAIN 36 KD SUBUNS0004439"
"YBR204C","YBR204C","Autophagy / Vacuole",10,"YBR204C              UNKNOWN                                 UNKNOWN; SIMILAR TO PEROXISOMAL SERINE-AS0000408","UNKNOWN; SIMILAR TO PEROXISOMAL SERINE-AS0000408"
"YFL034C-A","-A","Other",11,"YFL034C-A   RPL22B","RPL22B"
"YFR032C-A","-A","Other",11,"YFR032C-A   RPL29","RPL29"
"YPL249C-A","-A","Other",11,"YPL249C-A   RPL36B","RPL36B"
"YDL133C-A","-A","Other",11,"YDL133C-A   RPL41B","RPL41B"
"YLR287C-A","-A","Other",11,"YLR287C-A   RPS30A","RPS30A"
"YDR085C","AFR1","Other",11,"YDR085C   AFR1       MATING                                  CYTOSKELETAL PROTEIN, SIMILAR TO ARRESTIS0002492","MATING CYTOSKELETAL PROTEIN, SIMILAR TO ARRESTIS0002492"
"YMR170C","ALD2","Other",11,"YMR170C   ALD2       ETHANOL UTILIZATION                     ALDEHYDE DEHYDROGENASE                  S0004780","ETHANOL UTILIZATION ALDEHYDE DEHYDROGENASE S0004780"
"YMR169C","ALD3","Other",11,"YMR169C   ALD3       ETHANOL UTILIZATION                     ALDEHYDE DEHYDROGENASE                  S0004779","ETHANOL UTILIZATION ALDEHYDE DEHYDROGENASE S0004779"
"YLR370C","ARC18","Other",11,"YLR370C   ARC18      CYTOSKELETON                            CORTICAL ACTIN PATCH INTEGRITY; ARP2/3 CS0004362","CYTOSKELETON CORTICAL ACTIN PATCH INTEGRITY; ARP2/3 CS0004362"
"YHR013C","ARD1","Other",11,"YHR013C   ARD1       PROTEIN PROCESSING                      PROTEIN N-ACETYLTRANSFERASE SUBUNIT     S0001055","PROTEIN PROCESSING PROTEIN N-ACETYLTRANSFERASE SUBUNIT S0001055"
"YPR034W","ARP7","Other",11,"YPR034W   ARP7       CYTOSKELETON (PUTATIVE)                 ACTIN-RELATED PROTEIN                   S0006238","CYTOSKELETON (PUTATIVE) ACTIN-RELATED PROTEIN S0006238"
"YMR116C","ASC1","Other",11,"YMR116C   ASC1       PROTEIN SYNTHESIS (PUTATIVE)            G-BETA LIKE PROTEIN                     S0004722","PROTEIN SYNTHESIS (PUTATIVE) G-BETA LIKE PROTEIN S0004722"
"YDR321W","ASP1","Other",11,"YDR321W   ASP1       ASPARAGINE UTILIZATION                  L-ASPARAGINASE I                        S0002729","ASPARAGINE UTILIZATION L-ASPARAGINASE I S0002729"
"YLR433C","CNA1","Other",11,"YLR433C   CNA1       SIGNALING                               CALCINEURIN CATALYTIC A SUBUNIT         S0004425","SIGNALING CALCINEURIN CATALYTIC A SUBUNIT S0004425"
"YHR193C","EGD2","Other",11,"YHR193C   EGD2       PROTEIN SYNTHESIS (PUTATIVE)            HOMOLOG OF HUMAN NASCENT-POLYPEPTIDE-ASSS0001236","PROTEIN SYNTHESIS (PUTATIVE) HOMOLOG OF HUMAN NASCENT-POLYPEPTIDE-ASSS0001236"
"YBR247C","ENP1","Other",11,"YBR247C   ENP1       PROTEIN GLYCOSYLATION                   PUTATIVE OLIGOSACCHARYLTRANSFERASE COMPLS0000451","PROTEIN GLYCOSYLATION PUTATIVE OLIGOSACCHARYLTRANSFERASE COMPLS0000451"
"YDR272W","GLO2","Other",11,"YDR272W   GLO2       METHYLGLYOXAL RESISTANCE                GLYOXALASE II                           S0002680","METHYLGLYOXAL RESISTANCE GLYOXALASE II S0002680"
"YGR256W","GND2","Other",11,"YGR256W   GND2       PENTOSE PHOSPHATE CYCLE                 6-PHOSPHOGLUCONATE DEHYDROGENASE        S0003488","PENTOSE PHOSPHATE CYCLE 6-PHOSPHOGLUCONATE DEHYDROGENASE S0003488"
"YLR293C","GSP1","Other",11,"YLR293C   GSP1       NUCLEAR PROTEIN TARGETING               GTP-BINDING PROTEIN, RAS SUPERFAMILY    S0004284","NUCLEAR PROTEIN TARGETING GTP-BINDING PROTEIN, RAS SUPERFAMILY S0004284"
"YOR185C","GSP2","Other",11,"YOR185C   GSP2       NUCLEAR ORGANIZATION                    GTPASE; RAN HOMOLOG                     S0005711","NUCLEAR ORGANIZATION GTPASE; RAN HOMOLOG S0005711"
"YBR034C","HMT1","Other",11,"YBR034C   HMT1       PROTEIN PROCESSING                      ARGININE METHYLTRANSFERASE              S0000238","PROTEIN PROCESSING ARGININE METHYLTRANSFERASE S0000238"
"YJL057C","IKS1","Other",11,"YJL057C   IKS1       SIGNALING (PUTATIVE)                    PROTEIN KINASE                          S0003593","SIGNALING (PUTATIVE) PROTEIN KINASE S0003593"
"YER110C","KAP123","Other",11,"YER110C   KAP123     NUCLEAR PROTEIN TARGETING               BETA-KARYOPHERIN                        S0000912","NUCLEAR PROTEIN TARGETING BETA-KARYOPHERIN S0000912"
"YLR017W","MEU1","Other",11,"YLR017W   MEU1       GLUCOSE DEREPRESSION                    REGULATOR OF ADH2 EXPRESSION            S0004007","GLUCOSE DEREPRESSION REGULATOR OF ADH2 EXPRESSION S0004007"
"YNL061W","NOP2","Other",11,"YNL061W   NOP2       NUCLEAR ORGANIZATION                    NUCLEOLAR PROTEIN                       S0005005","NUCLEAR ORGANIZATION NUCLEOLAR PROTEIN S0005005"
"YJL002C","OST1","Other",11,"YJL002C   OST1       PROTEIN GLYCOSYLATION                   OLIGOSACCHARYLTRANSFERASE COMPLEX SUBUNIS0003539","PROTEIN GLYCOSYLATION OLIGOSACCHARYLTRANSFERASE COMPLEX SUBUNIS0003539"
"YGR078C","PAC10","Other",11,"YGR078C   PAC10      CYTOSKELETON                            NON-NATIVE ACTIN BINDING COMPLEX SUBUNITS0003310","CYTOSKELETON NON-NATIVE ACTIN BINDING COMPLEX SUBUNITS0003310"
"YIL045W","PIG2","Other",11,"YIL045W   PIG2       GLUCOSE REPRESSION                      (PUTATIVE) GLC7P REGULATORY SUBUNIT     S0001307","GLUCOSE REPRESSION (PUTATIVE) GLC7P REGULATORY SUBUNIT S0001307"
"YPL203W","PKA3","Other",11,"YPL203W   PKA3       SIGNALING, NUTRIENT CONTROL OF CELL GROWCAMP-DEPENDENT PROTEIN KINASE CATALYTIC S0006124","SIGNALING, NUTRIENT CONTROL OF CELL GROWCAMP-DEPENDENT PROTEIN KINASE CATALYTIC S0006124"
"YJR143C","PMT4","Other",11,"YJR143C   PMT4       PROTEIN GLYCOSYLATION                   DOLICHYL PHOSPHATE-D-MANNOSE:PROTEIN O-DS0003904","PROTEIN GLYCOSYLATION DOLICHYL PHOSPHATE-D-MANNOSE:PROTEIN O-DS0003904"
"YMR297W","PRC1","Other",11,"YMR297W   PRC1       SPORULATION                             CARBOXYPEPTIDASE Y                      S0004912","SPORULATION CARBOXYPEPTIDASE Y S0004912"
"YBL068W","PRS4","Other",11,"YBL068W   PRS4       PENTOSE PHOSPHATE CYCLE                 RIBOSE-PHOSPHATE PYROPHOSPHOKINASE      S0000164","PENTOSE PHOSPHATE CYCLE RIBOSE-PHOSPHATE PYROPHOSPHOKINASE S0000164"
"YMR308C","PSE1","Other",11,"YMR308C   PSE1       NUCLEAR PROTEIN TARGETING               BETA-KARYOPHERIN                        S0004925","NUCLEAR PROTEIN TARGETING BETA-KARYOPHERIN S0004925"
"YMR139W","RIM11","Other",11,"YMR139W   RIM11      MEIOSIS                                 PROTEIN KINASE                          S0004747","MEIOSIS PROTEIN KINASE S0004747"
"YOR095C","RKI1","Other",11,"YOR095C   RKI1       PENTOSE PHOSPHATE CYCLE                 RIBOSE-5-PHOSPHATE KETOL-ISOMERASE      S0005621","PENTOSE PHOSPHATE CYCLE RIBOSE-5-PHOSPHATE KETOL-ISOMERASE S0005621"
"YMR235C","RNA1","Other",11,"YMR235C   RNA1       RNA EXPORT                              GTPASE ACTIVATING PROTEIN FOR GSP1P     S0004848","RNA EXPORT GTPASE ACTIVATING PROTEIN FOR GSP1P S0004848"
"YLR406C","RPL31B","Other",11,"YLR406C   RPL31B",""
"YDL184C","RPL41A","Other",11,"YDL184C   RPL41A",""
"YPL131W","RPL5","Other",11,"YPL131W   RPL5",""
"YDL130W","RPP1B","Other",11,"YDL130W   RPP1B",""
"YHL015W","RPS20","Other",11,"YHL015W   RPS20",""
"YIL069C","RPS24B","Other",11,"YIL069C   RPS24B",""
"YGR152C","RSR1","Other",11,"YGR152C   RSR1       BUD SITE SELECTION                      GTP-BINDING PROTEIN, RAS SUPERFAMILY    S0003384","BUD SITE SELECTION GTP-BINDING PROTEIN, RAS SUPERFAMILY S0003384"
"YDL153C","SAS10","Other",11,"YDL153C   SAS10      SILENCING                               NUCLEAR PROTEIN, REULATOR OF SILENCING AS0002312","SILENCING NUCLEAR PROTEIN, REULATOR OF SILENCING AS0002312"
"YKL193C","SDS22","Other",11,"YKL193C   SDS22      GLUCOSE REPRESSION                      GLC7P REGULATORY SUBUNIT                S0001676","GLUCOSE REPRESSION GLC7P REGULATORY SUBUNIT S0001676"
"YFL045C","SEC53","Other",11,"YFL045C   SEC53      PROTEIN GLYCOSYLATION                   PHOSPHOMANNOMUTASE                      S0001849","PROTEIN GLYCOSYLATION PHOSPHOMANNOMUTASE S0001849"
"YIL099W","SGA1","Other",11,"YIL099W   SGA1       SPORULATION                             GLUCAN 1,4-ALPHA-GLUCOSIDASE            S0001361","SPORULATION GLUCAN 1,4-ALPHA-GLUCOSIDASE S0001361"
"YLR336C","SGD1","Other",11,"YLR336C   SGD1       SIGNALING (PUTATIVE)                    HIGH OSMOLARITY PATHWAY                 S0004328","SIGNALING (PUTATIVE) HIGH OSMOLARITY PATHWAY S0004328"
"YJL164C","SRA3","Other",11,"YJL164C   SRA3       SIGNALING                               CAMP-DEPENDENT PROTEIN KINASE SUBUNIT   S0003700","SIGNALING CAMP-DEPENDENT PROTEIN KINASE SUBUNIT S0003700"
"YGL097W","SRM1","Other",11,"YGL097W   SRM1       NUCLEAR TARGETING; MATING               GDP/GTP EXCHANGE FACTOR FOR GSP1P/GSP2P S0003065","NUCLEAR TARGETING; MATING GDP/GTP EXCHANGE FACTOR FOR GSP1P/GSP2P S0003065"
"YCL037C","SRO9","Other",11,"YCL037C   SRO9       CYTOSKELETON                            ACTIN FILAMENT ORGANIZATION             S0000542","CYTOSKELETON ACTIN FILAMENT ORGANIZATION S0000542"
"YDR312W","SSF2","Other",11,"YDR312W   SSF2       SIGNALING (PUTATIVE)                    SUPPRESSES G-PROTEIN BETA SUBUNIT MUTATIS0002720","SIGNALING (PUTATIVE) SUPPRESSES G-PROTEIN BETA SUBUNIT MUTATIS0002720"
