"gene_id","name_raw","gene_name","desc_raw","scer_gene_name","functional_category","category_order"
"YLR336C","YLR336C   SGD1       SIGNALING (PUTATIVE)                    HIGH OSMOLARITY PATHWAY                 S0004328","SGD1","SIGNALING (PUTATIVE) HIGH OSMOLARITY PATHWAY S0004328","SGD1","Other",11
"YJL164C","YJL164C   SRA3       SIGNALING                               CAMP-DEPENDENT PROTEIN KINASE SUBUNIT   S0003700","SRA3","SIGNALING CAMP-DEPENDENT PROTEIN KINASE SUBUNIT S0003700","SRA3","Other",11
"YGL097W","YGL097W   SRM1       NUCLEAR TARGETING; MATING               GDP/GTP EXCHANGE FACTOR FOR GSP1P/GSP2P S0003065","SRM1","NUCLEAR TARGETING; MATING GDP/GTP EXCHANGE FACTOR FOR GSP1P/GSP2P S0003065","SRM1","Other",11
"YCL037C","YCL037C   SRO9       CYTOSKELETON                            ACTIN FILAMENT ORGANIZATION             S0000542","SRO9","CYTOSKELETON ACTIN FILAMENT ORGANIZATION S0000542","SRO9","Other",11
"YDR312W","YDR312W   SSF2       SIGNALING (PUTATIVE)                    SUPPRESSES G-PROTEIN BETA SUBUNIT MUTATIS0002720","SSF2","SIGNALING (PUTATIVE) SUPPRESSES G-PROTEIN BETA SUBUNIT MUTATIS0002720","SSF2","Other",11
"YPR074C","YPR074C   TKL1       PENTOSE PHOSPHATE CYCLE                 TRANSKETOLASE                           S0006278","TKL1","PENTOSE PHOSPHATE CYCLE TRANSKETOLASE S0006278","TKL1","Other",11
"YGR194C","YGR194C   XKS1       XYLULOSE UTILIZATION                    XYLULOKINASE                            S0003426","XKS1","XYLULOSE UTILIZATION XYLULOKINASE S0003426","XKS1","Other",11
"YJL141C","YJL141C   YAK1       SIGNALING                               SERINE-THREONINE PROTEIN KINASE         S0003677","YAK1","SIGNALING SERINE-THREONINE PROTEIN KINASE S0003677","YAK1","Other",11
"YIL113W","YIL113W              UNKNOWN                                 PROTEIN PHOSPHATASE                     S0001375","YIL113W","PROTEIN PHOSPHATASE S0001375","YIL113W","Other",11
"YIL120W","YIL120W              UNKNOWN                                 MAJOR FACILITATOR SUPERFAMILY           S0001382","YIL120W","MAJOR FACILITATOR SUPERFAMILY S0001382","YIL120W","Other",11
"YKL078W","YKL078W              UNKNOWN                                 PUTATIVE RNA HELICASE                   S0001561","YKL078W","PUTATIVE RNA HELICASE S0001561","YKL078W","Other",11
"YMR253C","YMR253C              UNKNOWN                                 MAJOR FACILITATOR SUPERFAMILY           S0004866","YMR253C","MAJOR FACILITATOR SUPERFAMILY S0004866","YMR253C","Other",11
"YNL274C","YNL274C              UNKNOWN                                 PUTATIVE ALPHA-KETOISOCAPROATE REDUCTASES0005218","YNL274C","PUTATIVE ALPHA-KETOISOCAPROATE REDUCTASES0005218","YNL274C","Other",11
"YOL084W","YOL084W              UNKNOWN                                 MAJOR FACILITATOR SUPERFAMILY           S0005444","YOL084W","MAJOR FACILITATOR SUPERFAMILY S0005444","YOL084W","Other",11
"YOR272W","YOR272W   YTM1       CYTOSKELETON (PUTATIVE)                 MICROTUBULE-ASSOCIATED PROTEIN          S0005798","YTM1","CYTOSKELETON (PUTATIVE) MICROTUBULE-ASSOCIATED PROTEIN S0005798","YTM1","Other",11
"YIR026C","YIR026C   YVH1       SPORULATION                             PROTEIN PHOSPHATASE                     S0001465","YVH1","SPORULATION PROTEIN PHOSPHATASE S0001465","YVH1","Other",11
"YNL241C","YNL241C   ZWF1       PENTOSE PHOSPHATE CYCLE                 GLUCOSE-6-PHOSPHATE DEHYDROGENASE       S0005185","ZWF1","PENTOSE PHOSPHATE CYCLE GLUCOSE-6-PHOSPHATE DEHYDROGENASE S0005185","ZWF1","Other",11
"YMR173W-A","YMR173W-A            UNKNOWN                                 UNKNOWN                                 S0004785","-A","UNKNOWN UNKNOWN S0004785","-A.10","Unknown",12
"YMR251W-A","YMR251W-A HOR7       UNKNOWN                                 HYPEROSMOLARITY-RESPONSIVE              S0004864","-A","HOR7 UNKNOWN HYPEROSMOLARITY-RESPONSIVE S0004864","-A.11","Unknown",12
"YLR397C","YLR397C   AFG2       UNKNOWN                                 (PUTATIVE) AAA ATPASE                   S0004389","AFG2","UNKNOWN (PUTATIVE) AAA ATPASE S0004389","AFG2","Unknown",12
"YLR267W","YLR267W   BOP2       UNKNOWN                                 UNKNOWN; BYPASS OF PAM1                 S0004257","BOP2","UNKNOWN UNKNOWN; BYPASS OF PAM1 S0004257","BOP2","Unknown",12
"YBR155W","YBR155W   CNS1       UNKNOWN                                 UNKNOWN; SIMILAR TO STI1P; SUPPRESSES CYS0000359","CNS1","UNKNOWN UNKNOWN; SIMILAR TO STI1P; SUPPRESSES CYS0000359","CNS1","Unknown",12
"YDL031W","YDL031W   DBP10      UNKNOWN                                 UNKNOWN; SIMILAR TO RNA HELICASES       S0002189","DBP10","UNKNOWN UNKNOWN; SIMILAR TO RNA HELICASES S0002189","DBP10","Unknown",12
"YHR169W","YHR169W   DBP8       UNKNOWN                                 RNA HELICASE                            S0001212","DBP8","UNKNOWN RNA HELICASE S0001212","DBP8","Unknown",12
"YLR276C","YLR276C   DBP9       UNKNOWN                                 PUTATIVE RNA HELICASE                   S0004266","DBP9","UNKNOWN PUTATIVE RNA HELICASE S0004266","DBP9","Unknown",12
"YLR129W","YLR129W   DIP2       UNKNOWN                                 INTERACTS WITH DOM3P                    S0004119","DIP2","UNKNOWN INTERACTS WITH DOM3P S0004119","DIP2","Unknown",12
"YNL001W","YNL001W   DOM34      PROTEIN SYNTHESIS (PUTATIVE)            UNKNOWN                                 S0004946","DOM34","PROTEIN SYNTHESIS (PUTATIVE) UNKNOWN S0004946","DOM34","Unknown",12
"YKL172W","YKL172W   EBP2       UNKNOWN                                 UNKNOWN; EBNA1-BINDING PROTEIN HOMOLOG  S0001655","EBP2","UNKNOWN UNKNOWN; EBNA1-BINDING PROTEIN HOMOLOG S0001655","EBP2","Unknown",12
"YLL038C","YLL038C   ENT4       ENDOCYTOSIS (PUTATIVE)                  UNKNOWN; EPSIN HOMOLOG                  S0003961","ENT4","ENDOCYTOSIS (PUTATIVE) UNKNOWN; EPSIN HOMOLOG S0003961","ENT4","Unknown",12
"YAL036C","YAL036C   FUN11      UNKNOWN                                 UNKNOWN; SIMILAR TO XENOPUS LAEVIS GTP-BS0000034","FUN11","UNKNOWN UNKNOWN; SIMILAR TO XENOPUS LAEVIS GTP-BS0000034","FUN11","Unknown",12
"YAL035W","YAL035W   FUN12      UNKNOWN                                 UNKNOWN; SIMILAR TO BACILLUS SUBTILIS IFS0000033","FUN12","UNKNOWN UNKNOWN; SIMILAR TO BACILLUS SUBTILIS IFS0000033","FUN12","Unknown",12
"YNR002C","YNR002C   FUN34      UNKNOWN                                 UNKNOWN                                 S0005285","FUN34","UNKNOWN UNKNOWN S0005285","FUN34","Unknown",12
"YMR307W","YMR307W   GAS1       UNKNOWN                                 CELL SURFACE GLYCOPROTEIN               S0004924","GAS1","UNKNOWN CELL SURFACE GLYCOPROTEIN S0004924","GAS1","Unknown",12
"YMR136W","YMR136W   GAT2       UNKNOWN                                 UNKNOWN                                 S0004744","GAT2","UNKNOWN UNKNOWN S0004744","GAT2","Unknown",12
"YDR096W","YDR096W   GIS1       UNKNOWN                                 UNKNOWN                                 S0002503","GIS1","UNKNOWN UNKNOWN S0002503","GIS1","Unknown",12
"YNL255C","YNL255C   GIS2       UNKNOWN                                 UNKNOWN; GIG3 SUPPRESSOR                S0005199","GIS2","UNKNOWN UNKNOWN; GIG3 SUPPRESSOR S0005199","GIS2","Unknown",12
"YMR290C","YMR290C   HAS1       UNKNOWN                                 RNA HELICASE                            S0004903","HAS1","UNKNOWN RNA HELICASE S0004903","HAS1","Unknown",12
"YGR187C","YGR187C   HGH1       UNKNOWN                                 UNKNOWN; SIMILAR TO HUMAN HMG1P AND HMG2S0003419","HGH1","UNKNOWN UNKNOWN; SIMILAR TO HUMAN HMG1P AND HMG2S0003419","HGH1","Unknown",12
"YPR067W","YPR067W   ISA2       UNKNOWN                                 UNKNOWN; IRON SULFUR ASSEMBLY -- ISCA/NIS0006271","ISA2","UNKNOWN UNKNOWN; IRON SULFUR ASSEMBLY -- ISCA/NIS0006271","ISA2","Unknown",12
"YPL263C","YPL263C   KEL3       UNKNOWN                                 UNKNOWN; SIMILAR TO KEL1P AND KEL2P     S0006184","KEL3","UNKNOWN UNKNOWN; SIMILAR TO KEL1P AND KEL2P S0006184","KEL3","Unknown",12
"YOR233W","YOR233W   KIN4       UNKNOWN                                 PROTEIN KINASE                          S0005759","KIN4","UNKNOWN PROTEIN KINASE S0005759","KIN4","Unknown",12
"YCR091W","YCR091W   KIN82      UNKNOWN                                 PROTEIN KINASE                          S0000687","KIN82","UNKNOWN PROTEIN KINASE S0000687","KIN82","Unknown",12
"YLL019C","YLL019C   KNS1       UNKNOWN                                 PROTEIN KINASE                          S0003942","KNS1","UNKNOWN PROTEIN KINASE S0003942","KNS1","Unknown",12
"YCL059C","YCL059C   KRR1       UNKNOWN                                 ESSENTIAL                               S0000564","KRR1","UNKNOWN ESSENTIAL S0000564","KRR1","Unknown",12
"YPL054W","YPL054W   LEE1       UNKNOWN                                 UNKNOWN                                 S0005975","LEE1","UNKNOWN UNKNOWN S0005975","LEE1","Unknown",12
"YKL143W","YKL143W   LTV1       UNKNOWN                                 UNKNOWN; REQUIRED FOR VIABILITY AT LOW TS0001626","LTV1","UNKNOWN UNKNOWN; REQUIRED FOR VIABILITY AT LOW TS0001626","LTV1","Unknown",12
"YKL021C","YKL021C   MAK11      DSRNA VIRUS PROPAGATION                 UNKNOWN; ESSENTIAL GENE                 S0001504","MAK11","DSRNA VIRUS PROPAGATION UNKNOWN; ESSENTIAL GENE S0001504","MAK11","Unknown",12
"YAL025C","YAL025C   MAK16      DSRNA VIRUS PROPAGATION                 UNKNOWN; ESSENTIAL GENE                 S0000023","MAK16","DSRNA VIRUS PROPAGATION UNKNOWN; ESSENTIAL GENE S0000023","MAK16","Unknown",12
"YJL183W","YJL183W   MNN11      UNKNOWN                                 MANNOSYLTRANSFERASE COMPLEX SUBUNIT     S0003719","MNN11","UNKNOWN MANNOSYLTRANSFERASE COMPLEX SUBUNIT S0003719","MNN11","Unknown",12
"YOR188W","YOR188W   MSB1       POLARIZED GROWTH                        UNKNOWN                                 S0005714","MSB1","POLARIZED GROWTH UNKNOWN S0005714","MSB1","Unknown",12
"YGR023W","YGR023W   MTL1       SIGNALING (PUTATIVE)                    UNKNOWN; ACTS WITH MID2P                S0003255","MTL1","SIGNALING (PUTATIVE) UNKNOWN; ACTS WITH MID2P S0003255","MTL1","Unknown",12
"YBL024W","YBL024W   NCL1       UNKNOWN                                 UNKNOWN; SIMILAR TO HUMAN PROLIFERATING S0000120","NCL1","UNKNOWN UNKNOWN; SIMILAR TO HUMAN PROLIFERATING S0000120","NCL1","Unknown",12
"YMR309C","YMR309C   NIP1       NUCLEAR PROTEIN TARGETING               UNKNOWN, SIMILAR TO NSR1                S0004926","NIP1","NUCLEAR PROTEIN TARGETING UNKNOWN, SIMILAR TO NSR1 S0004926","NIP1","Unknown",12
"YDL167C","YDL167C   NRP1       UNKNOWN                                 UNKNOWN                                 S0002326","NRP1","UNKNOWN UNKNOWN S0002326","NRP1","Unknown",12
"YGR123C","YGR123C   PPT1       UNKNOWN                                 PROTEIN PHOSPHATASE                     S0003355","PPT1","UNKNOWN PROTEIN PHOSPHATASE S0003355","PPT1","Unknown",12
"YLR196W","YLR196W   PWP1       UNKNOWN                                 UNKNOWN; SIMILAR TO BETA-TRANSDUCIN SUPES0004186","PWP1","UNKNOWN UNKNOWN; SIMILAR TO BETA-TRANSDUCIN SUPES0004186","PWP1","Unknown",12
"YCR057C","YCR057C   PWP2       CYTOSKELETON (PUTATIVE)                 UNKNOWN                                 S0000653","PWP2","CYTOSKELETON (PUTATIVE) UNKNOWN S0000653","PWP2","Unknown",12
"YKR056W","YKR056W   RNC1       UNKNOWN                                 ENDO-EXONUCLEASE                        S0001764","RNC1","UNKNOWN ENDO-EXONUCLEASE S0001764","RNC1","Unknown",12
"YPL152W","YPL152W   RRD2       DRUG RESISTANCE                         UNKNOWN                                 S0006073","RRD2","DRUG RESISTANCE UNKNOWN S0006073","RRD2","Unknown",12
"YGR248W","YGR248W   SOL4       UNKNOWN                                 UNKNOWN; SIMILAR TO SOL3P               S0003480","SOL4","UNKNOWN UNKNOWN; SIMILAR TO SOL3P S0003480","SOL4","Unknown",12
"YER150W","YER150W   SPI1       UNKNOWN                                 UNKNOWN; SIMILAR TO SED1P; INDUCED IN STS0000952","SPI1","UNKNOWN UNKNOWN; SIMILAR TO SED1P; INDUCED IN STS0000952","SPI1","Unknown",12
"YHR066W","YHR066W   SSF1       MATING (PUTATIVE)                       UNKNOWN                                 S0001108","SSF1","MATING (PUTATIVE) UNKNOWN S0001108","SSF1","Unknown",12
"YKL124W","YKL124W   SSH4       UNKNOWN                                 SUPPRESSES SHR3 MUTATION                S0001607","SSH4","UNKNOWN SUPPRESSES SHR3 MUTATION S0001607","SSH4","Unknown",12
"YMR053C","YMR053C   STB2       UNKNOWN                                 BINDS SIN3P                             S0004657","STB2","UNKNOWN BINDS SIN3P S0004657","STB2","Unknown",12
"YDR169C","YDR169C   STB3       UNKNOWN                                 BINDS SIN3P                             S0002576","STB3","UNKNOWN BINDS SIN3P S0002576","STB3","Unknown",12
"YLR150W","YLR150W   STM1       UNKNOWN                                 UNKNOWN; SUPPRESSOR OF TOM1 AND POP2 MUTS0004140","STM1","UNKNOWN UNKNOWN; SUPPRESSOR OF TOM1 AND POP2 MUTS0004140","STM1","Unknown",12
"YNL066W","YNL066W   SUN4       AGING                                   UNKNOWN                                 S0005010","SUN4","AGING UNKNOWN S0005010","SUN4","Unknown",12
"YDR161W","YDR161W   TCI1       UNKNOWN                                 INTERACTS WITH PP2C                     S0002568","TCI1","UNKNOWN INTERACTS WITH PP2C S0002568","TCI1","Unknown",12
"YDR350C","YDR350C   TCM10      UNKNOWN                                 UNKNOWN                                 S0002758","TCM10","UNKNOWN UNKNOWN S0002758","TCM10","Unknown",12
"YPL230W","YPL230W   USV1       UNKNOWN                                 UNKNOWN; EXPRESSION INCREASES UPON STARVS0006151","USV1","UNKNOWN UNKNOWN; EXPRESSION INCREASES UPON STARVS0006151","USV1","Unknown",12
"YEL040W","YEL040W   UTR2       UNKNOWN                                 UNKNOWN                                 S0000766","UTR2","UNKNOWN UNKNOWN S0000766","UTR2","Unknown",12
"YAL061W","YAL061W              UNKNOWN                                 UNKNOWN; SIMILAR TO ALCOHOL/SORBITOL DEHS0000057","YAL061W","UNKNOWN; SIMILAR TO ALCOHOL/SORBITOL DEHS0000057","YAL061W","Unknown",12
"YAR073W","YAR073W              UNKNOWN                                 UNKNOWN; SIMILAR TO PUR5P, MAY BE AN  INS0000095","YAR073W","UNKNOWN; SIMILAR TO PUR5P, MAY BE AN INS0000095","YAR073W","Unknown",12
"YAR075W","YAR075W              UNKNOWN                                 UNKNOWN                                 S0002145","YAR075W","UNKNOWN S0002145","YAR075W","Unknown",12
"YBL028C","YBL028C              UNKNOWN                                 UNKNOWN                                 S0000124","YBL028C","UNKNOWN S0000124","YBL028C","Unknown",12
"YBL049W","YBL049W              UNKNOWN                                 UNKNOWN                                 S0000145","YBL049W","UNKNOWN S0000145","YBL049W","Unknown",12
"YBL054W","YBL054W              UNKNOWN                                 UNKNOWN                                 S0000150","YBL054W","UNKNOWN S0000150","YBL054W","Unknown",12
"YBL064C","YBL064C              UNKNOWN                                 UNKNOWN; SIMILAR TO TSA1P               S0000160","YBL064C","UNKNOWN; SIMILAR TO TSA1P S0000160","YBL064C","Unknown",12
"YBL077W","YBL077W              UNKNOWN                                 UNKNOWN                                 S0000173","YBL077W","UNKNOWN S0000173","YBL077W","Unknown",12
"YBR006W","YBR006W              UNKNOWN                                 UNKNOWN; SIMILAR TO ALDEHYDE DEHYDROGENAS0000210","YBR006W","UNKNOWN; SIMILAR TO ALDEHYDE DEHYDROGENAS0000210","YBR006W","Unknown",12
"YBR025C","YBR025C              UNKNOWN                                 UNKNOWN                                 S0000229","YBR025C","UNKNOWN S0000229","YBR025C","Unknown",12
"YBR030W","YBR030W              UNKNOWN                                 UNKNOWN; SIMILAR TO SIN3P               S0000234","YBR030W","UNKNOWN; SIMILAR TO SIN3P S0000234","YBR030W","Unknown",12
"YBR052C","YBR052C              UNKNOWN                                 UNKNOWN; SIMILAR TO YCP4P, S. POMBE OBR1S0000256","YBR052C","UNKNOWN; SIMILAR TO YCP4P, S. POMBE OBR1S0000256","YBR052C","Unknown",12
"YBR053C","YBR053C              UNKNOWN                                 UNKNOWN; SIMILAR TO RAT CALCIUM-BINDING S0000257","YBR053C","UNKNOWN; SIMILAR TO RAT CALCIUM-BINDING S0000257","YBR053C","Unknown",12
"YBR056W","YBR056W              UNKNOWN                                 UNKNOWN; SIMILAR TO GLUCAN-1,3-BETA-GLUCS0000260","YBR056W","UNKNOWN; SIMILAR TO GLUCAN-1,3-BETA-GLUCS0000260","YBR056W","Unknown",12
"YBR061C","YBR061C              UNKNOWN                                 UNKNOWN; SIMILAR TO CTR86P AND E. COLI FS0000265","YBR061C","UNKNOWN; SIMILAR TO CTR86P AND E. COLI FS0000265","YBR061C","Unknown",12
"YBR089W","YBR089W              UNKNOWN                                 UNKNOWN                                 S0000293","YBR089W","UNKNOWN S0000293","YBR089W","Unknown",12
"YBR139W","YBR139W              UNKNOWN                                 UNKNOWN; SIMILAR TO SERINE-TYPE CARBOXYPS0000343","YBR139W","UNKNOWN; SIMILAR TO SERINE-TYPE CARBOXYPS0000343","YBR139W","Unknown",12
"YBR183W","YBR183W              UNKNOWN                                 UNKNOWN; SIMILAR TO H. INFLUENZAE LIC-1 S0000387","YBR183W","UNKNOWN; SIMILAR TO H. INFLUENZAE LIC-1 S0000387","YBR183W","Unknown",12
"YBR230C","YBR230C              UNKNOWN                                 UNKNOWN                                 S0000434","YBR230C","UNKNOWN S0000434","YBR230C","Unknown",12
"YBR238C","YBR238C              UNKNOWN                                 UNKNOWN                                 S0000442","YBR238C","UNKNOWN S0000442","YBR238C","Unknown",12
"YBR246W","YBR246W              UNKNOWN                                 UNKNOWN                                 S0000450","YBR246W","UNKNOWN S0000450","YBR246W","Unknown",12
"YBR266C","YBR266C              UNKNOWN                                 UNKNOWN                                 S0000470","YBR266C","UNKNOWN S0000470","YBR266C","Unknown",12
"YBR267W","YBR267W              UNKNOWN                                 UNKNOWN                                 S0000471","YBR267W","UNKNOWN S0000471","YBR267W","Unknown",12
"YBR269C","YBR269C              UNKNOWN                                 UNKNOWN                                 S0000473","YBR269C","UNKNOWN S0000473","YBR269C","Unknown",12
"YBR285W","YBR285W              UNKNOWN                                 UNKNOWN                                 S0000489","YBR285W","UNKNOWN S0000489","YBR285W","Unknown",12
"YBR287W","YBR287W              UNKNOWN                                 UNKNOWN                                 S0000491","YBR287W","UNKNOWN S0000491","YBR287W","Unknown",12
"YCL035C","YCL035C              UNKNOWN                                 UNKNOWN; SIMILAR TO THIOLTRANSFERASE TTRS0000540","YCL035C","UNKNOWN; SIMILAR TO THIOLTRANSFERASE TTRS0000540","YCL035C","Unknown",12
"YCL042W","YCL042W              UNKNOWN                                 UNKNOWN                                 S0000547","YCL042W","UNKNOWN S0000547","YCL042W","Unknown",12
"YCL045C","YCL045C              UNKNOWN                                 UNKNOWN                                 S0000550","YCL045C","UNKNOWN S0000550","YCL045C","Unknown",12
"YCR004C","YCR004C   YCP4       UNKNOWN                                 UNKNOWN; SIMILAR TO S. POMBE BREFELDIN AS0000597","YCP4","UNKNOWN UNKNOWN; SIMILAR TO S. POMBE BREFELDIN AS0000597","YCP4","Unknown",12
"YCR016W","YCR016W              UNKNOWN                                 UNKNOWN                                 S0000609","YCR016W","UNKNOWN S0000609","YCR016W","Unknown",12
"YCR061W","YCR061W              UNKNOWN                                 UNKNOWN                                 S0000657","YCR061W","UNKNOWN S0000657","YCR061W","Unknown",12
"YCR062W","YCR062W              UNKNOWN                                 UNKNOWN                                 S0000658","YCR062W","UNKNOWN S0000658","YCR062W","Unknown",12
"YDL023C","YDL023C              UNKNOWN                                 UNKNOWN                                 S0002181","YDL023C","UNKNOWN S0002181","YDL023C","Unknown",12
"YDL027C","YDL027C              UNKNOWN                                 UNKNOWN                                 S0002185","YDL027C","UNKNOWN S0002185","YDL027C","Unknown",12
"YDL050C","YDL050C              UNKNOWN                                 UNKNOWN                                 S0002208","YDL050C","UNKNOWN S0002208","YDL050C","Unknown",12
"YDL060W","YDL060W              UNKNOWN                                 UNKNOWN                                 S0002218","YDL060W","UNKNOWN S0002218","YDL060W","Unknown",12
"YDL062W","YDL062W              UNKNOWN                                 UNKNOWN                                 S0002220","YDL062W","UNKNOWN S0002220","YDL062W","Unknown",12
"YDL063C","YDL063C              UNKNOWN                                 UNKNOWN                                 S0002221","YDL063C","UNKNOWN S0002221","YDL063C","Unknown",12
"YDL110C","YDL110C              UNKNOWN                                 UNKNOWN                                 S0002268","YDL110C","UNKNOWN S0002268","YDL110C","Unknown",12
"YDL124W","YDL124W              UNKNOWN                                 UNKNOWN                                 S0002282","YDL124W","UNKNOWN S0002282","YDL124W","Unknown",12
"YDL151C","YDL151C              UNKNOWN                                 UNKNOWN                                 S0002310","YDL151C","UNKNOWN S0002310","YDL151C","Unknown",12
"YDL199C","YDL199C              UNKNOWN                                 UNKNOWN; SIMILAR TO MEMBERS OF THE SUGARS0002358","YDL199C","UNKNOWN; SIMILAR TO MEMBERS OF THE SUGARS0002358","YDL199C","Unknown",12
"YDL201W","YDL201W              UNKNOWN                                 UNKNOWN                                 S0002360","YDL201W","UNKNOWN S0002360","YDL201W","Unknown",12
"YDL204W","YDL204W              UNKNOWN                                 UNKNOWN                                 S0002363","YDL204W","UNKNOWN S0002363","YDL204W","Unknown",12
"YDL222C","YDL222C              UNKNOWN                                 UNKNOWN; SIMILAR TO SUR7P               S0002381","YDL222C","UNKNOWN; SIMILAR TO SUR7P S0002381","YDL222C","Unknown",12
"YDR003W","YDR003W              UNKNOWN                                 UNKNOWN; SIMILAR TO YBR005P             S0002410","YDR003W","UNKNOWN; SIMILAR TO YBR005P S0002410","YDR003W","Unknown",12
"YDR032C","YDR032C              UNKNOWN                                 UNKNOWN; SIMILAR TO YCP4P AND S. POMBE OS0002439","YDR032C","UNKNOWN; SIMILAR TO YCP4P AND S. POMBE OS0002439","YDR032C","Unknown",12
"YDR070C","YDR070C              UNKNOWN                                 UNKNOWN                                 S0002477","YDR070C","UNKNOWN S0002477","YDR070C","Unknown",12
"YDR083W","YDR083W              UNKNOWN                                 UNKNOWN                                 S0002490","YDR083W","UNKNOWN S0002490","YDR083W","Unknown",12
"YDR091C","YDR091C              UNKNOWN                                 UNKNOWN; SIMILAR TO MEMBERS OF THE ATP-BS0002498","YDR091C","UNKNOWN; SIMILAR TO MEMBERS OF THE ATP-BS0002498","YDR091C","Unknown",12
"YDR101C","YDR101C              UNKNOWN                                 UNKNOWN                                 S0002508","YDR101C","UNKNOWN S0002508","YDR101C","Unknown",12
"YDR152W","YDR152W              UNKNOWN                                 UNKNOWN                                 S0002559","YDR152W","UNKNOWN S0002559","YDR152W","Unknown",12
"YDR165W","YDR165W              UNKNOWN                                 UNKNOWN                                 S0002572","YDR165W","UNKNOWN S0002572","YDR165W","Unknown",12
"YDR190C","YDR190C              UNKNOWN                                 UNKNOWN                                 S0002598","YDR190C","UNKNOWN S0002598","YDR190C","Unknown",12
"YDR233C","YDR233C              UNKNOWN                                 UNKNOWN                                 S0002641","YDR233C","UNKNOWN S0002641","YDR233C","Unknown",12
"YDR255C","YDR255C              UNKNOWN                                 UNKNOWN                                 S0002663","YDR255C","UNKNOWN S0002663","YDR255C","Unknown",12
"YDR286C","YDR286C              UNKNOWN                                 UNKNOWN                                 S0002694","YDR286C","UNKNOWN S0002694","YDR286C","Unknown",12
"YDR287W","YDR287W              UNKNOWN                                 UNKNOWN; SIMILAR TO INOSITOL MONOPHOSPHAS0002695","YDR287W","UNKNOWN; SIMILAR TO INOSITOL MONOPHOSPHAS0002695","YDR287W","Unknown",12
"YDR324C","YDR324C              UNKNOWN                                 UNKNOWN; SIMILAR TO G-PROTEIN BETA SUBUNS0002732","YDR324C","UNKNOWN; SIMILAR TO G-PROTEIN BETA SUBUNS0002732","YDR324C","Unknown",12
"YDR339C","YDR339C              UNKNOWN                                 UNKNOWN                                 S0002747","YDR339C","UNKNOWN S0002747","YDR339C","Unknown",12
"YDR346C","YDR346C              UNKNOWN                                 UNKNOWN                                 S0002754","YDR346C","UNKNOWN S0002754","YDR346C","Unknown",12
"YDR358W","YDR358W              UNKNOWN                                 UNKNOWN                                 S0002766","YDR358W","UNKNOWN S0002766","YDR358W","Unknown",12
"YDR361C","YDR361C              UNKNOWN                                 UNKNOWN                                 S0002769","YDR361C","UNKNOWN S0002769","YDR361C","Unknown",12
"YDR365C","YDR365C              UNKNOWN                                 UNKNOWN                                 S0002773","YDR365C","UNKNOWN S0002773","YDR365C","Unknown",12
"YDR380W","YDR380W              UNKNOWN                                 UNKNOWN; SIMILAR TO PYRUVATE DECARBOXYLAS0002788","YDR380W","UNKNOWN; SIMILAR TO PYRUVATE DECARBOXYLAS0002788","YDR380W","Unknown",12
"YDR398W","YDR398W              UNKNOWN                                 UNKNOWN                                 S0002806","YDR398W","UNKNOWN S0002806","YDR398W","Unknown",12
"YDR412W","YDR412W              UNKNOWN                                 UNKNOWN                                 S0002820","YDR412W","UNKNOWN S0002820","YDR412W","Unknown",12
"YDR413C","YDR413C              UNKNOWN                                 UNKNOWN                                 S0002821","YDR413C","UNKNOWN S0002821","YDR413C","Unknown",12
"YDR417C","YDR417C              UNKNOWN                                 UNKNOWN                                 S0002825","YDR417C","UNKNOWN S0002825","YDR417C","Unknown",12
"YDR449C","YDR449C              UNKNOWN                                 UNKNOWN                                 S0002857","YDR449C","UNKNOWN S0002857","YDR449C","Unknown",12
"YDR453C","YDR453C              UNKNOWN                                 UNKNOWN; SIMILAR TO TSA1P               S0002861","YDR453C","UNKNOWN; SIMILAR TO TSA1P S0002861","YDR453C","Unknown",12
"YDR474C","YDR474C              UNKNOWN                                 UNKNOWN                                 S0002882","YDR474C","UNKNOWN S0002882","YDR474C","Unknown",12
"YDR496C","YDR496C              UNKNOWN                                 UNKNOWN                                 S0002904","YDR496C","UNKNOWN S0002904","YDR496C","Unknown",12
"YDR512C","YDR512C              UNKNOWN                                 UNKNOWN                                 S0002920","YDR512C","UNKNOWN S0002920","YDR512C","Unknown",12
"YDR516C","YDR516C              UNKNOWN                                 UNKNOWN; SIMILAR TO GLK1P               S0002924","YDR516C","UNKNOWN; SIMILAR TO GLK1P S0002924","YDR516C","Unknown",12
"YDR533C","YDR533C              UNKNOWN                                 UNKNOWN                                 S0002941","YDR533C","UNKNOWN S0002941","YDR533C","Unknown",12
"YER006W","YER006W              UNKNOWN                                 UNKNOWN; SIMILAR TO MOUSE MMR1P PROTEIN S0000808","YER006W","UNKNOWN; SIMILAR TO MOUSE MMR1P PROTEIN S0000808","YER006W","Unknown",12
"YER035W","YER035W              UNKNOWN                                 UNKNOWN                                 S0000837","YER035W","UNKNOWN S0000837","YER035W","Unknown",12
"YER036C","YER036C              UNKNOWN                                 UNKNOWN; SIMILAR TO MEMBERS OF THE ATP-BS0000838","YER036C","UNKNOWN; SIMILAR TO MEMBERS OF THE ATP-BS0000838","YER036C","Unknown",12
"YER037W","YER037W              UNKNOWN                                 UNKNOWN                                 S0000839","YER037W","UNKNOWN S0000839","YER037W","Unknown",12
"YER038C","YER038C              UNKNOWN                                 UNKNOWN                                 S0000840","YER038C","UNKNOWN S0000840","YER038C","Unknown",12
