"","GSM578408","GSM578409","GSM578410","GSM578411","GSM578412","GSM578413","GSM578414","GSM578415","GSM578416","GSM578417","GSM578418","GSM578419","GSM578420","GSM578421","GSM578422","GSM578423","GSM578424","GSM578425","GSM578426","GSM578427","GSM578428","GSM578429","GSM578430","GSM578431","GSM578432","GSM578433","GSM578434","GSM578435","GSM578436","GSM578437","GSM578438","GSM578439","GSM578440","GSM578441","GSM578442","GSM578443","GSM578444","GSM578445","GSM578446","GSM578447","GSM578448","GSM578449","GSM578450","GSM578451","GSM578452","GSM578453","GSM578454","GSM578455","GSM578456","GSM578457","GSM578458","GSM578459","GSM578460","GSM578461","GSM578462","GSM578463","GSM578464","GSM578465","GSM578466","GSM578467","GSM578468","GSM578469","GSM578470","GSM578471","GSM578472","GSM578473"
"A_06_P3747",-0.211818961,-0.03032785,-0.210188873,-0.062098176,-0.100674319,0.017439377,-0.457098801,-0.319233743,-0.240812474,0.230062746,-0.07491677,-0.37566951,0.141931721,-0.307286986,0.008584064,-0.272801401,-0.189847252,-0.001999187,-0.069851183,-0.048966899,-0.10348636,-0.476348323,-0.092430486,-0.092401771,-0.179631646,0.078024175,0.011152951,-0.371451157,-0.571199985,-0.111392229,-0.29343563,-0.419274537,-0.476980204,-0.138368665,-0.253179329,-0.071947103,0.087804236,0.033091629,-0.375952863,-0.528953822,-0.491460939,0.310676365,-0.243257178,-0.324025096,0.100959583,-0.550131303,-1.127413025,-0.330722751,-0.163011229,-0.382033953,-0.294968436,-0.35753303,0.480186773,0.708578053,1.06792481,0.50899582,0.019168055,0.637070216,0.326426192,-0.145641299,-0.710853733,-0.770737633,0.204777528,0.333144735,-0.377659821,-0.295261864
"A_06_P3748",-0.114519286,0.227970014,-0.164148307,0.129633989,0.009617462,0.146584392,-0.014407772,-0.089145148,-0.296492601,0.515389441,0.139065898,-0.354848426,0.418765565,-0.159582686,0.164532277,-0.071796031,-0.028076694,0.035309601,0.071953991,0.039344503,0.191803794,0.082167372,0.034105482,0.018094447,-0.027656424,0.260845759,0.143212444,-0.240420671,0.333415817,0.083597592,-0.099701863,-0.278923951,-0.430337503,0.213453013,0.392436086,0.326059422,0.458649944,0.362620763,0.562707458,-0.293054978,-0.338803153,0.146308362,0.32970829,-0.313358105,-0.027244064,0.146913894,-0.377418616,-0.28454635,-0.167375677,-0.417758742,-0.376707774,-0.353160792,0.510112377,0.741824369,1.03505782,0.41113854,0.179898324,0.819683337,0.269657067,-0.199585623,-0.965647002,-0.949187955,0.156711101,0.14514456,-0.332671258,-0.492075396
"A_06_P3749",0.313530763,0.374542471,0.274828459,0.344706433,0.316906758,0.130239207,0.289638787,0.298780492,0.33260862,0.132125017,0.076659688,0.403217251,-0.017629556,0.232681477,0.197629639,0.344251566,0.352008639,0.214284611,0.208556569,0.114131547,0.052414158,0.08747808,0.150065786,0.31600953,0.216666646,0.089640681,0.140972499,0.33482762,0.193891455,0.182689412,0.310514501,0.237103488,0.676930384,0.177242541,0.234393019,0.417127235,0.017053011,0.320784349,-0.082092064,0.416646406,0.575424775,0.014338686,-0.072058374,0.623117147,-0.14150667,-0.07265996,0.362129238,0.546609708,0.245960662,0.258825671,0.242458683,0.319666919,0.631930362,0.454447825,0.597505439,0.515109422,0.645968957,1.082475718,0.652150525,0.457035478,0.546549946,0.54354586,-0.206997915,-0.202210521,-0.58754258,-0.574098738
"A_06_P3750",0.175430351,0.002886123,0.136717898,0.055845898,-0.051336535,0.188857077,-0.115386933,0.19372801,-0.088935184,0.11133821,0.033147427,0.415364579,-0.057593831,0.117675111,0.181801124,0.316392582,0.155470818,0.055458048,0.055852762,0.112364689,-0.065501849,-0.053019875,0.000708969,0.247292288,0.116693395,0.007306837,-0.014931639,0.159562086,-0.151368033,-0.04793382,0.048832624,0.118967848,0.002024773,0.239987052,0.162562517,0.253319061,-0.071280683,0.4934429,0.236064503,0.004752162,-0.036444697,0.003181441,0.058858052,0.111503919,-0.035858074,0.160554569,-0.066795743,0.178199212,0.226509601,0.058632508,0.107860148,0.112858541,0.509523175,0.389272192,0.633903244,0.536056326,0.157030561,0.756795986,0.327850492,0.043327093,-0.275232285,-0.236157648,0.043920212,0.081317111,-0.086979857,0.113495664
"A_06_P3751",0.410928589,0.273169901,0.36024278,0.221150027,0.416687266,-0.05470419,0.450777354,0.2001463,0.274190858,0.223169681,0.457955999,0.334101675,0.458510628,0.163828581,0.432097917,-0.116540679,0.19611839,0.118127083,0.049058115,0.052676364,0.378835913,-0.010780599,0.19899131,0.17539111,0.358409028,0.099415917,0.280147355,-1.50792926,0.419328797,0.134959856,0.396090191,-0.044530897,0.126697527,-0.003055849,0.087786338,-0.048107014,-0.050315799,-0.021519511,0.140174821,0.137160948,0.257328283,0.110409923,0.030528846,0.031898303,0.068531705,-0.104530565,-0.099537635,-0.059775647,0.007662829,-0.025334007,0.1704481,-0.048184321,-0.115512026,0.196379493,-0.09333581,0.106491024,0.110990054,0.085278382,-0.010241614,-0.352219616,0.02097564,-0.058177952,-0.136368045,0.009201731,0.026629686,0.03276249
"A_06_P3752",0.134936028,-0.365043059,-0.157298332,-0.068061348,0.164343151,-0.377113435,-0.135588261,0.034314749,-0.181024037,-0.369234329,-0.257573039,-0.05853364,-0.637859696,-0.137733632,0.02313436,0.067285065,-0.244365134,-0.365854347,-0.236867933,0.072388182,0.010620894,-0.251948744,-0.114324424,0.152749594,0.197869127,-0.018117664,-0.154035264,0.161443524,-0.280154587,-0.243457647,0.191345938,0.141272937,-0.803321531,-0.674807732,-0.111285393,-0.524055361,-0.376169539,0.45842306,-0.503520941,-0.261621279,-0.705087675,0.194600241,-0.85679601,0.031697037,0.307469659,-0.507765503,-1.594846622,-0.075516924,0.56410862,0.492629771,0.547422259,0.481339387,1.236271308,0.960579891,1.154280015,0.903462233,0.800253793,1.515720842,0.765964617,0.423713984,-0.292479718,-0.415842444,0.432614531,0.60213078,0.364589557,0.484299369
"A_06_P3753",0.601614595,-0.068606337,0.286661671,0.038343029,0.128341251,-0.009764686,0.107683819,0.562328008,0.280256318,0.016351291,0.108389359,0.479157775,0.0557912,0.174106531,0.520293689,0.245971757,0.492338301,-0.085451585,-0.058930063,-0.060791249,0.120450797,-0.095758042,0.084892055,0.432533957,0.506666214,-0.08374849,-0.045354038,0.528099602,-0.01958314,0.042325891,0.584323927,0.492910507,0.860026234,-0.197164447,-0.121832269,-0.045283204,-0.30056172,-0.045619873,-0.518496201,0.460523045,0.661567379,-0.118368519,-0.410239064,0.643080418,-0.233681834,-0.49988904,0.274927954,0.700637156,0.58317428,0.550841962,0.533006616,0.475106999,1.019837201,0.79068659,0.938500582,0.854810887,0.725206633,1.228065671,0.826727899,0.44810722,0.332642803,0.365294597,0.410982714,0.3810623,0.048733853,0.21835691
"A_06_P3754",-0.066892295,0.168851141,0.125215421,0.218257747,0.103622101,0.2392069,0.137743525,-0.050621395,-0.040821983,0.109170655,0.012481265,-0.032824654,0.046767537,0.150878103,-0.061070642,0.233575708,-0.166103039,0.169539629,0.062562028,0.01413923,-0.023290452,0.122926105,0.001534794,-0.21738745,-0.110065402,-0.007066836,-0.179142258,-0.082250865,-0.06962102,0.014931803,-0.183430239,-0.095707562,0.291248547,0.037253524,0.007178353,-0.04641328,0.165706235,0.008694057,-0.159027473,0.236200447,0.151680717,0.123441521,-0.037599207,0.121108972,0.162956413,-0.091089086,-0.014081272,0.242025015,-0.056775293,-0.041797821,-0.05885618,-0.053223857,0.593723223,0.593588543,0.614426866,0.533835441,0.143532671,0.729357307,0.332506111,-0.016791174,0.684293905,0.637294447,-0.187562648,-0.099803602,-0.084076769,-0.017992161
"A_06_P3755",0.128935193,-0.742701956,-0.432624533,-0.067689667,-0.001440209,-0.634341379,-0.255880543,0.135985859,0.050088197,0.026573798,0.350192568,0.407904893,-0.481266054,-0.085675758,0.073111865,-0.284157627,0.115348981,-0.10914819,-0.303024498,0.065007905,0.055281312,-0.031339345,-0.0830819,0.265616761,0.130715411,0.214014172,0.286917899,0.065633622,-0.071110845,-0.081558937,0.281903294,0.206228025,-0.147428202,0.238138679,0.249975366,0.116333751,-0.051371259,0.231615354,0.195050349,-0.092773417,-0.067480206,0.019618948,-0.134644115,0.232129666,0.164548816,0.073129965,-0.034138405,0.293126747,0.144711427,0.05009311,0.109640458,0.130313937,1.129050275,0.781881755,1.391346648,0.814440519,0.316390951,1.141280904,0.470955705,-0.038859775,-1.160538106,-1.496747974,0.162818153,0.553074544,0.630251151,0.570324766
"A_06_P3756",0.200746827,0.155690759,0.162223572,0.07770498,0.224838246,0.145634595,0.12949985,0.235691118,0.052690597,0.114682054,0.098853635,0.173279496,0.078026212,0.207800848,0.08650522,0.200482973,0.217266654,0.116612037,0.323740314,0.123837905,0.285790804,0.199445612,0.251892309,0.281887161,0.194032933,0.250090877,0.151200086,0.163678292,0.135915742,0.13989868,0.158353414,0.157650091,0.31446185,0.141661111,0.127574634,0.286868195,0.050086821,0.340159896,-0.038268347,0.120263987,0.095335863,0.029327048,-0.072375913,0.105464505,-0.081438258,0.049965353,-0.0166535,0.148453734,0.08001668,0.067689006,0.09386705,-0.016721672,0.231918253,0.076565415,0.415503483,0.100808094,-0.17483225,0.190923963,-0.108913954,-0.211717078,-0.043861269,0.018451407,-0.000236359,0.009012121,0.169496629,0.231153224
"A_06_P3757",0.603641538,0.07678691,-0.005359897,0.083302622,0.138983737,-0.040319292,0.528675835,0.645667488,0.530635898,-0.090567759,0.374796577,0.618160292,-0.193367301,0.400930071,-0.007499592,0.47059751,0.512635302,0.224839252,-0.1498841,0.054746648,-0.003934926,-0.048895061,-0.147389442,0.771248874,0.736033482,-0.126405256,-0.094539752,0.606376931,-0.058957389,-0.107703353,0.623734008,0.547628099,0.525699108,-0.081002263,-0.044688535,-0.052118097,-0.040616179,0.253936125,-0.162232401,0.58112205,0.493450117,0.122628243,-0.268653126,0.435020147,0.150845742,-0.099856072,0.128175845,0.473331201,0.604967047,0.6626107,0.829028653,0.696940499,1.124558408,0.54310469,1.347081407,0.825929782,0.346586799,1.025540564,0.533033594,0.080626645,-1.006263396,-1.038797413,1.003584511,0.818959579,0.40013457,0.199078807
"A_06_P3758",0.035501724,0.092216475,-0.052944531,0.082682225,0.078212472,0.034956133,0.100116583,0.143056354,-0.083418807,0.126343769,0.040284485,0.223591269,-0.124192404,-0.087536424,0.083590811,0.074815905,-0.100783804,0.050306465,0.144518394,0.059790913,0.014976498,0.126021308,-0.092933307,0.137055597,0.074050145,0.091935282,-0.077555325,0.138463435,-0.127290865,-0.077098843,0.046741334,-0.007495307,0.679684825,0.19981685,0.219131551,0.170868297,0.080185816,-0.061615557,-0.102764477,0.369555038,0.402216974,0.042791547,0.022281862,0.365774139,-0.097578289,0.006285786,0.326129272,0.25972378,0.069786597,0.026759038,0.019459731,0.028235791,0.498208155,0.395993121,0.538797424,0.526942881,0.491018678,0.722120087,0.46733896,0.355237712,0.079801562,0.132332361,-0.080106594,-0.154934413,-0.015658802,-0.07466375
"A_06_P3759",-0.160381227,-0.142358137,-0.19425079,-0.108035533,-0.00025121,-0.06150324,-0.102945665,-0.173889678,-0.025657477,-0.126788975,0.098359275,0.049554857,-0.099117535,0.063190166,-0.082028216,-0.047375067,0.065366231,0.074679051,0.220398206,0.081790764,0.137950067,0.133653363,0.083910194,-0.028853647,-0.189854205,-0.174774835,-0.064197616,-0.055442222,0.012954293,-0.041900703,-0.14559422,-0.194373163,0.23334991,-0.150266368,-0.269463403,-0.032778287,-0.394936008,-0.139243772,-0.46650085,-0.001312057,-0.030300931,-0.397150831,-0.410438529,0.148530828,-0.279112597,-0.331268915,0.021645622,0.063220962,-0.145619343,-0.053693103,-0.098249524,-0.144659857,0.603222896,0.516562252,0.672075313,0.569879608,0.340833299,0.833668154,0.491383121,0.207547405,-0.06356906,0.082510107,-0.151593177,-0.055455317,-0.370223681,-0.205891599
"A_06_P3760",-0.004327225,-0.24612445,-0.035628574,0.119769037,0.016499826,-0.057197209,0.040317373,0.084687397,-0.045994206,-0.007862067,0.184380319,0.078623724,-0.063823401,0.023058395,0.122882315,0.015359199,0.114816955,0.042560488,0.020864891,0.033894791,0.062814822,-0.054948686,0.096232115,0.142646786,0.112721417,-0.029809723,0.007341828,0.04922126,-0.117911581,0.045485417,0.196685102,0.09408486,-0.337653838,0.073459932,0.498193954,0.065331061,0.403370013,0.354774609,0.446383862,-0.226333995,-0.31069969,0.156422254,0.314953085,-0.200760966,0.346437141,0.241079959,-0.393971764,-0.053568427,-0.079077466,-0.042522425,-0.091342483,-0.079106193,0.579937447,0.543758803,0.697117202,0.48297536,0.120584158,0.647102461,0.324293267,0.026301071,-0.095801944,-0.210500963,-0.078716328,-0.000297202,0.044082903,0.068086264
"A_06_P3761",-0.59235084,0.238016042,-0.216720104,0.130156991,-0.219374156,0.212883503,-0.038177087,-0.482354223,-0.024943651,0.092334262,0.253266885,-0.364112853,0.1408348,0.045815846,-0.401429162,-0.075773837,-0.690971209,0.20941754,-0.396895803,0.221513436,-0.378083474,-0.007371984,-0.40285858,-0.139173076,-0.112866242,-0.010880132,-0.062352035,-0.344386695,-0.15773188,-0.20244158,-0.412472405,-0.339458806,0.23508293,-0.044898667,0.277934522,0.019351588,0.223737057,0.291905084,0.273439667,0.156459362,0.209835725,0.208262193,0.011900646,0.562190092,0.379904225,0.390769102,0.337117472,0.901231375,-0.574818191,-0.460020169,-0.461299769,-0.541574846,0.495591203,0.402751041,0.60818329,0.555415304,0.103215522,0.519290941,0.422776373,0.287670535,-0.384817458,-0.508567463,-0.33698478,-0.241464092,-0.263201042,-0.250407147
"A_06_P3762",-0.088714101,0.163393467,-0.167380163,0.080979864,-0.022917137,0.232404441,0.093555816,-0.077738123,-0.387417295,0.058815845,-0.181798931,-0.305983483,-0.172994213,-0.169646672,-0.172662454,-0.010519399,-0.162412483,-0.069172421,0.013624202,0.010495028,-0.073649537,-0.195518104,0.043227659,-0.285777476,-0.196221271,0.133431917,-0.088018161,-0.086783065,-0.047507251,-0.041494785,-0.184063345,-0.219365324,0.056425641,0.014249466,0.047432404,0.11049233,0.23568471,-0.149256785,-0.000353184,0.06239022,-0.087073077,0.153019977,0.127789499,-0.395254826,0.100051198,0.057216745,0.137958857,-0.326588214,-0.156958358,-0.111211462,0.010263957,-0.144953476,0.477001336,0.726394223,0.98356518,0.532614951,-0.108469562,0.487431145,0.01998098,-0.199123268,-0.382102826,-0.394200677,-0.193107365,-0.327492256,0.084803072,0.200318627
"A_06_P3763",-0.369796281,0.005504619,-0.327850659,0.067020494,-0.276194859,-0.018362028,-0.274173874,-0.218302662,-0.340323563,-0.283832202,-0.407709028,-0.283451734,-0.433955592,-0.19624629,-0.390569384,-0.177505167,-0.267746321,-0.360154404,-0.382795639,-0.270237734,-0.371848888,-0.202407216,-0.409917852,-0.321702826,-0.306624691,-0.217883137,-0.375332652,-0.198466152,-0.418373123,-0.276590467,-0.453691862,-0.00934791,0.016857439,-0.034378907,-0.110138905,-0.057980224,-0.023443585,-0.023215014,-0.134768132,0.122018961,-0.163956147,-0.156156151,-0.073541785,-0.061187941,0.04300208,-0.015338036,-0.08830608,-0.043412709,-0.105195752,-0.043853355,-0.034029792,-0.014052813,0.328013475,0.076488146,0.322801293,0.342707244,-0.041475439,0.157343089,-0.044364511,0.01468888,-0.097606333,-0.094496474,0.006884792,-0.10647464,0.029087578,0.032694528
"A_06_P3764",0.097573482,-0.111253247,0.071190931,-0.031217129,0.115245664,-0.028921322,0.155662422,0.076100744,-0.051798959,-0.070636208,0.072843285,0.142965242,-0.198513999,0.157838003,-0.066042893,0.183198318,0.210110758,0.183010292,0.293969442,0.163565376,0.230809893,0.250570908,0.352445555,0.18087953,0.057819217,0.156922982,0.149347446,0.016463069,0.12603491,0.150249302,0.168241733,0.049559975,-0.18640138,-0.01412893,0.162456506,0.145608831,0.039490242,0.230426989,0.064681719,-0.288522418,-0.228583254,-0.02200615,-0.04690364,-0.303746214,-0.190486607,0.037204391,-0.294299799,-0.305076869,-0.097876925,-0.040801251,-0.053613776,-0.031911724,0.713174639,0.714477251,0.888107416,0.686003211,0.290514401,0.797325068,0.560632492,0.2585968,-0.191922751,-0.017728856,0.081657909,0.077545129,0.174811238,0.136046008
"A_06_P3765",0.143560036,-0.150186847,0.084493384,-0.080486085,0.020016835,0.023367147,0.011953265,-0.003339729,0.001671103,4.02e-05,0.087763292,-0.005339656,0.014051604,0.00844364,0.14954387,-0.104367163,0.202016797,0.079676858,0.230742066,0.142329387,0.147462428,0.074943912,0.051368645,0.16977292,0.236085829,0.213482934,0.086681471,-0.086796543,0.268205888,0.053209383,0.175967009,-0.017643415,0.086685587,-0.006616529,0.04245585,0.150815156,0.070685841,-0.016323712,0.18183831,0.057185599,0.166169327,0.177094297,0.029316306,0.068317431,-0.023799022,0.013152602,-0.026905143,-0.141917858,-0.055114944,-0.138227453,-0.093409908,-0.072417498,0.618521257,0.744337686,0.911069059,0.594706838,0.452338462,0.948703834,0.478417308,0.223588029,-0.311417409,-0.177251315,0.038029454,0.207126161,-0.195548959,-0.150254058
"A_06_P3766",0.150524399,0.108575234,-0.017749612,0.114546295,0.148692974,0.019862362,0.052562863,0.099558627,0.233526795,-0.15307321,0.148859331,0.064271476,-0.024384812,0.021737646,-0.018071161,0.04661978,0.03004472,0.112670634,-0.010580921,0.12190652,-0.081823404,0.089975982,-0.125709084,0.071202799,0.084785735,0.007181858,-0.046746002,0.082528708,-0.066789658,-0.003388741,-0.02437473,0.036784217,-0.218178617,-0.063994647,0.143276147,0.005008172,0.080149436,0.21727283,0.287273597,-0.100648861,0.017514747,0.344040972,0.05316907,0.162680304,0.278593813,0.122785682,-0.247482956,0.15219339,0.08965999,0.167409803,0.076065538,0.166916103,0.925385806,0.803762048,1.096178061,0.753486091,0.32794017,1.121241239,0.642296558,0.187025289,-0.110072019,-0.046229477,0.08374742,0.173584196,0.044661378,0.206431752
"A_06_P3767",0.045426556,-0.175287714,0.044551514,-0.126471823,-0.03458375,-0.035009976,-0.017719479,0.050554716,-0.175605556,0.020282828,0.020934282,0.17352662,-0.181663911,0.038427372,-0.011741911,-0.018355149,-0.003004654,-0.136631358,-0.069307209,-0.113006826,-0.056277564,-0.099369415,-0.191746757,-0.123284634,-0.025511463,-0.179730555,-0.249767495,0.119650483,-0.185477125,-0.156576144,0.022579184,0.050467016,-0.108372231,-0.070271317,-0.098649062,-0.10543291,-0.347808437,0.069324207,-0.282453167,-0.163869758,-0.026646601,0.0026999,-0.17128036,0.412596602,0.081722733,-0.194187185,-0.195931231,0.379508033,0.130615058,-0.069615084,0.050996192,-0.004515852,0.298545066,0.209289695,0.449007928,0.300113783,0.094158437,0.320158224,0.092098905,-0.08790275,0.089729535,-0.035088929,-0.103116023,0.019814489,0.01270115,0.212280495
"A_06_P3768",-0.123345287,0.004293161,0.007844533,-0.053928508,0.026638292,0.001264258,-0.085838214,-0.068795377,-0.120712836,-0.112621796,-0.084141863,-0.135482543,-0.084716618,-0.141698696,-0.062887445,-0.002269386,0.02167256,-0.094889085,-0.016455532,0.041667633,-0.102525849,-0.041911697,-0.110611816,-0.146899396,-0.048230695,-0.097000099,-0.062833158,-0.058815161,-0.104979181,-0.109851082,-0.061983411,-0.119134331,0.141341951,-0.085503802,0.161567721,-0.006130946,0.000843072,-0.082758362,0.025796804,-0.000817026,0.116313912,0.178620622,0.045169067,0.321875616,-0.007911189,0.008410605,0.176603653,0.329157776,-0.111621769,-0.009364648,-0.101368152,-0.003719031,0.720885213,0.628092506,0.772164227,0.570692706,0.397519088,0.724665945,0.594348634,0.183055023,0.264995391,0.249395378,0.021394274,0.022288047,-0.050929047,-0.087706404
"A_06_P3769",0.051646606,0.032771098,-0.157761349,-0.192609221,-0.127856415,-0.208458604,-0.197319621,0.019561211,0.330282098,-0.194246029,-0.004951804,-0.115303961,-0.103505257,-0.321028373,-0.036078578,-0.288206699,0.012685199,-0.129125822,0.04178602,-0.17129053,-0.136135388,-0.19029328,0.018674363,-0.093736413,-0.031162954,-0.198981699,0.079534659,-0.054535144,0.15507916,-0.092857449,-0.04283018,-0.006426251,-0.023014182,-0.197933167,-0.346326248,-0.256651224,-0.245873682,-0.309639563,-0.239133333,-0.007182658,-0.065045316,-0.082949171,-0.115556257,-0.154044355,-0.118479463,-0.221303116,0.023333406,-0.123823948,0.260558893,0.026349733,0.111821376,0.189232956,0.540264906,0.524255931,0.70694257,0.498332214,0.353362661,0.705842528,0.470093063,0.202345235,-0.128364653,-0.117148866,0.013035998,-0.038790712,-0.088437598,-0.107074627
"A_06_P3770",-0.3141099,-0.228016422,-0.289997598,-0.080063497,-0.204943488,-0.244644917,-0.259241833,-0.079727144,-0.257626306,-0.253987874,-0.182075091,-0.15136298,-0.250350687,-0.044119309,-0.258257717,-0.22155882,-0.178468892,-0.151689839,-0.125097463,-0.105390317,-0.154435378,-0.134357409,-0.2380754,-0.114503661,-0.188686324,-0.194366917,-0.250810551,-0.239461541,-0.212967346,-0.226702424,-0.267433332,-0.222207627,-0.382762852,-0.58207774,-0.305564651,-0.223809491,0.114024464,-0.390201439,-0.057574171,0.095256752,-0.153358902,-0.08798448,-0.021870219,-0.45395193,-0.119120043,-0.068846587,0.164956487,-0.437570162,0.033572595,-0.08422764,-0.020868826,0.040357094,0.579445169,0.406418118,0.75329327,0.466801163,0.203166689,0.628019777,0.388016054,0.046838145,-0.320022941,-0.256572572,0.063756732,0.138509857,0.070934309,0.109530748
"A_06_P3771",-0.32240206,-0.238394776,-0.067248481,-0.111210009,-0.188581339,-0.24676865,-0.240670729,-0.2666615,-0.239525902,-0.281190154,-0.057265897,-0.15198362,-0.339128628,-0.104177959,-0.185512627,-0.275907636,0.098003577,0.04483086,-0.042653516,-0.052731733,0.023479649,-0.059915488,0.019857512,-0.049427127,-0.069022117,-0.056836746,0.045501504,-0.110790385,-0.075693697,0.012949781,0.030917291,-0.146544003,-0.527062235,-0.471467008,0.352701763,-0.061977863,0.776896377,-0.310572199,0.714512616,0.012682637,-0.499532857,0.425700206,0.925126968,-1.18390123,0.226833041,0.408706691,0.185454274,-1.233365556,-0.263410306,-0.164458029,-0.129144624,-0.161216838,0.138043578,0.150876484,0.40964957,0.162811679,0.003974756,0.455947215,0.065426096,-0.153990161,-0.497939752,-0.460778464,-0.124002342,-0.040279149,-0.020156547,-0.027156317
"A_06_P3772",0.124937656,-0.036055292,0.198142342,-0.094444031,0.183598144,0.036449003,0.195425115,-0.138520265,-0.037439798,0.079554309,0.180206125,0.056500833,0.125654008,0.168455715,-0.10907032,0.077014892,-0.034350828,0.099010522,0.116432472,0.188405923,0.132353791,0.029142747,0.199892693,-0.089113821,-0.016768462,0.017751736,0.159409882,-0.112013437,0.090118642,0.073823448,0.044630649,-0.037404645,-0.207056358,0.064154173,0.356664975,-0.022396689,0.012131967,0.15549769,0.120371149,-0.383592527,-0.143089379,0.033619325,-0.238505697,-0.085630854,-0.024955354,-0.163893481,-0.369792237,-0.126592219,-0.223914158,-0.117243499,-0.170293536,-0.215878878,0.516198007,0.527429394,0.558191687,0.520885238,0.50788021,0.78734169,0.519302656,0.252227054,0.248924606,0.252913788,-0.311188712,-0.170387856,-0.429640361,-0.279068014
"A_06_P3773",-0.02847155,-0.163983262,0.037836093,0.042302011,-0.065722539,0.052546498,0.019291934,-0.006313571,0.05055105,0.095190083,0.03386037,0.217779504,-0.029756049,0.175342179,0.053274142,0.036462113,-0.103669907,0.150722624,-0.199317046,0.084708398,-0.191370426,-0.084628357,-0.144136541,0.188402212,0.254412173,0.007699242,-0.090338294,0.221743011,-0.054736957,0.099347643,0.07710134,0.131231545,0.236714046,0.215862033,0.062408759,0.038062795,0.126302972,-0.064698916,0.047785632,0.264968147,0.219581297,-0.139682232,0.057625755,0.098927696,-0.034602502,0.094459487,0.345221651,0.101269235,-0.02357279,0.203780104,0.013102281,0.066343747,0.818473921,0.694472669,0.964704461,0.780089512,0.673031479,1.012621027,0.675895182,0.473716158,0.608513874,0.488514758,-0.349183296,-0.459269845,-0.227976263,-0.240617383
"A_06_P3774",-0.356782032,0.089660202,-0.148168177,-0.023515745,-0.031648278,0.158452328,-0.178758663,-0.245138498,-0.183489569,0.094502932,-0.231879288,-0.617869938,0.17617567,-0.207092911,-0.087145972,-0.28080179,-0.276906944,-0.008324434,-0.082816363,-0.15525826,0.038638481,-0.031610069,0.030560473,-0.219134828,-0.229020913,0.089993635,0.20063359,-0.3617082,0.073790088,0.135595738,-0.395557285,-0.331091095,-0.408067333,-0.202854577,0.023510765,-0.12907211,0.44417259,0.019377438,0.347838468,-0.204591175,-0.286111221,0.198373493,0.410727672,-0.221368285,0.530484286,0.374441978,-0.05019527,-0.304639494,-0.462224925,-0.382305772,-0.360394737,-0.408186755,0.413840891,0.716015272,1.03188432,0.48539677,0.04906202,0.554796081,0.214345647,-0.248985171,-0.507292723,-0.658029415,0.034190412,-0.125555301,0.00276982,-0.32181109
"A_06_P3775",-0.39529068,0.095547882,-0.357237865,-0.173223851,-0.214027077,-0.147502276,-0.423956694,-0.344238129,-0.279921729,0.164303515,-0.263167548,-0.480474225,-0.136533454,-0.313136307,-0.369185585,-0.432758555,-0.370543474,-0.093918533,-0.153235479,-0.195473225,-0.034423426,0.142471293,-0.202727508,-0.23753677,-0.225223384,0.150238294,-0.097321411,-0.324923734,0.035966505,-0.137372879,-0.319238929,-0.440955388,-0.759618648,-0.055008512,0.040046577,0.014610386,-0.092510792,0.069081369,0.289868851,-0.539457893,-0.517549246,0.058467993,0.043971012,-0.371893958,-0.02397469,0.012463839,-0.424252714,-0.342146864,-0.38514538,-0.302735483,-0.417387383,-0.444738875,0.105315163,0.383103798,0.599613435,0.074726417,-0.245192901,0.227246362,0.006259435,-0.404563104,-0.884301846,-0.695794684,0.177377449,0.344666417,-0.078254367,-0.357287633
"A_06_P3776",0.020086659,0.041148603,0.221371418,0.229781133,0.124031612,0.14189787,-0.04510738,-0.1772102,-0.039180376,-0.030240924,0.137481199,0.009585116,-0.007312943,-0.176813487,-0.024937389,-0.07739245,0.049598289,0.163305797,0.176848096,0.192834245,0.144307468,0.104523623,0.055723522,-0.087279895,0.08568347,-0.147094396,0.126159134,-0.048623008,0.093907768,0.072115765,-0.200839341,-0.07278081,0.118377586,0.151158475,0.251850987,0.074503905,0.133227501,0.045087631,-0.074823435,-0.08529469,0.215039188,0.043102165,0.050411594,0.091791547,0.110757751,-0.091219445,0.043741236,0.1009655,-0.284518819,-0.235014936,-0.243637208,-0.265077099,0.36690199,0.468379128,0.409116166,0.408862982,0.212782141,0.383313284,0.280770968,0.203701882,0.747291336,0.626332971,-0.626765432,-0.604545758,-0.057070552,0.011252546
"A_06_P3777",0.405213866,-0.129507427,-0.003292846,-0.015614628,-0.246482545,-0.135044345,-0.151073298,0.28057924,0.512276993,0.067672312,0.228871341,0.412529382,-0.079424088,-0.061087871,0.405243038,-0.177871273,0.358499209,0.134884785,-0.139079505,0.056871525,-0.140509011,-0.125604153,-0.227180433,0.59724536,0.597236042,-0.001203211,0.119529258,0.483575402,0.061508821,-0.110817875,0.485094721,0.378416008,0.267178244,-0.094174749,0.241245328,-0.247775643,0.250886948,-0.078331794,-0.062613854,0.258873509,0.533946053,0.041387092,-0.176352687,0.65982211,0.04436186,-0.320989167,0.123197645,0.546308392,0.2310898,0.226708109,0.216868585,0.172513799,0.439802295,0.474244677,0.646501389,0.396881667,0.26661796,0.668071795,0.388590534,0.098420307,-0.043552876,-0.056979955,0.09617186,0.149355613,-0.196185321,-0.116364708
