"","GSM578408","GSM578409","GSM578410","GSM578411","GSM578412","GSM578413","GSM578414","GSM578415","GSM578416","GSM578417","GSM578418","GSM578419","GSM578420","GSM578421","GSM578422","GSM578423","GSM578424","GSM578425","GSM578426","GSM578427","GSM578428","GSM578429","GSM578430","GSM578431","GSM578432","GSM578433","GSM578434","GSM578435","GSM578436","GSM578437","GSM578438","GSM578439","GSM578440","GSM578441","GSM578442","GSM578443","GSM578444","GSM578445","GSM578446","GSM578447","GSM578448","GSM578449","GSM578450","GSM578451","GSM578452","GSM578453","GSM578454","GSM578455","GSM578456","GSM578457","GSM578458","GSM578459","GSM578460","GSM578461","GSM578462","GSM578463","GSM578464","GSM578465","GSM578466","GSM578467","GSM578468","GSM578469","GSM578470","GSM578471","GSM578472","GSM578473"
"A_06_P2197",0.196333724,-0.056483441,0.176258583,0.013310669,0.198747091,0.020402979,0.09466934,0.102227326,-0.029316605,0.050967512,0.157818391,0.137856586,-0.027257829,0.132988067,0.109613595,0.190654213,0.182285599,0.027122895,0.035595674,-0.062927214,0.196651542,0.104891607,0.118718489,0.033945343,0.146199652,0.021392694,0.102321411,-0.041333838,0.023015577,0.047272219,0.000467543,0.035399517,-0.091652478,0.093201319,0.33865376,0.051276648,0.101350661,-0.035288388,0.290079847,-0.115750674,-0.129081377,0.043931228,0.115897614,-0.22283405,0.155474938,0.410848888,-0.110624502,-0.326578993,-0.038685142,0.010580598,0.009272066,0.016531518,0.101942496,-0.015534792,0.024892993,0.14306106,0.274361018,0.138598239,0.271110712,0.311343208,0.103104248,0.042701799,0.023628421,0.144102577,-0.026870257,0.045294944
"A_06_P2198",0.108090578,0.072100207,0.154558213,0.180545985,0.323423153,0.071354196,0.117678616,0.114983419,0.094678068,0.046664944,0.086030761,0.019031546,0.178217907,0.236728617,0.371424481,0.201110425,0.104174337,0.109329878,0.285960899,0.296973744,0.096142801,0.028140982,0.017925243,0.062342639,0.167427545,0.22656743,0.068415501,0.125836899,0.371182065,-0.004928076,0.460754685,-0.015839934,0.064575505,-0.014696135,0.167745309,0.200343813,0.108501766,-0.053053408,0.054978588,-0.018378257,0.110336851,-0.011749967,0.034281922,-0.057088421,-0.005869887,0.031878317,0.033570271,-0.046451488,-0.115892534,-0.045863079,-0.062141922,0.244003313,-0.069649666,0.154523604,0.030182397,-0.128743282,-0.003768848,0.147321505,-0.036709186,-0.058423024,-0.063909636,0.122229095,-0.239299021,0.012330427,-0.196065455,0.173405927
"A_06_P2199",-0.083371075,0.098743843,-0.094122214,0.006068307,-0.001672743,-0.113283526,-0.232207093,0.002090283,0.142601298,-0.005757933,-0.002323005,-0.000140559,0.004730148,-0.16422467,-0.01479893,-0.220691497,-0.074093632,0.048998496,-0.026737348,0.122292951,-0.017989187,-0.258525979,-0.260285599,-0.209297642,-0.077068521,-0.137255201,-0.125309056,0.006094195,-0.174748303,-0.14907556,-0.171147,0.011942987,0.274735753,0.080926149,-0.297377226,-0.069182162,-0.104272211,-0.229488637,-0.301825576,0.226479856,0.086584055,0.041153617,0.126117072,-0.172149769,0.008364462,0.078411334,0.268901713,-0.205582918,-0.040803478,0.045215659,0.178920319,0.089769629,-0.000818837,-0.188107426,0.358839469,-0.124219623,-0.358821298,-0.053637811,-0.232741896,-0.288211414,-0.859044138,-1.034429874,0.365152275,0.22116815,0.124406363,0.062325146
"A_06_P2200",-0.070889671,-0.004780997,0.111092175,0.044182351,0.08972895,-0.121846505,0.033769589,-0.055237416,-0.131267373,0.04146361,0.077437237,-0.190677585,0.214350544,0.059695876,0.000200013,0.063288384,-0.087153128,0.004394746,0.037157782,0.038618622,0.272402539,0.050648322,0.052174719,-0.249757098,-0.154817504,0.076201882,0.130504018,-0.015366651,0.128806039,0.055297859,-0.080126226,0.009668772,-0.306839846,0.010233149,0.027703724,0.278912969,0.208158515,0.106788168,0.343673336,-0.253370304,-0.264458741,0.279411226,0.248596529,-0.513229722,0.01095007,0.259116642,-0.34475028,-0.493859723,-0.198418095,-0.173807925,-0.120154917,-0.279705818,-0.08214193,0.019683612,-0.011272047,-0.103654633,0.092700366,0.155134612,0.065525439,0.119917003,-0.393802531,-0.375585577,0.182537942,0.09403739,-0.02371755,-0.149701875
"A_06_P2201",0.084023949,-0.005020749,0.021586402,0.023077578,0.207655476,0.00969278,0.163822451,0.059605775,-0.28081618,0.080070585,0.042207479,0.072726259,-0.0239781,0.130536426,0.025916507,-0.003478891,0.061726991,-0.059766482,-0.025129143,-0.028886331,0.203729144,-0.041240863,0.016016534,-0.056148553,0.029534715,-0.031055452,0.095368274,-0.043388621,0.108033993,0.122709565,0.037237881,-0.022863907,-0.137552074,-0.037506477,0.020849022,-0.067117291,-0.228470093,0.158799346,0.018559008,-0.271825073,-0.161391837,0.17199072,0.081848027,-0.165595605,0.021692696,0.110922159,-0.240934562,-0.179966883,-0.091714961,-0.044298883,-0.073728667,-0.147476204,-0.133849097,-0.150064794,-0.064390367,-0.201241633,-0.282856641,-0.168673042,-0.277221882,-0.275583017,-0.382688594,-0.309984975,0.023885009,0.044089256,0.084599441,0.178561717
"A_06_P2202",0.175742013,-0.125917904,0.211069963,-0.069928681,0.190456483,0.129235067,0.175664265,-0.012984712,-0.020805212,0.226783902,0.168774827,0.246159993,0.219145303,0.082715329,0.197161924,0.03837437,0.070040092,-0.085647523,-0.045368958,0.003897563,0.09485214,-0.043793592,-0.024474473,0.054297776,0.179655338,0.046435985,0.014238314,0.161276184,0.161346904,0.020340314,0.200190076,0.202421581,-0.06218689,0.061465431,0.215745886,-0.591783983,-0.0325699,0.023341641,0.262207147,-0.140146476,-0.080886168,-0.069792809,0.048204997,0.461222651,0.362015124,0.024735914,0.05379559,0.42407255,0.0432056,0.044039466,0.07218436,0.012798029,-0.131180092,-0.019710599,0.192302496,-0.109748123,-0.011957863,-0.011266235,-0.136871174,-0.199678822,-0.181580662,-0.231039303,-0.044976187,-0.166433494,0.097242825,0.086858158
"A_06_P2203",0.349349368,0.008255451,0.190831146,0.081932212,0.276584069,0.122477703,0.278259974,0.413731918,0.094026706,0.091894542,0.109608393,0.222220501,-0.015777853,0.076146871,0.184657379,0.249145635,0.184357651,-0.130239946,0.280608138,0.223888793,0.291689864,0.008445549,0.328314843,0.146288638,-0.067982246,0.01612861,0.061847485,0.143415384,-0.070085056,0.109741886,0.087365508,0.169675342,0.072966836,0.050082973,-0.094297629,0.117968413,-0.256653146,0.156267498,-0.263900704,-0.146315598,-0.15078653,-0.077252014,-0.390547097,-0.346155667,0.012074291,-0.026099212,-0.400515043,-0.241701643,0.27462571,0.309212123,0.447541463,0.364216865,-0.002508187,-0.160817799,-0.113889268,-0.015887003,-0.170076058,0.026760896,-0.026866914,0.10402516,-0.116846177,-0.135438036,0.109411328,0.165995331,-0.031154312,0.146301326
"A_06_P2204",-0.061724977,-0.331798938,-0.162898302,-0.117179779,-0.260837907,-0.200974381,-0.14250768,-0.320692978,-0.259096575,-0.174721363,-0.178553214,-0.053640123,-0.183605966,-0.144686417,-0.181216307,-0.086690509,-0.072970311,-0.235789298,-0.221055462,-0.06096479,-0.192038999,-0.19886476,-0.127610613,-0.173507886,-0.200819766,-0.064744143,-0.254142858,-0.052105012,0.006819058,-0.270147809,-0.278219498,-0.198578373,-0.008513543,-0.010857637,-0.136743693,-0.123919205,-0.084110376,0.067858908,-0.097032471,-0.160315062,-0.027950069,-0.117280199,-0.124306849,-0.079439768,-0.062508982,-0.004388438,-0.135901298,-0.139036558,-0.019411449,0.023636466,0.026012499,-0.056751688,0.048300821,-0.064043144,0.046848311,-0.087758309,-0.051451761,0.086049308,-0.131543179,-0.036813186,-0.047622081,0.089849894,-0.063470362,0.024603469,-0.020250413,-0.057117679
"A_06_P2205",-0.027986489,0.140834502,0.372199695,0.510965085,0.749289069,0.307193698,0.61029868,0.077189146,-0.356716282,0.097953333,0.161582229,-0.132340044,0.036525144,0.198284549,-0.089424916,0.625860528,-0.067690247,0.076621508,0.286056216,0.40171062,0.648792466,0.271579513,0.368868683,-0.078362495,-0.120437757,0.015915084,0.115241771,-0.286661555,-0.312566505,-0.063462992,-0.254849924,-0.248524215,0.036270276,0.269250592,0.082798835,0.184604712,-0.29646555,0.328437321,-0.132975798,-0.154948891,-0.115269328,-0.138008957,-0.183348131,-0.234983749,0.097906329,0.222548048,-0.133197367,-0.261512594,-0.122907539,-0.216175138,-0.064654666,-0.096421201,0.566940451,0.693320793,0.668237479,0.800021727,0.617425078,1.054382518,0.818842521,0.798523999,0.79045217,0.683540957,-0.03287963,0.021305407,-0.006709468,0.184021054
"A_06_P2206",0.271929105,0.156337946,0.207666408,0.118349053,0.198493674,0.108705753,0.183171499,0.149984617,0.356417129,0.178918805,0.153079385,0.010969828,0.26646721,-0.00592597,0.167864807,0.157147248,0.211893153,0.124271478,0.216484867,0.229161711,0.248736698,0.149996165,0.391738186,0.161787457,0.141683146,0.285150963,0.274440454,0.157491328,0.267219507,0.170921243,0.158618884,0.052209013,-0.178173184,0.395347583,0.390432268,0.305374126,0.438123814,0.522703157,0.62436488,-0.099237885,-0.077723172,0.1020447,0.337243476,-0.138603264,0.265421831,0.326284973,-0.062136744,-0.174381949,6.22e-05,0.071339992,0.031251648,0.01863747,-0.104241991,0.076000281,0.230935673,0.018334359,-0.116367581,-0.066879342,-0.010034839,-0.10162144,-0.189787548,-0.169361805,0.079800442,-0.030079703,-0.049148624,-0.306917129
"A_06_P2207",-0.150512199,0.11365352,-0.575748634,-0.030536831,-0.361193598,0.044744026,-0.275741568,-0.043792298,-0.226643043,-0.181583879,-0.346346695,0.01578336,-0.321238203,-0.19606882,-0.160652338,-0.361655183,-0.21734669,-0.196817577,-0.192866314,-0.144217308,-0.366157211,0.008750761,-0.273479084,-0.033878605,-0.130321232,-0.037874489,-0.298476021,0.086554549,-0.258204341,-0.020481762,-0.195622872,-0.067042666,-0.003171355,0.007186621,0.089313203,0.086679453,-0.052266469,0.095758794,0.021047338,0.182945694,-0.005795459,-0.212800329,-0.06103213,-0.057230286,-0.06790623,0.021936485,0.059364071,-0.04499521,-0.068832622,0.037417694,0.034967574,0.154222625,-0.0330017,-0.139030287,-0.019944687,-0.157185357,-0.055672592,-0.148295898,-0.026512315,0.067432389,-0.069438906,0.07218235,0.04728142,-0.090799227,0.047354626,0.026753794
"A_06_P2208",0.192768368,0.242205308,0.1748344,0.191609145,0.089044922,0.136677509,0.199547705,0.27489059,0.242325721,-0.005216838,0.097134617,0.125178599,0.076649037,0.012904859,0.098808705,0.113565928,0.262956645,0.073535376,0.093706524,0.107039034,0.129147875,0.127026848,0.057783619,0.21432433,0.117000894,0.202059099,0.153922896,0.234319741,0.083047518,0.12854261,0.171747232,0.137649626,0.329727057,0.148150783,0.059148239,0.234365339,0.455969761,0.241540321,0.336052276,0.295978514,0.257289244,0.589011182,0.49719872,-0.233403291,0.357056559,0.343693344,0.218045663,-0.278978265,0.049979281,0.033428069,0.016583868,0.063000647,-0.1107491,-0.137209786,-0.215372173,-0.121803565,-0.142235326,-0.294655638,-0.17299636,-0.091886976,0.239378116,0.110450982,-0.015177225,-0.054240988,0.096872097,0.133392827
"A_06_P2209",0.367079607,0.003270883,0.348548927,-0.029463593,0.298104844,0.194526699,0.226910206,0.216208978,0.519970527,0.13065805,0.258323171,0.04299226,0.272037666,0.110785757,0.16245902,0.185317057,0.262456784,0.021602815,0.399719359,0.276466262,0.258638295,0.150202318,0.284913142,0.179321241,0.263196557,0.250525296,0.300021467,0.108429029,0.297750644,-0.131765932,0.248473476,0.054537791,-0.014885283,-0.521573834,0.103720352,-0.091801029,0.117684853,0.005300604,0.107222668,0.064495147,-0.055307005,-0.020747256,-0.034277367,0.130587247,-0.039830368,0.146426965,0.02017182,0.093135529,-0.204325875,-0.069492878,-0.059219454,0.009337993,-0.010337646,0.228049992,0.225448684,-0.009461105,0.070247066,0.212827736,0.035570349,0.05658591,-0.09815918,-0.062703014,-0.137008705,0.058521815,0.007062418,-0.133283512
"A_06_P2210",0.056004392,-0.084862096,0.146964406,0.019239156,-0.079752554,0.104500884,0.039639063,0.140706248,-0.139604037,0.050733227,-0.018424764,0.227672089,0.108769404,0.247602562,0.175734348,0.166720099,0.086195332,0.032750151,-0.039073848,0.047876093,0.0403787,0.089945739,-0.086681012,0.284981611,0.168969438,0.020499199,-0.005634458,0.184428889,0.08180787,0.066426022,0.257991527,0.18906074,0.502921173,-0.141861734,0.092218393,-0.422482957,0.221565854,-0.054189532,0.187716291,0.765701025,0.787893505,-0.17604492,-0.041886576,1.183927526,0.103594311,0.116834077,0.936446787,1.333143821,0.054367441,-0.117811113,0.08264302,0.004136587,-0.125869616,-0.163460797,-0.173661866,-0.093088964,-0.110190849,-0.099944868,-0.072403873,-0.037413147,-0.031822658,-0.025708698,-0.050844489,0.0453856,-0.045020901,0.137214645
"A_06_P2211",-0.132441501,-0.523480806,-0.348621359,-0.074479407,-0.128372714,-0.305961709,-0.571471555,-0.106861428,-0.201688245,0.167075851,-0.126014048,0.193001625,-0.177754631,-0.235611898,0.382558989,-0.530613265,0.021847637,0.101399312,-0.116734187,0.099791859,0.04379792,-0.036962164,-0.088302074,0.209477432,0.216925463,-0.140676175,-0.021241116,0.010754997,-0.198683357,-0.162779672,0.067457792,0.078142519,-0.452597006,0.285542992,0.336117166,-0.092129071,0.020688437,-0.085582838,0.179273584,-0.420769269,-0.129997767,-0.367121839,-0.297621594,0.128810337,-0.135676127,0.048948336,-0.008967779,0.054769504,-0.049170173,-0.087801681,-0.126487836,-0.166816937,0.107924946,0.521093485,0.495262348,0.351720002,-0.069507052,0.268688706,0.203549196,0.164586875,-0.086293079,0.225393792,-0.252173373,-0.099327405,-0.200627414,0.049408361
"A_06_P2212",0.205515364,-0.145927819,0.183573809,0.155664952,0.108012594,0.012705225,0.257194626,-0.034116385,0.217944404,0.164541306,0.143243017,0.094302021,0.231543796,0.241233196,0.143703109,0.075766326,0.149318309,0.230750071,0.303968286,0.242725539,0.215077483,0.028604815,0.229055866,0.048391184,0.195218056,0.274273945,0.088926495,0.336770176,0.254949125,0.13945108,0.268826566,-0.142175342,0.369326458,0.230378096,0.074387728,0.31481458,-0.074998303,0.099717828,-0.029636141,-0.078341994,0.036608466,-0.050667683,0.035790577,-0.1297984,-0.128444864,-0.057662644,0.009735203,-0.067616717,0.024712943,-0.028539232,-0.003669469,0.090380077,0.144768812,0.46247307,0.043050326,0.187243517,0.549933909,0.36873036,0.452091797,0.650739022,0.369059774,0.459760536,-0.059864555,0.012636971,-0.041202195,-0.179022825
"A_06_P2213",0.430746269,0.299719363,0.151409857,0.17661769,0.061687623,0.172446657,-0.035157708,0.39706682,0.636506711,0.222191204,0.036984243,0.253519187,0.142220537,-0.344661863,0.341433646,-0.09703968,0.408217763,0.093410038,-0.044963632,0.093963204,-0.140011168,-0.033046329,-0.166476128,0.313908384,0.474213949,0.067514944,0.102142462,0.298988197,-0.03588776,-0.035061633,0.09162329,0.27712617,0.941596004,0.296271474,-0.136071092,-0.182961087,0.195960175,-0.503475416,-0.275243633,0.255993705,0.515019681,0.052323697,0.198161273,-0.17764577,-0.035275392,-0.005411021,0.343793555,-0.032276873,0.401057254,0.296895857,0.285299528,0.264487825,-0.287835473,-0.232973392,-0.369899555,-0.238355065,-0.386697436,-0.704283878,-0.652365679,-0.415993243,0.171606804,0.132346912,0.002718103,-0.173287457,0.412060578,0.370731667
"A_06_P2214",0.426954046,0.281650391,-0.080892346,0.193917834,-0.032579863,0.210561338,-0.227953474,0.261244922,0.310855214,0.062268405,-0.097198714,0.448650319,0.042187569,-0.089082432,0.469250114,-0.060984167,0.510690065,-0.001956564,0.173711745,0.036544074,-0.048523815,0.154816039,0.2340768,0.576178184,0.225516614,0.026827549,0.106309519,0.58346876,0.192914749,0.161771592,0.377841649,0.493840696,1.49029982,0.221774978,-0.615742292,0.338176008,-0.525826292,-0.025387366,-0.998814507,0.828567682,0.895127063,-0.376493361,-0.565439869,0.461186438,-0.35674924,-0.557454913,0.774906192,0.573144054,0.433696587,0.39988909,0.674120499,0.519028015,-0.200294409,-0.206415214,-0.453288894,-0.198270752,0.015397676,-0.39951374,-0.160394653,0.093709242,0.515652304,0.549820817,-0.003776688,-0.382021912,0.556007533,0.345367421
"A_06_P2215",-0.190929979,-0.008958849,-0.231568872,-0.166741404,-0.17327833,-0.242690901,-0.081395038,-0.151001918,-0.009307341,-0.327375968,-0.114606205,-0.039790159,-0.189149487,-0.04847775,-0.170022582,-0.269599614,-0.014159933,0.04466019,-0.027157966,-0.015591783,-0.062248181,-0.12977967,-0.093508584,-0.006601425,-0.012218284,-0.231722977,-0.142641392,-0.14485533,-0.103549059,-0.185893557,-0.06095611,-0.142604201,-0.046790553,0.029940007,0.004386766,0.05514061,-0.069143657,-0.13612225,-0.130622775,-0.048660814,0.146547204,0.287301644,0.31054754,0.340840908,-0.064564533,0.187131613,0.276265417,0.384254372,-0.063854299,-0.022232981,-0.071911181,-0.016616478,-0.265808113,-0.252001572,-0.243644171,-0.278930991,-0.504028923,-0.353493735,-0.357199827,-0.303600829,-0.293609497,-0.204084549,0.009778579,0.095043221,-0.021726678,-0.00361511
"A_06_P2216",0.015394358,0.279976858,0.083687809,0.011511592,0.074968667,0.054679478,0.121541856,0.049688852,0.197127095,0.082951084,0.008930174,0.063174176,0.118940427,0.012714465,0.230651546,0.056691362,0.248116427,-0.038053295,0.093849372,0.04007207,0.136795511,0.001346234,0.142138707,0.089924565,0.180237601,0.057448175,0.192454531,0.147447474,0.041576901,0.134822012,0.043576307,-0.007156356,-0.008707092,-0.03997439,-0.032522499,0.039974983,-0.043349624,0.010352231,0.165480571,0.03115907,-0.057535971,-0.087192182,0.110081455,-0.05658721,-0.160751867,0.117704684,0.123205249,0.091288662,0.031471255,0.127529593,0.118852437,0.057582611,-0.156622689,0.109692431,-0.039338178,-0.11278378,-0.263276803,-0.27644247,-0.199577076,-0.201472784,0.042875616,-0.092320984,0.203113082,-0.143171296,0.291086578,-0.007076153
"A_06_P2217",-0.040853396,0.238629778,0.023520824,0.163365468,-0.008286241,0.068858027,0.170143568,-0.117540368,-0.064851602,0.075362585,0.181811638,-0.2941554,0.023403981,-0.188739836,-0.17298089,-0.00230851,-0.09180164,0.163179778,0.13364161,0.080200777,0.161301895,0.024124082,0.1397785,-0.023412755,-0.072706593,-0.050884214,0.287149376,-0.038028745,0.112178165,0.17063874,-0.184382798,-0.26947275,-0.184391512,0.01320614,-0.077297037,0.076006695,-0.042748636,-0.09267804,0.040610851,-0.470350839,-0.325548166,0.166220685,0.121859126,-0.505870407,0.004101306,0.05390818,-0.422006104,-0.532579957,-0.162696877,-0.122978274,-0.134562047,-0.160999796,-0.23640866,-0.078530504,-0.012566595,-0.133904221,-0.076988829,-0.069450379,-0.106013947,-0.089926126,0.017872826,-0.022431513,-0.088036549,-0.208121867,-0.080978594,-0.324975162
"A_06_P2218",0.167641152,0.094702805,-0.029789844,0.059341522,0.040419536,0.048500431,-0.035158923,0.182723064,0.231570436,-0.02469141,0.038762471,0.105251279,0.041750938,0.06414212,0.209488475,-0.033818997,0.14051564,0.013382754,-0.061078845,0.03015833,-0.103983838,-0.03152487,-0.006577155,0.276523398,0.145684825,0.141021653,0.219659087,0.215325173,0.091709226,-0.005772087,0.201052496,0.153044442,0.10207303,0.195915909,-0.039314425,0.220156443,0.318278414,0.171258695,0.242194376,0.44109728,0.169509776,0.468564775,0.237611629,-0.2379439,0.155816913,0.315948924,0.08899513,-0.304068629,-0.010167501,0.096861858,0.100463896,0.180321227,-0.109083514,-0.04169999,-0.155294926,-0.03161833,-0.03172858,-0.135013631,-0.088058576,0.003324998,0.247739419,0.281964008,-0.125346796,-0.21721492,0.153552346,0.121437172
"A_06_P2219",-0.029192994,-0.161016899,0.052900573,0.028633417,0.159188924,0.062522034,0.169885274,-0.232368614,-0.013504409,-0.097077631,0.212329994,-0.00991492,0.115271728,0.08945783,-0.030854983,0.11803483,0.083436845,-0.027564384,0.158403936,-0.089973032,0.040278708,0.172521324,0.03167013,-0.051435985,0.229907023,-0.193850498,-0.151555435,-0.342894879,0.120730411,-0.032356037,0.02956907,-0.374336428,-0.033343551,-0.206848826,-0.196595793,-0.063865107,-0.08421796,0.068436412,-0.036804333,-0.160046757,-0.148156314,-0.157595734,0.036072192,-0.087447664,-0.096114914,-0.002044723,-0.052964659,-0.117047433,-0.014738048,-0.133432792,-0.103550648,-0.153918126,-0.073496548,-0.092338828,0.012873343,-0.10811136,-0.110474921,-0.032045006,-0.094932559,-0.057753273,-0.076110027,-0.266184243,-0.099224887,-0.000524025,-0.03274597,-0.086632168
"A_06_P2220",-0.206735744,-0.157756989,-0.176041866,-0.115671372,-0.205946628,-0.127233919,-0.356510469,-0.051184403,-0.242436118,-0.184093543,-0.19646674,-0.021150188,-0.167213937,0.011565543,-0.054121781,-0.131138817,-0.156040054,-0.137619936,-0.23156611,-0.091466594,-0.193770036,-0.248756571,-0.311326102,-0.173128351,-0.118475243,-0.145544297,-0.344783771,-0.064433236,-0.252359161,-0.13079895,-0.143131333,-0.03998347,0.39451919,-0.189184396,-0.245024031,-0.25466203,-0.159320045,-0.264681863,-0.477421631,0.230331461,0.348523817,0.018909172,0.006847003,0.258325849,0.002021075,-0.067695545,0.379851944,0.154902562,0.046012571,-0.039098661,0.009285093,-0.001974095,-0.019813554,-0.030356346,-0.260473333,0.014727539,0.110318462,-0.082187555,-0.002810175,0.131736432,0.521256092,0.427643479,-0.203430046,-0.264084929,-0.096898994,0.10546887
"A_06_P2221",-0.294366575,-0.178909134,0.13378697,-0.092415687,0.114125251,-0.091161198,0.035085244,-0.392321103,-0.309264137,0.133290775,0.071084873,-0.140819231,-0.031215523,0.191699675,-0.362438774,0.076056874,-0.28774025,0.021073553,0.140967627,-0.003182165,-0.043388635,-0.014980942,0.049733905,-0.35368682,-0.304897598,-0.079450154,-0.024289497,-0.200647692,-0.066618392,0.127631018,-0.3070516,-0.236411534,-0.769844605,-0.139017841,0.142631458,-0.971173862,0.02687962,-0.316149186,-0.075865802,-0.612650936,-0.46824638,-0.186644952,-0.144024064,0.287821434,0.61348849,-0.164711885,-0.521701665,0.300552,-0.509162261,-0.494200239,-0.554747116,-0.47968484,-0.250664355,-0.22946802,-0.206907742,-0.133045443,-0.163303343,-0.257449534,-0.203823733,-0.155925533,-0.113980103,-0.042818038,-0.061502209,-0.047395759,-0.039626168,0.003415243
"A_06_P2222",-0.483891387,-0.282880531,-0.475219582,-0.209816672,-0.241784046,-0.398818349,-0.362896984,-0.454503314,-0.39815105,-0.25561806,-0.174427479,-0.324161058,-0.56393174,-0.284053219,-0.554673432,-0.39874415,-0.410927264,-0.136116434,-0.316538007,-0.211476107,-0.218791842,-0.190431973,-0.330043961,-0.426815752,-0.35703999,-0.205564824,-0.205825643,-0.447189468,-0.213027604,-0.354468601,-0.407200268,-0.479408704,-0.59316889,-0.090033244,-0.048764521,-0.416270211,-0.458587695,-0.450669656,-0.330698251,-0.507757541,-0.413963401,-0.198190272,-0.405012264,-0.273364638,-0.442088898,-0.305918422,-0.472526649,-0.455472741,-0.421814875,-0.252777901,-0.275241017,-0.318296609,-0.062548572,-0.287660878,-0.160601493,-0.185214755,-0.199257902,-0.129891786,-0.109533333,-0.134761632,-0.283742376,-0.253534224,-0.145635217,-0.09195514,-0.247842447,-0.259735124
"A_06_P2223",-0.697299643,-0.467222102,-0.262202888,-0.136085419,-0.380432871,-0.320351432,-0.175328224,-0.756549796,-0.618296562,-0.104715664,0.001704383,-0.443783488,-0.195413821,0.066968271,-0.687645862,-0.276437581,-0.561539137,-0.145050794,-0.236948242,-0.166877889,-0.226147666,-0.099676157,-0.196352982,-0.593762396,-0.543368605,-0.081521385,-0.044544887,-0.522081292,-0.087075447,0.062755435,-0.431574748,-0.499740388,-1.333628663,-0.211119847,0.597588343,-0.198563245,0.500892751,0.179652186,0.413123816,-0.953667354,-0.847000632,0.24354155,-0.133489591,-0.46180909,0.276035798,-0.295665237,-1.238422015,-0.502874063,-0.739673324,-0.793182701,-0.802169714,-0.782003568,0.205939859,0.53535791,-0.146269843,0.480037935,1.085026559,0.48603141,0.938286656,1.049117873,-0.918587433,-0.851187221,-0.077010669,0.156075249,-1.213562042,-1.280619573
"A_06_P2224",-0.134497354,0.104785728,-0.11937658,-0.137690613,-0.09004646,0.05982942,-0.152081657,0.064110513,-0.083708614,0.02416334,-0.084945626,-0.09232047,-0.055863217,0.054873556,-0.236320488,-0.058676341,-0.084284305,0.044095353,-0.084652956,-0.069773282,-0.105258554,-0.04204894,-0.090803166,-0.0884391,-0.192248702,0.102203799,-0.026078431,-0.127990894,0.015152077,-0.010105061,-0.12195754,-0.142200981,0.142034987,0.102032704,-0.068335535,0.305128758,-0.043935279,0.174636201,-0.117513442,0.050365909,0.059749405,0.004726958,-0.0376693,0.083204385,-0.190269592,-0.069379229,-0.022191334,0.096758106,-0.110669607,-0.042188527,0.020074456,0.003088245,-0.0202719,-0.086521415,-0.130652025,-0.134204664,-0.079354978,-0.101669569,-0.087262757,-0.078893172,0.035709891,0.138046484,-0.064776518,-0.105427019,0.197071815,0.14827903
"A_06_P2225",0.198112878,-0.002769152,0.077145055,0.112783959,0.082982544,0.126763548,0.183643892,0.069435592,0.285776681,0.052615447,0.146261689,0.289121645,0.031237046,0.180116062,0.086530442,0.020894445,0.147471954,0.108676565,0.051480843,0.126634376,0.021690206,0.116027892,-0.007803499,0.312526848,0.226034249,0.034929202,0.01705645,0.294854484,0.178300667,0.07246189,0.29857489,0.26119706,0.540687486,0.100043863,-0.031034621,0.136596887,-0.076370519,-0.192404361,-0.194580643,0.336473257,0.482091052,-0.244279721,-0.319341328,0.573901434,-0.364301441,-0.396020123,0.380079126,0.508461085,0.208154793,0.130856201,0.145660864,0.141765019,-0.232559052,-0.390897617,-0.484943255,-0.311147401,-0.183410953,-0.193312734,-0.087617184,0.051100558,-0.01294879,0.037489632,-0.135204717,0.053603886,-0.088763046,0.097330254
"A_06_P2226",-0.689176114,-0.037324976,-0.053090527,0.113105612,-0.008446381,0.244761922,-0.26398374,-0.6211082,-0.469587078,0.166892753,-0.226724315,-0.513242974,-0.031313693,-0.304940853,-0.147476686,-0.196784954,-0.545352657,-0.042930062,0.028973787,0.00937036,0.002665912,0.001012753,-0.007778834,-0.609054122,-0.63751024,0.07401066,0.003991792,-0.483617454,-0.040648604,-0.024888363,-0.496621361,-0.475443693,-0.391201376,0.169524647,0.091151633,0.162209915,0.184863033,-0.014093487,0.033161192,-0.326365314,-0.399566683,0.004642465,0.084756616,-0.434536497,-0.197682498,0.059323119,-0.257304055,-0.490794651,-0.716700156,-0.688422017,-0.674733048,-0.617044717,-0.551287273,-0.368196391,-0.509282949,-0.554666126,-0.396590579,-0.660672139,-0.646013279,-0.349862104,-0.08317427,-0.131718101,-0.508420221,-0.553171237,0.087198446,0.072508918
"A_06_P2227",-0.077652067,0.20869459,-0.107363457,0.002937042,0.04545197,-0.043956173,-0.009757185,-0.173928871,-0.129001435,-0.102764415,0.017307019,-0.034885159,-0.141047128,-0.056920865,-0.167323846,-0.061364678,-0.013674814,0.045283291,-0.018963851,0.130186464,-0.198073952,-0.016719674,-0.043386563,-0.039128546,-0.058998695,-0.022119033,-0.04274929,0.026054893,-0.130662501,-0.01923669,-0.073085335,0.007642966,-0.183121922,0.176426887,0.257090082,-0.169766291,0.080776777,0.062798952,0.431742733,-0.041434656,-0.109733413,0.143461901,0.218213364,0.027624698,0.385262835,0.256841105,0.016067437,0.055601617,-0.01340239,-0.0490821,-0.039536098,-0.051096348,0.079372763,-0.012791486,0.057204486,-0.028799154,-0.17540628,-0.032176766,-0.07037399,-0.073010823,0.002198244,-0.021085814,0.098308841,-0.01296263,0.107618277,0.013614384
