Orthogroup,gene_id,original_id,cagl_id,scer_gene_name,functional_category,category_order
NA,YGR083C,NA,NA,GCD2,Translation / Ribosome,3
NA,YDR211W,NA,NA,GCD6,Translation / Ribosome,3
NA,YLR291C,NA,NA,GCD7,Translation / Ribosome,3
NA,YKR026C,NA,NA,GCN3,Translation / Ribosome,3
NA,YOR168W,NA,NA,GLN4,Translation / Ribosome,3
NA,YBR121C,NA,NA,GRS1,Translation / Ribosome,3
NA,YJL033W,NA,NA,HCA4,Translation / Ribosome,3
NA,YPR033C,NA,NA,HTS1,Translation / Ribosome,3
NA,YHR148W,NA,NA,IMP3,Translation / Ribosome,3
NA,YNL075W,NA,NA,IMP4,Translation / Ribosome,3
NA,YDR037W,NA,NA,KRS1,Translation / Ribosome,3
NA,YER127W,NA,NA,LCP5,Translation / Ribosome,3
NA,YKL205W,NA,NA,LOS1,Translation / Ribosome,3
NA,YGR264C,NA,NA,MES1,Translation / Ribosome,3
NA,YJR002W,NA,NA,MPP10,Translation / Ribosome,3
NA,YKL142W,NA,NA,MRP8,Translation / Ribosome,3
NA,YPL211W,NA,NA,NIP7,Translation / Ribosome,3
NA,YPL043W,NA,NA,NOP4,Translation / Ribosome,3
NA,YOR310C,NA,NA,NOP58,Translation / Ribosome,3
NA,YNL163C,NA,NA,PROTEIN,Translation / Ribosome,3
NA,YMR302C,NA,NA,PRP12,Translation / Ribosome,3
NA,YOR361C,NA,NA,PRT1,Translation / Ribosome,3
NA,YPL212C,NA,NA,PUS1,Translation / Ribosome,3
NA,YNL292W,NA,NA,PUS4,Translation / Ribosome,3
NA,YNL002C,NA,NA,RLP7,Translation / Ribosome,3
NA,YMR239C,NA,NA,RNT1,Translation / Ribosome,3
NA,YGL171W,NA,NA,ROK1,Translation / Ribosome,3
NA,YBR079C,NA,NA,RPG1,Translation / Ribosome,3
NA,YLR075W,NA,NA,RPL10,Translation / Ribosome,3
NA,YPR102C,NA,NA,RPL11A,Translation / Ribosome,3
NA,YGR085C,NA,NA,RPL11B,Translation / Ribosome,3
NA,YEL054C,NA,NA,RPL12A,Translation / Ribosome,3
NA,YDR418W,NA,NA,RPL12B,Translation / Ribosome,3
NA,YDL082W,NA,NA,RPL13A,Translation / Ribosome,3
NA,YMR142C,NA,NA,RPL13B,Translation / Ribosome,3
NA,YKL006W,NA,NA,RPL14A,Translation / Ribosome,3
NA,YHL001W,NA,NA,RPL14B,Translation / Ribosome,3
NA,YLR029C,NA,NA,RPL15A,Translation / Ribosome,3
NA,YMR121C,NA,NA,RPL15B,Translation / Ribosome,3
NA,YIL133C,NA,NA,RPL16A,Translation / Ribosome,3
NA,YNL069C,NA,NA,RPL16B,Translation / Ribosome,3
NA,YKL180W,NA,NA,RPL17A,Translation / Ribosome,3
NA,YJL177W,NA,NA,RPL17B,Translation / Ribosome,3
NA,YOL120C,NA,NA,RPL18A,Translation / Ribosome,3
NA,YNL301C,NA,NA,RPL18B,Translation / Ribosome,3
NA,YBL027W,NA,NA,RPL19B,Translation / Ribosome,3
NA,YPL220W,NA,NA,RPL1A,Translation / Ribosome,3
NA,YGL135W,NA,NA,RPL1B,Translation / Ribosome,3
NA,YMR242C,NA,NA,RPL20A,Translation / Ribosome,3
NA,YOR312C,NA,NA,RPL20B,Translation / Ribosome,3
NA,YBR191W,NA,NA,RPL21A,Translation / Ribosome,3
NA,YPL079W,NA,NA,RPL21B,Translation / Ribosome,3
NA,YLR061W,NA,NA,RPL22A,Translation / Ribosome,3
NA,YBL087C,NA,NA,RPL23A,Translation / Ribosome,3
NA,YER117W,NA,NA,RPL23B,Translation / Ribosome,3
NA,YGL031C,NA,NA,RPL24A,Translation / Ribosome,3
NA,YGR148C,NA,NA,RPL24B,Translation / Ribosome,3
NA,YOL127W,NA,NA,RPL25,Translation / Ribosome,3
NA,YLR344W,NA,NA,RPL26A,Translation / Ribosome,3
NA,YGR034W,NA,NA,RPL26B,Translation / Ribosome,3
NA,YHR010W,NA,NA,RPL27A,Translation / Ribosome,3
NA,YDR471W,NA,NA,RPL27B,Translation / Ribosome,3
NA,YGL103W,NA,NA,RPL28,Translation / Ribosome,3
NA,YIL018W,NA,NA,RPL2B,Translation / Ribosome,3
NA,YOR063W,NA,NA,RPL3,Translation / Ribosome,3
NA,YGL030W,NA,NA,RPL30,Translation / Ribosome,3
NA,YDL075W,NA,NA,RPL31A,Translation / Ribosome,3
NA,YBL092W,NA,NA,RPL32,Translation / Ribosome,3
NA,YPL143W,NA,NA,RPL33A,Translation / Ribosome,3
NA,YOR234C,NA,NA,RPL33B,Translation / Ribosome,3
NA,YIL052C,NA,NA,RPL34B,Translation / Ribosome,3
