Orthogroup,gene_id,original_id,cagl_id,scer_gene_name,functional_category,category_order
NA,YDR085C,NA,NA,AFR1,Other,11
NA,YMR170C,NA,NA,ALD2,Other,11
NA,YMR169C,NA,NA,ALD3,Other,11
NA,YLR370C,NA,NA,ARC18,Other,11
NA,YHR013C,NA,NA,ARD1,Other,11
NA,YPR034W,NA,NA,ARP7,Other,11
NA,YMR116C,NA,NA,ASC1,Other,11
NA,YDR321W,NA,NA,ASP1,Other,11
NA,YLR433C,NA,NA,CNA1,Other,11
NA,YHR193C,NA,NA,EGD2,Other,11
NA,YBR247C,NA,NA,ENP1,Other,11
NA,YDR272W,NA,NA,GLO2,Other,11
NA,YGR256W,NA,NA,GND2,Other,11
NA,YLR293C,NA,NA,GSP1,Other,11
NA,YOR185C,NA,NA,GSP2,Other,11
NA,YBR034C,NA,NA,HMT1,Other,11
NA,YJL057C,NA,NA,IKS1,Other,11
NA,YER110C,NA,NA,KAP123,Other,11
NA,YLR017W,NA,NA,MEU1,Other,11
NA,YNL061W,NA,NA,NOP2,Other,11
NA,YJL002C,NA,NA,OST1,Other,11
NA,YGR078C,NA,NA,PAC10,Other,11
NA,YIL045W,NA,NA,PIG2,Other,11
NA,YPL203W,NA,NA,PKA3,Other,11
NA,YJR143C,NA,NA,PMT4,Other,11
NA,YMR297W,NA,NA,PRC1,Other,11
NA,YBL068W,NA,NA,PRS4,Other,11
NA,YMR308C,NA,NA,PSE1,Other,11
NA,YMR139W,NA,NA,RIM11,Other,11
NA,YOR095C,NA,NA,RKI1,Other,11
NA,YMR235C,NA,NA,RNA1,Other,11
NA,YLR406C,NA,NA,RPL31B,Other,11
NA,YDL184C,NA,NA,RPL41A,Other,11
NA,YPL131W,NA,NA,RPL5,Other,11
NA,YDL130W,NA,NA,RPP1B,Other,11
NA,YHL015W,NA,NA,RPS20,Other,11
NA,YIL069C,NA,NA,RPS24B,Other,11
NA,YGR152C,NA,NA,RSR1,Other,11
NA,YDL153C,NA,NA,SAS10,Other,11
NA,YKL193C,NA,NA,SDS22,Other,11
NA,YFL045C,NA,NA,SEC53,Other,11
NA,YIL099W,NA,NA,SGA1,Other,11
NA,YLR336C,NA,NA,SGD1,Other,11
NA,YJL164C,NA,NA,SRA3,Other,11
NA,YGL097W,NA,NA,SRM1,Other,11
NA,YCL037C,NA,NA,SRO9,Other,11
NA,YDR312W,NA,NA,SSF2,Other,11
NA,YPR074C,NA,NA,TKL1,Other,11
NA,YGR194C,NA,NA,XKS1,Other,11
NA,YJL141C,NA,NA,YAK1,Other,11
NA,YIL113W,NA,NA,YIL113W,Other,11
NA,YIL120W,NA,NA,YIL120W,Other,11
NA,YKL078W,NA,NA,YKL078W,Other,11
NA,YMR253C,NA,NA,YMR253C,Other,11
NA,YNL274C,NA,NA,YNL274C,Other,11
NA,YOL084W,NA,NA,YOL084W,Other,11
NA,YOR272W,NA,NA,YTM1,Other,11
NA,YIR026C,NA,NA,YVH1,Other,11
NA,YNL241C,NA,NA,ZWF1,Other,11
NA,YMR173W,NA,NA,-A,Unknown,12
NA,YLR397C,NA,NA,AFG2,Unknown,12
NA,YLR267W,NA,NA,BOP2,Unknown,12
NA,YBR155W,NA,NA,CNS1,Unknown,12
NA,YDL031W,NA,NA,DBP10,Unknown,12
NA,YHR169W,NA,NA,DBP8,Unknown,12
NA,YLR276C,NA,NA,DBP9,Unknown,12
NA,YLR129W,NA,NA,DIP2,Unknown,12
NA,YNL001W,NA,NA,DOM34,Unknown,12
NA,YKL172W,NA,NA,EBP2,Unknown,12
NA,YLL038C,NA,NA,ENT4,Unknown,12
NA,YAL036C,NA,NA,FUN11,Unknown,12
NA,YAL035W,NA,NA,FUN12,Unknown,12
NA,YNR002C,NA,NA,FUN34,Unknown,12
NA,YMR307W,NA,NA,GAS1,Unknown,12
NA,YMR136W,NA,NA,GAT2,Unknown,12
NA,YDR096W,NA,NA,GIS1,Unknown,12
NA,YNL255C,NA,NA,GIS2,Unknown,12
NA,YMR290C,NA,NA,HAS1,Unknown,12
NA,YGR187C,NA,NA,HGH1,Unknown,12
NA,YPR067W,NA,NA,ISA2,Unknown,12
NA,YPL263C,NA,NA,KEL3,Unknown,12
NA,YOR233W,NA,NA,KIN4,Unknown,12
NA,YCR091W,NA,NA,KIN82,Unknown,12
NA,YLL019C,NA,NA,KNS1,Unknown,12
NA,YCL059C,NA,NA,KRR1,Unknown,12
NA,YPL054W,NA,NA,LEE1,Unknown,12
NA,YKL143W,NA,NA,LTV1,Unknown,12
NA,YKL021C,NA,NA,MAK11,Unknown,12
NA,YAL025C,NA,NA,MAK16,Unknown,12
NA,YJL183W,NA,NA,MNN11,Unknown,12
NA,YOR188W,NA,NA,MSB1,Unknown,12
NA,YGR023W,NA,NA,MTL1,Unknown,12
NA,YBL024W,NA,NA,NCL1,Unknown,12
NA,YMR309C,NA,NA,NIP1,Unknown,12
NA,YDL167C,NA,NA,NRP1,Unknown,12
NA,YGR123C,NA,NA,PPT1,Unknown,12
NA,YLR196W,NA,NA,PWP1,Unknown,12
NA,YCR057C,NA,NA,PWP2,Unknown,12
NA,YKR056W,NA,NA,RNC1,Unknown,12
NA,YPL152W,NA,NA,RRD2,Unknown,12
NA,YGR248W,NA,NA,SOL4,Unknown,12
NA,YER150W,NA,NA,SPI1,Unknown,12
NA,YHR066W,NA,NA,SSF1,Unknown,12
NA,YKL124W,NA,NA,SSH4,Unknown,12
NA,YMR053C,NA,NA,STB2,Unknown,12
NA,YDR169C,NA,NA,STB3,Unknown,12
NA,YLR150W,NA,NA,STM1,Unknown,12
NA,YNL066W,NA,NA,SUN4,Unknown,12
NA,YDR161W,NA,NA,TCI1,Unknown,12
NA,YDR350C,NA,NA,TCM10,Unknown,12
NA,YPL230W,NA,NA,USV1,Unknown,12
NA,YEL040W,NA,NA,UTR2,Unknown,12
NA,YAL061W,NA,NA,YAL061W,Unknown,12
NA,YAR073W,NA,NA,YAR073W,Unknown,12
NA,YAR075W,NA,NA,YAR075W,Unknown,12
NA,YBL028C,NA,NA,YBL028C,Unknown,12
NA,YBL049W,NA,NA,YBL049W,Unknown,12
NA,YBL054W,NA,NA,YBL054W,Unknown,12
NA,YBL064C,NA,NA,YBL064C,Unknown,12
NA,YBL077W,NA,NA,YBL077W,Unknown,12
NA,YBR006W,NA,NA,YBR006W,Unknown,12
NA,YBR025C,NA,NA,YBR025C,Unknown,12
NA,YBR030W,NA,NA,YBR030W,Unknown,12
NA,YBR052C,NA,NA,YBR052C,Unknown,12
NA,YBR053C,NA,NA,YBR053C,Unknown,12
NA,YBR056W,NA,NA,YBR056W,Unknown,12
NA,YBR061C,NA,NA,YBR061C,Unknown,12
NA,YBR089W,NA,NA,YBR089W,Unknown,12
NA,YBR139W,NA,NA,YBR139W,Unknown,12
NA,YBR183W,NA,NA,YBR183W,Unknown,12
NA,YBR230C,NA,NA,YBR230C,Unknown,12
NA,YBR238C,NA,NA,YBR238C,Unknown,12
NA,YBR246W,NA,NA,YBR246W,Unknown,12
NA,YBR266C,NA,NA,YBR266C,Unknown,12
NA,YBR267W,NA,NA,YBR267W,Unknown,12
NA,YBR269C,NA,NA,YBR269C,Unknown,12
NA,YBR285W,NA,NA,YBR285W,Unknown,12
NA,YBR287W,NA,NA,YBR287W,Unknown,12
NA,YCL035C,NA,NA,YCL035C,Unknown,12
NA,YCL042W,NA,NA,YCL042W,Unknown,12
NA,YCL045C,NA,NA,YCL045C,Unknown,12
NA,YCR004C,NA,NA,YCP4,Unknown,12
NA,YCR016W,NA,NA,YCR016W,Unknown,12
NA,YCR061W,NA,NA,YCR061W,Unknown,12
NA,YCR062W,NA,NA,YCR062W,Unknown,12
NA,YDL023C,NA,NA,YDL023C,Unknown,12
NA,YDL027C,NA,NA,YDL027C,Unknown,12
NA,YDL050C,NA,NA,YDL050C,Unknown,12
NA,YDL060W,NA,NA,YDL060W,Unknown,12
NA,YDL062W,NA,NA,YDL062W,Unknown,12
NA,YDL063C,NA,NA,YDL063C,Unknown,12
NA,YDL110C,NA,NA,YDL110C,Unknown,12
NA,YDL124W,NA,NA,YDL124W,Unknown,12
NA,YDL151C,NA,NA,YDL151C,Unknown,12
NA,YDL199C,NA,NA,YDL199C,Unknown,12
NA,YDL201W,NA,NA,YDL201W,Unknown,12
NA,YDL204W,NA,NA,YDL204W,Unknown,12
NA,YDL222C,NA,NA,YDL222C,Unknown,12
NA,YDR003W,NA,NA,YDR003W,Unknown,12
NA,YDR032C,NA,NA,YDR032C,Unknown,12
NA,YDR070C,NA,NA,YDR070C,Unknown,12
NA,YDR083W,NA,NA,YDR083W,Unknown,12
NA,YDR091C,NA,NA,YDR091C,Unknown,12
NA,YDR101C,NA,NA,YDR101C,Unknown,12
NA,YDR152W,NA,NA,YDR152W,Unknown,12
NA,YDR165W,NA,NA,YDR165W,Unknown,12
NA,YDR190C,NA,NA,YDR190C,Unknown,12
NA,YDR233C,NA,NA,YDR233C,Unknown,12
NA,YDR255C,NA,NA,YDR255C,Unknown,12
NA,YDR286C,NA,NA,YDR286C,Unknown,12
NA,YDR287W,NA,NA,YDR287W,Unknown,12
NA,YDR324C,NA,NA,YDR324C,Unknown,12
NA,YDR339C,NA,NA,YDR339C,Unknown,12
NA,YDR346C,NA,NA,YDR346C,Unknown,12
NA,YDR358W,NA,NA,YDR358W,Unknown,12
NA,YDR361C,NA,NA,YDR361C,Unknown,12
NA,YDR365C,NA,NA,YDR365C,Unknown,12
NA,YDR380W,NA,NA,YDR380W,Unknown,12
NA,YDR398W,NA,NA,YDR398W,Unknown,12
NA,YDR412W,NA,NA,YDR412W,Unknown,12
NA,YDR413C,NA,NA,YDR413C,Unknown,12
NA,YDR417C,NA,NA,YDR417C,Unknown,12
NA,YDR449C,NA,NA,YDR449C,Unknown,12
NA,YDR453C,NA,NA,YDR453C,Unknown,12
NA,YDR474C,NA,NA,YDR474C,Unknown,12
NA,YDR496C,NA,NA,YDR496C,Unknown,12
NA,YDR512C,NA,NA,YDR512C,Unknown,12
NA,YDR516C,NA,NA,YDR516C,Unknown,12
NA,YDR533C,NA,NA,YDR533C,Unknown,12
NA,YER006W,NA,NA,YER006W,Unknown,12
NA,YER035W,NA,NA,YER035W,Unknown,12
NA,YER036C,NA,NA,YER036C,Unknown,12
NA,YER037W,NA,NA,YER037W,Unknown,12
NA,YER038C,NA,NA,YER038C,Unknown,12
NA,YER049W,NA,NA,YER049W,Unknown,12
NA,YER079W,NA,NA,YER079W,Unknown,12
NA,YER082C,NA,NA,YER082C,Unknown,12
NA,YER119C,NA,NA,YER119C,Unknown,12
NA,YER126C,NA,NA,YER126C,Unknown,12
NA,YER158C,NA,NA,YER158C,Unknown,12
NA,YFL023W,NA,NA,YFL023W,Unknown,12
NA,YFL044C,NA,NA,YFL044C,Unknown,12
NA,YFR001W,NA,NA,YFR001W,Unknown,12
NA,YGL010W,NA,NA,YGL010W,Unknown,12
NA,YGL037C,NA,NA,YGL037C,Unknown,12
NA,YGL059W,NA,NA,YGL059W,Unknown,12
NA,YGL096W,NA,NA,YGL096W,Unknown,12
NA,YGL099W,NA,NA,YGL099W,Unknown,12
NA,YGL102C,NA,NA,YGL102C,Unknown,12
NA,YGL111W,NA,NA,YGL111W,Unknown,12
NA,YGL121C,NA,NA,YGL121C,Unknown,12
NA,YNL160W,NA,NA,YGP1,Unknown,12
NA,YGR043C,NA,NA,YGR043C,Unknown,12
NA,YGR054W,NA,NA,YGR054W,Unknown,12
NA,YGR081C,NA,NA,YGR081C,Unknown,12
NA,YGR103W,NA,NA,YGR103W,Unknown,12
NA,YGR127W,NA,NA,YGR127W,Unknown,12
NA,YGR128C,NA,NA,YGR128C,Unknown,12
NA,YGR145W,NA,NA,YGR145W,Unknown,12
NA,YGR149W,NA,NA,YGR149W,Unknown,12
NA,YGR151C,NA,NA,YGR151C,Unknown,12
NA,YGR160W,NA,NA,YGR160W,Unknown,12
NA,YGR161C,NA,NA,YGR161C,Unknown,12
NA,YGR173W,NA,NA,YGR173W,Unknown,12
NA,YGR200C,NA,NA,YGR200C,Unknown,12
NA,YGR228W,NA,NA,YGR228W,Unknown,12
NA,YGR237C,NA,NA,YGR237C,Unknown,12
NA,YGR245C,NA,NA,YGR245C,Unknown,12
NA,YGR250C,NA,NA,YGR250C,Unknown,12
NA,YGR251W,NA,NA,YGR251W,Unknown,12
NA,YGR265W,NA,NA,YGR265W,Unknown,12
NA,YGR272C,NA,NA,YGR272C,Unknown,12
NA,YGR280C,NA,NA,YGR280C,Unknown,12
NA,YGR283C,NA,NA,YGR283C,Unknown,12
NA,YHL013C,NA,NA,YHL013C,Unknown,12
NA,YHL021C,NA,NA,YHL021C,Unknown,12
NA,YHL039W,NA,NA,YHL039W,Unknown,12
NA,YHR052W,NA,NA,YHR052W,Unknown,12
NA,YHR087W,NA,NA,YHR087W,Unknown,12
NA,YHR088W,NA,NA,YHR088W,Unknown,12
NA,YHR097C,NA,NA,YHR097C,Unknown,12
NA,YHR112C,NA,NA,YHR112C,Unknown,12
NA,YHR133C,NA,NA,YHR133C,Unknown,12
NA,YHR138C,NA,NA,YHR138C,Unknown,12
NA,YHR196W,NA,NA,YHR196W,Unknown,12
NA,YHR197W,NA,NA,YHR197W,Unknown,12
NA,YIL019W,NA,NA,YIL019W,Unknown,12
NA,YIL079C,NA,NA,YIL079C,Unknown,12
NA,YIL096C,NA,NA,YIL096C,Unknown,12
NA,YIL097W,NA,NA,YIL097W,Unknown,12
NA,YIL104C,NA,NA,YIL104C,Unknown,12
NA,YIL110W,NA,NA,YIL110W,Unknown,12
NA,YIL124W,NA,NA,YIL124W,Unknown,12
NA,YIL127C,NA,NA,YIL127C,Unknown,12
NA,YJL015C,NA,NA,YJL015C,Unknown,12
NA,YJL017W,NA,NA,YJL017W,Unknown,12
NA,YJL021C,NA,NA,YJL021C,Unknown,12
NA,YJL048C,NA,NA,YJL048C,Unknown,12
NA,YJL066C,NA,NA,YJL066C,Unknown,12
NA,YJL068C,NA,NA,YJL068C,Unknown,12
NA,YJL069C,NA,NA,YJL069C,Unknown,12
NA,YJL109C,NA,NA,YJL109C,Unknown,12
NA,YJL122W,NA,NA,YJL122W,Unknown,12
NA,YJL132W,NA,NA,YJL132W,Unknown,12
NA,YJL142C,NA,NA,YJL142C,Unknown,12
NA,YJL144W,NA,NA,YJL144W,Unknown,12
NA,YJL161W,NA,NA,YJL161W,Unknown,12
NA,YJL188C,NA,NA,YJL188C,Unknown,12
NA,YJR003C,NA,NA,YJR003C,Unknown,12
NA,YJR008W,NA,NA,YJR008W,Unknown,12
NA,YJR014W,NA,NA,YJR014W,Unknown,12
NA,YJR041C,NA,NA,YJR041C,Unknown,12
NA,YJR070C,NA,NA,YJR070C,Unknown,12
NA,YJR071W,NA,NA,YJR071W,Unknown,12
NA,YJR096W,NA,NA,YJR096W,Unknown,12
NA,YJR124C,NA,NA,YJR124C,Unknown,12
NA,YKL026C,NA,NA,YKL026C,Unknown,12
NA,YKL056C,NA,NA,YKL056C,Unknown,12
NA,YKL082C,NA,NA,YKL082C,Unknown,12
NA,YKL091C,NA,NA,YKL091C,Unknown,12
NA,YKL099C,NA,NA,YKL099C,Unknown,12
NA,YKL100C,NA,NA,YKL100C,Unknown,12
NA,YKL121W,NA,NA,YKL121W,Unknown,12
NA,YKL133C,NA,NA,YKL133C,Unknown,12
NA,YKL151C,NA,NA,YKL151C,Unknown,12
NA,YKR011C,NA,NA,YKR011C,Unknown,12
NA,YKR025W,NA,NA,YKR025W,Unknown,12
NA,YKR043C,NA,NA,YKR043C,Unknown,12
NA,YKR049C,NA,NA,YKR049C,Unknown,12
NA,YKR060W,NA,NA,YKR060W,Unknown,12
NA,YKR067W,NA,NA,YKR067W,Unknown,12
NA,YKR079C,NA,NA,YKR079C,Unknown,12
NA,YKR081C,NA,NA,YKR081C,Unknown,12
NA,YLL020C,NA,NA,YLL020C,Unknown,12
NA,YLL034C,NA,NA,YLL034C,Unknown,12
NA,YLL035W,NA,NA,YLL035W,Unknown,12
NA,YLL044W,NA,NA,YLL044W,Unknown,12
NA,YLR001C,NA,NA,YLR001C,Unknown,12
NA,YLR002C,NA,NA,YLR002C,Unknown,12
NA,YLR003C,NA,NA,YLR003C,Unknown,12
NA,YLR051C,NA,NA,YLR051C,Unknown,12
NA,YLR062C,NA,NA,YLR062C,Unknown,12
NA,YLR063W,NA,NA,YLR063W,Unknown,12
NA,YLR065C,NA,NA,YLR065C,Unknown,12
NA,YLR073C,NA,NA,YLR073C,Unknown,12
NA,YLR074C,NA,NA,YLR074C,Unknown,12
NA,YLR076C,NA,NA,YLR076C,Unknown,12
NA,YLR080W,NA,NA,YLR080W,Unknown,12
NA,YLR149C,NA,NA,YLR149C,Unknown,12
NA,YLR152C,NA,NA,YLR152C,Unknown,12
NA,YLR183C,NA,NA,YLR183C,Unknown,12
NA,YLR186W,NA,NA,YLR186W,Unknown,12
NA,YLR198C,NA,NA,YLR198C,Unknown,12
NA,YLR221C,NA,NA,YLR221C,Unknown,12
NA,YLR222C,NA,NA,YLR222C,Unknown,12
NA,YLR243W,NA,NA,YLR243W,Unknown,12
NA,YLR251W,NA,NA,YLR251W,Unknown,12
NA,YLR252W,NA,NA,YLR252W,Unknown,12
NA,YLR270W,NA,NA,YLR270W,Unknown,12
NA,YLR290C,NA,NA,YLR290C,Unknown,12
NA,YLR312C,NA,NA,YLR312C,Unknown,12
NA,YLR327C,NA,NA,YLR327C,Unknown,12
NA,YLR339C,NA,NA,YLR339C,Unknown,12
NA,YLR345W,NA,NA,YLR345W,Unknown,12
NA,YLR356W,NA,NA,YLR356W,Unknown,12
NA,YLR400W,NA,NA,YLR400W,Unknown,12
NA,YLR401C,NA,NA,YLR401C,Unknown,12
NA,YLR405W,NA,NA,YLR405W,Unknown,12
NA,YLR409C,NA,NA,YLR409C,Unknown,12
NA,YLR412W,NA,NA,YLR412W,Unknown,12
NA,YLR413W,NA,NA,YLR413W,Unknown,12
NA,YLR432W,NA,NA,YLR432W,Unknown,12
NA,YLR435W,NA,NA,YLR435W,Unknown,12
NA,YML018C,NA,NA,YML018C,Unknown,12
NA,YML056C,NA,NA,YML056C,Unknown,12
NA,YML080W,NA,NA,YML080W,Unknown,12
NA,YML082W,NA,NA,YML082W,Unknown,12
NA,YML093W,NA,NA,YML093W,Unknown,12
NA,YML128C,NA,NA,YML128C,Unknown,12
NA,YML131W,NA,NA,YML131W,Unknown,12
NA,YMR014W,NA,NA,YMR014W,Unknown,12
NA,YMR041C,NA,NA,YMR041C,Unknown,12
NA,YMR049C,NA,NA,YMR049C,Unknown,12
NA,YMR090W,NA,NA,YMR090W,Unknown,12
NA,YMR093W,NA,NA,YMR093W,Unknown,12
NA,YMR110C,NA,NA,YMR110C,Unknown,12
NA,YMR131C,NA,NA,YMR131C,Unknown,12
NA,YMR181C,NA,NA,YMR181C,Unknown,12
NA,YMR196W,NA,NA,YMR196W,Unknown,12
NA,YMR212C,NA,NA,YMR212C,Unknown,12
NA,YMR215W,NA,NA,YMR215W,Unknown,12
NA,YMR250W,NA,NA,YMR250W,Unknown,12
NA,YMR251W,NA,NA,YMR251W,Unknown,12
NA,YMR269W,NA,NA,YMR269W,Unknown,12
NA,YMR291W,NA,NA,YMR291W,Unknown,12
NA,YMR310C,NA,NA,YMR310C,Unknown,12
NA,YMR315W,NA,NA,YMR315W,Unknown,12
NA,YMR321C,NA,NA,YMR321C,Unknown,12
NA,YNL010W,NA,NA,YNL010W,Unknown,12
NA,YNL022C,NA,NA,YNL022C,Unknown,12
NA,YNL110C,NA,NA,YNL110C,Unknown,12
NA,YNL114C,NA,NA,YNL114C,Unknown,12
NA,YNL115C,NA,NA,YNL115C,Unknown,12
NA,YNL119W,NA,NA,YNL119W,Unknown,12
NA,YNL120C,NA,NA,YNL120C,Unknown,12
NA,YNL124W,NA,NA,YNL124W,Unknown,12
NA,YNL132W,NA,NA,YNL132W,Unknown,12
NA,YNL174W,NA,NA,YNL174W,Unknown,12
NA,YNL175C,NA,NA,YNL175C,Unknown,12
NA,YNL182C,NA,NA,YNL182C,Unknown,12
NA,YNL194C,NA,NA,YNL194C,Unknown,12
NA,YNL195C,NA,NA,YNL195C,Unknown,12
NA,YNL200C,NA,NA,YNL200C,Unknown,12
NA,YNL208W,NA,NA,YNL208W,Unknown,12
NA,YNL228W,NA,NA,YNL228W,Unknown,12
NA,YNL256W,NA,NA,YNL256W,Unknown,12
NA,YNL303W,NA,NA,YNL303W,Unknown,12
NA,YNL305C,NA,NA,YNL305C,Unknown,12
NA,YNL308C,NA,NA,YNL308C,Unknown,12
NA,YNL313C,NA,NA,YNL313C,Unknown,12
NA,YNR009W,NA,NA,YNR009W,Unknown,12
NA,YNR024W,NA,NA,YNR024W,Unknown,12
NA,YNR053C,NA,NA,YNR053C,Unknown,12
NA,YNR054C,NA,NA,YNR054C,Unknown,12
NA,YOL022C,NA,NA,YOL022C,Unknown,12
NA,YOL041C,NA,NA,YOL041C,Unknown,12
NA,YOL048C,NA,NA,YOL048C,Unknown,12
NA,YOL077C,NA,NA,YOL077C,Unknown,12
NA,YOL082W,NA,NA,YOL082W,Unknown,12
NA,YOL083W,NA,NA,YOL083W,Unknown,12
NA,YOL124C,NA,NA,YOL124C,Unknown,12
NA,YOL150C,NA,NA,YOL150C,Unknown,12
NA,YOL153C,NA,NA,YOL153C,Unknown,12
NA,YOR004W,NA,NA,YOR004W,Unknown,12
NA,YOR021C,NA,NA,YOR021C,Unknown,12
NA,YOR052C,NA,NA,YOR052C,Unknown,12
NA,YOR145C,NA,NA,YOR145C,Unknown,12
NA,YOR146W,NA,NA,YOR146W,Unknown,12
NA,YOR152C,NA,NA,YOR152C,Unknown,12
NA,YOR161C,NA,NA,YOR161C,Unknown,12
NA,YOR169C,NA,NA,YOR169C,Unknown,12
NA,YOR173W,NA,NA,YOR173W,Unknown,12
NA,YOR206W,NA,NA,YOR206W,Unknown,12
NA,YOR220W,NA,NA,YOR220W,Unknown,12
NA,YOR243C,NA,NA,YOR243C,Unknown,12
NA,YOR252W,NA,NA,YOR252W,Unknown,12
NA,YOR253W,NA,NA,YOR253W,Unknown,12
NA,YOR271C,NA,NA,YOR271C,Unknown,12
NA,YOR277C,NA,NA,YOR277C,Unknown,12
NA,YOR285W,NA,NA,YOR285W,Unknown,12
NA,YOR287C,NA,NA,YOR287C,Unknown,12
NA,YOR289W,NA,NA,YOR289W,Unknown,12
NA,YOR309C,NA,NA,YOR309C,Unknown,12
NA,YPL004C,NA,NA,YPL004C,Unknown,12
NA,YPL044C,NA,NA,YPL044C,Unknown,12
NA,YPL087W,NA,NA,YPL087W,Unknown,12
NA,YPL142C,NA,NA,YPL142C,Unknown,12
NA,YPL146C,NA,NA,YPL146C,Unknown,12
NA,YPL165C,NA,NA,YPL165C,Unknown,12
NA,YPL166W,NA,NA,YPL166W,Unknown,12
NA,YPL183C,NA,NA,YPL183C,Unknown,12
NA,YPL186C,NA,NA,YPL186C,Unknown,12
NA,YPL196W,NA,NA,YPL196W,Unknown,12
NA,YPL207W,NA,NA,YPL207W,Unknown,12
NA,YPL217C,NA,NA,YPL217C,Unknown,12
NA,YPL226W,NA,NA,YPL226W,Unknown,12
NA,YPL235W,NA,NA,YPL235W,Unknown,12
NA,YPL238C,NA,NA,YPL238C,Unknown,12
NA,YPL245W,NA,NA,YPL245W,Unknown,12
NA,YPL273W,NA,NA,YPL273W,Unknown,12
NA,YPR044C,NA,NA,YPR044C,Unknown,12
NA,YPR098C,NA,NA,YPR098C,Unknown,12
NA,YDR368W,NA,NA,YPR1,Unknown,12
NA,YPR112C,NA,NA,YPR112C,Unknown,12
NA,YPR118W,NA,NA,YPR118W,Unknown,12
NA,YPR136C,NA,NA,YPR136C,Unknown,12
NA,YPR137W,NA,NA,YPR137W,Unknown,12
NA,YPR142C,NA,NA,YPR142C,Unknown,12
NA,YPR143W,NA,NA,YPR143W,Unknown,12
NA,YPR150W,NA,NA,YPR150W,Unknown,12
NA,YPR151C,NA,NA,YPR151C,Unknown,12
NA,YPR169W,NA,NA,YPR169W,Unknown,12
NA,YPR184W,NA,NA,YPR184W,Unknown,12
NA,YMR243C,NA,NA,ZRC1,Unknown,12
