gene_id,t0015,t0030,t0045,t0060,t0090,t0120,t0180,t0240,t0360,t0480
GWK60_A00825,0,1.276584121827858,0,0,-1.150654978936892,-1.3307719939239966,0,0,0,0
GWK60_A00847,0,0,1.3831351421038658,1.544058255744985,1.288111068204714,1.157313148031737,1.219386511597053,1.0717936243267765,0,0
GWK60_A00869,0,0,0,-3.626596454805547,-6.352674894136895,-6.046748691144858,-5.700319567304057,-4.767172255578558,-3.850913731656647,-3.4925305638160253
GWK60_A00913,0,0,0,0,-1.0567524707535167,0,0,0,0,0
GWK60_A00935,0,0,0,0,1.1798664345194023,0,0,0,0,0
GWK60_A00957,0,0,0,-1.2006183422759935,-1.498241962029923,-1.0441180206672347,0,0,0,0
GWK60_A00979,-1.3924985539250565,-2.7191624626523354,-1.5170242877138602,0,0,0,0,0,0,0
GWK60_A01001,0,1.0419145243640842,1.6301611735612425,2.521460169462334,2.7715518629910667,2.868270257232892,2.127281329587933,1.7649444006351829,1.7208218246984244,1.7619049379333234
GWK60_A01023,0,0,0,1.0908271025835548,1.246300774495457,1.4022573312567077,1.2240790407454691,0,0,0
GWK60_A01045,0,0,0,-1.3448648454878738,-1.8853723926703283,-1.565816286585045,0,0,-1.0319128818843282,-1.1430249901545622
GWK60_A01067,0,0,-1.2519491599126005,-1.3558633485008005,0,0,0,0,0,0
GWK60_A01089,0,0,0,0,-1.2149765024355856,0,0,0,0,0
