tx	gene_id	Cgla.t0000.b1.L001	Cgla.t0000.b1.L002	Cgla.t0000.b4.L001	Cgla.t0000.b4.L002	Cgla.t0015.b1.L001	Cgla.t0015.b1.L002	Cgla.t0015.b2.L001	Cgla.t0015.b2.L002	Cgla.t0030.b1.L001	Cgla.t0030.b1.L002	Cgla.t0030.b2.L001	Cgla.t0030.b2.L002	Cgla.t0045.b1.L001	Cgla.t0045.b1.L002	Cgla.t0045.b2.L001	Cgla.t0045.b2.L002	Cgla.t0060.b1.L001	Cgla.t0060.b1.L002	Cgla.t0060.b2.L001	Cgla.t0060.b2.L002	Cgla.t0090.b1.L001	Cgla.t0090.b1.L002	Cgla.t0090.b2.L001	Cgla.t0090.b2.L002	Cgla.t0120.b1.L001	Cgla.t0120.b1.L002	Cgla.t0120.b2.L001	Cgla.t0120.b2.L002	Cgla.t0180.b1.L001	Cgla.t0180.b1.L002	Cgla.t0180.b2.L001	Cgla.t0180.b2.L002	Cgla.t0240.b1.L001	Cgla.t0240.b1.L002	Cgla.t0240.b2.L001	Cgla.t0240.b2.L002	Cgla.t0360.b1.L001	Cgla.t0360.b1.L002	Cgla.t0360.b2.L001	Cgla.t0360.b2.L002	Cgla.t0480.b1.L001	Cgla.t0480.b1.L002	Cgla.t0480.b2.L001	Cgla.t0480.b2.L002
rna-gnl|PRJNA600925|mrna.GWK60_M09273	gene-GWK60_M09273	38.821909	40.023474	42.538808	37.507657	53.643799	52.25475	46.107672	50.328952	27.943768	29.130305	32.484034	36.568052	45.069332	48.45944	48.686991	49.065583	90.438918	82.80936	78.923237	84.701365	74.714651	74.13146	75.312204	68.261315	60.580252	73.560482	70.018181	69.167381	33.80612	30.378384	63.110824	50.115717	57.64871	50.700026	61.765395	56.672558	50.870246	52.435323	42.23174	46.936454	53.1877	52.999616	45.563585	45.13154
rna-gnl|PRJNA600925|mrna.GWK60_M09295	gene-GWK60_M09295	47.481142	48.152338	50.136633	48.753854	61.408556	61.894367	56.828627	55.035744	36.465894	35.126253	31.553031	32.585928	57.700383	60.097218	63.919478	64.673786	79.215534	78.752734	87.459656	87.201931	79.897889	82.057813	79.962476	79.117286	81.476116	79.751655	77.177337	77.047826	76.311955	79.455046	75.240746	78.941734	72.177548	73.594571	67.43069	69.054404	60.299681	60.918	66.124014	66.816101	62.327935	63.739714	56.122779	58.124265
rna-gnl|PRJNA600925|mrna.GWK60_M09317	gene-GWK60_M09317	17.029979	16.746803	18.809405	17.500019	15.843046	16.383425	14.277341	14.796744	14.005431	13.981804	14.109398	13.21194	17.077071	17.132775	17.389186	18.28967	21.940085	23.608352	23.069141	24.194676	27.691542	28.015636	25.549558	26.352023	26.574683	29.567338	29.884343	30.358444	31.135223	30.487388	31.46411	29.609079	30.328134	29.828735	28.798183	29.114331	27.237034	28.036654	28.208243	27.155822	28.045789	29.195446	26.178137	26.388448
rna-gnl|PRJNA600925|mrna.GWK60_M09339	gene-GWK60_M09339	47.047879	47.70065	47.811866	51.824153	50.595396	51.848822	52.441591	53.025874	45.42672	45.807183	38.693232	39.859424	84.158057	85.311927	83.612488	82.59	120.866551	119.250813	120.332727	127.462947	141.740386	134.161728	128.71892	126.65476	126.020016	128.226156	125.733864	122.58347	103.909634	100.725847	117.677055	117.155665	109.468174	111.177961	114.463656	114.979525	108.782426	110.525654	121.078528	120.266393	115.067758	109.125897	116.385546	118.29173
rna-gnl|PRJNA600925|mrna.GWK60_M09361	gene-GWK60_M09361	131.937405	124.721418	130.007761	127.155777	156.304015	158.99574	168.358504	165.649544	118.286268	116.157826	121.11677	105.962983	161.784565	154.534502	152.234917	157.771302	242.616295	243.734343	247.955681	240.779743	280.117367	276.046492	288.272948	274.567491	242.02232	257.428409	266.559143	266.875071	140.068983	139.116119	246.016292	254.799341	203.108576	206.591607	216.954172	217.461027	223.739581	208.980269	219.225	238.152225	218.136215	224.459403	205.680968	202.280769
rna-gnl|PRJNA600925|mrna.GWK60_M09383	gene-GWK60_M09383	27.848549	28.370072	29.004423	29.580692	59.044228	59.90989	57.828268	54.144323	33.291047	33.742151	26.158395	29.22902	64.165172	62.926714	66.216322	68.459381	82.23531	88.119406	92.879547	91.793489	109.119864	107.683281	107.117237	109.930755	105.402012	103.276201	109.653909	108.394328	75.785601	78.772849	110.067279	109.181208	101.807539	102.648754	100.826977	100.318945	102.765161	101.758065	110.836628	111.265495	123.075651	120.633271	111.148267	111.383606
rna-gnl|PRJNA600925|mrna.GWK60_M09405	gene-GWK60_M09405	0.500197	0	1.173041	0.59166	11.398714	8.292697	4.098115	4.730008	6.788647	4.412168	2.989216	4.036366	6.310699	8.495865	3.083528	4.377725	13.119209	9.761778	14.955619	10.174639	7.277014	15.962329	17.140801	10.536818	9.563729	12.109017	15.880231	11.961323	20.523032	19.117831	21.657732	10.506544	15.184923	18.48261	25.05929	23.433661	17.470459	20.979633	17.978444	18.992578	18.203233	24.111467	20.081812	20.38893
rna-gnl|PRJNA600925|mrna.GWK60_M09427	gene-GWK60_M09427	6.706205	6.515517	8.575366	8.31931	8.237675	8.45175	8.172532	5.670764	3.243975	3.802641	3.368569	3.155175	9.347748	9.135285	9.93457	10.23555	16.569266	16.831328	15.374039	15.737896	21.724463	21.98729	17.655555	18.068309	20.570332	22.624347	20.837608	21.395523	17.12159	18.018514	22.495944	20.996001	18.55811	19.825067	17.793043	19.673183	18.524553	18.386826	20.492795	19.546214	25.040243	22.769184	19.703481	18.871732
rna-gnl|PRJNA600925|mrna.GWK60_M09449	gene-GWK60_M09449	87.883669	83.848648	86.46921	92.421923	108.654878	100.06706	102.880611	102.888325	77.170574	69.065012	67.435425	73.335462	85.371038	82.33747	86.259402	80.152825	81.05917	88.271264	97.650286	99.308547	90.352952	94.291909	81.579547	85.202666	88.281151	88.780216	95.475476	95.712306	103.400164	102.757464	95.676179	95.904107	101.805319	105.749275	89.824262	102.026603	94.930671	110.637411	95.010843	100.398569	102.110705	105.693887	104.876311	98.586865
rna-gnl|PRJNA600925|mrna.GWK60_M09471	gene-GWK60_M09471	33.449511	31.283246	31.077997	35.436064	38.798045	41.244946	38.843567	43.250082	34.541608	32.483362	32.340171	30.72183	44.243785	44.003536	44.288126	46.811436	55.989878	63.465384	49.73438	59.68961	67.002127	68.480354	76.051044	71.694924	82.843793	95.569527	84.382133	90.182511	95.673684	99.791818	105.710184	116.058408	102.574593	100.106303	93.327077	96.309813	95.106746	88.145281	91.734285	86.041988	86.721825	83.661988	82.344757	84.209022
rna-gnl|PRJNA600925|mrna.GWK60_M09493	gene-GWK60_M09493	22.911717	22.17873	23.247322	22.463927	18.251746	19.947517	17.641571	19.726604	26.538678	24.861751	25.436182	25.209707	26.296627	25.174179	28.072402	26.17392	21.555966	17.89073	20.003647	21.885185	16.253432	15.860135	17.770302	18.177739	14.133441	14.31348	12.842679	15.040885	26.761367	26.936475	25.314008	24.191331	26.717153	25.311659	23.877086	24.278925	23.279657	22.036212	21.804789	22.508254	16.130601	16.084303	17.064212	16.287131
rna-gnl|PRJNA600925|mrna.GWK60_M09515	gene-GWK60_M09515	205.172327	207.261433	228.579563	218.625073	356.103494	362.565296	338.285577	321.48527	245.536024	245.738967	207.275837	212.209461	568.142063	565.146952	600.586853	606.668816	1016.191487	1016.91782	1039.54464	1057.318705	1354.744274	1349.798158	1298.743817	1309.459827	1380.606416	1368.312249	1322.583678	1316.627865	1155.102835	1148.988674	1072.305248	1105.869918	816.548485	823.291981	866.773127	857.85301	623.903657	613.28943	690.050233	681.017071	540.168651	542.822749	490.732357	493.895725
rna-gnl|PRJNA600925|mrna.GWK60_M09537	gene-GWK60_M09537	103.025159	99.614734	88.098662	90.179974	106.867092	105.363852	111.501729	108.076016	95.359628	96.8584	110.344981	105.64591	178.612881	176.633657	170.708418	176.684904	235.951326	243.924175	240.558951	254.905647	156.48167	145.803588	151.231676	138.149002	113.201928	114.992828	114.369622	110.826948	98.646566	93.019197	74.921229	83.328873	65.15884	67.730559	70.209883	76.978125	67.200446	67.170646	52.023059	65.419538	52.276809	54.517688	59.773058	65.317274
rna-gnl|PRJNA600925|mrna.GWK60_M09559	gene-GWK60_M09559	40.823116	45.703181	39.606439	42.645151	46.252478	40.613324	44.238109	45.511438	36.173391	35.257408	39.78249	37.816009	74.27297	78.515672	77.217361	73.799125	104.742305	111.240999	120.888975	107.58484	71.14973	79.42541	75.511779	72.718468	54.028215	57.122325	61.08066	68.600031	42.934962	43.592607	38.160886	37.17284	39.449428	38.609176	38.674981	36.926431	30.159896	33.059911	31.043317	30.865092	28.057224	26.726985	29.748024	25.156917
rna-gnl|PRJNA600925|mrna.GWK60_M09581	gene-GWK60_M09581	41.115922	38.300651	32.897774	30.713153	48.718521	47.184637	44.747136	40.520476	28.23179	28.663057	28.629082	31.944754	42.420501	42.322975	46.840135	47.693656	66.151489	69.244694	65.972197	63.19928	77.601873	77.395209	75.875017	84.775128	94.542417	96.789637	85.713185	93.10756	87.912882	85.990192	84.68225	93.493781	85.454839	74.138409	79.237512	79.026759	64.576657	68.306621	61.608566	67.053905	57.132868	58.319419	53.885797	54.344498
rna-gnl|PRJNA600925|mrna.GWK60_M09603	gene-GWK60_M09603	44.063124	43.865212	44.247786	41.182836	38.328544	38.703928	39.726072	36.072046	28.364648	24.637685	25.543053	22.881319	42.232566	42.655515	41.76983	42.194198	81.329458	78.361657	84.373699	81.628367	80.542475	85.161439	80.868559	83.384474	72.273327	76.158565	70.865368	75.385903	71.78796	66.396952	64.890848	67.508591	57.605857	54.123406	55.743099	59.306964	43.73546	42.863086	44.654321	43.783878	38.755752	43.721253	40.688739	41.236484
rna-gnl|PRJNA600925|mrna.GWK60_M09625	gene-GWK60_M09625	16.928257	16.592506	16.509746	15.09095	24.029679	24.572891	23.4999	24.812079	19.460201	21.789245	20.983976	20.143048	34.597373	31.904679	36.608716	36.375198	42.38268	42.25807	44.534952	46.414918	39.611424	44.354425	41.318445	43.645412	34.972863	36.642886	38.336496	35.068583	30.644869	35.00773	32.405246	36.032923	44.404677	46.116859	45.827599	42.475889	42.671631	47.774926	48.588473	47.771	51.347776	45.374455	48.288056	47.763313
rna-gnl|PRJNA600925|mrna.GWK60_M09647	gene-GWK60_M09647	43.333134	47.205328	45.645279	49.103848	51.221672	50.12111	49.991204	49.238383	57.064024	55.100382	53.42059	49.282389	50.921987	57.067207	53.963256	54.942196	49.841453	42.735389	49.180844	43.56922	35.794896	37.358893	37.239402	34.9436	34.780663	39.919374	33.973201	35.284299	37.705085	41.1624	43.125396	43.219282	51.338274	48.989204	52.732434	51.248667	51.292002	51.720926	47.887431	51.720957	41.689673	46.093127	42.521829	46.641728
rna-gnl|PRJNA600925|mrna.GWK60_M09669	gene-GWK60_M09669	244.405989	243.839865	239.184059	237.497128	142.35737	155.276764	141.375579	139.326336	83.645419	79.594308	80.131492	80.761258	155.125562	144.240989	154.766437	149.021636	317.397625	305.155753	313.160224	318.628489	215.363067	223.348187	221.117341	211.172298	171.471211	187.0056	165.354989	167.504251	171.059009	167.008428	170.839041	175.535333	140.734797	149.025859	175.373637	177.837894	132.706885	130.723488	121.87201	122.394569	107.852618	106.720596	109.344945	113.273031
rna-gnl|PRJNA600925|mrna.GWK60_M09691	gene-GWK60_M09691	15.354638	17.819105	14.862795	19.750004	13.622733	14.645521	14.869637	12.424732	12.06545	14.167464	11.603621	12.047006	20.236852	19.199467	21.268287	20.184582	24.072282	31.949219	25.372208	27.68536	17.038143	16.183058	16.655734	19.406721	12.824932	13.000045	12.83946	12.881961	11.244709	9.276426	12.864424	14.538206	12.957466	12.834763	16.905351	16.540643	11.448641	10.962391	12.403906	14.255141	11.327094	10.621714	10.589415	10.525195
rna-gnl|PRJNA600925|mrna.GWK60_M09713	gene-GWK60_M09713	29.644521	35.1896	30.38249	36.931938	31.924409	34.831524	31.910215	29.793641	47.896245	49.254333	43.614096	47.652376	22.574662	25.681388	19.974543	24.181022	9.734097	11.896574	8.937638	9.659584	9.317775	10.296781	12.18151	11.986296	14.535745	15.474692	15.969053	18.048326	31.487112	32.515872	29.830526	31.585139	41.805679	39.762697	39.097282	36.624456	45.699385	47.792621	44.008661	40.898797	37.682432	39.419399	40.561794	42.366683
rna-gnl|PRJNA600925|mrna.GWK60_M09735	gene-GWK60_M09735	113.839912	119.086196	119.207585	121.121433	118.355382	115.875216	121.000911	126.574941	102.091274	104.614372	87.590902	87.189596	131.991071	123.684068	128.348377	119.983385	165.068415	164.256814	173.69921	170.238378	151.602365	161.438427	151.865998	155.310361	109.939876	113.719633	114.761247	116.521992	59.443461	61.189718	100.734354	98.194405	155.363729	161.428106	178.779759	178.096301	181.055774	179.397454	192.564342	194.563068	185.673072	177.829237	189.231508	190.292632
rna-gnl|PRJNA600925|mrna.GWK60_M09757	gene-GWK60_M09757	52.337584	54.245277	42.863083	50.321754	38.888558	40.226636	41.477207	41.292029	80.373696	76.236043	84.886677	103.193619	37.935372	39.967485	37.765716	31.596078	7.592462	9.302875	8.166586	7.020836	8.03182	7.970718	9.205237	7.995249	12.529182	11.585505	12.936243	13.295248	25.915743	21.542769	30.306932	25.024423	44.853651	42.890167	41.77105	41.892802	48.591494	51.521737	45.854048	43.208355	43.540567	49.229542	40.871559	42.758954
rna-gnl|PRJNA600925|mrna.GWK60_M09779	gene-GWK60_M09779	27.567397	29.650157	27.275444	26.720584	60.803866	59.064679	55.611876	57.808909	42.725952	40.731786	38.444942	38.067501	49.102008	49.255331	50.798622	54.378561	64.459345	64.732053	71.320439	71.022756	76.111119	76.226103	76.772078	77.542912	79.351255	80.338536	84.10063	83.126271	72.426971	75.445425	69.116054	75.337948	77.909868	80.01147	77.619099	76.223788	69.752736	67.251649	73.086056	74.19005	77.072617	75.909511	72.298633	72.324359
rna-gnl|PRJNA600925|mrna.GWK60_M09801	gene-GWK60_M09801	29.585586	30.961401	31.602729	28.21609	39.497795	40.731228	40.154121	41.113859	55.165614	54.39296	51.415307	52.508818	19.341966	16.978524	17.79853	20.031301	5.54182	4.607319	5.945498	5.601164	9.686877	9.84739	10.176391	9.85445	17.123521	16.796526	16.468521	16.027153	31.664257	31.671306	30.054554	30.263035	38.488485	42.755507	38.88131	39.286441	43.914069	44.914852	45.425733	46.168165	43.167827	41.607288	42.577223	43.640766
rna-gnl|PRJNA600925|mrna.GWK60_M09823	gene-GWK60_M09823	23.844093	28.080984	32.834314	26.37122	25.295943	36.64588	35.170386	30.635637	28.136982	31.489848	37.167826	42.888699	56.6709	35.760578	54.306735	35.631864	62.227095	67.902524	65.841699	61.924309	69.709048	77.59933	84.162121	82.699585	89.112863	95.287044	87.701076	78.042369	146.509682	140.51637	105.966815	90.942725	164.978459	159.666817	130.419723	139.55663	154.340761	152.063303	138.621014	132.810959	153.361671	156.253819	192.957786	176.755969
rna-gnl|PRJNA600925|mrna.GWK60_M09845	gene-GWK60_M09845	38.345401	38.756937	34.243483	37.372581	51.041915	53.662198	46.162493	43.292997	46.304161	46.589664	44.947499	43.818106	65.962696	63.890411	58.118942	61.98222	66.72811	62.66177	58.575811	59.167956	72.538072	72.049109	69.260036	66.426697	79.21107	85.662221	77.331268	75.64306	128.924712	134.102447	94.989661	97.501916	122.873202	111.083223	107.793363	106.39995	109.629987	113.443416	106.190143	116.11193	107.920411	108.353446	105.903327	100.898431
rna-gnl|PRJNA600925|mrna.GWK60_M09867	gene-GWK60_M09867	61.044492	56.720322	53.147678	56.498009	55.331056	54.41151	55.341351	58.319236	64.529798	61.038618	70.032057	66.165874	42.87714	47.315983	42.846241	45.537156	37.647105	33.888239	41.292625	37.97505	47.247992	46.8489	44.659404	47.540582	52.54802	48.666204	57.590678	55.472152	58.090081	59.6756	68.37161	66.653863	66.096348	69.473528	67.602796	70.258107	68.428246	67.51638	63.649497	62.889033	63.725224	61.737316	66.206519	69.371357
rna-gnl|PRJNA600925|mrna.GWK60_M09889	gene-GWK60_M09889	22.351189	22.253616	22.2545	23.082834	20.92549	23.294562	18.090208	21.789776	12.609661	13.320096	14.342315	14.898653	18.57502	23.475159	19.863662	25.071222	26.602587	25.809679	34.720107	28.054181	26.804935	27.556027	30.51916	31.986196	31.980449	32.116591	33.985845	29.473668	31.586645	34.44489	30.105725	35.015553	37.52975	36.674563	34.295318	33.437702	29.709515	30.028506	30.314367	32.787298	29.710223	32.280701	29.530304	31.496336
rna-gnl|PRJNA600925|mrna.GWK60_M09911	gene-GWK60_M09911	54.332916	52.542993	57.938777	57.745534	50.784563	55.784811	49.07287	49.763739	45.102647	42.898881	40.934268	41.619404	72.693072	74.095974	76.295839	67.45587	97.661163	97.067136	101.340373	101.508285	103.017313	102.741345	102.756236	103.033107	118.020479	117.249091	113.259686	118.362068	103.802984	99.861637	121.17456	120.202721	118.990818	116.87744	116.353686	115.131545	113.796773	115.897765	119.733321	121.875502	122.800487	129.797827	116.682471	121.06873
rna-gnl|PRJNA600925|mrna.GWK60_M09933	gene-GWK60_M09933	48.927727	48.396643	49.646693	50.608389	42.812148	40.253787	43.979158	42.889858	80.24703	79.319385	75.798096	77.275807	32.95189	35.424213	33.80299	32.57436	6.293071	5.442296	5.978824	5.828752	4.202916	5.862672	5.278755	5.872589	9.437299	9.407115	8.70047	8.889416	23.469823	20.675809	19.810916	18.280052	23.715531	21.855855	25.443843	26.47583	26.385951	22.201635	26.30952	24.430928	19.770063	20.767673	19.860228	20.314711
rna-gnl|PRJNA600925|mrna.GWK60_M09955	gene-GWK60_M09955	11.798785	12.582164	14.158039	14.417946	16.402027	16.492136	15.00893	15.847931	11.310573	11.472304	10.952554	11.673369	15.009344	15.928204	17.187466	18.178254	18.923484	18.790107	21.804257	22.421469	24.064716	24.972049	23.066533	24.72045	23.583893	22.822706	23.088702	22.958016	21.451569	20.880183	22.707128	22.234027	22.851183	23.594493	21.98258	21.502562	22.317156	22.051386	24.961576	25.854206	27.813029	27.460042	25.187838	23.880141
rna-gnl|PRJNA600925|mrna.GWK60_M09977	gene-GWK60_M09977	16.955217	15.066381	15.066895	17.523435	12.146291	12.706939	12.904952	14.549574	14.060752	12.85117	13.46112	14.448546	26.069778	24.900618	26.078025	27.862557	31.489389	32.04869	28.857556	28.801047	25.573804	27.194282	26.10942	24.792372	13.74503	12.603232	14.177724	14.069608	17.414111	17.769992	21.439233	20.031243	18.715716	19.349379	20.130403	22.636711	16.45345	17.629052	20.27893	17.345786	12.158333	14.733694	14.105306	12.771309
rna-gnl|PRJNA600925|mrna.GWK60_M09999	gene-GWK60_M09999	17.504071	17.148785	18.542598	17.213319	23.825503	23.138797	22.784764	22.551737	29.856688	28.300103	29.81134	30.592421	39.597838	39.759871	41.791704	43.54436	36.875745	38.399365	38.571323	38.45193	34.318742	32.609031	35.184459	35.19432	30.721229	31.19509	33.435887	34.626254	38.020966	34.87348	39.152001	41.881933	46.550806	51.327417	44.116818	48.49453	51.056324	55.070329	52.260545	53.602763	56.400892	59.692397	53.367421	49.887791
rna-gnl|PRJNA600925|mrna.GWK60_M10021	gene-GWK60_M10021	29.572754	24.248929	27.034158	26.518876	28.832995	27.196589	26.127691	31.608208	30.369799	25.7021	27.370352	19.292956	40.597128	44.847249	37.576853	43.237931	32.181203	31.736661	29.341437	26.894742	21.222671	26.502923	23.246905	25.043043	27.180567	25.377317	25.800765	24.126659	30.444398	34.398608	34.920769	34.709365	34.132151	40.128037	37.513111	34.021924	32.547641	29.396036	28.967087	28.224387	25.006119	24.22111	20.55195	24.117582
rna-gnl|PRJNA600925|mrna.GWK60_M10043	gene-GWK60_M10043	56.570375	61.581393	62.914421	67.223137	151.304044	143.642194	138.016159	138.663328	93.486057	100.440437	84.658246	88.740663	133.838748	118.562364	134.295733	134.401786	136.681927	142.398478	148.488116	148.067319	149.383769	147.323143	145.994142	150.015074	151.181114	154.645062	155.963053	146.783069	150.344057	142.83961	161.948683	161.434156	172.235354	174.027555	169.386779	167.876455	186.466799	188.682615	175.009038	188.421821	197.25547	202.44937	190.458586	191.921638
rna-gnl|PRJNA600925|mrna.GWK60_M10065	gene-GWK60_M10065	5.844814	6.644068	7.951025	7.437456	7.016288	7.501625	4.758151	6.34668	4.819676	5.294672	4.051102	4.296984	6.631649	6.964635	6.326605	6.99144	7.218434	7.499859	6.935843	6.919232	6.969317	7.86967	6.018066	5.201849	8.354088	8.314446	5.923019	7.264628	6.524139	6.90479	9.51106	7.871519	9.374587	8.471553	9.19202	7.425266	9.556414	6.851415	9.471324	6.851467	6.801488	6.621825	6.660013	7.151347
rna-gnl|PRJNA600925|mrna.GWK60_M10087	gene-GWK60_M10087	32.419335	32.11822	33.817756	33.102649	30.620495	34.783874	29.029583	35.206978	32.680812	32.043522	31.179249	35.963147	27.126385	29.048251	27.845136	29.245735	26.934022	26.269566	27.725153	27.436714	24.91168	23.572393	22.395313	23.296329	28.179839	27.022947	27.002148	29.329244	47.023041	46.878027	36.395814	38.725	43.244569	38.291352	42.21045	40.973817	37.246197	34.457694	37.807107	36.940049	28.256296	27.569577	27.552227	26.863358
rna-gnl|PRJNA600925|mrna.GWK60_M10109	gene-GWK60_M10109	0.058925	0.210719	0.306774	0.207762	0.165575	0.202852	0.351347	0.107139	0.235921	0.26843	0.119737	0.334473	0.189357	0.12759	0.26115	0.190437	0.378705	0.213761	0.343764	0.779634	1.50273	2.076683	1.464631	1.896316	2.115494	2.527821	2.360372	2.179842	3.128992	3.261437	2.353656	2.06507	2.266811	1.89403	2.215936	2.332505	2.023088	1.616173	2.060802	2.264938	2.517517	2.413365	2.283591	2.920619
rna-gnl|PRJNA600925|mrna.GWK60_M10131	gene-GWK60_M10131	24.978111	27.639828	27.106011	26.346026	38.114626	37.916782	34.265878	34.985479	21.368271	21.188068	21.645981	21.509993	24.932486	26.927063	29.10979	29.511881	29.693384	29.426048	33.599969	34.962026	39.44711	40.897597	38.53703	41.102118	45.813334	45.905058	44.12222	45.339406	51.658946	50.51491	48.844276	47.611851	44.530932	44.642746	41.550163	43.436509	39.283825	38.999221	41.281262	42.265974	42.455701	44.686618	41.044536	40.320512
rna-gnl|PRJNA600925|mrna.GWK60_M10153	gene-GWK60_M10153	146.96179	145.532319	146.130432	141.142302	121.280927	116.372043	123.743404	126.376213	304.25402	311.056819	301.035861	302.809213	99.804341	88.343411	81.841852	80.869692	4.84255	7.063042	5.093649	3.581652	3.221272	3.603168	4.745158	4.388351	4.975478	6.258347	8.252965	7.378818	44.158737	39.020444	27.405559	27.241028	61.016845	61.950215	60.590946	63.302346	76.762078	77.649662	75.62608	78.793958	70.463915	76.411173	81.306426	75.111201
rna-gnl|PRJNA600925|mrna.GWK60_M10175	gene-GWK60_M10175	43.441238	42.055834	42.339104	48.170887	35.151124	35.950847	38.745379	34.060575	32.796867	34.818535	33.631356	32.518061	23.323324	25.441998	26.267695	25.773917	12.415786	14.457498	16.251901	12.99991	5.861498	4.687347	4.633498	4.377092	9.8142	7.921425	9.784106	9.411958	14.751513	17.358292	23.682469	19.974588	32.11459	32.884454	33.157331	33.59202	28.489126	31.935701	33.653536	33.1985	24.992168	24.901492	22.451517	25.254635
rna-gnl|PRJNA600925|mrna.GWK60_M10197	gene-GWK60_M10197	86.563546	100.759877	107.974739	80.312684	119.452983	125.421358	108.891849	102.197289	76.765447	59.127344	61.508243	89.349883	55.61415	67.540357	71.773463	89.580007	40.667772	44.790724	42.502595	52.7354	25.89168	27.035775	38.965403	26.257864	29.46214	24.186692	27.419216	47.010488	52.93007	42.102445	61.820024	65.141218	87.30454	86.982874	88.946994	71.130201	82.262653	79.682677	67.422561	74.208297	86.714801	78.396062	81.782898	88.555048
rna-gnl|PRJNA600925|mrna.GWK60_M10219	gene-GWK60_M10219	2574.210771	2531.738049	2540.336879	2488.06693	2291.721809	2261.021876	2329.875752	2329.051815	2664.217854	2630.712698	2811.832081	2775.694974	2038.835473	2066.858608	1951.44903	1953.627171	264.85225	240.147247	279.968528	262.108867	34.93055	37.123359	38.835758	43.127998	38.578336	33.896346	38.132614	40.329718	104.494237	94.245445	91.401408	92.427339	187.571942	188.282985	205.335612	205.879527	337.401133	329.606734	300.273162	293.749415	335.777367	330.944323	335.712444	346.277596
rna-gnl|PRJNA600925|mrna.GWK60_M10241	gene-GWK60_M10241	23.93588	18.187284	18.522722	25.947272	11.602545	6.843746	11.136149	8.608897	12.229844	14.553495	10.570812	17.741594	10.891819	11.006854	12.086226	7.014083	10.475263	7.840738	7.773011	11.450815	16.032573	13.470444	14.586607	20.621797	14.350946	14.097833	22.190993	19.855545	17.236867	15.893447	18.619399	25.370066	18.302326	18.913533	17.817663	19.046762	17.330395	12.673014	15.277969	19.728311	12.987099	17.394587	17.004552	16.578438
rna-gnl|PRJNA600925|mrna.GWK60_M10263	gene-GWK60_M10263	16.270673	16.505322	14.793011	14.197462	9.181116	10.925439	9.12329	8.739824	6.426963	7.472145	5.639084	6.898992	10.904796	10.413572	10.67766	11.291989	16.034216	15.587351	14.722957	16.52614	14.301347	12.09174	13.442426	15.207639	14.145204	13.489893	15.913897	16.112733	16.941255	15.685494	15.511282	16.601713	16.916765	19.495396	19.726302	18.412075	19.57551	22.378531	20.002548	21.911341	24.870734	25.329612	23.630433	24.180537
rna-gnl|PRJNA600925|mrna.GWK60_M10285	gene-GWK60_M10285	51.879092	49.797043	54.333721	53.020115	32.494597	31.319854	27.011488	30.727102	28.564001	29.19515	23.687579	22.133908	23.790191	26.806839	23.791845	20.995027	21.884144	21.675627	19.138043	20.587758	21.166959	21.965129	22.498068	22.097459	25.166315	25.270477	21.016819	22.494647	28.612729	26.414491	31.266711	33.775026	34.132923	32.017473	32.984041	33.186732	34.430593	33.072519	38.317186	39.63243	37.046226	32.347321	34.247989	33.674882
rna-gnl|PRJNA600925|mrna.GWK60_M10307	gene-GWK60_M10307	99.608861	108.263291	90.398983	94.202166	92.728789	116.064374	113.237347	102.369927	117.665904	128.910542	114.048667	124.028997	184.221659	208.183745	193.152376	176.755322	245.548541	265.215285	230.911195	223.04054	134.582852	155.021652	185.890359	157.595547	131.335748	120.647213	118.990452	135.759534	79.800827	75.359749	94.550105	117.403088	103.415587	110.702005	115.843083	115.636803	111.335056	108.738285	110.893446	89.278755	93.876588	93.512821	97.806398	92.414324
rna-gnl|PRJNA600925|mrna.GWK60_M10329	gene-GWK60_M10329	45.193164	48.123419	41.688549	44.174805	97.359558	89.611711	95.309854	93.320318	70.573022	73.116732	74.184138	71.850443	179.748123	186.644573	185.965945	178.008342	236.812118	235.032717	239.97683	247.402652	244.292363	245.919594	248.578759	253.423841	230.665687	233.52346	246.986251	238.284232	210.711394	210.64026	210.478958	225.223249	249.926247	245.492027	236.760886	236.642732	274.168947	281.221593	267.288889	274.962036	306.420815	309.136942	305.953577	314.036521
rna-gnl|PRJNA600925|mrna.GWK60_M10351	gene-GWK60_M10351	24.209772	22.444239	22.300828	21.239161	22.815099	23.623065	20.511212	24.481088	21.276467	19.886041	21.90436	23.395895	24.619008	22.145438	23.996018	25.08818	26.635181	24.9843	23.635339	27.314405	22.569203	19.792786	21.57369	21.919631	20.504296	20.708545	19.858615	20.61125	19.898306	17.617236	16.519787	18.015284	19.268439	19.420853	17.544613	19.256428	14.476994	19.320004	14.64801	17.839444	13.130418	13.900174	14.51534	12.562238
rna-gnl|PRJNA600925|mrna.GWK60_M10373	gene-GWK60_M10373	1.198027	1.254845	1.402603	1.338646	1.216153	1.309901	1.412895	1.113543	0.93471	0.900415	1.128907	1.14702	2.044646	1.955945	1.895193	1.954779	3.36543	3.808281	3.632022	3.824937	3.374077	4.169517	3.456285	3.563262	3.864792	3.648643	3.20113	3.234013	4.626858	4.323671	3.413485	3.763048	2.721534	2.745935	2.892471	3.380179	2.644885	2.660665	2.691716	2.811438	1.902987	2.579669	2.465385	2.791919
