tx	gene_id	Cgla.t0000.b1.L001	Cgla.t0000.b1.L002	Cgla.t0000.b4.L001	Cgla.t0000.b4.L002	Cgla.t0015.b1.L001	Cgla.t0015.b1.L002	Cgla.t0015.b2.L001	Cgla.t0015.b2.L002	Cgla.t0030.b1.L001	Cgla.t0030.b1.L002	Cgla.t0030.b2.L001	Cgla.t0030.b2.L002	Cgla.t0045.b1.L001	Cgla.t0045.b1.L002	Cgla.t0045.b2.L001	Cgla.t0045.b2.L002	Cgla.t0060.b1.L001	Cgla.t0060.b1.L002	Cgla.t0060.b2.L001	Cgla.t0060.b2.L002	Cgla.t0090.b1.L001	Cgla.t0090.b1.L002	Cgla.t0090.b2.L001	Cgla.t0090.b2.L002	Cgla.t0120.b1.L001	Cgla.t0120.b1.L002	Cgla.t0120.b2.L001	Cgla.t0120.b2.L002	Cgla.t0180.b1.L001	Cgla.t0180.b1.L002	Cgla.t0180.b2.L001	Cgla.t0180.b2.L002	Cgla.t0240.b1.L001	Cgla.t0240.b1.L002	Cgla.t0240.b2.L001	Cgla.t0240.b2.L002	Cgla.t0360.b1.L001	Cgla.t0360.b1.L002	Cgla.t0360.b2.L001	Cgla.t0360.b2.L002	Cgla.t0480.b1.L001	Cgla.t0480.b1.L002	Cgla.t0480.b2.L001	Cgla.t0480.b2.L002
rna-gnl|PRJNA600925|mrna.GWK60_A00011	gene-GWK60_A00011	0	0.005368	0	0	0	0	0	0	0	0	0	0.005715	0	0.005695	0.006669	0	0.007523	0	0	0.007672	0	0.074815	0	0	0	0	0	0	0.021416	0.009743	0	0	0	0	0	0	0	0	0	0.014151	0	0	0.009119	0
rna-gnl|PRJNA600925|mrna.GWK60_A00033	gene-GWK60_A00033	0.223172	0.152071	0.233223	0.043739	0.041785	0	0.088705	0	0	0	0	0	0.039814	0	0.04708	0	0.101429	0	0.626528	0.061413	0.283787	0	0.056045	0.227983	0.136227	0.092232	0.045137	0.229268	0.307078	0.444849	0	0.196687	0.302371	0.58282	0.226147	0.733335	0.400121	0.517363	0.385116	0.710322	0.624301	0.942389	0.727888	0.665209
rna-gnl|PRJNA600925|mrna.GWK60_A00055	gene-GWK60_A00055	10.804095	12.178124	12.299984	8.78797	8.062191	9.108692	11.369019	10.858061	13.914411	13.842011	12.704025	14.824373	11.995652	12.00826	10.91342	10.119488	18.448706	15.981661	15.302767	13.855186	22.882139	22.73762	20.777714	25.312066	30.259179	34.355996	29.677008	34.787955	46.86956	48.572489	37.768263	42.117835	58.42319	57.512216	56.578732	52.685569	66.756459	69.332188	70.000301	64.161602	76.226376	79.15365	85.706717	91.516488
rna-gnl|PRJNA600925|mrna.GWK60_A00077	gene-GWK60_A00077	33.834836	33.567085	33.852247	35.069133	35.094875	40.468708	39.698509	39.764459	26.312804	26.888797	25.773374	24.409046	43.378552	44.690654	42.622325	44.482893	63.538038	70.565287	67.094591	67.020492	80.175362	77.629235	81.6679	76.759038	80.945242	75.726193	81.473129	82.385847	64.531155	65.448694	76.31314	77.249517	73.460538	72.111085	69.528279	70.881492	67.031984	70.243749	68.775157	71.24753	73.395109	72.823543	66.358888	68.525884
rna-gnl|PRJNA600925|mrna.GWK60_A00099	gene-GWK60_A00099	185.906834	182.696864	193.247161	199.34821	150.044458	155.14914	145.575858	147.248748	141.399661	145.866976	128.99862	132.905248	171.230739	175.630198	173.910945	174.692776	173.67095	174.603916	187.553765	180.924682	155.730694	153.512449	148.514868	145.605733	126.047644	125.323687	129.714858	131.108653	104.18789	97.772301	110.113817	111.500218	108.629799	101.622297	100.302937	97.273996	83.248475	85.18969	92.272138	91.863763	76.678672	78.051516	73.84068	74.691083
rna-gnl|PRJNA600925|mrna.GWK60_A00121	gene-GWK60_A00121	23.163881	22.612266	26.362123	23.564268	22.489246	21.690213	22.662109	21.218725	27.810339	30.200963	26.546316	26.258571	30.19953	28.008125	28.386207	32.173919	25.509439	27.474175	30.157426	29.657686	25.057972	26.130589	23.923033	23.387533	13.302239	14.966086	12.362246	12.357828	25.560027	25.416684	30.593152	30.456136	32.300765	30.430841	29.325481	26.370627	24.543458	26.809086	30.632943	28.185517	20.074354	21.07083	19.585384	19.772366
rna-gnl|PRJNA600925|mrna.GWK60_A00143	gene-GWK60_A00143	170.87338	153.407716	172.402798	163.779151	145.01382	157.77212	160.427803	158.319238	165.363196	155.349945	165.690772	178.583184	188.59011	169.346099	166.337393	174.675045	199.288964	187.537707	204.640746	198.184714	180.509636	178.344655	175.231701	177.407392	175.10832	166.724286	184.040823	175.913596	131.243944	119.707097	172.730619	163.347916	167.161259	168.00996	176.378694	172.282843	164.884858	164.043946	174.099721	175.640483	152.832218	155.751966	148.198919	155.972006
rna-gnl|PRJNA600925|mrna.GWK60_A00165	gene-GWK60_A00165	112.594883	110.810323	109.962839	113.189037	131.884058	128.716207	131.608546	123.57956	127.173271	122.483363	124.235446	120.292191	131.023289	130.549853	130.169857	141.07	142.490992	137.929814	132.274252	135.343478	114.479576	117.831702	107.971489	109.615056	117.691024	109.306231	102.928287	109.650193	106.124327	108.366874	121.35694	113.260834	122.339205	116.384647	116.589447	121.335845	125.088521	118.972131	111.357944	116.480725	105.082619	104.112338	107.725832	103.311701
rna-gnl|PRJNA600925|mrna.GWK60_A00187	gene-GWK60_A00187	85.012791	92.898522	99.53662	90.908388	65.564643	70.280614	62.893415	64.954459	60.309017	57.188329	53.95959	53.023676	88.228946	87.651735	86.828873	91.056593	119.995771	140.060276	132.08195	138.602233	106.766034	114.779804	112.293466	108.398968	107.797213	111.694597	123.66288	124.107295	78.173918	74.816053	114.473746	107.666183	96.594594	95.369653	102.629192	110.011437	84.658601	98.938183	97.420946	105.607021	84.78876	89.918151	89.798785	93.900548
rna-gnl|PRJNA600925|mrna.GWK60_A00209	gene-GWK60_A00209	26.663953	28.016484	26.503558	30.422202	17.853885	20.423972	18.854411	16.68059	18.565992	17.047776	17.940531	19.921901	15.601591	18.205999	15.800228	15.362412	17.511873	19.325801	24.253453	20.093484	24.299162	21.765504	22.857955	22.493896	27.121743	25.90505	29.847188	28.087962	30.01733	34.552489	29.100939	32.962768	33.882026	37.571544	33.378629	32.565973	33.702131	33.633534	32.374027	32.70325	33.771422	31.253406	33.404449	32.431957
rna-gnl|PRJNA600925|mrna.GWK60_A00231	gene-GWK60_A00231	25.631118	28.34926	21.3598	22.047411	9.575832	13.447919	13.660667	11.981649	6.250643	6.315748	7.540984	7.639269	24.350557	22.345485	21.632771	20.530599	79.813876	74.439629	73.781139	85.947768	130.302477	122.75846	142.363916	138.388866	159.635423	141.444402	153.470499	159.442684	212.728225	215.984983	164.791234	150.693346	192.362107	185.675134	174.128318	165.2996	164.310506	174.08826	159.646663	149.501909	169.933795	158.651899	176.132976	180.359439
rna-gnl|PRJNA600925|mrna.GWK60_A00253	gene-GWK60_A00253	173.241345	176.097537	180.829967	176.047465	145.656585	142.351456	132.437003	133.657453	184.840436	186.871838	192.099771	187.571167	178.635773	180.356225	178.496299	179.657766	113.569835	117.435255	118.763904	123.207575	83.218555	85.096409	89.997654	86.79472	112.513692	108.977402	117.891341	112.734271	152.384728	150.193046	143.290132	149.515493	149.379325	148.8667	140.377426	138.85208	119.690039	115.59555	120.158283	123.139597	109.533936	109.96041	102.844146	103.438388
rna-gnl|PRJNA600925|mrna.GWK60_A00275	gene-GWK60_A00275	4.596679	4.602145	5.754864	5.653375	6.65754	6.147541	4.866929	4.54749	5.243883	4.180878	4.626542	5.69849	5.176232	4.44387	5.677438	5.400092	2.93199	3.390672	3.24303	3.497276	4.196062	5.002403	3.837118	4.916706	5.087036	5.910904	6.615864	7.33179	8.401607	6.598009	6.777779	8.159935	7.525363	8.774463	7.720107	8.073381	7.003812	5.35429	7.90148	7.280926	8.154024	8.003522	7.121469	6.460337
rna-gnl|PRJNA600925|mrna.GWK60_A00297	gene-GWK60_A00297	301.723856	315.395677	297.534788	306.796808	413.746508	393.470249	414.66978	406.506157	216.168737	230.732338	235.967418	246.763259	286.252364	286.682697	279.023931	297.994905	418.943798	441.096134	440.940288	434.90857	389.377148	386.205758	378.774608	393.608978	386.73145	388.364938	382.304354	390.094852	386.575481	384.364929	330.353736	351.497325	331.10119	321.206645	307.079478	296.009369	249.099001	270.585375	253.905586	248.336214	230.99622	232.26413	236.259214	242.594883
rna-gnl|PRJNA600925|mrna.GWK60_A00319	gene-GWK60_A00319	243.257692	234.632077	251.100354	240.827902	81.985263	79.386538	74.876806	77.408211	102.681372	96.866397	93.967182	100.420192	112.963808	108.388438	113.368442	108.671275	101.482929	103.961912	109.312335	105.646785	66.494963	70.822961	70.601611	70.64046	66.288003	64.123461	62.03589	65.876604	80.560502	82.418506	75.350369	81.012426	88.28339	86.82174	91.76801	87.685369	76.949575	79.775324	76.99598	74.130464	70.603144	68.102464	64.061816	67.323344
rna-gnl|PRJNA600925|mrna.GWK60_A00341	gene-GWK60_A00341	62.45648	63.352974	62.222804	66.936027	37.722994	37.864072	33.34055	33.234706	17.889711	18.186111	18.062306	17.880216	29.048168	27.60966	29.164218	30.896882	41.760097	40.723121	46.430885	42.725296	40.406657	39.453658	40.461517	40.476258	33.469177	36.804217	34.936274	36.583808	35.058097	34.648805	33.875143	31.521201	33.292734	31.12455	32.933288	31.116067	28.266449	27.164171	31.557986	30.38625	29.598717	29.945177	28.800045	28.766617
rna-gnl|PRJNA600925|mrna.GWK60_A00363	gene-GWK60_A00363	34.394216	32.603282	38.065467	37.803188	39.02706	38.523699	38.515825	37.712167	39.785467	42.797633	38.820765	42.957023	41.290438	41.373602	42.430833	43.441784	44.851652	45.185358	45.014633	49.155242	55.216937	57.23309	55.491978	54.731814	53.764926	50.06985	53.358598	51.045487	43.653353	41.128083	45.426816	45.896979	38.607022	38.552508	40.361939	35.355159	31.479427	35.091321	34.923132	37.41524	37.194447	33.973073	30.181952	32.213036
rna-gnl|PRJNA600925|mrna.GWK60_A00385	gene-GWK60_A00385	956.579268	960.698836	1140.883002	1139.147263	1048.671624	1048.149092	872.066192	864.52896	945.584962	945.976564	820.500007	814.916793	975.923496	980.140889	1120.051955	1127.638729	1059.51336	1078.77445	1151.90381	1135.242848	1554.313292	1557.662482	1403.673896	1434.423923	1140.540333	1161.840656	1057.261548	1045.78959	1364.11124	1364.550435	1394.151563	1418.677135	1515.530441	1508.10759	1238.024604	1241.197184	1286.722487	1296.803689	1675.136438	1700.31299	1578.415297	1576.837205	1626.048608	1610.374719
rna-gnl|PRJNA600925|mrna.GWK60_A00407	gene-GWK60_A00407	35.576227	38.995525	43.49029	43.796297	49.936871	52.711025	48.231955	46.237918	26.813097	27.187468	26.071446	23.987901	76.265827	79.130004	81.909237	81.755267	108.80996	115.302707	116.596577	116.273998	114.511371	117.980027	106.904028	104.767481	84.863083	87.617973	94.121008	91.170219	72.992832	72.612015	81.144824	80.967575	65.474066	67.101599	67.237897	68.566714	63.117229	61.824607	69.366404	71.411793	66.779068	65.52457	56.322958	55.710938
rna-gnl|PRJNA600925|mrna.GWK60_A00429	gene-GWK60_A00429	103.562571	97.940462	102.069889	103.38405	67.774033	69.254905	68.926936	63.695355	62.656824	55.840028	62.502525	65.902537	87.846774	80.123986	77.045441	84.003141	130.814076	118.654532	130.489992	120.05998	125.520303	129.80235	129.056814	127.426548	131.997827	143.732246	133.67369	131.222195	136.269024	129.009597	123.498365	126.928555	127.449627	129.11656	140.180235	130.296846	118.958441	133.843083	116.683461	116.327594	123.4936	108.813839	119.986675	119.708581
rna-gnl|PRJNA600925|mrna.GWK60_A00451	gene-GWK60_A00451	15.334146	16.510993	18.181624	16.351452	14.634092	16.262745	14.012624	12.90336	7.436398	8.691697	7.212283	6.476301	14.046218	16.20215	16.496771	15.150398	21.228524	24.013847	24.564034	20.913434	23.905186	22.096102	23.192627	24.916425	25.487137	25.570123	27.007049	24.322581	26.834411	26.785476	24.336678	29.306891	27.680732	24.845474	26.045094	24.357404	20.551482	20.124794	24.477032	20.179157	19.199259	19.812253	19.894628	20.372242
rna-gnl|PRJNA600925|mrna.GWK60_A00473	gene-GWK60_A00473	16.072263	18.178526	16.770728	16.454664	8.748974	10.053247	10.115215	9.092282	12.033281	12.499236	13.089385	12.746379	12.70395	11.87733	10.529282	10.798886	11.466803	12.001466	12.098527	10.998235	8.476138	11.445815	11.738873	12.373707	14.245531	12.484702	13.955179	12.417233	19.859527	17.98805	16.536923	18.535896	18.766531	19.266951	19.800401	18.544157	17.184841	15.481469	17.357362	15.365467	15.314805	14.345678	14.994624	15.040116
rna-gnl|PRJNA600925|mrna.GWK60_A00495	gene-GWK60_A00495	27.658386	27.342595	25.300719	29.715462	28.83456	30.615556	29.728913	31.505821	23.304238	22.716272	22.475747	21.635472	29.114119	28.508907	29.674628	30.285639	27.93653	28.075863	31.068531	31.268258	25.148025	27.215427	25.151715	25.574178	28.153729	29.985179	29.001565	29.817642	28.27211	26.725886	33.35576	33.67378	33.579965	35.301618	35.882343	35.485351	32.291223	30.178271	31.375328	33.557744	29.034046	30.255443	28.225691	26.594375
rna-gnl|PRJNA600925|mrna.GWK60_A00517	gene-GWK60_A00517	49.210964	52.844274	43.76863	45.585651	41.282659	52.746838	43.918328	41.273731	80.789608	93.554018	94.550828	90.218393	45.322343	39.397047	40.113135	40.819912	7.308428	7.174276	9.23535	10.846943	5.611305	4.908756	7.560446	3.348124	17.810052	15.269189	15.858918	15.92144	35.73297	37.252238	32.790633	33.315872	43.572589	42.863425	45.876006	44.652056	35.027387	33.863122	36.259176	33.969966	27.313381	25.814028	26.089969	25.041303
rna-gnl|PRJNA600925|mrna.GWK60_A00539	gene-GWK60_A00539	2.967373	1.13682	0.868721	1.753139	0.809771	0.824835	3.046645	2.184274	3.246024	0.364502	2.219937	1.872536	2.345417	3.159965	3.669704	4.652798	2.056842	3.11592	1.39463	2.369799	2.715024	1.374308	3.877928	2.23659	1.790697	2.720113	1.755571	3.570264	4.480163	6.468431	5.569677	8.401592	3.155203	5.944549	5.275512	1.943059	3.447348	3.519245	6.448712	2.019982	3.168708	5.532331	5.695137	2.478945
rna-GWK60_A00561	gene-GWK60_A00561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rna-gnl|PRJNA600925|mrna.GWK60_A00583	gene-GWK60_A00583	0.456277	0.582797	0.530458	1.343345	1.650829	1.942773	1.082924	0.96076	0.904483	1.371402	1.036001	0.700517	1.337798	1.229612	2.292049	1.313261	2.905888	2.126954	2.19629	4.552478	1.976037	3.428023	1.715951	4.174812	2.294068	2.615385	2.749875	2.374578	2.621057	2.704716	4.006508	3.168078	1.404161	4.562449	2.095775	3.494956	3.471485	2.805509	3.638206	3.865882	3.127436	5.64389	2.803083	2.497378
rna-gnl|PRJNA600925|mrna.GWK60_A00605	gene-GWK60_A00605	3.133503	3.595668	3.660918	3.162893	5.75032	5.463557	4.725693	4.982689	4.203264	4.131323	3.365191	4.242337	6.615868	6.947707	7.264557	7.148999	9.925082	8.496587	10.083136	9.899254	11.55124	11.390109	10.825473	10.96734	8.038509	8.688346	10.697347	11.054407	7.478888	8.639564	12.312118	12.068283	11.266384	11.145773	10.731028	13.253792	11.028069	12.087188	13.97252	14.558091	14.306938	12.452633	9.680364	11.004567
rna-gnl|PRJNA600925|mrna.GWK60_A00627	gene-GWK60_A00627	6.29208	7.717273	8.128917	5.965474	4.081093	4.156685	8.820209	3.716987	4.270868	8.011999	6.897105	3.80892	7.264927	5.335575	3.096702	6.283561	13.005549	7.004548	7.819731	8.782075	18.236806	11.54182	11.245035	23.686029	14.208795	9.843671	13.978969	6.738184	19.301001	22.100861	18.722434	16.934654	22.179578	13.974835	17.685205	9.782041	18.669577	13.131693	19.168428	21.24679	22.820224	18.601426	22.508739	25.669539
rna-gnl|PRJNA600925|mrna.GWK60_A00649	gene-GWK60_A00649	2.891052	3.856324	4.371475	5.071894	2.913401	3.310374	2.627388	2.906332	1.762198	2.32651	2.336948	2.423491	3.721773	3.92304	5.265554	4.740737	4.121469	5.249088	5.579113	6.339728	7.736329	8.011911	8.857705	8.703444	9.571277	8.371091	9.390429	10.620689	8.214215	8.709855	13.986757	12.417244	9.2282	11.16113	9.043387	11.096698	8.995937	8.160724	9.52458	10.12642	11.926097	12.208338	9.928491	10.725542
rna-gnl|PRJNA600925|mrna.GWK60_A00671	gene-GWK60_A00671	15.95096	15.092355	15.75387	16.078858	19.113204	19.697686	18.167998	17.200873	12.919706	13.007396	14.094908	13.992938	22.340934	24.246802	25.339169	25.671321	34.942268	33.186367	37.086873	36.988743	49.005807	49.734055	49.784821	47.816213	56.010856	54.110683	53.787133	53.444355	54.651941	57.206786	44.992135	47.330313	45.390744	45.758949	39.685631	41.799784	41.43566	41.056114	40.83586	41.52692	42.556269	42.638728	41.462633	39.446544
rna-gnl|PRJNA600925|mrna.GWK60_A00693	gene-GWK60_A00693	21.182475	21.299172	21.012316	21.427576	24.884157	23.970203	23.455094	24.160863	18.247524	17.756315	18.078249	18.43295	24.332612	23.887303	26.581446	26.277653	27.761252	28.119638	31.139567	30.096168	25.251343	27.023139	25.230455	25.641747	26.280313	24.284797	25.557103	24.844072	27.073012	27.938514	28.295435	27.721604	27.657802	29.1565	26.495392	27.412024	26.735257	26.59163	28.120286	28.71278	26.704208	28.195924	26.122194	24.09731
rna-gnl|PRJNA600925|mrna.GWK60_A00715	gene-GWK60_A00715	52.402036	55.096668	52.230252	55.121447	48.529841	48.246729	43.217362	47.990723	46.614547	44.008299	50.943141	49.495971	50.193767	52.990466	52.812291	53.84372	44.398771	46.76097	43.254466	43.705104	36.293352	33.931036	35.911817	37.67206	40.511572	42.49135	37.300984	36.331895	55.306424	54.173242	44.925014	48.534345	47.931112	44.686322	53.034226	57.379885	48.621052	51.744766	50.378941	45.07976	42.66308	43.845385	42.881595	41.235202
rna-gnl|PRJNA600925|mrna.GWK60_A00737	gene-GWK60_A00737	12.979617	15.106407	14.548024	13.263109	20.125197	15.296063	20.353773	20.54284	18.815159	18.840332	23.332847	21.733535	5.676994	7.005253	8.737343	8.095898	3.709384	3.761864	3.945243	5.089205	5.144486	7.358408	4.883796	6.057031	6.38078	7.275349	9.907408	10.728754	12.163062	15.176278	16.961159	15.619619	21.798629	19.312796	20.616243	20.215895	22.272249	22.014215	19.130924	22.819334	23.421938	23.273791	20.466958	22.930962
rna-gnl|PRJNA600925|mrna.GWK60_A00759	gene-GWK60_A00759	8.947688	8.221918	8.99641	8.891024	6.605132	7.193014	8.373969	7.488767	6.756886	7.321835	8.022363	6.99806	5.709936	5.710002	6.25839	6.467104	6.972425	8.133717	6.798123	6.937912	10.924607	10.027663	11.486455	10.530171	16.227796	15.199137	17.291673	17.020456	20.454018	21.249637	24.723859	22.625211	27.786913	28.68073	26.206265	27.215515	27.793841	26.386272	25.616914	28.535965	32.711482	31.165916	28.755436	30.517787
rna-gnl|PRJNA600925|mrna.GWK60_A00781	gene-GWK60_A00781	36.756366	34.996572	37.283651	37.179647	43.164692	44.461831	43.137349	38.49128	27.39745	28.33629	26.869275	26.614775	32.889649	36.028081	37.282327	38.112121	37.321755	38.413683	40.222664	42.051456	32.185471	30.772522	32.577192	29.223175	33.926153	32.021779	34.444693	33.375769	32.369623	35.185405	34.43231	35.171171	36.366404	35.939372	31.076403	32.385365	29.722612	31.079837	30.604008	29.224161	29.372892	27.048496	27.704336	27.233245
rna-gnl|PRJNA600925|mrna.GWK60_A00803	gene-GWK60_A00803	11.957838	12.311874	14.052087	13.014253	14.326017	13.429262	12.263688	12.322276	11.956559	12.640054	13.139316	13.403401	11.173892	11.867448	11.683561	13.440261	10.791693	10.766803	11.310156	11.889755	9.079747	9.5276	9.379606	8.879818	10.397194	10.451371	11.324825	10.860497	12.93199	12.422281	13.475188	15.241915	15.338377	15.010427	16.23423	14.925032	15.463381	14.432098	15.658172	16.240089	14.39452	14.751716	12.619886	13.743247
rna-gnl|PRJNA600925|mrna.GWK60_A00825	gene-GWK60_A00825	15.728416	18.192032	21.596921	16.437016	29.948503	35.402478	26.181975	24.028998	43.362608	43.378742	41.961342	39.354423	28.267473	32.090225	32.689123	34.97124	19.037814	13.345969	11.759994	12.76297	7.877625	12.422471	9.590478	6.774628	7.217717	10.500786	7.66771	6.703448	15.759336	16.195412	21.021545	17.10519	28.04204	24.772531	26.227417	28.576328	36.963182	33.403349	36.176425	33.254784	31.144318	30.199349	26.848807	32.136643
rna-gnl|PRJNA600925|mrna.GWK60_A00847	gene-GWK60_A00847	39.432322	41.879827	39.052898	37.384553	47.585169	43.822521	45.249777	45.25953	49.024786	51.40991	56.671233	53.115673	119.273956	119.934546	119.523072	111.218086	146.350229	147.700322	139.687033	150.093266	114.871753	119.285093	113.45487	112.426389	110.792933	104.157961	107.246356	96.942298	128.968447	127.860987	101.663043	113.801083	115.231475	108.819533	109.917684	110.832982	99.644824	103.078612	99.33435	98.760824	87.197957	82.878311	84.848524	92.721894
rna-gnl|PRJNA600925|mrna.GWK60_A00869	gene-GWK60_A00869	4845.464155	4878.279315	4626.100253	4778.778511	4001.520438	4144.256169	4230.264311	4369.855969	4932.789239	4942.840959	5052.753341	5214.395285	3839.637573	4032.338707	3796.319477	3861.206555	454.914484	510.95649	478.246449	432.729671	66.429193	72.011707	66.607029	64.478847	94.069723	74.406883	86.376223	65.033745	101.128385	105.951193	103.533687	115.809659	219.723152	223.114162	226.497642	234.78854	426.417371	434.277204	352.009607	408.278651	410.50715	475.121976	519.929687	548.887654
rna-gnl|PRJNA600925|mrna.GWK60_A00891	gene-GWK60_A00891	70.553273	69.751671	78.436004	70.774588	127.933164	129.211453	137.214148	126.130374	127.513199	120.045986	103.475508	106.458951	117.372609	102.305161	101.517476	85.729117	77.391696	69.940143	69.765277	68.494243	54.578237	51.165964	54.10082	50.516492	62.224284	64.418317	69.141992	62.675244	60.814223	56.749924	77.728393	93.661494	81.264074	75.156804	96.660617	82.592997	100.965391	85.218385	102.37856	102.676208	78.381949	82.329261	83.360767	79.291031
rna-gnl|PRJNA600925|mrna.GWK60_A00913	gene-GWK60_A00913	48.401792	44.905682	47.298647	44.511684	100.121434	96.995015	96.819853	91.828677	51.931142	54.860102	46.598004	44.264781	49.230776	45.037354	49.113426	51.854081	32.129947	30.029372	29.169504	29.471621	26.074847	27.333584	25.534243	25.828482	30.096239	26.439012	27.915902	26.249749	34.193345	30.380522	35.13857	40.040445	38.627177	43.971471	44.829537	43.620998	42.957398	41.028925	45.460288	48.274209	36.532294	39.476221	38.81404	36.848683
rna-gnl|PRJNA600925|mrna.GWK60_A00935	gene-GWK60_A00935	241.062389	242.954807	249.798469	250.522158	309.886934	313.348234	312.789191	310.260852	199.788673	192.913962	162.524976	163.314564	264.450838	253.81611	262.341958	257.60703	498.783884	508.659968	511.281369	504.89091	674.685908	684.910481	646.96368	648.975894	568.41155	560.51247	561.833985	572.65572	329.509259	320.626887	438.771954	436.054854	273.910771	266.702523	315.666353	308.806637	214.130868	216.980769	248.786915	244.194686	195.859071	190.179204	148.848501	143.777614
rna-gnl|PRJNA600925|mrna.GWK60_A00957	gene-GWK60_A00957	95.52906	97.887438	97.690421	96.733523	105.389433	107.723419	101.883748	100.583858	148.777765	145.465089	133.325159	140.322982	125.01713	127.688545	136.818364	128.052591	51.19666	55.577425	53.822733	53.99928	43.644684	40.537761	39.304775	39.08257	54.789297	57.786018	54.508174	56.94564	94.833496	98.179765	88.394065	89.448984	94.901651	95.822765	99.156312	99.098262	87.452005	86.484666	89.557048	92.330997	74.241627	70.08774	64.766395	64.631123
rna-gnl|PRJNA600925|mrna.GWK60_A00979	gene-GWK60_A00979	14.938094	15.061322	16.665403	14.662113	6.566086	6.413049	5.2912	5.680323	2.721877	2.803418	1.587298	1.611744	6.423904	5.56872	5.294653	6.573897	14.026945	13.439365	14.623525	14.654898	17.122066	16.118395	15.812094	16.380553	18.935291	20.50125	21.470688	20.258244	18.262115	19.110257	21.605276	21.101595	16.317341	19.36699	14.967227	17.918221	13.310169	14.801723	16.41772	15.270311	13.610349	13.022773	13.033588	11.826595
rna-gnl|PRJNA600925|mrna.GWK60_A01001	gene-GWK60_A01001	445.884996	435.456214	430.562973	399.974218	804.865767	821.930934	732.965515	723.959982	825.983535	816.126922	807.774445	864.242854	1508.01408	1436.16382	1432.689783	1514.350874	3062.130151	3032.804079	2914.381319	3022.071297	3453.684669	3429.507914	3340.238329	3305.269632	3541.843938	3382.277213	3378.231187	3516.481013	1763.615184	1827.328227	2762.917046	2780.248	1772.689925	1795.763937	2040.350929	1946.562759	1812.877147	1640.41115	1692.039925	1738.890708	1653.68569	1822.278243	1653.743012	1632.601514
rna-gnl|PRJNA600925|mrna.GWK60_A01023	gene-GWK60_A01023	27.866996	28.526282	29.128746	26.788387	38.702833	36.373492	36.819179	36.241626	25.672395	28.732984	25.015214	24.84407	50.956327	49.69194	55.136947	53.166046	74.272513	75.084566	79.519014	76.256163	82.437813	82.40186	77.974104	75.367754	91.325141	90.95851	88.173464	84.890007	84.063268	88.189652	83.526579	83.910193	75.920914	75.818729	73.854267	73.242688	64.225789	64.00921	65.993263	68.547392	60.296834	58.365841	61.000186	61.053519
rna-gnl|PRJNA600925|mrna.GWK60_A01045	gene-GWK60_A01045	17.038602	18.57293	18.069563	16.707539	11.104082	9.686969	10.284369	11.39918	13.765078	16.166957	13.404421	13.747302	11.051169	12.827572	11.851112	14.569477	8.267396	8.5858	9.704058	8.175186	5.851574	5.646455	5.186456	5.60679	7.297457	6.212068	6.870781	7.570384	10.420009	10.902248	13.112688	11.117567	12.424882	13.6625	12.010618	9.639578	9.935769	10.91391	12.037732	10.29731	9.68201	10.027788	8.906671	9.225235
rna-gnl|PRJNA600925|mrna.GWK60_A01067	gene-GWK60_A01067	11.727686	11.963212	12.534273	13.052102	6.952693	6.509648	6.225507	6.254682	6.523858	6.567487	4.997369	4.858165	5.781818	5.880837	4.929025	6.553346	5.386805	6.129911	6.493818	6.188185	9.512051	8.54858	8.864495	8.878815	12.417906	12.015409	13.369442	11.758329	21.903341	21.852761	19.146	18.376988	15.203028	15.518721	16.922392	15.629373	13.994317	13.631886	14.099372	16.077101	12.626633	12.860718	7.947323	7.247957
rna-gnl|PRJNA600925|mrna.GWK60_A01089	gene-GWK60_A01089	224.058618	239.088502	241.066454	217.903112	270.672906	256.315667	286.967752	297.167781	244.260971	260.841931	215.511036	226.666182	230.268761	215.635163	232.865518	205.347993	179.084038	148.768219	177.303078	151.734778	106.752389	106.366191	115.871764	126.999799	178.980383	183.244442	203.132689	207.965714	102.460418	107.790474	305.463368	322.573303	218.992485	217.368636	258.450894	269.098276	251.748363	301.590471	289.72621	309.427377	211.72516	217.15314	193.488923	200.691639
rna-gnl|PRJNA600925|mrna.GWK60_A01111	gene-GWK60_A01111	58.777961	57.246139	60.273972	62.371995	22.6776	19.678944	18.871621	19.698241	10.681011	10.845227	10.583791	8.696648	23.699761	24.90588	22.544421	23.621614	24.868216	24.692489	24.979502	25.489978	33.613779	33.675877	29.78309	29.551911	31.033123	31.620145	32.161462	29.421747	31.894043	33.510998	35.464544	32.840434	36.681028	32.24587	36.852599	36.711095	38.676728	34.083614	41.565115	46.669348	42.735444	40.482361	33.936882	35.083779
rna-gnl|PRJNA600925|mrna.GWK60_A01133	gene-GWK60_A01133	94.56199	93.104463	92.39922	98.179015	220.322341	210.485273	223.321895	210.390098	332.196366	340.944505	301.384873	284.537686	688.697159	697.360024	659.357665	676.075381	744.920612	739.688783	729.259135	723.828276	591.747732	605.758131	574.769507	599.787581	268.956364	274.673685	269.86825	283.132351	62.588788	58.677332	53.652464	57.457148	32.571824	30.067191	26.344846	31.484241	18.984292	17.889401	21.091365	22.226411	23.070651	16.719686	18.073233	19.506505
