gene_id	gene_name	Cgla.t0000.b1.L001	Cgla.t0000.b1.L002	Cgla.t0000.b4.L001	Cgla.t0000.b4.L002	Cgla.t0015.b1.L001	Cgla.t0015.b1.L002	Cgla.t0015.b2.L001	Cgla.t0015.b2.L002	Cgla.t0030.b1.L001	Cgla.t0030.b1.L002	Cgla.t0030.b2.L001	Cgla.t0030.b2.L002	Cgla.t0045.b1.L001	Cgla.t0045.b1.L002	Cgla.t0045.b2.L001	Cgla.t0045.b2.L002	Cgla.t0060.b1.L001	Cgla.t0060.b1.L002	Cgla.t0060.b2.L001	Cgla.t0060.b2.L002	Cgla.t0090.b1.L001	Cgla.t0090.b1.L002	Cgla.t0090.b2.L001	Cgla.t0090.b2.L002	Cgla.t0120.b1.L001	Cgla.t0120.b1.L002	Cgla.t0120.b2.L001	Cgla.t0120.b2.L002	Cgla.t0180.b1.L001	Cgla.t0180.b1.L002	Cgla.t0180.b2.L001	Cgla.t0180.b2.L002	Cgla.t0240.b1.L001	Cgla.t0240.b1.L002	Cgla.t0240.b2.L001	Cgla.t0240.b2.L002	Cgla.t0360.b1.L001	Cgla.t0360.b1.L002	Cgla.t0360.b2.L001	Cgla.t0360.b2.L002	Cgla.t0480.b1.L001	Cgla.t0480.b1.L002	Cgla.t0480.b2.L001	Cgla.t0480.b2.L002
gene-GWK60_A00451	GWK60_A00451	146.313069547763	154.04639242	152.554734333637	135.356829162983	132.234767499422	143.95189898986	115.960419063404	105.123802849427	66.8754305203893	77.330036862373	61.8085296141694	54.756917705687	132.097938161941	150.614246710415	133.352638177865	120.296781170237	170.480098674887	190.691557625723	223.739685903146	186.538984874266	230.376787048196	210.330231594458	183.665567506348	194.615318590061	232.907957075427	230.637114123055	260.196874397587	230.559339133786	369.27227431654	366.79931648736	183.674043753711	219.057170267933	257.16188919992	227.57606957623	224.684150086847	206.894371411282	215.900922585751	207.319409328522	210.766019337068	170.564263959383	173.86641596622	176.024160951882	291.971909151297	294.672297732044
gene-GWK60_A00473	GWK60_A00473	153.355924360505	169.604356916218	140.716470356096	136.211215002942	79.0563939838895	88.987682993499	83.7077031622652	74.0749123034151	108.215139567277	111.205715136124	112.174694254755	107.770226545755	119.474551905174	110.410970820602	85.1140827995189	85.7450230696475	92.0865580162561	95.3024413511153	110.198537865187	98.0996039344196	81.6854317308856	108.951385169082	92.9617318223568	96.6476101585626	130.179294860174	112.609377747863	134.449860014652	117.705807387392	273.289870313932	246.327690608913	124.807647068912	138.548334115028	174.3464213912	176.478701162949	170.812832161933	157.516035200924	180.533113202709	159.485309942443	149.460199869514	129.876563686342	138.689220066855	127.455768570888	220.05985717782	217.546283805017
gene-GWK60_A00495	GWK60_A00495	263.906666494297	255.104470043149	212.288212840339	245.983703063992	260.551275579525	270.997757440727	246.019390071373	256.678238490853	209.574709314861	202.10669460011	192.614859129915	182.927223399236	273.804314535158	265.017146017182	239.876635903276	240.473213138283	224.350142809454	222.947620477319	282.985415482333	278.899634852251	242.354156964422	259.060492382415	199.179851822432	199.75284572923	257.275954747102	270.459987659161	279.412851275919	282.648286135744	389.056661591246	365.983293233957	251.742958577925	251.697901323785	311.967445032422	323.350783089165	309.54750019638	301.41633276903	339.231245567703	310.887222909018	270.165638871366	283.646730410859	262.929184872101	268.807841707983	414.237898209736	384.671730681269
gene-GWK60_A00517	GWK60_A00517	469.55384396656	493.033324510162	367.245066876164	377.356651549378	373.033244196012	466.895809767078	363.442829797192	336.257498861094	726.53989425707	832.350191287514	810.290951212291	762.793625719424	426.234881372928	366.23266396866	324.256933543833	324.117163209333	58.6918584918247	56.9702082834476	84.1195020413023	96.7501432911031	54.0767353597448	46.7258789048261	59.8722001259755	26.1512724613996	162.752796703965	137.724862956643	152.791254421304	150.922991456302	491.726652766282	510.13076773489	247.477825870642	249.022683618289	404.801769858242	392.614356646023	395.760192590938	379.279296691115	367.975660785346	348.847419310711	312.219316049518	287.131035628261	247.347028465517	229.347597140436	382.894219415821	362.207472953362
gene-GWK60_A00539	GWK60_A00539	28.3136375591541	10.6064498865032	7.28909042256355	14.5124320532491	7.31715229839844	7.30113917443218	25.2122822204767	17.7953021031056	29.1914516247673	3.24297465689481	19.0246336432015	15.8322319566272	22.0575210942878	29.3748513688787	29.6642724647061	36.9440210636921	16.5178995543285	24.7432091258491	12.7028841496924	21.1376046523996	26.1649713111934	13.0818784200995	30.7098392462725	17.4693871775483	16.3638458101863	24.5348453117963	16.9138837413538	33.843353564046	61.6521816081156	88.5784545903031	42.0355274862099	62.7985059645428	29.3127350927445	54.4500417590466	45.5104492997016	16.5045491063019	36.2156662801322	36.2541745611088	55.5283564645903	17.0738917904847	28.6954774245969	49.1526088619547	83.5813578805388	35.8564569918894
gene-GWK60_A00561	GWK60_A00561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-GWK60_A00583	GWK60_A00583	4.35363589430051	5.43745463178374	4.45086089477775	11.1201696138024	14.9170163066012	17.1967194133725	8.96165635028943	7.82732131984347	8.1340038582353	12.2013649593551	8.87842289172639	5.92284881762518	12.5813480523489	11.430401837169	18.527915613482	10.4275195368734	23.3363409051976	16.8899290171318	20.0047449353075	40.6061780567662	19.0432760133452	32.6309532559693	13.5888493454444	32.6083042584804	20.9637783667938	23.5902208495722	26.4934121452538	22.5091709799066	36.0687506613537	37.0382807493295	30.2379612242721	23.6801031493956	13.0450558713855	41.7904770527622	18.0796976447181	29.6865267222273	36.4692343959718	28.90148682992	31.3277441541212	32.6763559986093	28.3217226500111	50.1437671805786	41.13781343484	36.1230793137769
gene-GWK60_A00605	GWK60_A00605	29.8987920401386	33.5473271498593	30.7172985706464	26.1823333769867	51.9603285429171	48.3614177919743	39.107118027644	40.5940170696631	37.7998984980166	36.7563848441069	28.8393436004711	35.8688235751845	62.2190629500101	64.585481320052	58.7234823798835	56.7642888516359	79.7054453110513	67.4705477024348	91.8414980845045	88.2971582845992	111.320512529064	108.421126217471	85.728392996173	85.6628656874137	73.4579450458649	78.3670476650655	103.06258391083	104.787266303518	102.918077133077	118.309869496021	92.9221523263305	90.205539849744	104.667918243338	102.091479990636	92.5737455867181	112.579114122994	115.8539452989	124.518475896091	120.314114084893	123.052220470296	129.562085365426	110.636800139122	142.068218534143	159.17448081739
gene-GWK60_A00627	GWK60_A00627	60.0368314375047	72.0016091685262	68.206490979859	49.3820148262196	36.8770665100723	36.7934625582991	72.9909781256395	30.2823302288616	38.4078603909788	71.282763079672	59.1074863042029	32.2042967100426	68.3231512993047	49.5991957482139	25.0323764178256	49.8925614090692	104.443779362195	55.6224152083647	71.2254411383363	78.332394172553	175.750013921718	109.865245626652	89.0509615363431	185.005035030845	129.843591924567	88.7878353896383	134.679062532925	63.8727958189079	265.603911926959	302.648372146986	141.302159715142	126.579697065326	206.054600728658	128.004723205375	152.565594677318	83.0896931304496	196.130814244234	135.278643659333	165.054867212218	179.588428686569	206.657483938641	165.266434067773	330.336385199977	371.294531002151
gene-GWK60_A00649	GWK60_A00649	27.5854092130203	35.9792291234491	36.6792981348166	41.9849863908575	26.3257128537652	29.3022256492774	21.7427523583135	23.6779158438562	15.8474237005831	20.6989617862518	20.0274059773825	20.4905388504137	35.0014886289521	36.4683523121825	42.5644216900391	37.6422719373213	33.0983181781967	41.6824828955765	50.8169378953863	56.5476920480377	74.5558147327439	76.2644513563608	70.1453705795734	67.9801988804875	87.4647698826674	75.5054745063791	90.4712053157847	100.675953632777	113.037020070053	119.27243184717	105.561006197745	92.8138823448203	85.7326080074293	102.232144873925	78.0149122134649	94.2565290394176	94.5056467374612	84.0692570255921	82.0139391269927	85.5935346478337	108.001446402462	108.466334094713	145.709709790073	155.138551052042
gene-GWK60_A00671	GWK60_A00671	152.198493468993	140.810600602396	132.184421621339	133.100304207961	172.708363942841	174.356746379899	150.347904976476	140.135684200862	116.186748066316	115.726815162043	120.791923795419	118.309842999388	210.105760711674	225.396865130035	204.830692951049	203.83472993171	280.611185995047	263.529621687391	337.803038220427	329.923941280763	472.274106688147	473.412699954115	394.252768440892	373.479242177206	511.841484785282	488.066943219141	518.207075841841	506.611332458157	752.073393706438	783.387609137083	339.565135905685	353.774968271987	421.69294797659	419.136369117335	342.357461712184	355.051795988084	435.296939751085	422.947400296592	351.628075593716	351.006166625305	385.384975947475	378.82851184343	608.502160253992	570.570669544775
gene-GWK60_A00693	GWK60_A00693	202.11578381142	198.719762532337	176.305938628718	177.376831366954	224.855133841861	212.17551163856	194.10087142933	196.838792274572	164.09974606404	157.977952233023	154.928749840907	155.850002373738	228.836536304257	222.054983276198	214.872713616649	208.649110908402	222.942536197919	223.295233374789	283.632441631532	268.445087847618	243.349843376745	257.230125217526	199.803404591398	200.280608538774	240.156201621735	219.043744808901	246.227505983982	235.502672258022	372.555697750884	382.588976162774	213.551618105819	207.207790397426	256.948862964944	267.063597683801	228.568752055103	232.840637474789	280.863766995838	273.938755580932	242.137230642992	242.694686746711	241.830423568766	250.509816544491	383.367150840948	348.553178725315
gene-GWK60_A00715	GWK60_A00715	500.00193931324	514.048000611621	438.243152429009	456.293684792974	438.519331532076	427.062482969458	357.642038231729	390.980899800785	419.204015053783	391.541880017255	436.577521866142	418.486850875225	472.048285829031	492.59629860382	426.911323013885	427.528451875095	356.553609715103	371.324186640721	393.980102647159	389.831040372625	349.762843299743	322.985595383289	284.390562978878	294.246062942171	370.205075306577	383.263011257031	359.372823323067	344.398388504826	761.079830475686	741.846369932137	339.058559556571	362.774621044164	445.29369069333	409.311471561291	457.512266775607	487.390825341101	510.782141350671	533.058590461228	433.801322520926	381.036536058748	386.352244827788	389.549189899667	629.326728783403	596.442537879974
