gene_id,treated_b1,treated_b2,untreated_b1,untreated_b2
gene-Q0020,68,61,41,56
gene-Q0045,75,50,21,14
gene-Q0050,31,38,22,14
gene-Q0055,65,36,29,24
gene-Q0060,4,3,1,1
gene-Q0065,33,26,29,16
gene-Q0070,38,38,5,7
gene-Q0075,47,48,10,8
gene-Q0080,0,0,0,0
gene-Q0085,2,2,0,1
gene-Q0105,3,3,2,1
gene-Q0110,1,0,1,0
gene-Q0115,1,0,0,0
gene-Q0120,16,7,6,2
gene-Q0130,55,45,4,10
gene-Q0140,1,3,0,0
gene-Q0158,671,557,237,231
gene-Q0160,99,66,33,26
gene-Q0250,1,4,2,1
gene-Q0255,96,102,60,58
gene-Q0275,0,3,1,0
gene-Q0285,0,0,0,0
gene-tA(UGC)Q,0,0,0,0
gene-tC(GCA)Q,0,0,0,0
gene-tD(GUC)Q,0,0,0,0
gene-tE(UUC)Q,0,0,0,0
gene-tF(GAA)Q,0,0,0,0
gene-tG(UCC)Q,0,0,0,0
gene-tH(GUG)Q,0,0,0,0
gene-tI(GAU)Q,0,0,0,0
gene-tK(UUU)Q,0,0,0,0
gene-tL(UAA)Q,0,0,0,0
gene-tM(CAU)Q1,0,0,0,0
gene-tM(CAU)Q2,0,0,0,0
gene-tN(GUU)Q,0,0,0,0
gene-tP(UGG)Q,0,0,0,0
gene-tQ(UUG)Q,0,0,0,0
gene-tR(ACG)Q2,0,0,0,0
gene-tR(UCU)Q1,0,0,0,0
gene-tS(GCU)Q1,0,0,0,0
gene-tS(UGA)Q2,0,0,0,0
gene-tT(UAG)Q2,0,0,0,0
gene-tT(UGU)Q1,0,0,0,0
gene-tV(UAC)Q,0,0,0,0
gene-tW(UCA)Q,0,0,0,0
gene-tY(GUA)Q,0,0,0,0
gene-YAL001C,2362,1648,1442,1339
gene-YAL002W,4185,3497,914,792
gene-YAL003W,18417,17647,26582,24023
gene-YAL005C,103305,86332,4987,4502
gene-YAL007C,783,917,1679,1590
gene-YAL008W,2706,1769,436,404
gene-YAL009W,955,780,512,477
gene-YAL010C,836,728,350,386
gene-YAL011W,1351,1015,701,608
gene-YAL012W,1329,1042,3066,2717
gene-YAL013W,863,679,691,729
gene-YAL014C,705,546,563,484
gene-YAL015C,972,750,445,424
gene-YAL016W,4633,3656,2942,2719
gene-YAL017W,4326,2832,1536,1341
gene-YAL018C,16,9,0,2
gene-YAL019W,1504,1206,2228,2090
gene-YAL020C,949,834,473,475
gene-YAL021C,1302,1258,1302,1197
gene-YAL022C,1354,1378,1473,1286
gene-YAL023C,3099,3401,8416,7398
gene-YAL024C,415,465,718,533
gene-YAL025C,1304,975,2148,1989
gene-YAL026C,2720,2259,2751,2460
gene-YAL027W,407,378,233,230
gene-YAL028W,908,678,300,248
gene-YAL029C,1902,1740,2978,2517
gene-YAL030W,1070,991,348,334
gene-YAL031C,1394,1177,714,635
gene-YAL032C,1022,757,446,380
gene-YAL033W,269,233,304,297
gene-YAL034C,2233,1698,418,356
gene-YAL034W-A,161,154,161,168
gene-YAL035W,7602,6013,14573,12349
gene-YAL036C,1437,1259,2379,2249
gene-YAL037C-A,0,0,0,0
gene-YAL037W,311,304,68,84
gene-YAL038W,209696,212029,134932,119828
gene-YAL039C,1442,1283,464,399
gene-YAL040C,1235,1682,1285,1210
gene-YAL041W,2043,1667,1527,1397
gene-YAL042W,4090,3891,4887,4539
gene-YAL043C,1587,1400,1077,1019
gene-YAL044C,3450,3372,2167,2097
gene-YAL044W-A,823,669,295,302
gene-YAL046C,505,448,267,233
gene-YAL047C,622,616,374,355
gene-YAL048C,785,572,501,427
gene-YAL049C,3583,2962,687,626
gene-YAL051W,1669,1346,763,724
gene-YAL053W,3314,2979,1974,1807
gene-YAL054C,2231,1536,246,201
gene-YAL055W,1684,1097,287,287
gene-YAL056W,4184,3223,1823,1663
gene-YAL058W,1538,1344,779,732
gene-YAL059W,741,631,685,648
gene-YAL060W,5626,3347,1819,1720
gene-YAL061W,11298,6376,270,297
gene-YAL062W,2591,2027,215,206
gene-YAL063C,1724,1393,353,326
gene-YAL063C-A,19,6,0,1
gene-YAL064C-A,152,127,71,53
gene-YAL064W,2,0,0,1
gene-YAL064W-B,28,17,5,16
gene-YAL065C,13,20,7,8
gene-YAL067C,306,242,30,25
gene-YAL067W-A,0,1,0,0
gene-YAL068C,3,1,0,0
gene-YAR002C-A,2318,2550,2572,2501
gene-YAR002W,1146,1077,1731,1540
gene-YAR003W,710,666,773,770
gene-YAR007C,1306,1541,1817,1744
gene-YAR008W,175,287,405,348
gene-YAR009C,14505,14885,6305,5192
gene-YAR010C,5,2,2,0
gene-YAR014C,2083,1867,2032,1921
gene-YAR015W,2021,1863,1828,1643
gene-YAR018C,236,198,526,448
gene-YAR019C,800,599,466,397
gene-YAR020C,10,7,1,0
gene-YAR023C,354,219,49,48
gene-YAR027W,1633,1109,666,632
gene-YAR028W,408,330,363,351
gene-YAR029W,19,15,11,13
gene-YAR031W,251,167,269,248
gene-YAR033W,330,291,207,209
gene-YAR035C-A,0,0,0,0
gene-YAR035W,318,308,131,129
gene-YAR042W,2928,2255,1337,1233
gene-YAR050W,641,492,219,238
gene-YAR061W,32,24,70,57
gene-YAR064W,3,5,8,4
gene-YAR066W,9,17,23,31
gene-YAR068W,29,41,29,28
gene-YAR071W,10596,12094,84,92
gene-YBL001C,4243,2871,749,689
gene-YBL002W,995,1465,5401,4795
gene-YBL003C,1953,2077,5204,5002
gene-YBL004W,1479,1560,2903,2545
gene-YBL005W,2340,2126,862,722
gene-YBL005W-A,0,0,0,0
gene-YBL005W-B,19527,17743,5549,4580
gene-YBL006C,1493,1382,740,770
gene-YBL007C,5131,3926,4814,4355
gene-YBL008W,781,659,557,526
gene-YBL008W-A,3,1,3,3
gene-YBL009W,229,356,848,750
gene-YBL010C,291,238,310,304
gene-YBL011W,1657,1195,1895,1804
gene-YBL013W,104,59,116,102
gene-YBL014C,1144,1085,938,937
gene-YBL015W,2786,2025,711,650
gene-YBL016W,894,883,1173,1159
gene-YBL017C,6176,5272,4657,4015
gene-YBL018C,559,565,280,262
gene-YBL019W,1253,1000,333,301
gene-YBL020W,1230,1260,1176,1190
gene-YBL021C,284,300,177,149
gene-YBL022C,3260,2302,3105,2771
gene-YBL023C,586,732,1023,922
gene-YBL024W,1438,1372,3420,2934
gene-YBL025W,283,244,142,130
gene-YBL026W,216,233,209,202
gene-YBL027W,3111,2475,23167,21588
gene-YBL028C,451,444,477,539
gene-YBL029C-A,895,577,85,88
gene-YBL029W,1828,1504,333,308
gene-YBL030C,6291,5385,5361,5086
gene-YBL031W,153,180,345,314
gene-YBL032W,625,560,2497,2194
gene-YBL033C,1695,1563,645,583
gene-YBL034C,636,626,750,649
gene-YBL035C,502,592,849,709
gene-YBL036C,1704,1460,1219,1148
gene-YBL037W,915,806,820,743
gene-YBL038W,1180,950,453,385
gene-YBL039C,1658,1616,5359,4864
gene-YBL039W-B,50,52,7,4
gene-YBL040C,1259,1218,1053,996
gene-YBL041W,4113,3327,2604,2529
gene-YBL042C,1796,1638,1559,1389
gene-YBL043W,352,249,30,29
gene-YBL044W,1,1,6,6
gene-YBL045C,6980,5411,3150,2854
gene-YBL046W,725,548,776,738
gene-YBL047C,6147,4872,4445,3779
gene-YBL048W,318,234,45,31
gene-YBL049W,1825,1448,61,56
gene-YBL050W,2864,2352,1300,1265
gene-YBL051C,2698,2621,2237,1887
gene-YBL052C,1615,1068,1708,1604
gene-YBL054W,973,825,751,724
gene-YBL055C,906,788,701,689
gene-YBL056W,3518,2537,2845,2695
gene-YBL057C,765,705,721,823
gene-YBL058W,4569,3568,2995,2821
gene-YBL059C-A,249,206,109,96
gene-YBL059W,226,214,124,118
gene-YBL060W,1198,1084,507,427
gene-YBL061C,1540,1671,1742,1614
gene-YBL063W,300,381,737,665
gene-YBL064C,11158,7889,632,642
gene-YBL066C,1388,1223,601,547
gene-YBL067C,1993,1545,1259,1114
gene-YBL068W,1300,1365,1092,1073
gene-YBL069W,1047,790,777,714
gene-YBL071C,109,110,105,98
gene-YBL071C-B,0,0,0,0
gene-YBL071W-A,127,97,93,79
gene-YBL072C,3759,3091,25839,24064
gene-YBL074C,352,234,177,140
gene-YBL075C,47040,14608,607,516
gene-YBL076C,4993,4919,17146,15554
gene-YBL078C,2265,1459,97,73
gene-YBL079W,2465,2358,2699,2362
gene-YBL080C,748,650,322,328
gene-YBL081W,157,265,712,607
gene-YBL082C,901,880,1221,1110
gene-YBL084C,1142,932,699,658
gene-YBL085W,1144,1041,2058,1841
gene-YBL086C,1519,998,728,701
gene-YBL087C,1719,1507,8871,8296
gene-YBL088C,1559,1300,1166,897
gene-YBL089W,726,591,457,460
gene-YBL090W,600,496,332,300
gene-YBL091C,4011,3284,5636,4934
