gene_id,treated_b1,treated_b2,untreated_b1,untreated_b2
gene-Q0020,39,14,41,56
gene-Q0045,48,63,21,14
gene-Q0050,43,22,22,14
gene-Q0055,44,48,29,24
gene-Q0060,5,2,1,1
gene-Q0065,19,29,29,16
gene-Q0070,13,8,5,7
gene-Q0075,24,25,10,8
gene-Q0080,0,0,0,0
gene-Q0085,5,1,0,1
gene-Q0105,5,0,2,1
gene-Q0110,0,0,1,0
gene-Q0115,0,0,0,0
gene-Q0120,0,1,6,2
gene-Q0130,76,13,4,10
gene-Q0140,2,3,0,0
gene-Q0158,437,308,237,231
gene-Q0160,62,47,33,26
gene-Q0250,0,0,2,1
gene-Q0255,72,78,60,58
gene-Q0275,0,0,1,0
gene-Q0285,1,1,0,0
gene-tA(UGC)Q,0,0,0,0
gene-tC(GCA)Q,0,0,0,0
gene-tD(GUC)Q,0,0,0,0
gene-tE(UUC)Q,0,0,0,0
gene-tF(GAA)Q,0,0,0,0
gene-tG(UCC)Q,0,0,0,0
gene-tH(GUG)Q,0,0,0,0
gene-tI(GAU)Q,0,0,0,0
gene-tK(UUU)Q,0,0,0,0
gene-tL(UAA)Q,0,0,0,0
gene-tM(CAU)Q1,0,0,0,0
gene-tM(CAU)Q2,0,0,0,0
gene-tN(GUU)Q,0,0,0,0
gene-tP(UGG)Q,0,0,0,0
gene-tQ(UUG)Q,0,0,0,0
gene-tR(ACG)Q2,0,0,0,0
gene-tR(UCU)Q1,0,0,0,0
gene-tS(GCU)Q1,0,0,0,0
gene-tS(UGA)Q2,0,0,0,0
gene-tT(UAG)Q2,0,0,0,0
gene-tT(UGU)Q1,0,0,0,0
gene-tV(UAC)Q,0,0,0,0
gene-tW(UCA)Q,0,0,0,0
gene-tY(GUA)Q,0,0,0,0
gene-YAL001C,1665,1818,1442,1339
gene-YAL002W,1373,1507,914,792
gene-YAL003W,17244,20726,26582,24023
gene-YAL005C,77038,83779,4987,4502
gene-YAL007C,1553,1800,1679,1590
gene-YAL008W,1359,1274,436,404
gene-YAL009W,667,660,512,477
gene-YAL010C,609,647,350,386
gene-YAL011W,652,768,701,608
gene-YAL012W,2533,2445,3066,2717
gene-YAL013W,1047,1112,691,729
gene-YAL014C,661,690,563,484
gene-YAL015C,778,755,445,424
gene-YAL016W,3832,4243,2942,2719
gene-YAL017W,3035,3243,1536,1341
gene-YAL018C,2,5,0,2
gene-YAL019W,1038,1516,2228,2090
gene-YAL020C,665,767,473,475
gene-YAL021C,1238,1386,1302,1197
gene-YAL022C,1491,1712,1473,1286
gene-YAL023C,6354,7547,8416,7398
gene-YAL024C,537,696,718,533
gene-YAL025C,413,767,2148,1989
gene-YAL026C,2298,2694,2751,2460
gene-YAL027W,334,277,233,230
gene-YAL028W,762,726,300,248
gene-YAL029C,1754,2255,2978,2517
gene-YAL030W,831,782,348,334
gene-YAL031C,1101,1166,714,635
gene-YAL032C,486,588,446,380
gene-YAL033W,217,250,304,297
gene-YAL034C,1065,1014,418,356
gene-YAL034W-A,188,276,161,168
gene-YAL035W,6203,8818,14573,12349
gene-YAL036C,735,1171,2379,2249
gene-YAL037C-A,0,0,0,0
gene-YAL037W,80,106,68,84
gene-YAL038W,155280,182725,134932,119828
gene-YAL039C,1021,1059,464,399
gene-YAL040C,1466,1673,1285,1210
gene-YAL041W,1552,1840,1527,1397
gene-YAL042W,5033,5520,4887,4539
gene-YAL043C,1387,1595,1077,1019
gene-YAL044C,5609,5585,2167,2097
gene-YAL044W-A,409,457,295,302
gene-YAL046C,385,421,267,233
gene-YAL047C,413,501,374,355
gene-YAL048C,522,613,501,427
gene-YAL049C,1449,1559,687,626
gene-YAL051W,1033,1112,763,724
gene-YAL053W,2421,3024,1974,1807
gene-YAL054C,570,551,246,201
gene-YAL055W,529,474,287,287
gene-YAL056W,1989,2127,1823,1663
gene-YAL058W,1008,1058,779,732
gene-YAL059W,141,230,685,648
gene-YAL060W,7847,6975,1819,1720
gene-YAL061W,6448,6020,270,297
gene-YAL062W,789,744,215,206
gene-YAL063C,607,627,353,326
gene-YAL063C-A,4,1,0,1
gene-YAL064C-A,83,111,71,53
gene-YAL064W,0,1,0,1
gene-YAL064W-B,10,18,5,16
