gene_id,treated_b1,treated_b2,untreated_b1,untreated_b2
gene-Q0020,22,34,41,56
gene-Q0045,82,40,21,14
gene-Q0050,11,17,22,14
gene-Q0055,27,33,29,24
gene-Q0060,2,6,1,1
gene-Q0065,24,36,29,16
gene-Q0070,9,22,5,7
gene-Q0075,21,18,10,8
gene-Q0080,0,0,0,0
gene-Q0085,3,1,0,1
gene-Q0105,2,1,2,1
gene-Q0110,0,0,1,0
gene-Q0115,0,0,0,0
gene-Q0120,1,0,6,2
gene-Q0130,34,29,4,10
gene-Q0140,2,2,0,0
gene-Q0158,361,314,237,231
gene-Q0160,69,53,33,26
gene-Q0250,0,0,2,1
gene-Q0255,97,88,60,58
gene-Q0275,1,1,1,0
gene-Q0285,0,0,0,0
gene-tA(UGC)Q,0,0,0,0
gene-tC(GCA)Q,0,0,0,0
gene-tD(GUC)Q,0,0,0,0
gene-tE(UUC)Q,0,0,0,0
gene-tF(GAA)Q,0,0,0,0
gene-tG(UCC)Q,0,0,0,0
gene-tH(GUG)Q,0,0,0,0
gene-tI(GAU)Q,0,0,0,0
gene-tK(UUU)Q,0,0,0,0
gene-tL(UAA)Q,0,0,0,0
gene-tM(CAU)Q1,0,0,0,0
gene-tM(CAU)Q2,0,0,0,0
gene-tN(GUU)Q,0,0,0,0
gene-tP(UGG)Q,0,0,0,0
gene-tQ(UUG)Q,0,0,0,0
gene-tR(ACG)Q2,0,0,0,0
gene-tR(UCU)Q1,0,0,0,0
gene-tS(GCU)Q1,0,0,0,0
gene-tS(UGA)Q2,0,0,0,0
gene-tT(UAG)Q2,0,0,0,0
gene-tT(UGU)Q1,0,0,0,0
gene-tV(UAC)Q,0,0,0,0
gene-tW(UCA)Q,0,0,0,0
gene-tY(GUA)Q,0,0,0,0
gene-YAL001C,1914,1884,1442,1339
gene-YAL002W,1787,1674,914,792
gene-YAL003W,16137,14761,26582,24023
gene-YAL005C,109236,102476,4987,4502
gene-YAL007C,1502,1446,1679,1590
gene-YAL008W,1881,1634,436,404
gene-YAL009W,720,668,512,477
gene-YAL010C,749,675,350,386
gene-YAL011W,782,762,701,608
gene-YAL012W,2355,2093,3066,2717
gene-YAL013W,1047,1051,691,729
gene-YAL014C,771,688,563,484
gene-YAL015C,916,836,445,424
gene-YAL016W,4403,4288,2942,2719
gene-YAL017W,3872,3741,1536,1341
gene-YAL018C,8,2,0,2
gene-YAL019W,906,812,2228,2090
gene-YAL020C,579,636,473,475
gene-YAL021C,1322,1329,1302,1197
gene-YAL022C,1697,1511,1473,1286
gene-YAL023C,6386,5787,8416,7398
gene-YAL024C,555,576,718,533
gene-YAL025C,286,241,2148,1989
gene-YAL026C,2496,2264,2751,2460
gene-YAL027W,393,298,233,230
gene-YAL028W,929,883,300,248
gene-YAL029C,1743,1758,2978,2517
gene-YAL030W,1009,890,348,334
gene-YAL031C,1230,1264,714,635
gene-YAL032C,603,582,446,380
gene-YAL033W,206,193,304,297
gene-YAL034C,1400,1405,418,356
gene-YAL034W-A,285,231,161,168
gene-YAL035W,6671,5871,14573,12349
gene-YAL036C,598,445,2379,2249
gene-YAL037C-A,0,0,0,0
gene-YAL037W,146,118,68,84
gene-YAL038W,206540,200362,134932,119828
gene-YAL039C,1377,1222,464,399
gene-YAL040C,1745,1629,1285,1210
gene-YAL041W,1775,1716,1527,1397
gene-YAL042W,5135,4939,4887,4539
gene-YAL043C,1578,1318,1077,1019
gene-YAL044C,6824,6555,2167,2097
gene-YAL044W-A,484,420,295,302
gene-YAL046C,511,402,267,233
gene-YAL047C,454,425,374,355
gene-YAL048C,651,567,501,427
gene-YAL049C,1996,1806,687,626
gene-YAL051W,1221,1129,763,724
gene-YAL053W,2926,2781,1974,1807
gene-YAL054C,859,745,246,201
gene-YAL055W,665,681,287,287
gene-YAL056W,2336,2296,1823,1663
gene-YAL058W,1207,1129,779,732
gene-YAL059W,101,105,685,648
gene-YAL060W,8568,9087,1819,1720
gene-YAL061W,10002,9421,270,297
gene-YAL062W,1072,943,215,206
gene-YAL063C,836,763,353,326
gene-YAL063C-A,4,1,0,1
gene-YAL064C-A,126,130,71,53
gene-YAL064W,0,2,0,1
gene-YAL064W-B,17,18,5,16
gene-YAL065C,19,12,7,8
gene-YAL067C,64,79,30,25
gene-YAL067W-A,0,0,0,0
gene-YAL068C,0,1,0,0
gene-YAR002C-A,2579,2466,2572,2501
gene-YAR002W,1365,1215,1731,1540
gene-YAR003W,668,635,773,770
gene-YAR007C,2786,2446,1817,1744
gene-YAR008W,275,243,405,348
gene-YAR009C,11340,10332,6305,5192
gene-YAR010C,2,2,2,0
gene-YAR014C,2197,1960,2032,1921
gene-YAR015W,2774,2500,1828,1643
gene-YAR018C,582,633,526,448
gene-YAR019C,804,702,466,397
gene-YAR020C,10,5,1,0
gene-YAR023C,173,167,49,48
gene-YAR027W,1508,1259,666,632
gene-YAR028W,283,253,363,351
gene-YAR029W,13,3,11,13
gene-YAR031W,194,181,269,248
gene-YAR033W,269,234,207,209
gene-YAR035C-A,0,0,0,0
gene-YAR035W,279,239,131,129
gene-YAR042W,3399,3100,1337,1233
gene-YAR050W,326,348,219,238
gene-YAR061W,35,37,70,57
gene-YAR064W,8,4,8,4
gene-YAR066W,7,14,23,31
gene-YAR068W,49,57,29,28
gene-YAR071W,12216,13403,84,92
gene-YBL001C,2694,2257,749,689
gene-YBL002W,4253,3814,5401,4795
gene-YBL003C,4302,4061,5204,5002
gene-YBL004W,480,397,2903,2545
gene-YBL005W,1207,1285,862,722
gene-YBL005W-A,0,0,0,0
gene-YBL005W-B,9033,9756,5549,4580
gene-YBL006C,1214,1135,740,770
gene-YBL007C,6770,6787,4814,4355
gene-YBL008W,553,504,557,526
gene-YBL008W-A,0,1,3,3
gene-YBL009W,588,561,848,750
gene-YBL010C,306,265,310,304
gene-YBL011W,2527,2438,1895,1804
gene-YBL013W,146,121,116,102
gene-YBL014C,559,552,938,937
gene-YBL015W,2548,2595,711,650
gene-YBL016W,838,721,1173,1159
gene-YBL017C,4650,4206,4657,4015
gene-YBL018C,199,185,280,262
gene-YBL019W,729,727,333,301
