gene_id,tp,log2FC
KLLA0_A02035g,t0210,-1.2008598660290053
KLLA0_A02035g,t0240,-1.1173407579915715
KLLA0_A02035g,t0360,-1.0212109717324314
KLLA0_A02035g,t0480,0
KLLA0_A02079g,t0015,1.1826080461101809
KLLA0_A02079g,t0030,1.9194062381612984
KLLA0_A02079g,t0045,0
KLLA0_A02079g,t0060,-1.512500807138938
KLLA0_A02079g,t0090,-1.2837834232303895
KLLA0_A02079g,t0120,0
KLLA0_A02079g,t0150,0
KLLA0_A02079g,t0180,0
KLLA0_A02079g,t0210,0
KLLA0_A02079g,t0240,0
KLLA0_A02079g,t0360,0
KLLA0_A02079g,t0480,0
KLLA0_A02123g,t0015,0
KLLA0_A02123g,t0030,-2.374061204314751
KLLA0_A02123g,t0045,-1.441664207439035
KLLA0_A02123g,t0060,0
KLLA0_A02123g,t0090,0
KLLA0_A02123g,t0120,0
KLLA0_A02123g,t0150,0
KLLA0_A02123g,t0180,0
KLLA0_A02123g,t0210,0
KLLA0_A02123g,t0240,0
KLLA0_A02123g,t0360,0
KLLA0_A02123g,t0480,0
KLLA0_A02233g,t0015,0
KLLA0_A02233g,t0030,0
KLLA0_A02233g,t0045,0
KLLA0_A02233g,t0060,1.0879928182065275
KLLA0_A02233g,t0090,1.042929779039673
KLLA0_A02233g,t0120,0
KLLA0_A02233g,t0150,0
KLLA0_A02233g,t0180,0
KLLA0_A02233g,t0210,0
KLLA0_A02233g,t0240,0
KLLA0_A02233g,t0360,0
KLLA0_A02233g,t0480,0
KLLA0_A02277g,t0015,0
KLLA0_A02277g,t0030,1.3154654774721632
KLLA0_A02277g,t0045,0
KLLA0_A02277g,t0060,0
KLLA0_A02277g,t0090,-1.1233021752684598
KLLA0_A02277g,t0120,-1.411473273380007
KLLA0_A02277g,t0150,-1.5339787677460794
KLLA0_A02277g,t0180,-1.450575174619671
KLLA0_A02277g,t0210,-1.5506676358603284
KLLA0_A02277g,t0240,-1.3250698831352437
KLLA0_A02277g,t0360,-1.109883411806491
KLLA0_A02277g,t0480,-1.0660145174801314
KLLA0_A02343g,t0015,0
KLLA0_A02343g,t0030,0
KLLA0_A02343g,t0045,0
KLLA0_A02343g,t0060,0
KLLA0_A02343g,t0090,0
KLLA0_A02343g,t0120,-1.1116701152790618
KLLA0_A02343g,t0150,-1.2216838096201192
KLLA0_A02343g,t0180,-1.060864926442287
KLLA0_A02343g,t0210,0
KLLA0_A02343g,t0240,0
KLLA0_A02343g,t0360,0
KLLA0_A02343g,t0480,0
KLLA0_A02365g,t0015,0
KLLA0_A02365g,t0030,-1.9376959809522896
KLLA0_A02365g,t0045,0
KLLA0_A02365g,t0060,0
KLLA0_A02365g,t0090,1.023041102317393
KLLA0_A02365g,t0120,0
KLLA0_A02365g,t0150,1.0703057053674858
KLLA0_A02365g,t0180,0
KLLA0_A02365g,t0210,0
KLLA0_A02365g,t0240,0
KLLA0_A02365g,t0360,0
KLLA0_A02365g,t0480,0
KLLA0_A02387g,t0015,0
KLLA0_A02387g,t0030,0
KLLA0_A02387g,t0045,0
KLLA0_A02387g,t0060,0
KLLA0_A02387g,t0090,0
KLLA0_A02387g,t0120,2.930678591870665
KLLA0_A02387g,t0150,3.4352706346854385
KLLA0_A02387g,t0180,3.684241652118121
KLLA0_A02387g,t0210,3.7014547688354895
KLLA0_A02387g,t0240,3.7374960180519703
KLLA0_A02387g,t0360,3.874642858536532
KLLA0_A02387g,t0480,4.015850947577197
KLLA0_A02475g,t0015,0
KLLA0_A02475g,t0030,-3.1191256368865252
KLLA0_A02475g,t0045,-1.353768753608272
KLLA0_A02475g,t0060,0
KLLA0_A02475g,t0090,0
KLLA0_A02475g,t0120,0
KLLA0_A02475g,t0150,0
KLLA0_A02475g,t0180,0
KLLA0_A02475g,t0210,0
KLLA0_A02475g,t0240,0
KLLA0_A02475g,t0360,0
KLLA0_A02475g,t0480,0
KLLA0_A02563g,t0015,0
KLLA0_A02563g,t0030,0
KLLA0_A02563g,t0045,0
KLLA0_A02563g,t0060,0
KLLA0_A02563g,t0090,1.4560944497195958
KLLA0_A02563g,t0120,2.2011434252664293
KLLA0_A02563g,t0150,2.4745108836707
KLLA0_A02563g,t0180,2.3952294254452053
KLLA0_A02563g,t0210,2.483852757980277
KLLA0_A02563g,t0240,2.4355999235465022
KLLA0_A02563g,t0360,2.4007022343305184
KLLA0_A02563g,t0480,2.6333796677183643
KLLA0_A02585g,t0015,0
KLLA0_A02585g,t0030,-1.0582821450876716
KLLA0_A02585g,t0045,0
KLLA0_A02585g,t0060,0
KLLA0_A02585g,t0090,0
KLLA0_A02585g,t0120,0
KLLA0_A02585g,t0150,0
KLLA0_A02585g,t0180,0
KLLA0_A02585g,t0210,0
KLLA0_A02585g,t0240,0
KLLA0_A02585g,t0360,0
KLLA0_A02585g,t0480,0
KLLA0_A02629g,t0015,-1.911399487865888
KLLA0_A02629g,t0030,-2.841501695668599
KLLA0_A02629g,t0045,-1.8880870301216648
KLLA0_A02629g,t0060,0
KLLA0_A02629g,t0090,0
KLLA0_A02629g,t0120,0
KLLA0_A02629g,t0150,0
KLLA0_A02629g,t0180,0
KLLA0_A02629g,t0210,1.0871547687948695
KLLA0_A02629g,t0240,1.313825476646099
KLLA0_A02629g,t0360,1.6860462981142283
