gene_id,treated_b1,treated_b2,untreated_b1,untreated_b2
gene-KDRO_A02850,6,0,0,1
gene-KDRO_A04150,37,24,16,26
gene-KDRO_A04940,31,30,36,67
gene-KDRO_B02650,7,5,2,3
gene-KDRO_B05790,1,1,1,1
gene-KDRO_B06350,0,0,0,0
gene-KDRO_C01800,16,6,52,46
gene-KDRO_C02880,11229,10368,193,228
gene-KDRO_D00400,19,16,7,18
gene-KDRO_D02850,1,3,0,2
gene-KDRO_D07380,208,182,91,157
gene-KDRO_E00600,0,3,0,1
gene-KDRO_E02810,5,4,2,5
gene-KDRO_E03520,2,2,3,2
gene-KDRO_E04050,0,0,0,0
gene-KDRO_E04190,1,7,0,3
gene-KDRO_E06940,2,1,0,0
gene-KDRO_E07690,0,0,0,0
gene-KDRO_E08030,2135,1741,762,636
gene-KDRO_F01520,39,33,370,396
gene-KDRO_F02730,0,0,4,4
gene-KDRO_F03810,6,0,5,11
gene-KDRO_F05460,5,2,0,3
gene-KDRO_F05680,2,0,0,0
gene-KDRO_F08710,3,1,1,0
gene-KLLA0_A00110g,0,36,51,0
gene-KLLA0_A00132g,14,35,53,61
gene-KLLA0_A00143g,5,0,9,7
gene-KLLA0_A00154g,72,70,1161,1345
gene-KLLA0_A00176g,783,654,39,75
gene-KLLA0_A00198g,154,127,299,374
gene-KLLA0_A00220g,103,62,2085,2240
gene-KLLA0_A00242g,737,920,1323,1565
gene-KLLA0_A00264g,1738,1483,4763,5569
gene-KLLA0_A00286g,1501,1367,2083,2453
gene-KLLA0_A00308r,0,0,0,0
gene-KLLA0_A00352g,1666,1709,1100,1298
gene-KLLA0_A00374g,9511,10478,5446,6985
gene-KLLA0_A00396g,475,500,1160,1247
gene-KLLA0_A00418g,2100,1941,11786,15022
gene-KLLA0_A00440g,704,668,812,919
gene-KLLA0_A00462g,134,113,576,615
gene-KLLA0_A00484g,250,290,2558,2921
gene-KLLA0_A00506g,54,38,168,215
gene-KLLA0_A00528g,2946,2674,4856,4727
gene-KLLA0_A00539g,109,91,46,80
gene-KLLA0_A00550g,190,165,775,966
