gene_id,treated_b1,treated_b2,untreated_b1,untreated_b2
gene-KDRO_A02850,0,2,0,1
gene-KDRO_A04150,20,22,16,26
gene-KDRO_A04940,72,90,36,67
gene-KDRO_B02650,1,2,2,3
gene-KDRO_B05790,4,3,1,1
gene-KDRO_B06350,0,0,0,0
gene-KDRO_C01800,257,467,52,46
gene-KDRO_C02880,13267,16606,193,228
gene-KDRO_D00400,8,9,7,18
gene-KDRO_D02850,0,3,0,2
gene-KDRO_D07380,10,15,91,157
gene-KDRO_E00600,1,0,0,1
gene-KDRO_E02810,0,0,2,5
gene-KDRO_E03520,0,2,3,2
gene-KDRO_E04050,0,3,0,0
gene-KDRO_E04190,1,0,0,3
gene-KDRO_E06940,0,0,0,0
gene-KDRO_E07690,0,0,0,0
gene-KDRO_E08030,29,61,762,636
gene-KDRO_F01520,662,725,370,396
gene-KDRO_F02730,2,2,4,4
gene-KDRO_F03810,7,26,5,11
gene-KDRO_F05460,0,1,0,3
gene-KDRO_F05680,1,0,0,0
gene-KDRO_F08710,0,0,1,0
gene-KLLA0_A00110g,95,111,51,0
gene-KLLA0_A00132g,705,805,53,61
gene-KLLA0_A00143g,13,18,9,7
gene-KLLA0_A00154g,3978,5555,1161,1345
gene-KLLA0_A00176g,50182,71598,39,75
gene-KLLA0_A00198g,675,1064,299,374
gene-KLLA0_A00220g,3217,5113,2085,2240
gene-KLLA0_A00242g,595,890,1323,1565
gene-KLLA0_A00264g,8638,13717,4763,5569
gene-KLLA0_A00286g,2454,3236,2083,2453
gene-KLLA0_A00308r,0,0,0,0
gene-KLLA0_A00352g,1531,2568,1100,1298
gene-KLLA0_A00374g,5745,8756,5446,6985
gene-KLLA0_A00396g,1040,1371,1160,1247
gene-KLLA0_A00418g,4064,5995,11786,15022
gene-KLLA0_A00440g,639,986,812,919
gene-KLLA0_A00462g,597,887,576,615
gene-KLLA0_A00484g,1842,3030,2558,2921
gene-KLLA0_A00506g,166,257,168,215
gene-KLLA0_A00528g,4416,6416,4856,4727
gene-KLLA0_A00539g,119,162,46,80
gene-KLLA0_A00550g,1840,2927,775,966
gene-KLLA0_A00572g,1351,1744,917,1008
gene-KLLA0_A00594g,2539,3470,4260,4615
gene-KLLA0_A00616g,1486,2610,11731,16079
gene-KLLA0_A00638g,1297,1696,1324,1322
gene-KLLA0_A00660g,3246,4355,1116,1128
gene-KLLA0_A00682g,4735,6288,8554,10265
gene-KLLA0_A00715g,597,984,833,919
gene-KLLA0_A00737g,2006,2652,2294,2330
gene-KLLA0_A00759g,989,1367,599,702
gene-KLLA0_A00781g,1021,1566,661,768
gene-KLLA0_A00803g,751,866,600,707
gene-KLLA0_A00825g,333,615,295,322
gene-KLLA0_A00847g,421,642,389,407
gene-KLLA0_A00869g,1104,1550,1480,1598
gene-KLLA0_A00891g,575,903,364,403
gene-KLLA0_A00913g,438,683,210,275
gene-KLLA0_A00935g,769,1075,658,708
gene-KLLA0_A00957g,6814,9018,6051,6653
gene-KLLA0_A00979g,830,1214,1082,1227
gene-KLLA0_A01001g,3305,4757,8095,9776
gene-KLLA0_A01023g,1252,1593,972,1064
gene-KLLA0_A01045g,1087,1566,995,1117
gene-KLLA0_A01067g,1240,2093,607,648
gene-KLLA0_A01089g,564,787,176,259
gene-KLLA0_A01111g,395,758,452,505
gene-KLLA0_A01133g,551,792,550,659
gene-KLLA0_A01155g,3751,5000,2537,2864
gene-KLLA0_A01177g,2834,3901,2526,3051
gene-KLLA0_A01199g,15574,19803,17748,19487
gene-KLLA0_A01221g,3332,4716,1658,1902
gene-KLLA0_A01287g,183,379,199,241
gene-KLLA0_A01297g,218,308,207,254
gene-KLLA0_A01309g,203,335,27,35
gene-KLLA0_A01320g,941,1329,353,420
gene-KLLA0_A01342g,1909,2883,1795,1376
gene-KLLA0_A01364g,4382,7024,4706,5584
gene-KLLA0_A01386g,884,1335,577,756
gene-KLLA0_A01408g,4232,6415,1135,1447
gene-KLLA0_A01430g,1425,2350,665,795
gene-KLLA0_A01452g,5444,7741,6492,7508
gene-KLLA0_A01474g,657,1077,490,365
gene-KLLA0_A01496g,270,452,215,233
gene-KLLA0_A01518g,754,1103,628,798
gene-KLLA0_A01551g,47,72,79,79
gene-KLLA0_A01573g,971,1455,1311,1453
gene-KLLA0_A01606g,861,1572,420,487
gene-KLLA0_A01628g,8200,15258,4788,5291
gene-KLLA0_A01650g,1061,1485,1005,1243
gene-KLLA0_A01672g,788,1135,609,659
gene-KLLA0_A01694g,47467,68149,1659,1880
gene-KLLA0_A01738g,7264,11047,15415,18992
gene-KLLA0_A01760g,6631,8437,2009,2023
gene-KLLA0_A01782g,2076,3052,1554,1977
gene-KLLA0_A01804g,2103,2737,875,1054
gene-KLLA0_A01826g,1793,2495,1666,1631
gene-KLLA0_A01848g,1305,1756,212,289
gene-KLLA0_A01870g,620,997,474,493
gene-KLLA0_A01903g,501,996,16751,21651
gene-KLLA0_A01925g,1087,1461,1015,1158
gene-KLLA0_A01947g,1377,2098,730,891
gene-KLLA0_A01969g,1737,2074,929,1053
gene-KLLA0_A01991g,3241,5068,2816,3599
gene-KLLA0_A02013g,1307,1811,1028,1271
gene-KLLA0_A02035g,1213,1704,2064,2449
gene-KLLA0_A02042r,0,0,0,0
gene-KLLA0_A02049r,0,0,0,0
gene-KLLA0_A02057g,585,860,643,817
gene-KLLA0_A02079g,529,777,415,480
gene-KLLA0_A02101g,375,639,424,441
gene-KLLA0_A02123g,1606,2570,911,999
gene-KLLA0_A02145g,484,665,234,264
gene-KLLA0_A02167g,681,1137,512,520
gene-KLLA0_A02189g,1154,1593,1240,1210
gene-KLLA0_A02211g,475,875,589,697
gene-KLLA0_A02233g,2132,3386,1731,2234
gene-KLLA0_A02255g,687,975,1041,1176
gene-KLLA0_A02277g,808,1182,1489,1754
gene-KLLA0_A02299g,104,153,87,148
gene-KLLA0_A02321g,1363,1844,1962,2166
gene-KLLA0_A02343g,1772,2501,2906,3425
gene-KLLA0_A02365g,3123,4501,1546,1854
gene-KLLA0_A02387g,416,736,28,28
gene-KLLA0_A02409r,0,0,0,0
gene-KLLA0_A02431g,191,255,82,109
gene-KLLA0_A02453g,2548,4062,2064,2560
gene-KLLA0_A02475g,4967,7716,2678,3369
gene-KLLA0_A02497g,1366,1819,1007,1216
gene-KLLA0_A02519g,1942,2901,1039,1197
gene-KLLA0_A02541g,1487,2117,1545,1453
gene-KLLA0_A02563g,462,701,85,75
gene-KLLA0_A02585g,1604,2254,780,870
gene-KLLA0_A02607g,19985,34417,17439,21431
gene-KLLA0_A02629g,7112,9363,1809,2045
gene-KLLA0_A02651g,545,850,393,413
gene-KLLA0_A02673g,9951,12979,24957,31782
gene-KLLA0_A02695g,2127,3266,1050,992
gene-KLLA0_A02717g,11037,17898,2261,2407
gene-KLLA0_A02739g,1140,1700,630,698
gene-KLLA0_A02761g,1853,2493,3451,3571
gene-KLLA0_A02783r,0,0,0,0
gene-KLLA0_A02827g,2754,3899,2169,2651
gene-KLLA0_A02849g,247,395,284,304
gene-KLLA0_A02871g,258,338,138,191
gene-KLLA0_A02893g,885,1161,2124,2333
gene-KLLA0_A02915g,377,667,912,952
gene-KLLA0_A02937g,390,623,390,505
gene-KLLA0_A02959g,1046,1486,1168,1402
gene-KLLA0_A02981g,481,639,327,369
gene-KLLA0_A03003g,467,751,285,278
gene-KLLA0_A03025g,13865,18292,5092,6690
gene-KLLA0_A03047g,1199,2055,2518,2359
gene-KLLA0_A03069g,1808,2394,1468,1863
gene-KLLA0_A03091g,5305,6642,3025,2880
gene-KLLA0_A03113g,1376,2128,1185,1407
gene-KLLA0_A03135g,769,1050,508,658
gene-KLLA0_A03157g,3339,4249,2585,3255
gene-KLLA0_A03179g,602,843,941,1028
gene-KLLA0_A03201g,4491,6079,3382,3513
gene-KLLA0_A03223g,945,1294,439,526
gene-KLLA0_A03245g,684,1039,505,654
gene-KLLA0_A03267g,320,495,778,885
gene-KLLA0_A03289g,262,355,140,158
gene-KLLA0_A03311g,255,353,292,238
gene-KLLA0_A03333g,6830,8886,1696,1905
gene-KLLA0_A03355g,2230,3364,3798,3997
gene-KLLA0_A03377g,2564,4285,2377,2813
gene-KLLA0_A03399g,1067,1480,650,747
gene-KLLA0_A03421g,2064,2707,1003,1182
gene-KLLA0_A03443g,2287,3030,1772,1947
gene-KLLA0_A03465g,1341,1901,1151,1285
gene-KLLA0_A03487g,2587,4024,2214,2580
gene-KLLA0_A03509g,971,1388,780,858
gene-KLLA0_A03531g,848,1145,3823,4536
gene-KLLA0_A03553g,68,118,80,112
gene-KLLA0_A03575g,152,189,235,242
gene-KLLA0_A03597g,2119,3497,1526,1730
gene-KLLA0_A03619g,957,1309,769,940
gene-KLLA0_A03641g,1606,2307,2502,2346
gene-KLLA0_A03663g,1411,2055,1371,1512
gene-KLLA0_A03696g,462,737,315,428
gene-KLLA0_A03718g,629,994,496,452
gene-KLLA0_A03740g,10257,14735,4370,5039
gene-KLLA0_A03762r,0,0,0,0
gene-KLLA0_A03784r,0,0,0,0
gene-KLLA0_A03806g,2057,2700,1839,2085
gene-KLLA0_A03883g,941,1494,569,591
gene-KLLA0_A03905g,3306,4506,5078,5482
gene-KLLA0_A03938g,1430,1914,749,895
gene-KLLA0_A03960g,874,1425,359,539
gene-KLLA0_A03982g,2566,3899,1973,2634
gene-KLLA0_A04015g,3241,4397,2672,2848
gene-KLLA0_A04037g,392,620,1006,1162
gene-KLLA0_A04059g,1277,1924,1889,1869
gene-KLLA0_A04081g,762,1166,124,155
gene-KLLA0_A04103g,1299,1878,1939,1962
gene-KLLA0_A04125g,2443,2761,1384,1609
gene-KLLA0_A04147g,3854,5483,1364,1780
gene-KLLA0_A04169g,3612,5260,8539,8697
gene-KLLA0_A04191g,4502,6651,5358,6395
gene-KLLA0_A04213g,1147,1758,974,1343
gene-KLLA0_A04235g,2588,3594,2550,3189
gene-KLLA0_A04257r,0,0,0,0
gene-KLLA0_A04301g,597,798,750,730
gene-KLLA0_A04323g,1770,2879,1221,1311
gene-KLLA0_A04345g,328,310,646,584
gene-KLLA0_A04367g,222,344,206,210
gene-KLLA0_A04389g,488,871,299,246
gene-KLLA0_A04411g,853,1331,655,762
gene-KLLA0_A04433g,724,1134,655,813
gene-KLLA0_A04499g,4526,7537,4409,5346
gene-KLLA0_A04521g,258,337,91,106
gene-KLLA0_A04543g,2144,3724,1632,1861
gene-KLLA0_A04565g,228,421,152,181
gene-KLLA0_A04587g,2940,4175,3030,3802
gene-KLLA0_A04609g,542,887,762,719
gene-KLLA0_A04620g,9,15,12,21
gene-KLLA0_A04631g,1314,1989,1069,1346
gene-KLLA0_A04653g,823,1028,1162,1312
gene-KLLA0_A04686r,0,0,0,0
gene-KLLA0_A04708g,1269,1556,970,1266
gene-KLLA0_A04730g,4490,6228,9773,10503
gene-KLLA0_A04752g,2916,4082,2112,2558
gene-KLLA0_A04774g,396,571,230,339
gene-KLLA0_A04796g,1110,1563,1382,1728
gene-KLLA0_A04818g,764,1062,761,1021
gene-KLLA0_A04840g,1224,1847,717,942
gene-KLLA0_A04862g,1288,2030,1167,1437
gene-KLLA0_A04884g,1100,1578,1316,1345
gene-KLLA0_A04906g,8518,11502,95,100
gene-KLLA0_A04928g,932,1270,981,1116
gene-KLLA0_A04961g,5956,6548,7704,8664
gene-KLLA0_A04983g,4300,5700,5693,5227
gene-KLLA0_A05005g,1036,1889,259,340
gene-KLLA0_A05027g,1889,2810,1483,1769
gene-KLLA0_A05049g,514,828,484,526
gene-KLLA0_A05071g,2700,4070,4812,5454
gene-KLLA0_A05093g,1337,1886,1592,2235
gene-KLLA0_A05115g,1336,1618,1048,1096
gene-KLLA0_A05137g,2199,2916,1370,1581
gene-KLLA0_A05159g,1771,2464,1295,1714
gene-KLLA0_A05181g,135,187,73,82
gene-KLLA0_A05203g,726,961,484,581
gene-KLLA0_A05225g,495,605,447,471
gene-KLLA0_A05247g,493,840,400,551
gene-KLLA0_A05258g,522,773,462,504
gene-KLLA0_A05280g,1635,2512,1859,1728
gene-KLLA0_A05302g,683,950,319,371
gene-KLLA0_A05324g,1956,2936,891,1045
gene-KLLA0_A05346g,2697,3039,2116,1886
gene-KLLA0_A05368g,493,659,1488,1475
gene-KLLA0_A05390g,2073,3194,3219,3586
