gene_id,treated_b1,treated_b2,untreated_b1,untreated_b2
gene-Q0020,19,20,41,56
gene-Q0045,55,38,21,14
gene-Q0050,22,19,22,14
gene-Q0055,35,34,29,24
gene-Q0060,3,3,1,1
gene-Q0065,31,17,29,16
gene-Q0070,10,11,5,7
gene-Q0075,32,15,10,8
gene-Q0080,0,0,0,0
gene-Q0085,2,0,0,1
gene-Q0105,2,4,2,1
gene-Q0110,0,0,1,0
gene-Q0115,1,0,0,0
gene-Q0120,0,1,6,2
gene-Q0130,27,12,4,10
gene-Q0140,1,0,0,0
gene-Q0158,302,194,237,231
gene-Q0160,64,55,33,26
gene-Q0250,0,0,2,1
gene-Q0255,83,69,60,58
gene-Q0275,0,1,1,0
gene-Q0285,0,3,0,0
gene-tA(UGC)Q,0,0,0,0
gene-tC(GCA)Q,0,0,0,0
gene-tD(GUC)Q,0,0,0,0
gene-tE(UUC)Q,0,0,0,0
gene-tF(GAA)Q,0,0,0,0
gene-tG(UCC)Q,0,0,0,0
gene-tH(GUG)Q,0,0,0,0
gene-tI(GAU)Q,0,0,0,0
gene-tK(UUU)Q,0,0,0,0
gene-tL(UAA)Q,0,0,0,0
gene-tM(CAU)Q1,0,0,0,0
gene-tM(CAU)Q2,0,0,0,0
gene-tN(GUU)Q,0,0,0,0
gene-tP(UGG)Q,0,0,0,0
gene-tQ(UUG)Q,0,0,0,0
gene-tR(ACG)Q2,0,0,0,0
gene-tR(UCU)Q1,0,0,0,0
gene-tS(GCU)Q1,0,0,0,0
gene-tS(UGA)Q2,0,0,0,0
gene-tT(UAG)Q2,0,0,0,0
gene-tT(UGU)Q1,0,0,0,0
gene-tV(UAC)Q,0,0,0,0
gene-tW(UCA)Q,0,0,0,0
gene-tY(GUA)Q,0,0,0,0
gene-YAL001C,1825,1284,1442,1339
gene-YAL002W,1446,1022,914,792
gene-YAL003W,33702,28064,26582,24023
gene-YAL005C,53902,47048,4987,4502
gene-YAL007C,2205,1785,1679,1590
gene-YAL008W,1151,875,436,404
gene-YAL009W,773,618,512,477
gene-YAL010C,666,496,350,386
gene-YAL011W,893,620,701,608
gene-YAL012W,3944,3288,3066,2717
gene-YAL013W,1263,972,691,729
gene-YAL014C,754,650,563,484
gene-YAL015C,918,612,445,424
gene-YAL016W,4784,3732,2942,2719
gene-YAL017W,3169,2108,1536,1341
gene-YAL018C,4,2,0,2
gene-YAL019W,2370,1663,2228,2090
gene-YAL020C,919,765,473,475
gene-YAL021C,1611,1079,1302,1197
gene-YAL022C,2213,1765,1473,1286
gene-YAL023C,9590,7545,8416,7398
gene-YAL024C,845,566,718,533
gene-YAL025C,1467,1311,2148,1989
gene-YAL026C,3084,2373,2751,2460
gene-YAL027W,375,248,233,230
gene-YAL028W,629,377,300,248
gene-YAL029C,2900,2033,2978,2517
gene-YAL030W,658,590,348,334
gene-YAL031C,1158,846,714,635
gene-YAL032C,689,536,446,380
gene-YAL033W,400,365,304,297
gene-YAL034C,852,624,418,356
gene-YAL034W-A,283,235,161,168
gene-YAL035W,11973,8937,14573,12349
gene-YAL036C,2126,1675,2379,2249
gene-YAL037C-A,0,0,0,0
gene-YAL037W,89,85,68,84
gene-YAL038W,171537,136350,134932,119828
gene-YAL039C,902,817,464,399
gene-YAL040C,1866,1245,1285,1210
gene-YAL041W,2176,1441,1527,1397
gene-YAL042W,6559,5440,4887,4539
gene-YAL043C,1741,1390,1077,1019
gene-YAL044C,5859,4991,2167,2097
gene-YAL044W-A,452,443,295,302
gene-YAL046C,521,421,267,233
gene-YAL047C,537,363,374,355
gene-YAL048C,567,457,501,427
gene-YAL049C,1344,1048,687,626
gene-YAL051W,1143,837,763,724
gene-YAL053W,3115,2491,1974,1807
gene-YAL054C,518,394,246,201
gene-YAL055W,543,427,287,287
gene-YAL056W,2261,1688,1823,1663
gene-YAL058W,1269,932,779,732
gene-YAL059W,459,374,685,648
gene-YAL060W,7300,5408,1819,1720
gene-YAL061W,4184,3049,270,297
gene-YAL062W,566,524,215,206
gene-YAL063C,541,508,353,326
gene-YAL063C-A,4,1,0,1
gene-YAL064C-A,112,70,71,53
gene-YAL064W,0,0,0,1
gene-YAL064W-B,11,21,5,16
gene-YAL065C,9,11,7,8
gene-YAL067C,57,51,30,25
gene-YAL067W-A,0,0,0,0
gene-YAL068C,0,0,0,0
gene-YAR002C-A,3373,2854,2572,2501
gene-YAR002W,1990,1560,1731,1540
gene-YAR003W,981,731,773,770
gene-YAR007C,2978,2269,1817,1744
gene-YAR008W,472,448,405,348
gene-YAR009C,10151,8801,6305,5192
gene-YAR010C,5,2,2,0
gene-YAR014C,3086,2417,2032,1921
gene-YAR015W,2522,2075,1828,1643
gene-YAR018C,818,671,526,448
gene-YAR019C,752,546,466,397
gene-YAR020C,11,3,1,0
gene-YAR023C,124,95,49,48
gene-YAR027W,1176,973,666,632
gene-YAR028W,337,249,363,351
gene-YAR029W,15,8,11,13
gene-YAR031W,226,146,269,248
gene-YAR033W,299,249,207,209
gene-YAR035C-A,0,0,0,0
gene-YAR035W,269,236,131,129
gene-YAR042W,2706,2029,1337,1233
gene-YAR050W,318,190,219,238
gene-YAR061W,67,56,70,57
gene-YAR064W,18,20,8,4
gene-YAR066W,9,8,23,31
gene-YAR068W,70,40,29,28
gene-YAR071W,10832,10571,84,92
gene-YBL001C,1719,1489,749,689
gene-YBL002W,5554,4095,5401,4795
gene-YBL003C,4697,3790,5204,5002
gene-YBL004W,1934,1482,2903,2545
gene-YBL005W,1313,926,862,722
gene-YBL005W-A,0,0,0,0
gene-YBL005W-B,7932,5492,5549,4580
gene-YBL006C,1308,935,740,770
gene-YBL007C,6997,5092,4814,4355
gene-YBL008W,739,514,557,526
gene-YBL008W-A,0,3,3,3
gene-YBL009W,1041,718,848,750
gene-YBL010C,394,337,310,304
gene-YBL011W,3006,2301,1895,1804
gene-YBL013W,121,93,116,102
gene-YBL014C,903,657,938,937
gene-YBL015W,1428,1051,711,650
gene-YBL016W,1146,877,1173,1159
gene-YBL017C,5041,3939,4657,4015
gene-YBL018C,366,301,280,262
gene-YBL019W,579,368,333,301
gene-YBL020W,1279,837,1176,1190
gene-YBL021C,232,250,177,149
gene-YBL022C,4924,3200,3105,2771
gene-YBL023C,1581,975,1023,922
gene-YBL024W,2676,1892,3420,2934
gene-YBL025W,212,147,142,130
gene-YBL026W,261,198,209,202
gene-YBL027W,23840,20145,23167,21588
gene-YBL028C,392,355,477,539
gene-YBL029C-A,239,190,85,88
gene-YBL029W,534,435,333,308
gene-YBL030C,9852,7611,5361,5086
gene-YBL031W,448,294,345,314
gene-YBL032W,2968,2142,2497,2194
gene-YBL033C,1272,967,645,583
gene-YBL034C,949,701,750,649
gene-YBL035C,1031,738,849,709
gene-YBL036C,1637,1303,1219,1148
gene-YBL037W,1107,690,820,743
gene-YBL038W,648,639,453,385
gene-YBL039C,3524,2846,5359,4864
gene-YBL039W-B,8,8,7,4
gene-YBL040C,1527,1259,1053,996
gene-YBL041W,4409,3573,2604,2529
