gene_id,treated_b1,treated_b2,untreated_b1,untreated_b2
gene-Q0020,54,94,41,56
gene-Q0045,83,48,21,14
gene-Q0050,39,26,22,14
gene-Q0055,83,41,29,24
gene-Q0060,1,5,1,1
gene-Q0065,35,30,29,16
gene-Q0070,15,27,5,7
gene-Q0075,26,26,10,8
gene-Q0080,0,0,0,0
gene-Q0085,8,4,0,1
gene-Q0105,7,0,2,1
gene-Q0110,1,0,1,0
gene-Q0115,0,0,0,0
gene-Q0120,0,4,6,2
gene-Q0130,71,53,4,10
gene-Q0140,0,0,0,0
gene-Q0158,796,906,237,231
gene-Q0160,54,69,33,26
gene-Q0250,2,1,2,1
gene-Q0255,105,108,60,58
gene-Q0275,0,1,1,0
gene-Q0285,1,0,0,0
gene-tA(UGC)Q,0,0,0,0
gene-tC(GCA)Q,0,0,0,0
gene-tD(GUC)Q,0,0,0,0
gene-tE(UUC)Q,0,0,0,0
gene-tF(GAA)Q,0,0,0,0
gene-tG(UCC)Q,0,0,0,0
gene-tH(GUG)Q,0,0,0,0
gene-tI(GAU)Q,0,0,0,0
gene-tK(UUU)Q,0,0,0,0
gene-tL(UAA)Q,0,0,0,0
gene-tM(CAU)Q1,0,0,0,0
gene-tM(CAU)Q2,0,0,0,0
gene-tN(GUU)Q,0,0,0,0
gene-tP(UGG)Q,0,0,0,0
gene-tQ(UUG)Q,0,0,0,0
gene-tR(ACG)Q2,0,0,0,0
gene-tR(UCU)Q1,0,0,0,0
gene-tS(GCU)Q1,0,0,0,0
gene-tS(UGA)Q2,0,0,0,0
gene-tT(UAG)Q2,0,0,0,0
gene-tT(UGU)Q1,0,0,0,0
gene-tV(UAC)Q,0,0,0,0
gene-tW(UCA)Q,0,0,0,0
gene-tY(GUA)Q,0,0,0,0
gene-YAL001C,2139,2258,1442,1339
gene-YAL002W,3130,3198,914,792
gene-YAL003W,14277,17715,26582,24023
gene-YAL005C,121285,136030,4987,4502
gene-YAL007C,895,1004,1679,1590
gene-YAL008W,2204,2307,436,404
gene-YAL009W,719,818,512,477
gene-YAL010C,649,788,350,386
gene-YAL011W,1092,1218,701,608
gene-YAL012W,977,986,3066,2717
gene-YAL013W,900,1018,691,729
gene-YAL014C,562,729,563,484
gene-YAL015C,796,870,445,424
gene-YAL016W,3810,4378,2942,2719
gene-YAL017W,3677,3924,1536,1341
gene-YAL018C,6,3,0,2
gene-YAL019W,1000,1079,2228,2090
gene-YAL020C,765,839,473,475
gene-YAL021C,1253,1406,1302,1197
gene-YAL022C,1221,1440,1473,1286
gene-YAL023C,4187,4597,8416,7398
gene-YAL024C,408,421,718,533
gene-YAL025C,490,651,2148,1989
gene-YAL026C,2424,2711,2751,2460
gene-YAL027W,360,409,233,230
gene-YAL028W,944,957,300,248
gene-YAL029C,1704,1917,2978,2517
gene-YAL030W,1097,1194,348,334
gene-YAL031C,1349,1385,714,635
gene-YAL032C,767,828,446,380
gene-YAL033W,173,181,304,297
gene-YAL034C,2197,2195,418,356
gene-YAL034W-A,204,227,161,168
gene-YAL035W,5991,7068,14573,12349
gene-YAL036C,857,1061,2379,2249
gene-YAL037C-A,0,0,0,0
gene-YAL037W,228,245,68,84
gene-YAL038W,208192,239140,134932,119828
gene-YAL039C,1215,1381,464,399
gene-YAL040C,1323,1632,1285,1210
gene-YAL041W,1693,1882,1527,1397
gene-YAL042W,3989,4534,4887,4539
gene-YAL043C,1224,1498,1077,1019
gene-YAL044C,3705,4494,2167,2097
gene-YAL044W-A,643,696,295,302
gene-YAL046C,501,538,267,233
gene-YAL047C,566,546,374,355
gene-YAL048C,620,658,501,427
gene-YAL049C,2631,2760,687,626
gene-YAL051W,1477,1486,763,724
gene-YAL053W,2449,3006,1974,1807
gene-YAL054C,1600,1632,246,201
gene-YAL055W,1058,1220,287,287
gene-YAL056W,3358,3579,1823,1663
gene-YAL058W,1294,1376,779,732
gene-YAL059W,359,369,685,648
gene-YAL060W,6146,6565,1819,1720
gene-YAL061W,13704,13730,270,297
gene-YAL062W,1911,1963,215,206
gene-YAL063C,1332,1325,353,326
gene-YAL063C-A,9,4,0,1
gene-YAL064C-A,117,129,71,53
gene-YAL064W,1,2,0,1
gene-YAL064W-B,27,26,5,16
gene-YAL065C,29,18,7,8
gene-YAL067C,162,168,30,25
gene-YAL067W-A,0,0,0,0
gene-YAL068C,0,0,0,0
gene-YAR002C-A,2413,2691,2572,2501
gene-YAR002W,984,1073,1731,1540
gene-YAR003W,541,686,773,770
gene-YAR007C,1399,1681,1817,1744
gene-YAR008W,167,230,405,348
gene-YAR009C,14637,17546,6305,5192
gene-YAR010C,4,7,2,0
gene-YAR014C,1638,1963,2032,1921
gene-YAR015W,1727,2334,1828,1643
gene-YAR018C,387,397,526,448
gene-YAR019C,658,708,466,397
gene-YAR020C,7,1,1,0
gene-YAR023C,193,190,49,48
gene-YAR027W,1435,1497,666,632
gene-YAR028W,303,333,363,351
gene-YAR029W,16,13,11,13
gene-YAR031W,219,198,269,248
gene-YAR033W,296,319,207,209
gene-YAR035C-A,0,0,0,0
gene-YAR035W,343,347,131,129
gene-YAR042W,2786,3021,1337,1233
gene-YAR050W,515,536,219,238
gene-YAR061W,37,29,70,57
gene-YAR064W,0,6,8,4
gene-YAR066W,10,6,23,31
gene-YAR068W,44,46,29,28
gene-YAR071W,10802,12350,84,92
gene-YBL001C,2999,3167,749,689
gene-YBL002W,1826,2082,5401,4795
gene-YBL003C,2260,2629,5204,5002
gene-YBL004W,1065,1167,2903,2545
gene-YBL005W,1861,2095,862,722
gene-YBL005W-A,0,0,0,0
gene-YBL005W-B,16891,17341,5549,4580
gene-YBL006C,1237,1435,740,770
gene-YBL007C,5331,5630,4814,4355
gene-YBL008W,648,695,557,526
gene-YBL008W-A,1,6,3,3
gene-YBL009W,345,392,848,750
gene-YBL010C,235,246,310,304
gene-YBL011W,1679,1906,1895,1804
gene-YBL013W,106,135,116,102
gene-YBL014C,891,933,938,937
gene-YBL015W,3320,3503,711,650
gene-YBL016W,868,1053,1173,1159
gene-YBL017C,5573,5944,4657,4015
gene-YBL018C,387,424,280,262
gene-YBL019W,915,1001,333,301
gene-YBL020W,1002,1067,1176,1190
gene-YBL021C,281,293,177,149
gene-YBL022C,3017,3117,3105,2771
gene-YBL023C,637,764,1023,922
gene-YBL024W,937,1083,3420,2934
gene-YBL025W,195,230,142,130
gene-YBL026W,191,222,209,202
gene-YBL027W,1241,1563,23167,21588
gene-YBL028C,219,276,477,539
gene-YBL029C-A,688,687,85,88
gene-YBL029W,1173,1267,333,308
gene-YBL030C,6959,8208,5361,5086
gene-YBL031W,194,236,345,314
gene-YBL032W,857,978,2497,2194
gene-YBL033C,1606,1665,645,583
gene-YBL034C,618,654,750,649
gene-YBL035C,424,505,849,709
gene-YBL036C,1273,1545,1219,1148
gene-YBL037W,793,886,820,743
gene-YBL038W,903,969,453,385
gene-YBL039C,672,902,5359,4864
gene-YBL039W-B,54,39,7,4
gene-YBL040C,1154,1272,1053,996
gene-YBL041W,3335,3731,2604,2529
gene-YBL042C,833,938,1559,1389
gene-YBL043W,140,118,30,29
gene-YBL044W,0,3,6,6
gene-YBL045C,6755,7415,3150,2854
gene-YBL046W,627,823,776,738
gene-YBL047C,5987,6369,4445,3779
gene-YBL048W,216,238,45,31
gene-YBL049W,1202,1399,61,56
gene-YBL050W,2612,2774,1300,1265
gene-YBL051C,2925,3133,2237,1887
gene-YBL052C,1314,1367,1708,1604
gene-YBL054W,529,566,751,724
gene-YBL055C,710,751,701,689
gene-YBL056W,3565,3836,2845,2695
gene-YBL057C,628,731,721,823
gene-YBL058W,4411,4826,2995,2821
gene-YBL059C-A,200,216,109,96
gene-YBL059W,217,210,124,118
gene-YBL060W,828,940,507,427
gene-YBL061C,1377,1639,1742,1614
gene-YBL063W,453,501,737,665
gene-YBL064C,8944,9641,632,642
gene-YBL066C,1233,1421,601,547
gene-YBL067C,1366,1415,1259,1114
gene-YBL068W,804,1126,1092,1073
gene-YBL069W,627,741,777,714
