gene_id,treated_b1,treated_b2,untreated_b1,untreated_b2
gene-Q0020,89,22,41,56
gene-Q0045,46,31,21,14
gene-Q0050,29,10,22,14
gene-Q0055,31,20,29,24
gene-Q0060,11,0,1,1
gene-Q0065,26,12,29,16
gene-Q0070,15,5,5,7
gene-Q0075,11,13,10,8
gene-Q0080,0,0,0,0
gene-Q0085,2,1,0,1
gene-Q0105,1,3,2,1
gene-Q0110,3,1,1,0
gene-Q0115,0,0,0,0
gene-Q0120,0,0,6,2
gene-Q0130,13,14,4,10
gene-Q0140,3,0,0,0
gene-Q0158,362,165,237,231
gene-Q0160,52,40,33,26
gene-Q0250,0,1,2,1
gene-Q0255,70,63,60,58
gene-Q0275,5,1,1,0
gene-Q0285,0,0,0,0
gene-tA(UGC)Q,0,0,0,0
gene-tC(GCA)Q,0,0,0,0
gene-tD(GUC)Q,0,0,0,0
gene-tE(UUC)Q,0,0,0,0
gene-tF(GAA)Q,0,0,0,0
gene-tG(UCC)Q,0,0,0,0
gene-tH(GUG)Q,0,0,0,0
gene-tI(GAU)Q,0,0,0,0
gene-tK(UUU)Q,0,0,0,0
gene-tL(UAA)Q,0,0,0,0
gene-tM(CAU)Q1,0,0,0,0
gene-tM(CAU)Q2,0,0,0,0
gene-tN(GUU)Q,0,0,0,0
gene-tP(UGG)Q,0,0,0,0
gene-tQ(UUG)Q,0,0,0,0
gene-tR(ACG)Q2,0,0,0,0
gene-tR(UCU)Q1,0,0,0,0
gene-tS(GCU)Q1,0,0,0,0
gene-tS(UGA)Q2,0,0,0,0
gene-tT(UAG)Q2,0,0,0,0
gene-tT(UGU)Q1,0,0,0,0
gene-tV(UAC)Q,0,0,0,0
gene-tW(UCA)Q,0,0,0,0
gene-tY(GUA)Q,0,0,0,0
gene-YAL001C,1477,1316,1442,1339
gene-YAL002W,1215,1126,914,792
gene-YAL003W,24646,21665,26582,24023
gene-YAL005C,59200,57361,4987,4502
gene-YAL007C,1711,1499,1679,1590
gene-YAL008W,991,933,436,404
gene-YAL009W,669,619,512,477
gene-YAL010C,568,523,350,386
gene-YAL011W,1037,864,701,608
gene-YAL012W,3561,2700,3066,2717
gene-YAL013W,1127,1039,691,729
gene-YAL014C,721,710,563,484
gene-YAL015C,888,851,445,424
gene-YAL016W,3866,3446,2942,2719
gene-YAL017W,2121,1968,1536,1341
gene-YAL018C,0,3,0,2
gene-YAL019W,2920,2580,2228,2090
gene-YAL020C,926,928,473,475
gene-YAL021C,1558,1392,1302,1197
gene-YAL022C,2192,2017,1473,1286
gene-YAL023C,7532,7349,8416,7398
gene-YAL024C,713,644,718,533
gene-YAL025C,2462,2078,2148,1989
gene-YAL026C,2957,2519,2751,2460
gene-YAL027W,252,227,233,230
gene-YAL028W,388,396,300,248
gene-YAL029C,3162,2900,2978,2517
gene-YAL030W,636,654,348,334
gene-YAL031C,931,864,714,635
gene-YAL032C,556,500,446,380
gene-YAL033W,359,306,304,297
gene-YAL034C,621,593,418,356
gene-YAL034W-A,285,219,161,168
gene-YAL035W,15995,13665,14573,12349
gene-YAL036C,2930,2620,2379,2249
gene-YAL037C-A,0,0,0,0
gene-YAL037W,61,91,68,84
gene-YAL038W,128260,122238,134932,119828
gene-YAL039C,882,925,464,399
gene-YAL040C,1550,1476,1285,1210
gene-YAL041W,2046,1897,1527,1397
gene-YAL042W,6242,5940,4887,4539
gene-YAL043C,1968,1878,1077,1019
gene-YAL044C,6261,5610,2167,2097
gene-YAL044W-A,501,497,295,302
gene-YAL046C,498,478,267,233
gene-YAL047C,553,467,374,355
gene-YAL048C,669,578,501,427
gene-YAL049C,1475,1199,687,626
gene-YAL051W,1146,1139,763,724
gene-YAL053W,3246,3027,1974,1807
gene-YAL054C,418,399,246,201
gene-YAL055W,411,334,287,287
gene-YAL056W,1940,1669,1823,1663
gene-YAL058W,1324,1216,779,732
gene-YAL059W,686,576,685,648
gene-YAL060W,4667,4490,1819,1720
