gene_id,treated_b1,treated_b2,untreated_b1,untreated_b2
gene-GWK60_A00011,0,0,1,0
gene-GWK60_A00033,19,20,10,6
gene-GWK60_A00055,839,742,204,162
gene-GWK60_A00077,3396,3078,1945,1723
gene-GWK60_A00099,4693,4144,10174,9387
gene-GWK60_A00121,1542,1287,1392,1316
gene-GWK60_A00143,1793,1749,2123,1898
gene-GWK60_A00165,1623,1517,1863,1607
gene-GWK60_A00187,866,899,979,904
gene-GWK60_A00209,1071,929,1012,912
gene-GWK60_A00231,1592,1340,277,192
gene-GWK60_A00253,7239,6370,10489,9287
gene-GWK60_A00275,552,503,386,415
gene-GWK60_A00297,4171,3617,4835,4089
gene-GWK60_A00319,2360,2272,7948,7082
gene-GWK60_A00341,2266,2118,5479,4875
gene-GWK60_A00363,1878,1733,2018,1980
gene-GWK60_A00385,85426,65837,67044,69102
gene-GWK60_A00407,4729,4554,3293,3343
gene-GWK60_A00429,1770,1751,1706,1502
gene-GWK60_A00451,616,555,460,432
gene-GWK60_A00473,746,707,830,698
gene-GWK60_A00495,1337,1302,1320,1143
gene-GWK60_A00517,445,437,642,485
gene-GWK60_A00539,20,15,11,6
gene-GWK60_A00561,0,0,0,0
gene-GWK60_A00583,42,37,9,14
gene-GWK60_A00605,606,609,225,198
gene-GWK60_A00627,47,34,22,19
gene-GWK60_A00649,333,309,136,165
gene-GWK60_A00671,3682,3094,1554,1381
gene-GWK60_A00693,2103,1876,1948,1687
gene-GWK60_A00715,936,1047,1337,1155
gene-GWK60_A00737,367,342,308,264
gene-GWK60_A00759,1498,1332,564,509
gene-GWK60_A00781,1677,1383,2059,1851
gene-GWK60_A00803,1394,1346,1381,1336
gene-GWK60_A00825,288,280,226,219
gene-GWK60_A00847,2559,2367,1144,931
gene-GWK60_A00869,370,374,9898,8187
gene-GWK60_A00891,816,877,895,821
gene-GWK60_A00913,965,971,1345,1145
gene-GWK60_A00935,7633,8282,8433,7547
gene-GWK60_A00957,3709,3623,4649,4049
gene-GWK60_A00979,566,490,588,532
gene-GWK60_A01001,2247,2480,681,547
gene-GWK60_A01023,3770,3435,1733,1490
gene-GWK60_A01045,479,374,808,684
gene-GWK60_A01067,814,811,777,727
gene-GWK60_A01089,651,746,836,711
gene-GWK60_A01111,1276,1279,2654,2429
gene-GWK60_A01133,483,418,1777,1559
gene-GWK60_A01155,134164,118622,771,787
gene-GWK60_A01177,1871,1906,599,545
gene-GWK60_A01199,850,761,359,333
gene-GWK60_A01221,2572,2387,355,415
gene-GWK60_A01243,630,588,442,442
gene-GWK60_A01265,7393,7198,12206,10674
gene-GWK60_A01287,1125,1073,1801,1563
gene-GWK60_A01309,3959,3730,3567,3301
gene-GWK60_A01331,0,0,0,0
gene-GWK60_A01353,572,648,16450,13412
gene-GWK60_A01375,2174,2049,38148,28210
gene-GWK60_A01397,286,238,17,15
gene-GWK60_A01419,1987,1588,116,130
gene-GWK60_A01441,1503,1474,1730,1563
gene-GWK60_A01463,6493,5955,640,524
gene-GWK60_A01485,5510,4831,4082,3523
gene-GWK60_A01507,2433,1603,895,680
gene-GWK60_A01529,11976,13681,2724,2366
gene-GWK60_A01551,9026,8203,7208,6107
gene-GWK60_A01573,735,709,719,597
gene-GWK60_A01595,17516,12644,27274,24668
gene-GWK60_A01617,5968,5618,3607,3292
gene-GWK60_A01639,4652,5425,113,126
gene-GWK60_A01661,3498,3205,3558,3092
gene-GWK60_A01683,6847,5736,648,586
gene-GWK60_A01705,0,0,0,0
gene-GWK60_A01727,2155,2024,3199,3142
gene-GWK60_A01749,0,0,0,0
gene-GWK60_A01771,992,919,1209,1042
gene-GWK60_A01793,976,958,878,720
gene-GWK60_A01815,3900,3581,485,372
gene-GWK60_A01837,1520,1430,1437,1280
gene-GWK60_A01859,3595,3301,1982,1752
gene-GWK60_A01881,0,0,0,0
gene-GWK60_A01903,1658,1700,8041,7106
gene-GWK60_A01925,3818,3771,15302,13180
gene-GWK60_A01947,574,499,556,493
gene-GWK60_A01969,1134,1051,120,105
gene-GWK60_A01991,0,0,0,0
gene-GWK60_A02013,4365,4057,8760,7654
gene-GWK60_A02035,7175,7087,16688,15030
gene-GWK60_A02057,2260,2197,410,434
gene-GWK60_A02079,362,331,124,125
gene-GWK60_A02101,681,639,5032,4257
gene-GWK60_A02123,10627,10048,6281,5759
gene-GWK60_A02145,6,17,1,3
gene-GWK60_A02167,8614,8307,7970,6982
gene-GWK60_A02189,1252,1119,2175,1985
gene-GWK60_A02211,3473,4147,5469,4885
gene-GWK60_A02233,2183,2229,2488,2489
gene-GWK60_A02255,1,0,0,0
gene-GWK60_A02277,2124,2269,981,827
gene-GWK60_A02299,3506,3289,2889,2640
gene-GWK60_A02321,1257,1118,1052,892
gene-GWK60_A02343,3057,2865,5616,4933
gene-GWK60_A02365,1306,1271,2763,2449
gene-GWK60_A02387,4930,5200,7918,7113
gene-GWK60_A02409,1750,1589,2575,2136
gene-GWK60_A02431,823,808,567,430
gene-GWK60_A02453,11007,10843,10864,9503
gene-GWK60_A02475,1920,1853,2548,2218
gene-GWK60_A02497,2066,2082,3444,3111
gene-GWK60_A02519,1628,1737,2399,2382
gene-GWK60_A02541,1116,1216,1076,1149
gene-GWK60_A02563,2102,2247,2318,2186
gene-GWK60_A02585,5863,5429,7896,7318
gene-GWK60_A02607,496,501,575,500
gene-GWK60_A02629,577,605,1342,1091
gene-GWK60_A02651,1696,1640,3282,2874
gene-GWK60_A02673,1654,1473,720,593
gene-GWK60_A02695,546,498,594,495
gene-GWK60_A02717,2707,2597,1220,1105
gene-GWK60_A02739,834,748,360,308
gene-GWK60_A02761,2850,2606,3609,2905
gene-GWK60_A02783,1056,921,723,653
gene-GWK60_A02805,70,92,66,35
gene-GWK60_A02827,199,173,77,70
gene-GWK60_A02849,645,553,829,683
gene-GWK60_A02871,2562,2378,958,889
gene-GWK60_A02893,3586,3462,908,811
gene-GWK60_A02915,868,786,1375,1141
gene-GWK60_A02937,3114,2608,1690,1628
gene-GWK60_A02959,345,376,218,182
gene-GWK60_A02981,1400,1377,1045,907
gene-GWK60_A03003,2090,2009,5851,4618
gene-GWK60_A03025,612,544,348,245
gene-GWK60_A03047,2009,1817,26505,22836
gene-GWK60_A03069,633,667,622,467
gene-GWK60_A03091,161,191,1776,1581
gene-GWK60_A03113,33124,30766,97082,89197
gene-GWK60_A03135,425,424,463,389
gene-GWK60_A03157,2340,1994,52001,43833
gene-GWK60_A03179,12,11,4,6
gene-GWK60_A03201,984,874,907,720
gene-GWK60_A03223,2767,2464,2445,2143
gene-GWK60_A03245,19032,17859,13435,11776
gene-GWK60_A03267,6251,5915,40853,37369
gene-GWK60_A03289,46,51,12,8
gene-GWK60_A03311,1433,1388,973,865
gene-GWK60_A03333,1113,1015,1440,1313
gene-GWK60_A03355,4444,4250,1752,1520
gene-GWK60_A03377,1252,1029,625,519
gene-GWK60_A03399,0,0,0,0
gene-GWK60_A03421,4551,4236,690,556
gene-GWK60_A03443,2253,1815,1341,1121
gene-GWK60_A03465,186,121,51,30
gene-GWK60_A03487,326,251,292,265
gene-GWK60_A03509,1472,1380,1398,1209
gene-GWK60_A03531,1110,1028,1767,1520
