gene_id,treated_b1,treated_b2,untreated_b1,untreated_b2
gene-GWK60_A00011,0,0,1,0
gene-GWK60_A00033,5,6,10,6
gene-GWK60_A00055,458,476,204,162
gene-GWK60_A00077,3544,3907,1945,1723
gene-GWK60_A00099,5439,5949,10174,9387
gene-GWK60_A00121,673,621,1392,1316
gene-GWK60_A00143,1802,1966,2123,1898
gene-GWK60_A00165,1514,1475,1863,1607
gene-GWK60_A00187,979,1141,979,904
gene-GWK60_A00209,773,888,1012,912
gene-GWK60_A00231,1256,1345,277,192
gene-GWK60_A00253,5211,5723,10489,9287
gene-GWK60_A00275,361,483,386,415
gene-GWK60_A00297,4866,5041,4835,4089
gene-GWK60_A00319,1710,1761,7948,7082
gene-GWK60_A00341,2391,2571,5479,4875
gene-GWK60_A00363,2450,2598,2018,1980
gene-GWK60_A00385,62999,60743,67044,69102
gene-GWK60_A00407,5954,6759,3293,3343
gene-GWK60_A00429,1865,1866,1706,1502
gene-GWK60_A00451,583,615,460,432
gene-GWK60_A00473,509,529,830,698
gene-GWK60_A00495,1095,1167,1320,1143
gene-GWK60_A00517,168,167,642,485
gene-GWK60_A00539,10,12,11,6
gene-GWK60_A00561,0,0,0,0
gene-GWK60_A00583,34,37,9,14
gene-GWK60_A00605,438,601,225,198
gene-GWK60_A00627,32,28,22,19
gene-GWK60_A00649,285,334,136,165
gene-GWK60_A00671,4304,4429,1554,1381
gene-GWK60_A00693,1812,1908,1948,1687
gene-GWK60_A00715,818,760,1337,1155
gene-GWK60_A00737,119,188,308,264
gene-GWK60_A00759,808,931,564,509
gene-GWK60_A00781,1483,1608,2059,1851
gene-GWK60_A00803,926,1042,1381,1336
gene-GWK60_A00825,95,80,226,219
gene-GWK60_A00847,2392,2383,1144,931
gene-GWK60_A00869,146,134,9898,8187
gene-GWK60_A00891,651,702,895,821
gene-GWK60_A00913,644,647,1345,1145
gene-GWK60_A00935,15500,16365,8433,7547
gene-GWK60_A00957,2124,2215,4649,4049
gene-GWK60_A00979,608,677,588,532
gene-GWK60_A01001,4550,4674,681,547
gene-GWK60_A01023,4389,4396,1733,1490
gene-GWK60_A01045,241,271,808,684
gene-GWK60_A01067,627,681,777,727
gene-GWK60_A01089,551,634,836,711
gene-GWK60_A01111,1125,1165,2654,2429
gene-GWK60_A01133,4102,4352,1777,1559
gene-GWK60_A01155,134449,137164,771,787
gene-GWK60_A01177,1355,1504,599,545
gene-GWK60_A01199,810,897,359,333
gene-GWK60_A01221,3118,3269,355,415
gene-GWK60_A01243,765,759,442,442
gene-GWK60_A01265,4241,4525,12206,10674
gene-GWK60_A01287,993,1075,1801,1563
gene-GWK60_A01309,2537,2992,3567,3301
gene-GWK60_A01331,0,0,0,0
gene-GWK60_A01353,127,111,16450,13412
gene-GWK60_A01375,456,450,38148,28210
gene-GWK60_A01397,217,175,17,15
gene-GWK60_A01419,1510,1419,116,130
gene-GWK60_A01441,1194,1531,1730,1563
gene-GWK60_A01463,6349,6594,640,524
gene-GWK60_A01485,4604,4592,4082,3523
gene-GWK60_A01507,1551,1776,895,680
gene-GWK60_A01529,19388,23447,2724,2366
gene-GWK60_A01551,7548,8082,7208,6107
gene-GWK60_A01573,1078,1175,719,597
gene-GWK60_A01595,16075,17870,27274,24668
gene-GWK60_A01617,3551,3835,3607,3292
gene-GWK60_A01639,2369,2099,113,126
gene-GWK60_A01661,3563,3645,3558,3092
gene-GWK60_A01683,6660,7298,648,586
gene-GWK60_A01705,1,0,0,0
gene-GWK60_A01727,1882,2048,3199,3142
gene-GWK60_A01749,0,0,0,0
gene-GWK60_A01771,491,500,1209,1042
gene-GWK60_A01793,1161,1257,878,720
gene-GWK60_A01815,4952,5064,485,372
gene-GWK60_A01837,1935,1935,1437,1280
gene-GWK60_A01859,3197,3531,1982,1752
gene-GWK60_A01881,0,0,0,0
gene-GWK60_A01903,600,630,8041,7106
gene-GWK60_A01925,557,657,15302,13180
gene-GWK60_A01947,394,453,556,493
gene-GWK60_A01969,2300,2366,120,105
gene-GWK60_A01991,0,0,0,0
gene-GWK60_A02013,1527,1526,8760,7654
gene-GWK60_A02035,10913,10918,16688,15030
gene-GWK60_A02057,5337,5321,410,434
gene-GWK60_A02079,195,231,124,125
gene-GWK60_A02101,467,481,5032,4257
gene-GWK60_A02123,5734,5961,6281,5759
gene-GWK60_A02145,20,13,1,3
gene-GWK60_A02167,9585,9703,7970,6982
gene-GWK60_A02189,2320,2673,2175,1985
gene-GWK60_A02211,3157,3491,5469,4885
gene-GWK60_A02233,2077,2493,2488,2489
gene-GWK60_A02255,2,0,0,0
gene-GWK60_A02277,2453,2627,981,827
gene-GWK60_A02299,3581,4021,2889,2640
gene-GWK60_A02321,1051,1152,1052,892
gene-GWK60_A02343,4174,4596,5616,4933
gene-GWK60_A02365,1189,1221,2763,2449
gene-GWK60_A02387,6208,6840,7918,7113
gene-GWK60_A02409,1262,1317,2575,2136
gene-GWK60_A02431,876,801,567,430
gene-GWK60_A02453,14463,15088,10864,9503
gene-GWK60_A02475,1518,1649,2548,2218
gene-GWK60_A02497,1536,1489,3444,3111
gene-GWK60_A02519,2836,3117,2399,2382
gene-GWK60_A02541,1824,1679,1076,1149
gene-GWK60_A02563,5114,5410,2318,2186
gene-GWK60_A02585,8443,8259,7896,7318
gene-GWK60_A02607,240,253,575,500
gene-GWK60_A02629,394,466,1342,1091
gene-GWK60_A02651,2579,2588,3282,2874
gene-GWK60_A02673,1256,1285,720,593
gene-GWK60_A02695,412,487,594,495
gene-GWK60_A02717,3747,3639,1220,1105
gene-GWK60_A02739,607,674,360,308
gene-GWK60_A02761,2696,2554,3609,2905
gene-GWK60_A02783,864,846,723,653
gene-GWK60_A02805,149,153,66,35
gene-GWK60_A02827,136,121,77,70
gene-GWK60_A02849,803,982,829,683
gene-GWK60_A02871,2614,2660,958,889
gene-GWK60_A02893,4162,4323,908,811
gene-GWK60_A02915,609,588,1375,1141
gene-GWK60_A02937,2744,2833,1690,1628
gene-GWK60_A02959,557,575,218,182
gene-GWK60_A02981,1558,1567,1045,907
gene-GWK60_A03003,1828,1943,5851,4618
gene-GWK60_A03025,906,857,348,245
gene-GWK60_A03047,362,399,26505,22836
gene-GWK60_A03069,381,490,622,467
gene-GWK60_A03091,83,113,1776,1581
gene-GWK60_A03113,12065,13130,97082,89197
gene-GWK60_A03135,169,158,463,389
gene-GWK60_A03157,433,452,52001,43833
gene-GWK60_A03179,7,11,4,6
gene-GWK60_A03201,998,1030,907,720
gene-GWK60_A03223,2708,2758,2445,2143
gene-GWK60_A03245,21533,22226,13435,11776
gene-GWK60_A03267,2682,2991,40853,37369
gene-GWK60_A03289,22,36,12,8
gene-GWK60_A03311,1261,1348,973,865
gene-GWK60_A03333,910,877,1440,1313
gene-GWK60_A03355,4008,4283,1752,1520
gene-GWK60_A03377,1015,1096,625,519
gene-GWK60_A03399,0,0,0,0
gene-GWK60_A03421,3503,3581,690,556
gene-GWK60_A03443,2013,2316,1341,1121
gene-GWK60_A03465,80,75,51,30
gene-GWK60_A03487,119,114,292,265
gene-GWK60_A03509,1270,1317,1398,1209
gene-GWK60_A03531,334,342,1767,1520
gene-GWK60_A03553,180,219,397,288
gene-GWK60_A03575,4100,4475,3838,3142
gene-GWK60_A03597,24091,25006,11900,11286
gene-GWK60_A03619,3213,3607,255,279
gene-GWK60_A03641,0,0,0,0
gene-GWK60_A03663,231,283,250,223
gene-GWK60_A03685,32,18,11,12
gene-GWK60_A03707,273,319,923,667
gene-GWK60_A03729,0,0,0,0
gene-GWK60_A03751,12735,13351,5843,5085
gene-GWK60_A03773,1059,1141,950,892
gene-GWK60_A03795,1770,2114,511,392
gene-GWK60_A03817,4709,5744,2508,2407
gene-GWK60_A03839,1720,1899,1527,1436
gene-GWK60_A03861,190,206,410,323
gene-GWK60_A03883,569,544,765,677
gene-GWK60_A03905,1048,1064,10734,9526
gene-GWK60_A03927,1986,2108,3849,3645
gene-GWK60_A03949,3710,4170,4083,3760
gene-GWK60_A03971,3515,4097,4193,3880
gene-GWK60_A03993,4340,4061,1042,896
gene-GWK60_A04015,3771,3947,7351,6352
gene-GWK60_A04037,947,1004,567,569
gene-GWK60_A04059,1219,1316,3379,3309
gene-GWK60_A04081,2001,1910,1825,1725
gene-GWK60_A04103,725,811,2658,2405
gene-GWK60_A04125,1110,1165,1437,1209
gene-GWK60_A04147,424,461,1997,1796
gene-GWK60_A04169,1519,1720,2132,1964
gene-GWK60_A04191,2825,3024,1584,1301
gene-GWK60_A04213,1163,1063,1157,917
gene-GWK60_A04235,5197,5568,3608,3032
gene-GWK60_A04257,468,465,328,260
gene-GWK60_A04279,93,96,121,110
gene-GWK60_A04301,759,823,1099,900
gene-GWK60_A04323,14392,14959,2271,1977
gene-GWK60_A04345,5300,5495,1320,1258
gene-GWK60_A04367,3067,3313,2013,1802
gene-GWK60_A04389,60,83,71,70
gene-GWK60_A04411,1043,1028,59590,50030
gene-GWK60_A04433,682,717,869,771
gene-GWK60_A04455,2198,2426,3235,2895
gene-GWK60_A04477,151,162,333,305
gene-GWK60_A04499,240,222,1001,890
gene-GWK60_A04521,962,1059,771,696
gene-GWK60_A04543,1133,1150,170,119
gene-GWK60_A04565,1146,1242,187,130
gene-GWK60_A04587,4052,4165,4955,4150
gene-GWK60_A04609,5413,5549,6239,5399
gene-GWK60_A04631,4440,4830,3053,2600
gene-GWK60_A04653,2861,2929,2950,2657
gene-GWK60_A04675,19219,19747,13299,11340
gene-GWK60_A04697,1,1,2,1
gene-GWK60_B00011,7,4,0,2
gene-GWK60_B00033,0,0,0,0
gene-GWK60_B00055,0,0,0,0
gene-GWK60_B00077,0,0,0,0
gene-GWK60_B00099,119,140,118,126
gene-GWK60_B00121,619,690,8501,7149
gene-GWK60_B00143,373,393,1133,941
gene-GWK60_B00165,1970,2111,2600,2312
gene-GWK60_B00187,132,199,1522,1305
gene-GWK60_B00209,28,26,78,45
gene-GWK60_B00231,784,702,257,254
gene-GWK60_B00253,4337,4641,5436,4672
gene-GWK60_B00275,1932,2046,2106,1896
gene-GWK60_B00297,23,38,23,8
gene-GWK60_B00319,819,823,3254,2752
gene-GWK60_B00341,1116,1212,1673,1454
gene-GWK60_B00363,1426,1594,986,861
gene-GWK60_B00385,712,732,4591,3977
gene-GWK60_B00407,4633,3912,2660,2300
gene-GWK60_B00429,366,378,477,396
gene-GWK60_B00451,301,326,326,334
gene-GWK60_B00473,3169,3323,4397,3788
gene-GWK60_B00495,1583,1588,1755,1458
gene-GWK60_B00517,13009,14081,29477,26418
gene-GWK60_B00539,2,2,14,12
gene-GWK60_B00561,82,110,28,21
gene-GWK60_B00583,4237,4478,2221,1929
gene-GWK60_B00605,4620,4815,1494,1241
gene-GWK60_B00627,150,185,3059,2817
gene-GWK60_B00649,8285,8761,3880,3461
gene-GWK60_B00671,233,264,350,297
gene-GWK60_B00693,1149,1317,737,668
gene-GWK60_B00715,329,350,745,648
gene-GWK60_B00737,7575,8169,7418,6758
gene-GWK60_B00759,388,386,407,379
gene-GWK60_B00781,8081,8488,3279,2789
gene-GWK60_B00803,40,35,57,35
gene-GWK60_B00825,391,369,576,521
gene-GWK60_B00847,58,62,67,44
gene-GWK60_B00869,0,0,0,0
gene-GWK60_B00891,3360,3492,528,433
gene-GWK60_B00913,6650,8140,1985,1892
gene-GWK60_B00935,245,320,18524,16455
gene-GWK60_B00957,2597,2531,1433,1275
gene-GWK60_B00979,2388,2549,3952,3411
gene-GWK60_B01001,1057,1249,4726,4071
gene-GWK60_B01023,250,272,13855,11996
gene-GWK60_B01045,477,510,1637,1408
gene-GWK60_B01067,0,12,25,0
gene-GWK60_B01089,520,520,926,795
