gene_id,baseMean,log2FoldChange,lfcSE,pvalue,padj
GWK60_A00055,571.5031628951514,2.2628794367290186,0.15725879283708008,1.0500802077265816e-47,6.085376710415499e-47
GWK60_A00231,781.1850655457459,2.3893408557786837,0.14013389908112436,5.236681928761704e-66,3.8810451139639565e-65
GWK60_A00583,29.865115064820138,1.6698302292851517,0.6398988544456685,0.001956801808343751,0.0028467489951630683
GWK60_A00605,454.181231503441,1.559332853170671,0.17146202120766965,2.7473645942685915e-20,8.703571640602846e-20
GWK60_A00671,2413.758426296404,1.044703311931769,0.0868385456589162,1.2695474912784696e-33,5.666122900006198e-33
GWK60_A00759,989.2264116293245,1.2774639835556552,0.11891041263314812,2.654567307138682e-27,1.0203311300338747e-26
GWK60_A01001,1413.884096663626,1.7208218246984244,0.10604625397257846,8.542056175226117e-60,5.860273741074293e-59
GWK60_A01155,71232.03096396737,7.397225074250025,0.06857653462412823,0,0
GWK60_A01177,1507.934423792117,1.9608323751495507,0.10481152537720645,9.161626699834169e-79,7.877202564465261e-78
GWK60_A01199,574.8382865228486,1.0536679735513117,0.1472685586241245,4.308166449501687e-13,1.077963473955201e-12
GWK60_A01221,1801.3954344685321,2.9412558270486815,0.1111614945339377,2.0407741276431826e-155,3.2639980120542333e-154
GWK60_A01397,135.09391915411,3.81923148238475,0.37216460592540407,1.418433374524343e-25,5.215790647622008e-25
GWK60_A01419,976.1473674362495,3.773295167337479,0.15638451428751274,7.5757885031653e-130,1.0221486949655335e-128
GWK60_A01463,3757.60400399746,3.466619882827207,0.0867049282662845,0,0
GWK60_A01529,9802.252784830436,2.623257822466534,0.07541365854277578,2.767124903747728e-266,7.466980124882331e-265
GWK60_A01617,7423.351533507573,1.5785885273565547,0.07811738572281628,1.7992287716064818e-91,1.740356947829652e-90
GWK60_A01639,3816.757299814775,5.857446616640058,0.12022402030970117,0,0
GWK60_A01683,4218.633069157495,3.552290957271493,0.0835928181428258,0,0
GWK60_A01815,2277.441842599552,3.1594668334918903,0.09778742695165002,4.623313636069647e-230,1.0717126146695366e-228
GWK60_A01969,389.2249313477772,2.423368788205722,0.18854533614518806,1.0960054321091129e-38,5.461345249770978e-38
GWK60_A02057,857.3741322668022,1.4527977658699067,0.12731193916567524,1.234915915630399e-30,5.116635864604062e-30
GWK60_A02079,221.1749769571077,1.169899044550265,0.23121953198472672,1.8836469774573166e-7,3.5925155474376223e-7
GWK60_A02277,1638.9721012285208,1.248404389530921,0.10113423992212232,2.1708034797337968e-35,1.0144554094457585e-34
GWK60_A02673,1171.0215841759561,1.2176462325540585,0.11306168472602503,2.4478858248678895e-27,9.422659261488541e-27
GWK60_A02739,571.539606436945,1.1200466002292888,0.14933206681613126,3.119953286632869e-14,8.184044962244346e-14
GWK60_A02827,132.72429147125746,1.1759654073298371,0.29535610245558264,2.9300121621935976e-5,4.857505985337968e-5
GWK60_A02871,1598.1553948248506,1.1488163118831825,0.09981513243821143,6.007675383788137e-31,2.506930045162028e-30
GWK60_A02893,2020.165640977952,1.7522802017926116,0.09783639584323549,2.186502163939471e-72,1.7249436861543473e-71
GWK60_A03289,30.90883467434434,1.9975755161072628,0.6432522317536618,3.326582311714329e-4,5.143836651260887e-4
GWK60_A03355,2879.4619072763567,1.1889018010390495,0.08331649648048058,1.5438934284713932e-46,8.763718684591661e-46
GWK60_A03421,2529.7170573591598,2.7185076737965455,0.0915799446852898,1.8168980894716847e-194,3.663033619463603e-193
GWK60_A03465,100.32237332232789,1.8085656304767372,0.3551269913759441,7.583609417993914e-8,1.4785088090953679e-7
GWK60_A03619,1937.6501367158837,3.6326396765840547,0.10863667859126777,2.132029505180912e-246,5.267013735334253e-245
GWK60_A03795,1272.6833956818823,2.090071253884625,0.11840220814095233,1.4828990994783404e-70,1.1508871772057562e-69
GWK60_A03993,1921.597509866879,1.429806314216201,0.09411785459407669,1.3993783469890661e-52,8.6731788714446e-52
GWK60_A04213,1828.2613941696711,1.1971349849689819,0.09897786841222593,4.785710567635647e-34,2.167160843967192e-33
GWK60_A04323,5389.755818301518,1.9000802115347817,0.07275009413539804,4.934656470699417e-151,7.682296552905422e-150
GWK60_A04345,2788.1432870661615,1.594060945982511,0.08446332438499925,5.890777622055619e-80,5.115061360933443e-79
GWK60_A04543,584.250992070304,2.7102079543750746,0.1682472268575978,2.7542721900532023e-59,1.874900422258726e-58
GWK60_A04565,485.5708796533092,2.237998163323529,0.1715657975825756,1.159062098550211e-39,5.870052706998278e-39
GWK60_B00209,100.87826138628795,1.0134729449275914,0.3370144572428951,0.0013243552351843066,0.0019553190930246414
GWK60_B00297,44.25425332291169,1.9855856207634561,0.5881153333767892,9.383855729124794e-5,1.5026734280783525e-4
GWK60_B00605,2466.9459840050467,1.2422058966056695,0.08836898367731982,2.943811050279136e-45,1.6357269003768548e-44
GWK60_B00781,5326.209335993416,1.1842045529760774,0.07169829113798312,6.972464114849245e-62,4.931331474776442e-61
GWK60_B00891,987.1028840910052,1.4926791696758577,0.12572718957671902,4.63814768321253e-33,2.0423374986664715e-32
GWK60_B00913,3665.2083730086106,1.3327646372570188,0.07898550763913707,4.138787252427913e-64,3.003903244451818e-63
GWK60_B01331,570.3040890466648,1.1064171874169477,0.14807698706262676,3.896089937323808e-14,1.0174305335085794e-13
GWK60_B01419,1022.9768672592444,3.969004429674604,0.14776486569670114,7.602814776905689e-160,1.2501878548774294e-158
GWK60_B01771,2506.5651289670022,2.4101957922640813,0.0901805325799126,3.728637300969357e-158,6.074331107647293e-157
GWK60_B02233,1169.6147521046114,2.06305956454906,0.11655296454095186,7.962836568361073e-71,6.20747348484681e-70
GWK60_B02277,5182.231079155137,1.3694352904233935,0.07379727891288855,2.7470934308824974e-77,2.3128329013285924e-76
GWK60_B02321,153876.18528957065,10.741062363158614,0.09827944848931496,0,0
GWK60_B02409,24010.84416170551,4.382069342088256,0.06441090711466534,0,0
GWK60_B02497,12.297201346072303,3.105472327608544,1.2415850467397527,0.0013429843630398453,0.001981711642825481
GWK60_B02541,1336.7264774659877,1.1530816525288037,0.10651232173224749,1.2205616643324085e-27,4.729451750896269e-27
GWK60_B02739,8658.89274713129,4.337424448326068,0.0765712814120705,0,0
GWK60_B02761,2362.632672851544,3.7141232507143,0.11368933084503909,1.411537712289538e-235,3.315853322351584e-234
GWK60_B02783,200.77747239344157,1.7728148349936308,0.24604714852346593,1.4391760784008455e-13,3.654896006054657e-13
GWK60_B02805,12301.072366861055,10.462326379182098,0.39192493152226915,4.011999411253389e-158,6.515784229017078e-157
GWK60_B02827,906.8325429450354,3.4712646786186987,0.1463731809998285,2.743378630723357e-125,3.56436008762131e-124
GWK60_B03135,855.1052403533807,1.9267456560835987,0.13373336805182634,9.645313486911346e-48,5.601946972199503e-47
GWK60_B03289,1359.3176319318363,2.638746201123902,0.11386887942549659,1.2390856195007709e-119,1.5561022744183905e-118
GWK60_B03333,14063.182826217851,1.229171419108767,0.06701920281089079,1.4472171298019716e-75,1.1880275408764392e-74
GWK60_B03355,750.1321399836,2.6957667289574396,0.15725820859352968,6.0957837713901e-67,4.582287743579244e-66
GWK60_B03443,203.03549125043855,1.6678339439075949,0.24730934446342934,4.002520674339634e-12,9.582012642572863e-12
GWK60_B03465,9873.267712333913,1.9209192596212339,0.07235662086356143,4.2022045802413897e-156,6.74146356744823e-155
GWK60_B03641,2798.0430231270107,2.2749884123930504,0.09359311521150322,2.0245276218144256e-131,2.8034379857861864e-130
GWK60_B03927,1821.7597785748098,1.8013618240484848,0.09840962988137666,1.8235851937893735e-75,1.4923336375924856e-74
GWK60_B04081,202.87373568276664,1.304991560288643,0.24627024547947524,4.272947083626441e-8,8.468643146531952e-8
GWK60_B04191,4218.2725142098425,1.9698465588957634,0.07989679606809505,6.079575102876773e-135,8.530859784356687e-134
GWK60_B04675,872.3582382097222,1.5323069586152755,0.12762038832565947,1.0202402520434541e-33,4.561176046094015e-33
GWK60_B04763,2382.228755460919,2.52001931716161,0.09287884634638514,6.596379525003767e-163,1.1019094939863436e-161
GWK60_C00033,1158.9330640767378,1.138752338840046,0.11185817914390309,1.127004928142236e-24,4.056292703067337e-24
GWK60_C00055,1370.4164348001204,1.489701226315823,0.1066378147743229,7.824966773118873e-45,4.325102432789024e-44
GWK60_C00099,8817.710640131569,3.980984386039266,0.08029037976853773,0,0
GWK60_C00495,4551.741443998519,1.1365468094771274,0.07393690359302353,1.404225672848757e-53,8.870390744934166e-53
GWK60_C00517,6071.283506190414,1.9934122347683552,0.0816834758529571,1.8889906438420507e-132,2.6295949121420293e-131
GWK60_C00891,9037.98871226346,2.5942389270859247,0.06976037690870693,7.878006102670825e-304,2.3688038921287933e-302
GWK60_C00979,1000.9207180049805,4.820236533798945,0.17098735369753637,1.2124538513442947e-175,2.2075889846967746e-174
GWK60_C01155,3514.4954066157197,1.8658976227603865,0.08590711070193686,2.3483120384334074e-105,2.6235282263771953e-104
GWK60_C01265,1573.475422316622,1.1132499544079653,0.10043621276589998,7.824585930539759e-29,3.1262696405846782e-28
GWK60_C01309,1977.5876243978164,1.1383452531202711,0.09384232936380564,3.3071186863736133e-34,1.505368384748958e-33
GWK60_C01375,3649.1305946790276,2.3495541367810966,0.08269065104689617,2.1560352820950525e-178,3.99473861069865e-177
GWK60_C01397,1458.3681753385004,2.7478428712628737,0.11099480402326871,3.713826469139774e-136,5.225175101768313e-135
GWK60_C01419,4258.575557221677,1.4783829436740357,0.07568310914727597,1.741538100902692e-85,1.5937345194695592e-84
GWK60_C01925,2544.4567934726215,3.8856025155447473,0.10201155065683973,0,0
GWK60_C01969,155.18144295840622,4.000930854819931,0.35604069959605833,4.0434678676544084e-30,1.6544889517571925e-29
GWK60_C02233,918.9682792729454,2.7273155458826377,0.13298731315330473,2.2944985984300348e-94,2.2823538043362655e-93
GWK60_C02365,9761.890354657322,4.682894559918411,0.07572349224029287,0,0
GWK60_C02673,5459.50695214818,1.6320475838419972,0.07203059223986602,2.5896572830394694e-114,3.118255520218235e-113
GWK60_C02717,10632.744441111729,1.7250143123031318,0.06461015567553507,1.260725576461212e-157,2.0287272120302441e-156
GWK60_C02827,2575.363762483361,4.886645756760076,0.11686001389585225,0,0
GWK60_C02849,176.8804579120317,1.8550209588129347,0.2661948737459212,7.026185127204497e-13,1.7398487594988266e-12
GWK60_C02871,3730.180103687633,2.017825635174642,0.07948354392319296,6.72818957236646e-143,1.0057878843690999e-141
GWK60_C03113,4388.410437699378,1.3715589218042723,0.07573259402541342,8.660003449904834e-74,6.935911438873552e-73
GWK60_C03157,1452.8619885996836,1.1978864324283498,0.1058123841563656,4.468438880541387e-30,1.8227073945278124e-29
GWK60_C03179,135.35739983641207,1.1914717679661078,0.2909883806196825,1.7966301438547067e-5,3.0213703473836583e-5
GWK60_C03311,587.6190617004104,1.5032052887930312,0.148993590890973,1.9933263469620417e-24,7.135294719533513e-24
