gene_id,treated_b1,treated_b2,untreated_b1,untreated_b2
gene-GWK60_A00011,11,0,1,0
gene-GWK60_A00033,6,5,10,6
gene-GWK60_A00055,329,273,204,162
gene-GWK60_A00077,3679,3042,1945,1723
gene-GWK60_A00099,6896,5401,10174,9387
gene-GWK60_A00121,1257,957,1392,1316
gene-GWK60_A00143,1911,1542,2123,1898
gene-GWK60_A00165,1573,1211,1863,1607
gene-GWK60_A00187,994,813,979,904
gene-GWK60_A00209,690,559,1012,912
gene-GWK60_A00231,1060,965,277,192
gene-GWK60_A00253,4082,3532,10489,9287
gene-GWK60_A00275,311,244,386,415
gene-GWK60_A00297,4940,4041,4835,4089
gene-GWK60_A00319,1847,1564,7948,7082
gene-GWK60_A00341,2808,2344,5479,4875
gene-GWK60_A00363,2735,2208,2018,1980
gene-GWK60_A00385,87880,66002,67044,69102
gene-GWK60_A00407,8291,6219,3293,3343
gene-GWK60_A00429,1755,1449,1706,1502
gene-GWK60_A00451,538,463,460,432
gene-GWK60_A00473,390,389,830,698
gene-GWK60_A00495,1016,810,1320,1143
gene-GWK60_A00517,54,46,642,485
gene-GWK60_A00539,9,11,11,6
gene-GWK60_A00561,0,0,0,0
gene-GWK60_A00583,38,34,9,14
gene-GWK60_A00605,620,485,225,198
gene-GWK60_A00627,39,37,22,19
gene-GWK60_A00649,257,236,136,165
gene-GWK60_A00671,3988,3248,1554,1381
gene-GWK60_A00693,1934,1551,1948,1687
gene-GWK60_A00715,708,610,1337,1155
gene-GWK60_A00737,111,80,308,264
gene-GWK60_A00759,555,481,564,509
gene-GWK60_A00781,1459,1180,2059,1851
gene-GWK60_A00803,854,691,1381,1336
gene-GWK60_A00825,110,73,226,219
gene-GWK60_A00847,2668,2118,1144,931
gene-GWK60_A00869,118,90,9898,8187
gene-GWK60_A00891,549,446,895,821
gene-GWK60_A00913,623,493,1345,1145
gene-GWK60_A00935,19165,15035,8433,7547
gene-GWK60_A00957,1636,1254,4649,4049
