gene_id,treated_b1,treated_b2,untreated_b1,untreated_b2
gene-GWK60_A00011,0,2,1,0
gene-GWK60_A00033,33,49,10,6
gene-GWK60_A00055,1109,2121,204,162
gene-GWK60_A00077,3364,5195,1945,1723
gene-GWK60_A00099,3405,5473,10174,9387
gene-GWK60_A00121,997,1597,1392,1316
gene-GWK60_A00143,1629,2694,2123,1898
gene-GWK60_A00165,1403,2374,1863,1607
gene-GWK60_A00187,778,1373,979,904
gene-GWK60_A00209,962,1631,1012,912
gene-GWK60_A00231,1367,2488,277,192
gene-GWK60_A00253,5254,8267,10489,9287
gene-GWK60_A00275,540,760,386,415
gene-GWK60_A00297,2922,5066,4835,4089
gene-GWK60_A00319,1844,2925,7948,7082
gene-GWK60_A00341,2065,3342,5479,4875
gene-GWK60_A00363,1709,2507,2018,1980
gene-GWK60_A00385,87914,150966,67044,69102
gene-GWK60_A00407,4655,6598,3293,3343
gene-GWK60_A00429,1582,2736,1706,1502
gene-GWK60_A00451,451,780,460,432
gene-GWK60_A00473,574,973,830,698
gene-GWK60_A00495,1135,1758,1320,1143
gene-GWK60_A00517,270,436,642,485
gene-GWK60_A00539,19,30,11,6
gene-GWK60_A00561,0,0,0,0
gene-GWK60_A00583,61,62,9,14
gene-GWK60_A00605,714,923,225,198
gene-GWK60_A00627,54,104,22,19
gene-GWK60_A00649,389,558,136,165
gene-GWK60_A00671,3394,5396,1554,1381
gene-GWK60_A00693,2004,3070,1948,1687
gene-GWK60_A00715,862,1405,1337,1155
gene-GWK60_A00737,411,640,308,264
gene-GWK60_A00759,1672,2596,564,509
gene-GWK60_A00781,1291,2104,2059,1851
gene-GWK60_A00803,1320,1998,1381,1336
gene-GWK60_A00825,330,532,226,219
gene-GWK60_A00847,1916,3350,1144,931
gene-GWK60_A00869,750,1493,9898,8187
gene-GWK60_A00891,827,1405,895,821
gene-GWK60_A00913,876,1462,1345,1145
gene-GWK60_A00935,5376,6826,8433,7547
gene-GWK60_A00957,2769,4156,4649,4049
gene-GWK60_A00979,417,652,588,532
gene-GWK60_A01001,2233,3474,681,547
gene-GWK60_A01023,2908,5007,1733,1490
gene-GWK60_A01045,357,550,808,684
gene-GWK60_A01067,666,665,777,727
gene-GWK60_A01089,640,978,836,711
gene-GWK60_A01111,1519,2109,2654,2429
gene-GWK60_A01133,303,479,1777,1559
gene-GWK60_A01155,172894,276344,771,787
gene-GWK60_A01177,3088,4388,599,545
gene-GWK60_A01199,858,1092,359,333
gene-GWK60_A01221,4159,6072,355,415
gene-GWK60_A01243,848,1035,442,442
gene-GWK60_A01265,6735,11719,12206,10674
gene-GWK60_A01287,904,1579,1801,1563
gene-GWK60_A01309,4394,7239,3567,3301
gene-GWK60_A01331,0,0,0,0
gene-GWK60_A01353,1134,2071,16450,13412
gene-GWK60_A01375,3632,6053,38148,28210
gene-GWK60_A01397,339,548,17,15
gene-GWK60_A01419,2069,3982,116,130
gene-GWK60_A01441,2037,2907,1730,1563
gene-GWK60_A01463,9686,13987,640,524
gene-GWK60_A01485,5198,8599,4082,3523
gene-GWK60_A01507,1846,3135,895,680
gene-GWK60_A01529,18355,23933,2724,2366
gene-GWK60_A01551,5862,10035,7208,6107
gene-GWK60_A01573,551,981,719,597
gene-GWK60_A01595,14405,25688,27274,24668
gene-GWK60_A01617,16289,25881,3607,3292
gene-GWK60_A01639,8562,14283,113,126
gene-GWK60_A01661,3312,5070,3558,3092
gene-GWK60_A01683,10285,16579,648,586
gene-GWK60_A01705,1,1,0,0
gene-GWK60_A01727,2002,3027,3199,3142
gene-GWK60_A01749,0,0,0,0
gene-GWK60_A01771,899,1499,1209,1042
gene-GWK60_A01793,1066,1707,878,720
gene-GWK60_A01815,5081,8066,485,372
gene-GWK60_A01837,1333,1974,1437,1280
gene-GWK60_A01859,3478,5560,1982,1752
gene-GWK60_A01881,0,0,0,0
gene-GWK60_A01903,1285,2148,8041,7106
gene-GWK60_A01925,3441,5542,15302,13180
gene-GWK60_A01947,415,617,556,493
gene-GWK60_A01969,530,839,120,105
gene-GWK60_A01991,0,0,0,0
gene-GWK60_A02013,3919,6542,8760,7654
gene-GWK60_A02035,3275,5158,16688,15030
gene-GWK60_A02057,1022,1701,410,434
gene-GWK60_A02079,356,530,124,125
gene-GWK60_A02101,614,1029,5032,4257
gene-GWK60_A02123,10166,17395,6281,5759
gene-GWK60_A02145,10,14,1,3
gene-GWK60_A02167,7138,11858,7970,6982
gene-GWK60_A02189,910,1526,2175,1985
gene-GWK60_A02211,3242,3414,5469,4885
gene-GWK60_A02233,2208,2856,2488,2489
gene-GWK60_A02255,0,0,0,0
gene-GWK60_A02277,2129,2593,981,827
