gene_id,treated_b1,treated_b2,untreated_b1,untreated_b2
CaalfMp01,4,13,1,1
CaalfMp02,1,2,3,0
CaalfMp03,4,7,1,5
CaalfMp04,4,0,0,0
CaalfMp05,2,11,6,2
CaalfMp06,9,7,2,4
CaalfMp07,0,0,0,0
CaalfMp08,17,29,9,3
CaalfMp08.1,2,0,7,1
CaalfMp08.2,9,4,2,0
CaalfMp08.3,4,8,0,0
CaalfMp08.4,2,7,0,5
CaalfMp09,7,11,2,1
CaalfMp10,0,0,1,0
CaalfMp11,16,19,5,4
CaalfMp11.1,5,6,6,6
CaalfMp12,1,0,0,1
CaalfMp13,14,4,1,1
CaalfMp14,4,10,0,3
CaalfMp15,2,7,2,0
CaalfMr16,1715,2650,658,418
CaalfMr17,532,692,186,135
CaalfMt18,0,0,0,0
CaalfMt19,0,0,0,0
CaalfMt20,0,0,0,0
CaalfMt21,0,0,0,0
CaalfMt22,0,0,0,0
CaalfMt23,0,0,0,0
CaalfMt24,0,0,0,0
CaalfMt25,0,0,0,0
CaalfMt26,0,0,0,0
CaalfMt27,0,0,0,0
CaalfMt28,0,0,0,0
CaalfMt29,0,0,0,0
CaalfMt30,0,0,0,0
CaalfMt31,0,0,0,0
CaalfMt32,0,0,0,0
CaalfMt33,0,0,0,0
CaalfMt34,0,0,0,0
CaalfMt35,0,0,0,0
CaalfMt36,0,0,0,0
CaalfMt37,0,0,0,0
CaalfMt38,0,0,0,1
CaalfMt39,0,0,0,0
CaalfMt40,0,0,0,0
CaalfMt41,0,0,0,0
CaalfMt42,0,0,0,0
CaalfMt43,0,0,0,0
CaalfMt44,0,0,0,0
CaalfMt45,0,0,0,0
CaalfMt46,0,0,0,0
CaalfMt47,0,0,0,0
CD39,0,0,0,0
ITS1,2,5,2,3
ITS2,2,1,1,1
LSU-C2809,0,0,0,0
LSU-G1431,0,0,0,0
orf19.10,44,37,102,89
orf19.100,315,325,306,364
orf19.1002,429,436,388,348
orf19.1005,240,280,3,13
orf19.1007,3287,3453,414,407
orf19.1008,4,6,1,9
orf19.1009,10,18,1,0
orf19.101,316,325,362,335
orf19.1010,1197,1419,329,344
orf19.1011,1652,1673,1834,2058
orf19.1012,547,634,608,590
orf19.102,278,272,566,496
orf19.1026,962,1008,378,367
orf19.1026.1,158,163,40,41
orf19.1027,1224,1171,1275,1365
orf19.1028,178,199,198,204
orf19.1029,615,689,142,114
orf19.103,8,12,32,30
orf19.1030,13895,19087,430,496
orf19.1031,2733,2812,5260,5803
orf19.1032,857,930,967,968
orf19.1033,901,1095,5634,6091
orf19.1034,475,482,744,791
orf19.1035,509,588,387,430
orf19.1036,695,726,2162,2306
orf19.1037,1261,1208,1414,1499
orf19.1039,335,331,351,319
orf19.104,73,75,86,87
orf19.1040,195,226,166,135
orf19.1041,186,197,365,387
orf19.1042,32502,33351,13106,13750
orf19.1043,459,535,241,261
orf19.1045,1461,2106,318,299
orf19.1047,2796,2762,495,536
orf19.1048,553,630,141,158
orf19.1049,65,117,123,159
orf19.105,1522,1616,2220,2315
orf19.1050,313,410,154,142
orf19.1051,10563,11525,12915,12802
orf19.1052,9827,9961,10588,10274
orf19.1053,420,369,732,769
orf19.1054,546,606,844,963
orf19.1055,2691,2871,4589,4745
orf19.1057,652,751,669,684
orf19.1058,1429,1523,1482,1418
orf19.1059,12548,14572,8854,8460
orf19.1060,15,17,9,28
orf19.1061,15273,16036,14158,13531
orf19.1062,8,24,4,11
orf19.1063,121,132,218,254
orf19.1064,7799,7947,30081,30955
orf19.1065,13597,13593,8010,8468
orf19.1066,345,551,132,165
orf19.1067,1642,1648,1883,1872
orf19.1069,1901,1976,1303,1297
orf19.107,1533,2140,333,386
orf19.1070,247,330,404,372
orf19.1075,534,531,647,648
orf19.1075.1,37,27,21,14
orf19.1077,588,729,3281,3339
orf19.1078,2995,3235,4620,4845
orf19.1080,76,100,61,76
orf19.1082,225,284,43,40
orf19.1082.1,4377,5128,2793,3011
orf19.1083,306,338,148,189
orf19.1084,2347,2457,3362,3937
orf19.1085,1390,1509,1981,2208
orf19.1086,1744,1822,1589,1891
orf19.1087,373,444,408,445
orf19.1089,466,534,347,396
orf19.109,687,789,917,944
orf19.1090,114,169,30,39
orf19.1091,827,831,113,115
orf19.1092,428,454,982,1004
orf19.1093,1322,1699,1407,1845
orf19.1095,1117,1181,1430,1326
orf19.1096,353,408,727,723
orf19.1097,10124,9298,6841,8424
orf19.11,244,295,17,16
orf19.1105,23,24,37,23
orf19.1105.2,12889,14348,8193,8449
orf19.1105.3,1,1,3,2
orf19.1106,17,22,11,25
orf19.1107,416,465,958,915
orf19.1108,1161,1308,7498,7142
orf19.1109,288,507,376,372
orf19.111,436,434,1319,1370
orf19.1110,167,214,263,276
orf19.1111,715,892,843,956
orf19.1112,701,778,1712,1777
orf19.1113,90,132,170,189
orf19.1114,348,511,462,393
orf19.1115,415,505,781,852
orf19.1116,367,379,296,320
orf19.1117,22,12,9,12
orf19.1119,717,732,1502,1550
orf19.1120,81,124,112,127
orf19.1121,936,1053,527,573
orf19.1122,24,34,7,3
orf19.1123,0,1,2,2
orf19.1124,264,304,118,95
orf19.1124.2,3294,3865,819,870
orf19.113,80,75,88,90
orf19.1133,1598,2224,1994,2314
orf19.1135,551,547,870,940
orf19.1136,84,112,93,98
orf19.1137,378,398,479,442
orf19.1139,1516,1800,2544,2777
orf19.114,180,183,215,197
orf19.1140,859,974,1231,1149
orf19.1142,468,437,622,664
orf19.1143,335,325,568,545
orf19.1144,1764,1740,4150,4534
orf19.1146,3,11,90,126
orf19.1148,4,2,34,28
orf19.1149,4600,4976,1580,1653
orf19.115,30,42,95,88
orf19.1150,656,717,956,919
orf19.1150.1,40,50,18,25
orf19.1152,10776,13131,3810,3911
orf19.1153,30916,30370,7220,7921
orf19.1154,3460,3839,6203,6171
orf19.1155,43,60,741,756
orf19.1156,16,13,25,20
orf19.1158,189,205,338,373
orf19.1159,1007,1138,1751,1692
orf19.1160,769,877,799,765
orf19.1161,8854,9910,7384,8494
orf19.1162,637,777,930,907
orf19.1162.1,61,70,35,33
orf19.1163,463,534,372,397
orf19.1164,5619,6759,1528,1554
orf19.1166,4537,4846,8057,8967
orf19.1167,80,73,40,33
orf19.1168,654,792,1005,1018
orf19.1169,322,365,287,284
orf19.117,795,816,1300,1323
orf19.1170,638,761,525,576
orf19.1171,34396,38239,13,5
orf19.1177,762,855,1520,1648
orf19.1178,116,137,126,111
orf19.1179,3116,3554,2084,2152
orf19.118,3509,3797,7058,7222
orf19.1180,1974,2382,1949,2162
orf19.1181,542,682,322,342
orf19.1182,961,1024,872,813
orf19.1183,5142,5755,2851,3157
orf19.1185,1606,2043,1761,1854
orf19.1186,633,618,845,830
orf19.1187,1827,1737,3497,3882
orf19.1189,3135,3888,4615,4850
orf19.119,140,166,133,149
orf19.1190,2714,2899,4237,4586
orf19.1191,1490,1599,2348,2508
orf19.1192,701,734,880,925
orf19.1193,8005,8390,18629,19733
orf19.1195,861,994,1412,1464
orf19.1196,1215,1340,2503,2778
orf19.1198,413,540,376,361
orf19.1199,8786,10786,1915,2060
orf19.120,61,56,73,62
orf19.1200,81,101,266,285
orf19.1201,598,785,1039,965
orf19.1202,324,358,565,558
orf19.1203,2094,2336,2591,2852
orf19.1203.1,1247,1438,746,707
orf19.1204,634,645,1026,1087
orf19.1207,0,3,0,2
orf19.1208,193,205,461,433
orf19.121,378,338,309,394
orf19.1210,451,457,3099,3205
orf19.1212,1528,1707,3970,4136
orf19.1214,5521,7012,3499,3504
orf19.1215,28,21,46,51
orf19.1217,792,856,1110,1199
orf19.1219,46,31,220,190
orf19.122,599,512,1664,1715
orf19.1220,4481,4705,5005,5229
orf19.1221,933,1035,926,1058
orf19.1223,1053,974,1685,1722
orf19.1224,1560,1792,647,705
orf19.1225,176,207,280,282
orf19.1227,12,13,4,9
orf19.1228,235,243,360,434
orf19.1229,907,1035,1818,2118
orf19.123,199,215,134,142
orf19.1232,2225,2562,3426,3736
orf19.1233,2079,2128,3603,3871
orf19.1234,202,240,598,519
orf19.1235,2101,2170,5356,5381
orf19.1236,1262,1303,1066,1142
orf19.1237,374,379,223,261
orf19.1238,499,493,811,849
orf19.1239,0,0,0,1
orf19.124,1095,1177,139,157
orf19.1240,3104,3585,2164,2485
orf19.1244,1046,1099,2333,2553
orf19.1246,6424,5916,7490,8231
orf19.1247,451,499,221,263
orf19.1248,2341,2555,3230,3240
orf19.1249,1225,1489,718,710
orf19.125,366,385,92,96
orf19.1250,2202,2361,387,432
orf19.1251,759,765,1024,1031
orf19.1252,3013,3491,4005,4196
orf19.1253,2519,2758,1663,1810
orf19.1254,4531,4740,6221,6522
orf19.1255,171,170,108,115
orf19.1257,12,25,2,5
orf19.1258,2565,3035,2415,2451
orf19.1259,1701,1811,2648,3013
orf19.1260,316,380,282,303
orf19.1261,909,877,991,996
orf19.1263,616,735,427,486
orf19.1264,23,10,28,32
orf19.1265,960,1114,1232,1296
orf19.1266,834,1080,248,271
orf19.1267,4723,5411,3081,3325
orf19.1267.1,195,241,249,185
orf19.1268,0,2,1,6
orf19.1270,77,105,88,92
orf19.1272,988,1029,925,949
orf19.1273,787,912,628,616
orf19.1274,147,163,52,54
orf19.1275,779,819,1290,1527
orf19.1276,196,208,187,185
orf19.1277,13,21,358,419
orf19.1279,1184,1229,2925,2953
orf19.1280,770,879,985,1076
orf19.1281,417,481,266,232
orf19.1282,173,196,223,217
orf19.1283,1228,1348,1342,1614
orf19.1285,3464,3583,1850,2085
orf19.1286,5,32,1,1
orf19.1287,5033,5800,805,801
orf19.1288,1349,1548,645,810
orf19.1289,1501,1466,2201,2392
orf19.1290,1112,1149,2427,2721
orf19.1291,1404,1463,1719,1748
orf19.1295,2391,2510,37573,40668
orf19.1296,696,730,670,667
orf19.1297,409,424,532,591
orf19.1298,787,808,1234,1300
orf19.1299,847,868,1656,1694
orf19.130,689,743,924,1065
orf19.1300,582,595,537,551
orf19.1301,1078,1281,133,147
orf19.1302,7,1,7,1
orf19.1303,244,255,222,220
orf19.1304,637,688,250,263
orf19.1305,319,296,248,266
orf19.1306,1158,1275,376,325
orf19.1307,620,668,830,929
orf19.1308,1056,1272,1269,1386
orf19.1309,117,170,184,180
orf19.131,101,125,135,182
orf19.131.2,1526,1688,1326,1314
orf19.1310,95,104,289,270
orf19.1311,538,658,773,781
orf19.1313,384,427,319,315
orf19.1314,411,428,931,921
orf19.1317,1245,1398,2409,2511
orf19.1318,505,617,412,441
orf19.132,1060,1109,1926,1904
orf19.1321,6,10,5,4
orf19.1323,677,748,1347,1464
orf19.1324,864,937,1184,1211
orf19.1325,181,202,414,438
orf19.1326,226,283,583,631
orf19.1327,104,117,69,96
orf19.133,43,79,34,58
orf19.1330,64,45,401,391
orf19.1331,1171,1073,1726,1797
orf19.1332,922,997,1215,1197
orf19.1333,1252,1308,1008,1105
orf19.1334,438,421,972,1096
orf19.1335,1745,1819,914,982
orf19.1336,2168,2496,2309,2424
orf19.1336.2,100,134,96,112
orf19.1338,1562,1628,1946,1946
orf19.1339,10052,10700,11378,11548
orf19.134,17,19,63,85
orf19.1340,378,446,6180,6293
orf19.1341,361,419,922,979
orf19.1342,6153,6409,22760,23719
orf19.1343,770,833,1814,1924
orf19.1344,347,548,136,173
orf19.1345,487,597,637,670
orf19.1348,14,19,12,8
orf19.1349,0,6,1,3
orf19.135,728,721,1563,1624
orf19.1350,53,73,106,96
orf19.1351,152,174,227,228
orf19.1352,176,141,276,278
orf19.1353,1,1,4,10
orf19.1354,17,18,2040,1989
orf19.1355,1097,1091,1722,1798
orf19.1356,667,751,573,611
orf19.1357,2222,2407,2830,2892
orf19.1358,7896,8540,16226,16536
orf19.1359,558,571,1007,1135
orf19.136,515,527,743,771
orf19.1360,136,150,56,60
orf19.1360.1,55,55,38,45
orf19.1361,589,643,703,716
orf19.1362,374,304,77,79
orf19.1363,9,7,13,26
orf19.1364,675,759,2167,2342
orf19.1365,143,128,174,141
orf19.1366,13,24,18,35
orf19.1367,138,138,241,203
orf19.1367.1,486,549,196,223
orf19.1368,1985,1910,1245,1307
orf19.1369,206,257,205,260
orf19.137,770,730,816,805
orf19.1370,5,0,0,4
orf19.1371,341,376,475,495
orf19.1372,1181,1413,1687,1593
orf19.1373,794,930,1070,1211
orf19.1374,1152,1429,389,337
orf19.1375,2017,2056,11595,11916
orf19.1376,876,932,1237,1254
orf19.1377,342,367,670,604
orf19.1378,5481,5729,4912,5202
orf19.138,131,203,94,90
orf19.1381,1832,2363,3168,3163
orf19.1382,247,240,296,283
orf19.1383,483,504,807,771
orf19.1386,355,535,420,418
orf19.1387,950,1004,1524,1694
orf19.1388,1386,1741,152,125
orf19.1389,4062,4978,3151,3200
orf19.139,2779,2928,2549,2964
orf19.1390,6837,7373,3663,3796
orf19.1391,257,283,201,223
orf19.1392,1286,1533,1298,1427
orf19.1393,389,428,367,405
orf19.1394,431,492,1118,1096
orf19.1395,2627,2668,2352,2433
orf19.1396,673,764,1350,1375
orf19.1397,278,307,238,282
orf19.1400,611,700,914,862
orf19.1401,446,492,362,392
orf19.1402,2386,2443,2783,2901
orf19.1403,788,907,705,618
orf19.1404,870,950,237,281
orf19.1405,236,273,376,359
orf19.1406,141,117,234,277
orf19.1409,537,612,465,551
orf19.1409.1,153,190,5422,5326
orf19.1409.2,11,12,13,12
orf19.1409.3,0,0,0,0
orf19.1411,24,20,56,89
orf19.1412,421,494,566,604
orf19.1413,135,187,471,516
orf19.1414,3068,4052,2752,2826
orf19.1415,8749,8778,3987,4335
orf19.1416,995,1155,1077,973
orf19.1417,202,217,115,122
orf19.1418,922,906,1464,1482
orf19.1420,259,323,365,314
orf19.1421,218,256,134,145
orf19.1422,905,859,1498,1645
orf19.1424,316,340,492,519
orf19.1426,924,1095,1922,2118
orf19.1427,590,805,519,556
orf19.1428,88,114,90,88
orf19.1429,116,109,121,105
orf19.1430,146,143,149,188
orf19.1433,631,663,749,740
orf19.1433.1,0,0,0,1
orf19.1434,397,430,684,749
orf19.1435,146175,162411,139480,143401
orf19.1438,5,8,5,6
orf19.1439,241,305,690,643
orf19.144,781,728,923,935
orf19.1440,674,683,561,540
orf19.1440.1,0,0,3,5
orf19.1440.2,39,39,26,31
orf19.1441,1420,1788,1611,1704
orf19.1442,2606,2858,4761,4858
orf19.1444,1500,1741,2085,2532
orf19.1445,164,176,727,814
orf19.1446,1225,1257,3367,3462
orf19.1447,442,522,578,615
orf19.1448,3996,4615,2147,2177
orf19.1448.1,252,313,227,163
orf19.1449,223,216,90,80
orf19.145,1548,2132,1049,992
orf19.1450,0,0,1,4
orf19.1451,1666,2053,1880,2123
orf19.1453,3915,4799,5949,6184
orf19.1456,65,66,112,116
orf19.1457,1130,1150,1165,1259
orf19.1458,254,299,199,283
orf19.1459,450,570,540,533
