gene_id,treated_b1,treated_b2,untreated_b1,untreated_b2
CaalfMp01,0,2,1,1
CaalfMp02,1,1,3,0
CaalfMp03,0,5,1,5
CaalfMp04,0,0,0,0
CaalfMp05,0,0,6,2
CaalfMp06,0,0,2,4
CaalfMp07,0,0,0,0
CaalfMp08,2,1,9,3
CaalfMp08.1,0,1,7,1
CaalfMp08.2,4,0,2,0
CaalfMp08.3,6,4,0,0
CaalfMp08.4,0,2,0,5
CaalfMp09,5,4,2,1
CaalfMp10,0,0,1,0
CaalfMp11,0,3,5,4
CaalfMp11.1,1,6,6,6
CaalfMp12,0,0,0,1
CaalfMp13,0,0,1,1
CaalfMp14,0,1,0,3
CaalfMp15,0,0,2,0
CaalfMr16,260,373,658,418
CaalfMr17,69,119,186,135
CaalfMt18,0,0,0,0
CaalfMt19,0,0,0,0
CaalfMt20,0,0,0,0
CaalfMt21,0,0,0,0
CaalfMt22,0,0,0,0
CaalfMt23,0,0,0,0
CaalfMt24,0,0,0,0
CaalfMt25,0,0,0,0
CaalfMt26,0,0,0,0
CaalfMt27,0,0,0,0
CaalfMt28,0,0,0,0
CaalfMt29,0,0,0,0
CaalfMt30,0,0,0,0
CaalfMt31,0,0,0,0
CaalfMt32,0,0,0,0
CaalfMt33,0,0,0,0
CaalfMt34,0,0,0,0
CaalfMt35,0,0,0,0
CaalfMt36,0,0,0,0
CaalfMt37,0,0,0,0
CaalfMt38,0,0,0,1
CaalfMt39,0,0,0,0
CaalfMt40,0,0,0,0
CaalfMt41,0,0,0,0
CaalfMt42,0,0,0,0
CaalfMt43,0,0,0,0
CaalfMt44,0,0,0,0
CaalfMt45,0,0,0,0
CaalfMt46,0,0,0,0
CaalfMt47,0,0,0,0
CD39,0,0,0,0
ITS1,0,5,2,3
ITS2,2,0,1,1
LSU-C2809,0,0,0,0
LSU-G1431,0,0,0,0
orf19.10,8,16,102,89
orf19.100,139,152,306,364
orf19.1002,345,308,388,348
orf19.1005,11,6,3,13
orf19.1007,769,738,414,407
orf19.1008,2,0,1,9
orf19.1009,0,1,1,0
orf19.101,228,234,362,335
orf19.1010,448,452,329,344
orf19.1011,1308,1242,1834,2058
orf19.1012,648,579,608,590
orf19.102,1124,956,566,496
orf19.1026,1439,1362,378,367
orf19.1026.1,118,69,40,41
orf19.1027,413,378,1275,1365
orf19.1028,295,280,198,204
orf19.1029,682,613,142,114
orf19.103,23,24,32,30
orf19.1030,19066,17261,430,496
orf19.1031,7498,6586,5260,5803
orf19.1032,1044,991,967,968
orf19.1033,1458,1281,5634,6091
orf19.1034,171,146,744,791
orf19.1035,775,722,387,430
orf19.1036,2063,1927,2162,2306
orf19.1037,633,646,1414,1499
orf19.1039,409,406,351,319
orf19.104,65,62,86,87
orf19.1040,146,176,166,135
orf19.1041,548,532,365,387
orf19.1042,23657,22056,13106,13750
orf19.1043,381,353,241,261
orf19.1045,964,901,318,299
orf19.1047,9217,8203,495,536
orf19.1048,333,382,141,158
orf19.1049,132,151,123,159
orf19.105,916,830,2220,2315
orf19.1050,183,197,154,142
orf19.1051,18870,17500,12915,12802
orf19.1052,15575,14885,10588,10274
orf19.1053,818,858,732,769
orf19.1054,791,759,844,963
orf19.1055,3756,3878,4589,4745
orf19.1057,422,440,669,684
orf19.1058,1080,993,1482,1418
orf19.1059,12748,11712,8854,8460
orf19.1060,16,13,9,28
orf19.1061,19929,18887,14158,13531
orf19.1062,13,16,4,11
orf19.1063,290,319,218,254
orf19.1064,30263,29749,30081,30955
orf19.1065,68849,62927,8010,8468
orf19.1066,140,123,132,165
orf19.1067,223,204,1883,1872
orf19.1069,1249,1108,1303,1297
orf19.107,3133,2852,333,386
orf19.1070,293,290,404,372
orf19.1075,379,400,647,648
orf19.1075.1,8,7,21,14
orf19.1077,518,539,3281,3339
orf19.1078,1640,1631,4620,4845
orf19.1080,56,69,61,76
orf19.1082,265,239,43,40
orf19.1082.1,3859,3283,2793,3011
orf19.1083,542,493,148,189
orf19.1084,5558,5453,3362,3937
orf19.1085,1802,1679,1981,2208
orf19.1086,2718,2594,1589,1891
orf19.1087,473,506,408,445
orf19.1089,308,321,347,396
orf19.109,1035,1039,917,944
orf19.1090,110,99,30,39
orf19.1091,2276,2045,113,115
orf19.1092,1130,1056,982,1004
orf19.1093,2256,2235,1407,1845
orf19.1095,2250,2165,1430,1326
orf19.1096,743,694,727,723
orf19.1097,5869,5682,6841,8424
orf19.11,1,3,17,16
orf19.1105,19,17,37,23
orf19.1105.2,10470,9692,8193,8449
orf19.1105.3,1,2,3,2
orf19.1106,14,11,11,25
orf19.1107,288,266,958,915
orf19.1108,1248,1127,7498,7142
orf19.1109,748,726,376,372
orf19.111,711,732,1319,1370
orf19.1110,236,260,263,276
orf19.1111,778,766,843,956
orf19.1112,2107,2043,1712,1777
orf19.1113,84,92,170,189
orf19.1114,756,692,462,393
orf19.1115,1937,1859,781,852
orf19.1116,196,213,296,320
orf19.1117,6,9,9,12
orf19.1119,2053,2127,1502,1550
orf19.1120,58,79,112,127
orf19.1121,663,602,527,573
orf19.1122,5,3,7,3
orf19.1123,5,5,2,2
orf19.1124,129,128,118,95
orf19.1124.2,5247,4679,819,870
orf19.113,11,7,88,90
orf19.1133,1799,1762,1994,2314
orf19.1135,627,634,870,940
orf19.1136,72,82,93,98
orf19.1137,581,551,479,442
orf19.1139,3362,3208,2544,2777
orf19.114,216,203,215,197
orf19.1140,1306,1283,1231,1149
orf19.1142,528,556,622,664
orf19.1143,755,700,568,545
orf19.1144,2996,2506,4150,4534
orf19.1146,67,52,90,126
orf19.1148,7,1,34,28
orf19.1149,1041,935,1580,1653
orf19.115,113,106,95,88
orf19.1150,515,520,956,919
orf19.1150.1,54,30,18,25
orf19.1152,2061,2004,3810,3911
orf19.1153,3525,3441,7220,7921
orf19.1154,12053,10971,6203,6171
orf19.1155,701,677,741,756
orf19.1156,10,14,25,20
