gene_id,treated_b1,treated_b2,untreated_b1,untreated_b2
CaalfMp01,6,46,1,1
CaalfMp02,0,20,3,0
CaalfMp03,5,54,1,5
CaalfMp04,11,24,0,0
CaalfMp05,5,12,6,2
CaalfMp06,7,57,2,4
CaalfMp07,0,7,0,0
CaalfMp08,11,40,9,3
CaalfMp08.1,7,143,7,1
CaalfMp08.2,1,103,2,0
CaalfMp08.3,1,82,0,0
CaalfMp08.4,1,47,0,5
CaalfMp09,4,93,2,1
CaalfMp10,0,21,1,0
CaalfMp11,6,100,5,4
CaalfMp11.1,6,58,6,6
CaalfMp12,0,10,0,1
CaalfMp13,3,116,1,1
CaalfMp14,5,65,0,3
CaalfMp15,6,11,2,0
CaalfMr16,1056,1315,658,418
CaalfMr17,353,527,186,135
CaalfMt18,0,3,0,0
CaalfMt19,0,6,0,0
CaalfMt20,0,4,0,0
CaalfMt21,0,1,0,0
CaalfMt22,0,2,0,0
CaalfMt23,0,2,0,0
CaalfMt24,0,3,0,0
CaalfMt25,0,1,0,0
CaalfMt26,0,7,0,0
CaalfMt27,0,11,0,0
CaalfMt28,0,5,0,0
CaalfMt29,0,5,0,0
CaalfMt30,0,0,0,0
CaalfMt31,0,0,0,0
CaalfMt32,0,6,0,0
CaalfMt33,0,4,0,0
CaalfMt34,0,1,0,0
CaalfMt35,0,8,0,0
CaalfMt36,0,0,0,0
CaalfMt37,0,1,0,0
CaalfMt38,0,5,0,1
CaalfMt39,0,4,0,0
CaalfMt40,0,0,0,0
CaalfMt41,0,2,0,0
CaalfMt42,0,0,0,0
CaalfMt43,0,1,0,0
CaalfMt44,0,0,0,0
CaalfMt45,0,0,0,0
CaalfMt46,0,0,0,0
CaalfMt47,0,1,0,0
CD39,0,5,0,0
ITS1,0,35,2,3
ITS2,1,5,1,1
LSU-C2809,0,3,0,0
LSU-G1431,0,2,0,0
orf19.10,66,143,102,89
orf19.100,274,253,306,364
orf19.1002,718,595,388,348
orf19.1005,137,216,3,13
orf19.1007,6783,4487,414,407
orf19.1008,10,40,1,9
orf19.1009,5,33,1,0
orf19.101,364,290,362,335
orf19.1010,1934,1333,329,344
orf19.1011,2789,2020,1834,2058
orf19.1012,929,770,608,590
orf19.102,405,359,566,496
orf19.1026,812,766,378,367
orf19.1026.1,85,86,40,41
orf19.1027,1523,1272,1275,1365
orf19.1028,289,233,198,204
orf19.1029,545,484,142,114
orf19.103,16,23,32,30
orf19.1030,5727,5476,430,496
orf19.1031,4228,3031,5260,5803
orf19.1032,1128,963,967,968
orf19.1033,1314,989,5634,6091
orf19.1034,686,620,744,791
orf19.1035,607,624,387,430
orf19.1036,1651,1230,2162,2306
orf19.1037,2454,1889,1414,1499
orf19.1039,384,377,351,319
orf19.104,104,141,86,87
orf19.1040,268,253,166,135
orf19.1041,357,380,365,387
