gene_id,baseMean,log2FoldChange,lfcSE,pvalue,padj
KDRO_C01800,90.39385375406721,1.130135407836286,0.4110280966856077,0.0017850171268652053,0.0038805048585300716
KDRO_C02880,4842.9781617730705,5.383581382956168,0.12088487081178899,0,0
KLLA0_A00132g,162.36872857297416,2.0347785947442723,0.32461098411205935,4.878594132172565e-11,2.362048827235671e-10
KLLA0_A00154g,4882.365503937427,2.6468048463102734,0.10085913833772572,7.97083499432951e-153,3.722379942351882e-151
KLLA0_A00176g,12988.840916154724,8.75550043277468,0.44421351244587826,8.236651670176602e-89,2.181014413901918e-87
KLLA0_A00352g,2920.4271881148093,1.8219227327907166,0.10953544884283391,6.571859430790321e-63,1.1845488384550835e-61
KLLA0_A00374g,14425.294050040084,1.741797562926552,0.09252579390741222,7.617719524382665e-80,1.7548083047871634e-78
KLLA0_A01408g,2494.531250224851,1.38308226285453,0.11510135874892419,7.711208988123977e-34,8.321949699998501e-33
KLLA0_A01694g,15434.206965228663,3.933740394180683,0.09017810009708101,0,0
KLLA0_A02233g,3248.0917902146875,1.042929779039673,0.11316354202774896,1.085405559641977e-20,8.235935538967261e-20
KLLA0_A02365g,2766.4656200441987,1.0230411023173933,0.10968047667895069,4.3759505601935114e-21,3.355113138464786e-20
KLLA0_A02563g,167.7616463868105,1.4560944497195958,0.3131959447494842,7.173206382623805e-7,2.4948382659132354e-6
KLLA0_A03223g,997.8694309061862,1.5037671580671754,0.14743222591416774,4.404417359827952e-25,3.7835270865277915e-24
KLLA0_A04081g,274.7115292836668,1.373241445543488,0.24690371408775239,6.188935038642116e-9,2.584760918171102e-8
KLLA0_A04125g,3713.887082818273,1.8501310066178098,0.11236462390035422,8.122999442568907e-62,1.438891315050913e-60
KLLA0_A04147g,5330.846867503102,2.4195091275273595,0.1021411599167734,4.130254519417898e-125,1.51550839044641e-123
KLLA0_A04521g,203.07416067284157,1.4401072712440028,0.28623929722480496,1.0883529196833335e-7,4.066086507936934e-7
KLLA0_A04906g,1569.1424126059228,4.850192202687062,0.1613628307550428,1.931531079051399e-199,1.2886071627385761e-197
KLLA0_A06468g,1316.2513745644703,1.3453384482486255,0.13380831305701038,2.646764465669881e-24,2.2362547796293057e-23
KLLA0_A07062g,12297.918081074287,2.1155583166621814,0.08930230925203149,7.894061835919619e-125,2.8760138759658923e-123
KLLA0_A08206g,99.81835283661155,1.6030280250368623,0.40291596347673364,1.2336467135907727e-5,3.621281810123314e-5
KLLA0_A09229g,524.483374642754,1.4254408482765593,0.1930518083062495,3.512355020060164e-14,2.0810804772836289e-13
