gene_id,treated_b1,treated_b2,untreated_b1,untreated_b2
gene-KDRO_A02850,0,0,0,1
gene-KDRO_A04150,26,10,16,26
gene-KDRO_A04940,45,23,36,67
gene-KDRO_B02650,4,1,2,3
gene-KDRO_B05790,2,1,1,1
gene-KDRO_B06350,0,0,0,0
gene-KDRO_C01800,39,29,52,46
gene-KDRO_C02880,837,699,193,228
gene-KDRO_D00400,7,9,7,18
gene-KDRO_D02850,0,0,0,2
gene-KDRO_D07380,140,88,91,157
gene-KDRO_E00600,0,0,0,1
gene-KDRO_E02810,0,1,2,5
gene-KDRO_E03520,1,5,3,2
gene-KDRO_E04050,0,0,0,0
gene-KDRO_E04190,12,3,0,3
gene-KDRO_E06940,1,0,0,0
gene-KDRO_E07690,0,0,0,0
gene-KDRO_E08030,1056,830,762,636
gene-KDRO_F01520,152,118,370,396
gene-KDRO_F02730,3,6,4,4
gene-KDRO_F03810,6,0,5,11
gene-KDRO_F05460,1,0,0,3
gene-KDRO_F05680,2,0,0,0
gene-KDRO_F08710,1,1,1,0
gene-KLLA0_A00110g,14,0,51,0
gene-KLLA0_A00132g,47,39,53,61
gene-KLLA0_A00143g,3,6,9,7
gene-KLLA0_A00154g,1142,994,1161,1345
gene-KLLA0_A00176g,53,28,39,75
gene-KLLA0_A00198g,117,124,299,374
gene-KLLA0_A00220g,1069,1019,2085,2240
gene-KLLA0_A00242g,3684,3283,1323,1565
gene-KLLA0_A00264g,4260,3882,4763,5569
gene-KLLA0_A00286g,2283,1810,2083,2453
gene-KLLA0_A00308r,0,0,0,0
gene-KLLA0_A00352g,975,883,1100,1298
gene-KLLA0_A00374g,4684,4052,5446,6985
gene-KLLA0_A00396g,764,618,1160,1247
gene-KLLA0_A00418g,3771,3339,11786,15022
gene-KLLA0_A00440g,408,356,812,919
gene-KLLA0_A00462g,325,281,576,615
gene-KLLA0_A00484g,905,710,2558,2921
gene-KLLA0_A00506g,248,238,168,215
gene-KLLA0_A00528g,2983,2398,4856,4727
gene-KLLA0_A00539g,53,46,46,80
gene-KLLA0_A00550g,214,179,775,966
gene-KLLA0_A00572g,1023,833,917,1008
gene-KLLA0_A00594g,3653,3065,4260,4615
gene-KLLA0_A00616g,15517,15053,11731,16079
gene-KLLA0_A00638g,1559,1234,1324,1322
gene-KLLA0_A00660g,283,228,1116,1128
gene-KLLA0_A00682g,12280,10509,8554,10265
gene-KLLA0_A00715g,763,641,833,919
gene-KLLA0_A00737g,2675,2292,2294,2330
gene-KLLA0_A00759g,833,733,599,702
gene-KLLA0_A00781g,530,456,661,768
gene-KLLA0_A00803g,1037,780,600,707
gene-KLLA0_A00825g,363,395,295,322
gene-KLLA0_A00847g,459,404,389,407
gene-KLLA0_A00869g,2439,2152,1480,1598
gene-KLLA0_A00891g,288,254,364,403
gene-KLLA0_A00913g,241,215,210,275
gene-KLLA0_A00935g,1279,971,658,708
gene-KLLA0_A00957g,8977,7545,6051,6653
gene-KLLA0_A00979g,698,617,1082,1227
gene-KLLA0_A01001g,6221,5313,8095,9776
gene-KLLA0_A01023g,1231,946,972,1064
gene-KLLA0_A01045g,984,919,995,1117
gene-KLLA0_A01067g,546,481,607,648
