gene_id,treated_b1,untreated_b1,untreated_b2
gene-KLLA0_D11924g,3168,4023,5145
gene-KLLA0_D11946g,3803,5031,4789
gene-KLLA0_D11968g,450,444,525
gene-KLLA0_D11990g,1712,1154,1389
gene-KLLA0_D12012g,559,694,793
gene-KLLA0_D12034g,695,620,668
gene-KLLA0_D12056g,5196,12189,13950
gene-KLLA0_D12078g,532,320,347
gene-KLLA0_D12100g,5404,7573,9852
gene-KLLA0_D12122g,44,19,42
gene-KLLA0_D12144g,83,41,38
gene-KLLA0_D12166g,307,157,165
gene-KLLA0_D12188g,1749,1835,2127
gene-KLLA0_D12210g,1271,804,809
gene-KLLA0_D12232g,3280,2225,2217
gene-KLLA0_D12254g,1255,4483,5799
gene-KLLA0_D12276g,1027,667,737
gene-KLLA0_D12298g,371,264,339
gene-KLLA0_D12320g,1012,821,1019
gene-KLLA0_D12342g,18584,8207,10085
gene-KLLA0_D12364g,509,796,821
gene-KLLA0_D12386g,537,617,750
gene-KLLA0_D12408g,384,328,399
gene-KLLA0_D12430g,541,1489,1776
gene-KLLA0_D12452g,87,291,253
gene-KLLA0_D12474g,648,957,1137
gene-KLLA0_D12496g,1909,1781,1925
gene-KLLA0_D12518g,300,707,684
gene-KLLA0_D12540g,676,7277,9942
gene-KLLA0_D12562g,1393,2279,2683
gene-KLLA0_D12584g,2851,1862,2233
gene-KLLA0_D12606g,563,338,398
gene-KLLA0_D12628g,329,180,180
gene-KLLA0_D12650g,416,162,216
gene-KLLA0_D12672g,1481,1693,1428
gene-KLLA0_D12694g,2693,1222,1307
gene-KLLA0_D12716g,594,992,1220
gene-KLLA0_D12738g,4075,1081,1082
gene-KLLA0_D12760g,2207,1274,1304
gene-KLLA0_D12782g,520,907,1071
gene-KLLA0_D12804g,769,733,870
gene-KLLA0_D12826g,438,355,448
gene-KLLA0_D12848g,320,616,705
gene-KLLA0_D12870g,1272,2906,3381
gene-KLLA0_D12892g,766,458,540
gene-KLLA0_D12914g,4833,2947,3278
gene-KLLA0_D12936g,451,249,265
gene-KLLA0_D12958g,46778,7131,8378
gene-KLLA0_D12980g,1391,558,571
gene-KLLA0_D13002g,1519,333,422
gene-KLLA0_D13024g,5471,2442,2969
gene-KLLA0_D13046g,1811,1116,1274
gene-KLLA0_D13068g,1054,1185,1469
gene-KLLA0_D13079g,3,1,1
gene-KLLA0_D13090g,1134,1674,2049
gene-KLLA0_D13112g,1489,717,1069
gene-KLLA0_D13134g,922,701,856
gene-KLLA0_D13156g,1646,1228,1342
gene-KLLA0_D13178g,1163,685,824
gene-KLLA0_D13200g,888,783,880
gene-KLLA0_D13222g,610,1418,1656
gene-KLLA0_D13244g,2658,1671,1833
gene-KLLA0_D13266g,963,1761,1942
gene-KLLA0_D13288g,7,1,0
gene-KLLA0_D13310g,13822,33070,39829
gene-KLLA0_D13332g,3446,2893,3320
gene-KLLA0_D13354g,949,859,913
gene-KLLA0_D13376g,1106,571,581
gene-KLLA0_D13398g,6726,6076,5307
gene-KLLA0_D13420g,139,128,164
gene-KLLA0_D13442g,1150,488,649
gene-KLLA0_D13464g,1733,1114,1353
gene-KLLA0_D13486g,3967,2113,2123
gene-KLLA0_D13508g,1820,1313,1715
gene-KLLA0_D13530g,3185,2477,2640
gene-KLLA0_D13552g,1502,801,854
gene-KLLA0_D13566r,7,5,2
gene-KLLA0_D13574g,543,658,897
gene-KLLA0_D13596g,757,476,557
gene-KLLA0_D13618g,513,1513,1754
gene-KLLA0_D13640g,2534,2025,2376
gene-KLLA0_D13662g,2304,1426,1588
gene-KLLA0_D13684g,1359,687,934
gene-KLLA0_D13706g,830,594,743
gene-KLLA0_D13728g,9251,6983,8040
gene-KLLA0_D13750g,186,523,619
gene-KLLA0_D13772g,435,1125,1204
gene-KLLA0_D13816g,1505,1253,1493
gene-KLLA0_D13838g,492,479,531
gene-KLLA0_D13860g,1459,865,938
gene-KLLA0_D13871g,103,44,83
gene-KLLA0_D13882g,3222,2560,3198
gene-KLLA0_D13904g,480,322,330
gene-KLLA0_D13926g,843,121,143
gene-KLLA0_D13948g,679,379,539
gene-KLLA0_D13970g,647,511,625
gene-KLLA0_D13992g,231,207,230
gene-KLLA0_D14014g,1970,1572,1758
gene-KLLA0_D14036g,357,176,202
gene-KLLA0_D14058g,272,299,235
gene-KLLA0_D14113g,6232,9775,11948
gene-KLLA0_D14135g,520,254,258
gene-KLLA0_D14157g,247,188,282
gene-KLLA0_D14179r,0,0,0
gene-KLLA0_D14201g,9251,10433,12337
gene-KLLA0_D14223r,0,0,0
gene-KLLA0_D14267r,0,0,0
gene-KLLA0_D14289g,185,78,85
gene-KLLA0_D14311g,926,872,968
gene-KLLA0_D14333g,2877,1629,2341
gene-KLLA0_D14355g,3428,2275,2814
gene-KLLA0_D14377g,1117,1749,1888
gene-KLLA0_D14399g,300,279,259
gene-KLLA0_D14421g,2374,2621,2985
gene-KLLA0_D14443r,0,0,0
gene-KLLA0_D14465r,1,0,0
gene-KLLA0_D14487g,1078,312,394
gene-KLLA0_D14509g,758,715,900
gene-KLLA0_D14531g,576,496,522
gene-KLLA0_D14553g,744,217,238
gene-KLLA0_D14575g,66,4,5
gene-KLLA0_D14597r,0,0,0
gene-KLLA0_D14641g,1986,2035,2554
gene-KLLA0_D14663g,5519,2942,3241
gene-KLLA0_D14685g,55816,57908,62544
gene-KLLA0_D14707g,1083,1739,1772
gene-KLLA0_D14762g,39,11,11
gene-KLLA0_D14784r,0,0,0
gene-KLLA0_D14806g,715,3606,3793
gene-KLLA0_D14828g,360,244,234
gene-KLLA0_D14861g,600,1584,1942
gene-KLLA0_D14883g,468,199,225
gene-KLLA0_D14905g,1785,957,1122
gene-KLLA0_D14927g,824,825,969
gene-KLLA0_D14949g,1480,1167,1316
gene-KLLA0_D14971g,8279,9481,10449
gene-KLLA0_D14993g,197,365,478
gene-KLLA0_D15015g,464,386,480
gene-KLLA0_D15037g,1457,1212,1449
gene-KLLA0_D15059g,2427,2358,2817
gene-KLLA0_D15081g,3502,1940,1829
gene-KLLA0_D15103g,327,270,317
gene-KLLA0_D15125g,431,251,339
gene-KLLA0_D15136g,1274,892,999
gene-KLLA0_D15158g,538,305,314
gene-KLLA0_D15180g,955,1099,1061
gene-KLLA0_D15202g,2871,1664,1868
gene-KLLA0_D15224g,612,718,861
gene-KLLA0_D15246g,724,356,372
gene-KLLA0_D15268g,992,1767,2315
gene-KLLA0_D15290g,313,224,293
gene-KLLA0_D15312g,125,123,142
gene-KLLA0_D15334g,3794,2822,4000
gene-KLLA0_D15356g,1043,454,491
gene-KLLA0_D15378g,991,1009,1086
gene-KLLA0_D15400g,154,87,97
gene-KLLA0_D15433r,0,0,0
gene-KLLA0_D15455g,2604,1219,1575
gene-KLLA0_D15477r,0,0,0
gene-KLLA0_D15521g,823,694,839
gene-KLLA0_D15543g,4400,3300,3638
gene-KLLA0_D15565g,594,605,644
gene-KLLA0_D15576g,151,398,482
gene-KLLA0_D15587r,0,0,0
gene-KLLA0_D15631g,994,389,372
gene-KLLA0_D15653g,4653,985,1237
gene-KLLA0_D15675r,0,0,0
gene-KLLA0_D15697g,1225,734,884
gene-KLLA0_D15719g,185,95,121
gene-KLLA0_D15741g,987,716,614
gene-KLLA0_D15763g,294,198,248
gene-KLLA0_D15785r,0,0,0
gene-KLLA0_D15807g,692,376,407
gene-KLLA0_D15829g,234,188,198
gene-KLLA0_D15851g,1076,770,784
gene-KLLA0_D15873g,952,1399,1662
gene-KLLA0_D15895g,863,515,683
gene-KLLA0_D15917g,93,8,21
gene-KLLA0_D15939g,1041,831,1092
gene-KLLA0_D15961g,1885,938,960
gene-KLLA0_D15983g,1917,1635,2090
gene-KLLA0_D16005g,1376,941,893
gene-KLLA0_D16027g,594,32594,41942
gene-KLLA0_D16049g,43,101,95
gene-KLLA0_D16071g,72,2143,2428
gene-KLLA0_D16093g,951,1508,2155
gene-KLLA0_D16115g,5582,1556,1493
gene-KLLA0_D16137g,660,653,625
gene-KLLA0_D16148g,1359,1504,1877
gene-KLLA0_D16170g,805,1258,1520
gene-KLLA0_D16192g,663,214,296
gene-KLLA0_D16214g,704,1300,1463
gene-KLLA0_D16236g,28488,9820,10423
gene-KLLA0_D16280g,6265,2543,2657
gene-KLLA0_D16302g,1817,1230,1319
gene-KLLA0_D16324g,769,372,474
gene-KLLA0_D16346g,832,511,586
gene-KLLA0_D16368g,2259,1950,1893
gene-KLLA0_D16390g,1142,1219,1487
gene-KLLA0_D16412g,133,295,353
gene-KLLA0_D16434g,1371,2205,2625
gene-KLLA0_D16456g,3687,2478,2477
gene-KLLA0_D16478g,178,363,413
gene-KLLA0_D16500g,281,1121,1220
gene-KLLA0_D16522g,5692,4751,5629
gene-KLLA0_D16544g,2306,1339,1512
gene-KLLA0_D16566g,5843,5233,4981
gene-KLLA0_D16588g,5094,3876,4455
gene-KLLA0_D16610g,694,387,449
gene-KLLA0_D16632g,782,876,1123
gene-KLLA0_D16654g,1733,1808,2444
gene-KLLA0_D16676g,25859,13041,14600
gene-KLLA0_D16709g,386,394,472
gene-KLLA0_D16731g,4822,6075,7771
gene-KLLA0_D16753g,198,125,117
gene-KLLA0_D16775g,1765,1592,1581
gene-KLLA0_D16797g,2295,1979,2145
gene-KLLA0_D16830g,861,366,414
gene-KLLA0_D16852g,1193,1107,1385
gene-KLLA0_D16874g,566,411,478
gene-KLLA0_D16896g,802,595,622
gene-KLLA0_D16918g,532,623,708
gene-KLLA0_D16940g,400,156,177
gene-KLLA0_D16962g,2297,3579,3743
gene-KLLA0_D16984g,1546,1424,1519
gene-KLLA0_D17006g,639,369,366
gene-KLLA0_D17028g,959,850,871
gene-KLLA0_D17050g,2055,1347,1259
gene-KLLA0_D17072g,574,379,554
gene-KLLA0_D17094g,291,594,681
gene-KLLA0_D17116g,754,1247,1435
gene-KLLA0_D17127g,68,34,40
gene-KLLA0_D17138g,2382,1591,1887
gene-KLLA0_D17160g,360,233,308
gene-KLLA0_D17182g,1430,1123,1235
gene-KLLA0_D17204g,751,488,582
gene-KLLA0_D17226g,4136,1520,1660
gene-KLLA0_D17248g,5003,1743,1975
gene-KLLA0_D17270g,3056,2382,2404
gene-KLLA0_D17292g,372,302,364
gene-KLLA0_D17314g,1695,874,937
gene-KLLA0_D17336g,7899,18195,20674
gene-KLLA0_D17358g,7920,6107,6457
gene-KLLA0_D17380g,5996,357,416
gene-KLLA0_D17402g,668,498,584
gene-KLLA0_D17424g,4946,7649,8476
gene-KLLA0_D17446g,4706,826,986
gene-KLLA0_D17490r,0,0,0
gene-KLLA0_D17562r,3666,4178,2646
gene-KLLA0_D17600g,0,0,1
gene-KLLA0_D17633r,126,69,109
gene-KLLA0_D17666r,14,0,0
gene-KLLA0_D17677r,0,0,0
gene-KLLA0_D17699r,30673,30500,26867
gene-KLLA0_D17732g,2,0,4
gene-KLLA0_D17765r,0,0,10
gene-KLLA0_D17798r,7475,7578,6934
gene-KLLA0_D17809r,4,1,0
gene-KLLA0_D17831r,13,12,4
gene-KLLA0_D17864g,5,6,0
gene-KLLA0_D17894r,126,65,110
gene-KLLA0_D17924r,0,0,0
gene-KLLA0_D17935r,0,0,9
gene-KLLA0_D17952g,99,146,101
gene-KLLA0_D18029g,2466,2860,3331
gene-KLLA0_D18051g,645,1091,1338
gene-KLLA0_D18073g,1515,1145,1252
gene-KLLA0_D18095g,2826,1737,2132
gene-KLLA0_D18117g,2322,2512,2821
gene-KLLA0_D18139g,283,222,277
gene-KLLA0_D18161g,909,591,651
gene-KLLA0_D18172g,361,172,202
gene-KLLA0_D18194g,1934,1425,1448
gene-KLLA0_D18216g,447,571,690
gene-KLLA0_D18238g,1465,1170,1421
gene-KLLA0_D18260g,1107,1059,1150
gene-KLLA0_D18282g,151,163,198
gene-KLLA0_D18304g,318,16248,23954
gene-KLLA0_D18326g,179,343,387
gene-KLLA0_D18348g,139,510,597
gene-KLLA0_D18370g,544,411,436
gene-KLLA0_D18392g,1087,1454,1686
gene-KLLA0_D18414g,768,576,651
gene-KLLA0_D18436g,879,2089,2508
gene-KLLA0_D18458g,3231,3646,4519
gene-KLLA0_D18480g,3042,2131,2280
gene-KLLA0_D18502g,2654,2791,3211
gene-KLLA0_D18535g,670,536,588
gene-KLLA0_D18557g,433,353,446
gene-KLLA0_D18601g,369,363,473
gene-KLLA0_D18623g,2567,1806,2001
gene-KLLA0_D18645g,1837,1139,1184
gene-KLLA0_D18667g,559,2051,2374
gene-KLLA0_D18689g,464,826,958
gene-KLLA0_D18711g,521,373,498
gene-KLLA0_D18733g,276,416,465
gene-KLLA0_D18755g,562,331,412
gene-KLLA0_D18777g,1041,582,544
gene-KLLA0_D18799g,1099,805,935
gene-KLLA0_D18821g,261,180,187
gene-KLLA0_D18843g,822,674,835
gene-KLLA0_D18865g,1034,839,1134
gene-KLLA0_D18887g,785,627,783
gene-KLLA0_D18909g,1849,2225,2506
gene-KLLA0_D18942g,2588,2346,2766
gene-KLLA0_D18964g,113,4,19
gene-KLLA0_D18986g,2351,1322,1518
gene-KLLA0_D19008g,926,607,798
gene-KLLA0_D19041g,9381,53906,63181
gene-KLLA0_D19063g,65,22,31
gene-KLLA0_D19118g,5664,4240,4335
gene-KLLA0_D19129g,14,6,12
gene-KLLA0_D19140g,137,65,71
gene-KLLA0_D19162g,501,463,551
gene-KLLA0_D19184g,135,127,144
gene-KLLA0_D19206g,575,392,449
gene-KLLA0_D19228g,2017,1811,1772
gene-KLLA0_D19250g,1258,750,799
gene-KLLA0_D19272g,2249,1258,1425
gene-KLLA0_D19294g,2486,2000,2357
gene-KLLA0_D19316g,296,194,210
gene-KLLA0_D19338g,400,437,619
gene-KLLA0_D19360g,1513,687,760
gene-KLLA0_D19382g,6905,3543,4157
gene-KLLA0_D19404g,2909,2387,2739
gene-KLLA0_D19426g,11526,7490,9295
gene-KLLA0_D19448g,1302,785,953
gene-KLLA0_D19455r,412,440,511
gene-KLLA0_D19470g,8883,1156,1363
gene-KLLA0_D19492g,2729,448,536
gene-KLLA0_D19514g,351,166,204
gene-KLLA0_D19536g,2072,742,783
gene-KLLA0_D19558g,3404,1573,1728
gene-KLLA0_D19580g,1177,760,844
gene-KLLA0_D19602g,792,736,757
gene-KLLA0_D19624g,1889,2067,2201
gene-KLLA0_D19646g,531,327,367
gene-KLLA0_D19701g,980,713,888
gene-KLLA0_D19723g,1458,1644,1875
gene-KLLA0_D19745g,675,1232,1172
gene-KLLA0_D19767g,1352,1125,1158
gene-KLLA0_D19789g,1726,2182,2456
gene-KLLA0_D19811g,1936,1372,1623
gene-KLLA0_D19833g,1092,579,635
gene-KLLA0_D19855g,14214,7114,9377
gene-KLLA0_D19877g,1604,1533,1669
gene-KLLA0_D19899g,3913,2108,2289
gene-KLLA0_D19921g,136,44,40
gene-KLLA0_D19929g,495,1230,1376
gene-KLLA0_D19933g,303,379,390
gene-KLLA0_D19941g,841,750,849
gene-KLLA0_D19945g,539,387,397
gene-KLLA0_D19949g,145,101,95
gene-KLLA0_D19953g,453,294,337
gene-KLLA0_D19957g,367,275,295
gene-KLLA0_D19965g,1205,178,186
gene-KLLA0_D19987g,13,17,9
gene-KLLA0_D20009g,1228,273,371
gene-KLLA0_D20031g,151,37,31
gene-KLLA0_E00111g,88,0,0
gene-KLLA0_E00133g,495,105,286
gene-KLLA0_E00155g,10,2,1
gene-KLLA0_E00177g,9809,1160,1344
gene-KLLA0_E00221g,1110,479,520
gene-KLLA0_E00243g,50,8,13
gene-KLLA0_E00265g,1545,879,1066
gene-KLLA0_E00287g,872,794,779
gene-KLLA0_E00309g,523,257,263
gene-KLLA0_E00397g,567,960,992
gene-KLLA0_E00419g,1000,1504,1661
gene-KLLA0_E00441g,1754,1137,1335
gene-KLLA0_E00463g,7342,4848,7165
gene-KLLA0_E00485g,740,380,465
gene-KLLA0_E00507g,1918,1088,1256
gene-KLLA0_E00529g,6447,4430,4630
gene-KLLA0_E00551g,4447,3348,4257
gene-KLLA0_E00573g,318,15365,18255
gene-KLLA0_E00595g,5092,1657,1899
gene-KLLA0_E00617g,953,747,824
gene-KLLA0_E00639g,1280,763,814
gene-KLLA0_E00661g,229,87,108
gene-KLLA0_E00683g,5451,6564,7608
gene-KLLA0_E00705g,9262,5480,5560
gene-KLLA0_E00727g,4544,3144,3351
gene-KLLA0_E00749g,7067,1545,1999
gene-KLLA0_E00771g,1794,2056,2093
gene-KLLA0_E00793g,1531,1363,1277
gene-KLLA0_E00815g,536,597,585
gene-KLLA0_E00837g,1792,1063,1172
gene-KLLA0_E00859g,116,55,79
gene-KLLA0_E00881g,1473,1018,1150
gene-KLLA0_E00903g,2656,4811,4641
gene-KLLA0_E00925g,574,1223,1412
gene-KLLA0_E00947g,475,543,658
gene-KLLA0_E00969g,1437,1458,1756
gene-KLLA0_E00991g,509,355,506
gene-KLLA0_E01013g,3199,3103,3271
gene-KLLA0_E01035g,593,1987,1936
gene-KLLA0_E01057g,4793,3803,4463
gene-KLLA0_E01079g,528,660,599
gene-KLLA0_E01101g,604,879,1176
gene-KLLA0_E01123r,0,0,0
gene-KLLA0_E01145g,4471,4103,4727
gene-KLLA0_E01167g,411,429,446
gene-KLLA0_E01189g,335,386,360
gene-KLLA0_E01211g,4518,2538,3273
gene-KLLA0_E01233g,2002,3101,4048
gene-KLLA0_E01255g,298,292,296
gene-KLLA0_E01277g,968,1545,1713
gene-KLLA0_E01299g,1962,1094,1072
gene-KLLA0_E01321g,1341,789,803
gene-KLLA0_E01343g,7023,7832,8822
gene-KLLA0_E01365g,3104,2225,2593
gene-KLLA0_E01387g,537,192,250
gene-KLLA0_E01409g,497,178,194
gene-KLLA0_E01431g,376,517,761
gene-KLLA0_E01453g,269,433,581
gene-KLLA0_E01475g,3344,1369,1501
gene-KLLA0_E01497g,4088,2322,2864
gene-KLLA0_E01519r,2,0,2
gene-KLLA0_E01541g,332,111,162
gene-KLLA0_E01563g,1729,824,926
gene-KLLA0_E01585g,779,369,429
gene-KLLA0_E01607g,3923,2348,2674
gene-KLLA0_E01629g,803,1155,1288
gene-KLLA0_E01651g,2322,1745,1966
gene-KLLA0_E01673g,4619,2447,3013
gene-KLLA0_E01695g,1296,1072,1150
gene-KLLA0_E01717g,857,978,848
gene-KLLA0_E01739g,1157,1338,1502
gene-KLLA0_E01761g,440,166,177
gene-KLLA0_E01783g,1788,880,1049
gene-KLLA0_E01805g,1904,1150,1511
gene-KLLA0_E01827g,406,609,728
gene-KLLA0_E01849g,516,616,680
gene-KLLA0_E01871g,1923,1577,1723
gene-KLLA0_E01893g,349,193,240
gene-KLLA0_E01915g,2865,4366,4750
gene-KLLA0_E01937g,998,755,892
gene-KLLA0_E01959g,2993,1704,2195
gene-KLLA0_E01981g,2311,2001,2396
gene-KLLA0_E02003g,2578,3436,3820
gene-KLLA0_E02025g,390,219,235
gene-KLLA0_E02047g,7565,6292,6325
gene-KLLA0_E02069g,995,700,897
gene-KLLA0_E02091g,678,468,604
gene-KLLA0_E02113g,1176,661,780
gene-KLLA0_E02135g,2519,1608,1758
gene-KLLA0_E02157g,17,15,25
gene-KLLA0_E02179g,1384,1870,2206
gene-KLLA0_E02201g,1662,836,922
gene-KLLA0_E02223g,2157,1282,1202
gene-KLLA0_E02245g,365,218,237
gene-KLLA0_E02267g,1258,1187,1778
gene-KLLA0_E02289g,2631,1713,1926
gene-KLLA0_E02311g,2397,1937,2270
gene-KLLA0_E02333g,516,161,150
gene-KLLA0_E02355g,2412,2023,2673
gene-KLLA0_E02377g,3137,2007,2160
gene-KLLA0_E02399g,1506,839,1171
gene-KLLA0_E02421g,1813,2089,2402
gene-KLLA0_E02443g,204,21,28
gene-KLLA0_E02465g,271,167,269
gene-KLLA0_E02487g,389,440,504
gene-KLLA0_E02509g,796,193,244
gene-KLLA0_E02531g,1494,1005,1251
gene-KLLA0_E02553g,2256,1194,1440
gene-KLLA0_E02575g,268,148,179
gene-KLLA0_E02597g,2458,1872,1876
gene-KLLA0_E02619g,65,102,88
gene-KLLA0_E02641g,862,749,836
gene-KLLA0_E02663g,1519,959,1226
gene-KLLA0_E02685g,2520,1436,1486
gene-KLLA0_E02707g,22131,3466,4232
gene-KLLA0_E02729g,847,634,596
gene-KLLA0_E02751g,4943,3546,3683
gene-KLLA0_E02773g,122,127,183
gene-KLLA0_E02795g,15,59,97
gene-KLLA0_E02817g,404,937,1177
gene-KLLA0_E02839g,247,286,342
gene-KLLA0_E02861g,573,5103,6693
gene-KLLA0_E02883g,208,110,102
gene-KLLA0_E02905g,11736,1780,2126
gene-KLLA0_E02927g,229,64,67
gene-KLLA0_E02949g,324,361,534
gene-KLLA0_E02971g,1962,1473,1492
gene-KLLA0_E02993g,35468,69489,79936
gene-KLLA0_E03015g,1074,406,420
gene-KLLA0_E03037g,1216,703,805
gene-KLLA0_E03059g,4225,3158,3382
gene-KLLA0_E03081g,2126,1138,1207
gene-KLLA0_E03103g,1190,1212,1302
gene-KLLA0_E03125g,14966,8505,9728
gene-KLLA0_E03147g,485,558,593
gene-KLLA0_E03169g,1971,1869,1801
gene-KLLA0_E03191g,1469,1662,1359
gene-KLLA0_E03213g,1962,1415,1548
gene-KLLA0_E03235g,5387,3120,4030
gene-KLLA0_E03257g,1024,641,761
gene-KLLA0_E03279g,851,636,723
gene-KLLA0_E03301g,474,582,607
gene-KLLA0_E03323g,322,209,227
gene-KLLA0_E03345g,179,172,112
gene-KLLA0_E03367g,741,1026,1192
gene-KLLA0_E03389r,0,0,0
gene-KLLA0_E03411g,1449,637,693
gene-KLLA0_E03433g,198,488,557
gene-KLLA0_E03455g,422,16394,22269
gene-KLLA0_E03477g,497,447,478
gene-KLLA0_E03499g,1405,1151,1298
gene-KLLA0_E03521g,256,189,270
gene-KLLA0_E03543g,213,158,157
gene-KLLA0_E03565g,2191,5787,6486
gene-KLLA0_E03587g,1042,862,1064
gene-KLLA0_E03609g,17111,4865,5982
gene-KLLA0_E03631g,545,608,738
gene-KLLA0_E03653g,9181,22523,27305
gene-KLLA0_E03675g,2995,1551,1575
gene-KLLA0_E03697g,1915,2230,2320
gene-KLLA0_E03719g,698,606,567
gene-KLLA0_E03741r,0,0,0
gene-KLLA0_E03763g,2600,961,1076
gene-KLLA0_E03785g,1287,572,609
gene-KLLA0_E03807g,1154,598,702
gene-KLLA0_E03829g,5120,2885,3336
gene-KLLA0_E03851g,1304,1404,1684
gene-KLLA0_E03873g,1893,858,906
gene-KLLA0_E03895g,229,91,153
gene-KLLA0_E03917g,2375,1324,1657
gene-KLLA0_E03939g,487,384,502
gene-KLLA0_E03961g,2601,2061,2434
gene-KLLA0_E03983g,300,496,594
gene-KLLA0_E04005g,1008,895,1075
gene-KLLA0_E04027g,332,671,802
gene-KLLA0_E04049g,5300,3733,4185
gene-KLLA0_E04071g,1914,1771,1754
gene-KLLA0_E04093g,634,740,885
gene-KLLA0_E04115g,477,308,397
gene-KLLA0_E04137g,3298,3399,3601
gene-KLLA0_E04159g,1048,722,829
gene-KLLA0_E04181g,6578,3001,3242
gene-KLLA0_E04203g,1135,1522,1811
gene-KLLA0_E04225g,3696,2014,2900
gene-KLLA0_E04247g,1052,1264,1442
gene-KLLA0_E04269g,1048,2691,3017
gene-KLLA0_E04291g,485,242,261
gene-KLLA0_E04313g,1156,635,746
gene-KLLA0_E04335g,1477,3098,3660
gene-KLLA0_E04357g,1149,345,411
gene-KLLA0_E04379g,998,911,967
gene-KLLA0_E04401g,835,1313,1329
gene-KLLA0_E04423g,2477,1727,2174
gene-KLLA0_E04445g,244,210,263
gene-KLLA0_E04467g,147,207,219
gene-KLLA0_E04489g,3156,9634,11852
gene-KLLA0_E04511g,5104,3699,4414
gene-KLLA0_E04533g,845,540,747
gene-KLLA0_E04555g,216,583,632
gene-KLLA0_E04577g,273,240,257
gene-KLLA0_E04599g,105,43,43
gene-KLLA0_E04621g,1900,1471,1971
gene-KLLA0_E04643g,452,178,244
gene-KLLA0_E04665g,584,960,1205
gene-KLLA0_E04687g,1096,305,491
gene-KLLA0_E04709g,847,296,349
gene-KLLA0_E04731g,1816,2340,2684
gene-KLLA0_E04753g,762,509,564
gene-KLLA0_E04775g,1431,1161,1324
gene-KLLA0_E04797g,609,439,474
gene-KLLA0_E04819g,748,459,629
gene-KLLA0_E04841g,707,746,882
gene-KLLA0_E04863g,862,807,1094
gene-KLLA0_E04885g,5141,5237,5644
gene-KLLA0_E04907g,2137,1845,1835
gene-KLLA0_E04929g,245,215,199
gene-KLLA0_E04951r,0,0,0
gene-KLLA0_E04973g,417,494,590
gene-KLLA0_E04995g,4411,3970,3410
gene-KLLA0_E05017g,1287,1403,1726
gene-KLLA0_E05039g,393,278,423
gene-KLLA0_E05061g,535,666,689
gene-KLLA0_E05083g,223,223,241
gene-KLLA0_E05105g,2045,3710,3968
gene-KLLA0_E05127g,209,1622,2434
gene-KLLA0_E05149g,500,1484,1682
gene-KLLA0_E05171g,1122,939,1034
gene-KLLA0_E05193g,1957,1224,1344
gene-KLLA0_E05215g,272,123,141
gene-KLLA0_E05237g,1857,1576,1712
gene-KLLA0_E05259g,401,130,94
gene-KLLA0_E05281g,2298,2867,2989
gene-KLLA0_E05303g,2786,1672,1900
gene-KLLA0_E05325g,821,1111,1292
gene-KLLA0_E05347g,1330,1100,1276
gene-KLLA0_E05369g,2113,3317,3768
gene-KLLA0_E05391g,3404,1943,2135
gene-KLLA0_E05413g,1578,1344,1335
gene-KLLA0_E05435g,14473,10336,12974
gene-KLLA0_E05457g,5,4,3
gene-KLLA0_E05479g,86,863,937
gene-KLLA0_E05501g,148,157,195
gene-KLLA0_E05523g,222,180,190
gene-KLLA0_E05545g,2495,4083,4846
gene-KLLA0_E05567g,8663,5205,5359
gene-KLLA0_E05589g,1202,909,1195
gene-KLLA0_E05611g,1286,765,816
gene-KLLA0_E05633g,4265,1832,2321
gene-KLLA0_E05655g,3465,1471,1569
gene-KLLA0_E05677g,793,318,469
gene-KLLA0_E05699g,3736,5430,6045
gene-KLLA0_E05721g,528,638,722
gene-KLLA0_E05743g,784,1347,1545
gene-KLLA0_E05765g,204,104,140
gene-KLLA0_E05787g,9450,6924,6629
gene-KLLA0_E05809g,224,149,215
gene-KLLA0_E05831g,706,435,552
gene-KLLA0_E05853g,938,642,679
gene-KLLA0_E05875g,1289,35,45
gene-KLLA0_E05897g,1508,520,567
gene-KLLA0_E05919g,3572,1914,2502
gene-KLLA0_E05941g,491,8824,12832
gene-KLLA0_E05963g,135,37,36
gene-KLLA0_E05985g,1601,893,1024
gene-KLLA0_E06007g,6083,4223,4421
gene-KLLA0_E06029g,4118,2850,2663
gene-KLLA0_E06051g,2785,1737,1974
gene-KLLA0_E06073g,922,595,628
gene-KLLA0_E06095g,1365,3211,4243
gene-KLLA0_E06117g,611,410,505
gene-KLLA0_E06139g,2157,1292,1478
gene-KLLA0_E06161g,1028,654,874
gene-KLLA0_E06183g,59,1,1
gene-KLLA0_E06205g,1248,677,855
gene-KLLA0_E06227g,295,227,228
gene-KLLA0_E06249g,371,190,225
gene-KLLA0_E06271g,6869,4541,5603
gene-KLLA0_E06293g,9624,18365,22664
gene-KLLA0_E06315g,1771,1775,2203
gene-KLLA0_E06337g,183,126,132
gene-KLLA0_E06359g,888,586,654
gene-KLLA0_E06381g,4607,4414,5388
gene-KLLA0_E06403g,369,338,329
gene-KLLA0_E06425g,2330,1640,1666
gene-KLLA0_E06447g,3521,3316,3845
gene-KLLA0_E06469g,1687,1442,1793
gene-KLLA0_E06491g,479,546,520
gene-KLLA0_E06513g,1234,1089,980
gene-KLLA0_E06535g,716,514,639
gene-KLLA0_E06557g,1670,1179,1258
gene-KLLA0_E06579g,2166,1827,2101
gene-KLLA0_E06601g,1524,1883,2368
gene-KLLA0_E06623r,0,0,0
