gene_id,baseMean,log2FoldChange,lfcSE,pvalue,padj
KDRO_A02850,0.6279950209805121,0.003221181896756858,0.8312789234280563,0.9779914990740705,0.9833482600236154
KDRO_A04150,21.07753088880919,-0.18883993140380995,0.5901414985768736,0.6504811500104787,0.7086632282861086
KDRO_A04940,64.1217746220559,0.23323444429570386,0.4238954402229714,0.5200619657871635,0.5891819493378929
KDRO_B02650,2.036717732745207,-0.12564344041189293,0.8079461693114638,0.6256095925020684,0.6871011336454341
KDRO_B05790,2.1685348190588094,0.1531210068827809,0.8136895681801598,0.5580421348758409,0.625727873748216
KDRO_B06350,0,NA,NA,NA,NA
KDRO_C01800,180.10125571499543,2.369221487401545,0.321801992712892,1.919815283537117e-14,9.897543186941607e-14
KDRO_C02880,6612.570222369687,5.7480373406521865,0.1280399022319053,0,0
KDRO_D00400,10.685078814520264,-0.2972836360729337,0.7208848406563404,0.46037853079889723,0.5321218008334454
KDRO_D02850,1.07589400365017,-0.004081764450143179,0.8261608296010399,0.9818674187448443,0.9855103558579379
KDRO_D07380,75.1024811840208,-3.5709309169925767,0.5122576700893077,2.7879215920368965e-13,1.330540109848621e-12
KDRO_E00600,0.531770186714204,-0.004216284090272735,0.8356589351945314,0.937622258630553,0.9514783242832578
KDRO_E02810,1.9481643024857074,-0.2787072690157917,0.8970133741798639,0.12492261793630594,0.16919690545259883
KDRO_E03520,1.8095223363768467,-0.1605122761349509,0.8349330955541158,0.39673227440065606,0.46878250354468326
KDRO_E04050,0.540288114932562,0.04350684656275014,0.8390815048869904,0.717419693342475,0.7675972572398672
KDRO_E04190,1.0673760754318122,-0.02050506745940077,0.8335178825835162,0.7313883512853494,0.7802690173529879
KDRO_E06940,0,NA,NA,NA,NA
KDRO_E07690,0,NA,NA,NA,NA
KDRO_E08030,421.04957122100086,-4.356288228272167,0.27376525135714846,9.190478513397682e-59,1.762651476077018e-57
KDRO_F01520,524.0585806086924,0.4452338081543169,0.1851760896697706,0.013236194422025876,0.02174306146667082
KDRO_F02730,3.177637500151098,-0.21410923788661687,0.8096481885328638,0.48043975882376655,0.5505774736301244
KDRO_F03810,10.998974032246066,0.18564307860265314,0.6828867962797542,0.6535977311018155,0.7114553870951571
KDRO_F05460,0.9835048713872662,-0.055002025865504345,0.8335494307468513,0.7443902728873621,0.7908569662341962
KDRO_F05680,0.2639672423553999,0.04098970625853392,0.838180733918222,0.8540782351750229,0.8863238701392324
KDRO_F08710,0.30457479034584356,-0.046106912439527054,0.8392659505462303,0.7376253877176884,0.7844805489072871
KLLA0_A00110g,60.6008625839058,0.13899661214778578,0.8398074645177521,0.13326257013633447,0.17931141636145528
KLLA0_A00132g,363.5526601950112,3.3029586325940468,0.24724559661002277,9.319924867202982e-42,1.3233263485476059e-40
KLLA0_A00143g,11.289096563839792,0.21804553301267612,0.68162827887022,0.6022360974978134,0.666127295274104
KLLA0_A00154g,2764.3014746606905,1.5078868544323127,0.1148494536521683,3.8021483710851425e-40,5.225412467213271e-39
KLLA0_A00176g,26172.8839445096,9.678178324683836,0.402127094934533,3.3656113608777395e-131,1.2182565066839142e-129
