gene_id,treated_b1,treated_b2,untreated_b1,untreated_b2
gene-KDRO_A02850,2,3,0,1
gene-KDRO_A04150,21,17,16,26
gene-KDRO_A04940,78,64,36,67
gene-KDRO_B02650,2,2,2,3
gene-KDRO_B05790,1,4,1,1
gene-KDRO_B06350,0,0,0,0
gene-KDRO_C01800,360,306,52,46
gene-KDRO_C02880,14046,12083,193,228
gene-KDRO_D00400,12,12,7,18
gene-KDRO_D02850,1,2,0,2
gene-KDRO_D07380,14,12,91,157
gene-KDRO_E00600,0,0,0,1
gene-KDRO_E02810,0,0,2,5
gene-KDRO_E03520,1,0,3,2
gene-KDRO_E04050,0,1,0,0
gene-KDRO_E04190,0,0,0,3
gene-KDRO_E06940,0,2,0,0
gene-KDRO_E07690,0,0,0,0
gene-KDRO_E08030,4,13,762,636
gene-KDRO_F01520,942,701,370,396
gene-KDRO_F02730,0,1,4,4
gene-KDRO_F03810,22,16,5,11
gene-KDRO_F05460,3,1,0,3
gene-KDRO_F05680,2,0,0,0
gene-KDRO_F08710,2,0,1,0
gene-KLLA0_A00110g,150,95,51,0
gene-KLLA0_A00132g,826,793,53,61
gene-KLLA0_A00143g,31,34,9,7
gene-KLLA0_A00154g,10379,8439,1161,1345
gene-KLLA0_A00176g,45756,40657,39,75
gene-KLLA0_A00198g,585,519,299,374
gene-KLLA0_A00220g,4521,3628,2085,2240
gene-KLLA0_A00242g,1170,873,1323,1565
gene-KLLA0_A00264g,11520,9155,4763,5569
gene-KLLA0_A00286g,3010,2489,2083,2453
gene-KLLA0_A00308r,0,0,0,0
gene-KLLA0_A00352g,3572,2983,1100,1298
gene-KLLA0_A00374g,13493,11341,5446,6985
gene-KLLA0_A00396g,1301,1006,1160,1247
gene-KLLA0_A00418g,6380,5273,11786,15022
gene-KLLA0_A00440g,755,607,812,919
gene-KLLA0_A00462g,841,800,576,615
gene-KLLA0_A00484g,2183,1903,2558,2921
gene-KLLA0_A00506g,205,178,168,215
gene-KLLA0_A00528g,4284,3614,4856,4727
gene-KLLA0_A00539g,139,97,46,80
gene-KLLA0_A00550g,2432,2016,775,966
gene-KLLA0_A00572g,1601,1289,917,1008
gene-KLLA0_A00594g,3012,2938,4260,4615
gene-KLLA0_A00616g,1368,1087,11731,16079
gene-KLLA0_A00638g,1375,1159,1324,1322
gene-KLLA0_A00660g,3946,3362,1116,1128
gene-KLLA0_A00682g,6251,5120,8554,10265
gene-KLLA0_A00715g,775,570,833,919
gene-KLLA0_A00737g,2823,2341,2294,2330
gene-KLLA0_A00759g,1140,902,599,702
gene-KLLA0_A00781g,1490,1138,661,768
gene-KLLA0_A00803g,902,849,600,707
gene-KLLA0_A00825g,492,380,295,322
gene-KLLA0_A00847g,689,595,389,407
gene-KLLA0_A00869g,1476,1280,1480,1598
gene-KLLA0_A00891g,634,566,364,403
gene-KLLA0_A00913g,523,467,210,275
