Scer_geneID
50
90
104
141
142
143
144
208
254
262
263
300
327
340
341
349
370
378
397
401
422
483
495
498
538
539
550
589
594
595
601
617
628
747
750
770
804
827
840
847
916
934
935
940
955
957
960
974
978
990
996
1008
1015
1030
1112
1130
1176
1185
1186
1217
1303
1306
1342
1344
1409
1416
1450
1455
1474
1486
1535
1561
1562
1569
1585
1613
1621
1635
1645
1655
1683
1689
1706
1729
1738
1799
1816
1839
1840
1844
1910
1912
1924
1951
1974
2028
2053
2061
2063
2152
2154
2171
2182
2200
2211
2218
2219
2252
2271
2273
2308
2317
2330
2366
2375
2397
2398
2408
2412
2420
2478
2485
2527
2533
2567
2607
2612
2615
2623
2656
2657
2658
2731
2744
2745
2844
2845
2859
2863
2867
2883
2901
2907
2952
2963
2964
2978
3004
3013
3028
3077
3105
3112
3120
3141
3164
3171
3184
3218
3243
3265
3319
3361
3423
3429
3437
3443
3481
3491
3584
3592
3619
3623
3677
3689
3772
3792
3818
3821
3840
3846
3859
3897
3898
3899
3932
3945
3965
3973
3983
3985
3988
4039
4065
4214
4229
4244
4272
4296
4301
4313
4319
4366
4399
4405
4414
4417
4418
4431
4460
4481
4482
4486
4487
4503
4511
4530
4566
4567
4568
4621
4633
4639
4660
4686
4785
4846
4889
4893
4900
4910
4936
4942
4975
4983
4991
5023
5069
5077
5083
5084
5089
5132
5142
5165
5214
5224
5245
5246
5250
5252
5256
5318
5325
5373
5391
5412
5501
5506
5536
5537
5643
5650
5675
5720
5739
5752
5778
5789
5801
5860
5884
5894
5898
5923
5925
5937
5945
5956
5980
6019
6020
6021
6058
6062
6095
6123
6153
6184
6219
6220
6227
6236
6279
6307
6354
6421
6435
6458
6466
