"gene_id","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"Q0020",51.4319515703182,-0.0337045944650307,0.350285589971105,0.800233796827829,0.878212783599008
"Q0045",26.1186972543436,0.301061524450949,0.407301648853301,0.155032792549748,0.268307112055881
"Q0050",18.5156523717964,-0.065205085683599,0.335852668532202,0.68713504606633,0.798612181958982
"Q0055",26.1118456524082,-0.150645496222223,0.333718661945307,0.419626725988412,0.572827810012391
"Q0060",2.65814323464452,0.0676821728678817,0.380712019598164,0.338698572393587,0.490827280572297
"Q0065",19.526890066041,-0.156022746951444,0.360894732758987,0.365083116403087,0.516979011548898
"Q0070",6.6514948125705,0.0697061138280839,0.366563396705506,0.55332543786311,0.691651899751714
"Q0075",10.3971847172801,0.00944201138137656,0.344954311593939,0.949428893518851,0.969366613029744
"Q0080",0,NA,NA,NA,NA
"Q0085",0.944604523633193,0.0198478376346798,0.375847357288424,0.682577574606,0.795084550393276
"Q0105",1.5126742292761,-0.0101468764975527,0.372773447851131,0.874003532024582,0.922797970785786
"Q0110",1.13081991268392,0.0316765635851981,0.376659967748802,0.549870727985269,0.689229378512591
"Q0115",0,NA,NA,NA,NA
"Q0120",2.22952584369818,-0.118668616557062,0.403101270074237,0.0336943834690899,0.0762657215593174
"Q0130",9.99946584929033,0.0885971753096092,0.360438103566249,0.526747922079328,0.670446984843403
"Q0140",0.626819848070095,0.0270639683562706,0.378933358439118,0.493168216003622,0.640785974511718
"Q0158",245.78160204162,-0.0853179345893282,0.305552884371184,0.643902347243148,0.767577545355856
"Q0160",35.4984924210323,0.130349968229986,0.307747481446765,0.499068734960446,0.64561407939375
"Q0250",1.07274380569136,-0.034700253460046,0.37737336264001,0.487692699198444,0.635946204028501
"Q0255",62.4383429042183,-0.10430030836544,0.261246220597231,0.584795706660891,0.717931687191132
"Q0275",1.54869981139732,0.052412816141632,0.379331512329433,0.373200443722691,0.525503972968453
"Q0285",0,NA,NA,NA,NA
"tA(UGC)Q",0,NA,NA,NA,NA
"tC(GCA)Q",0,NA,NA,NA,NA
"tD(GUC)Q",0,NA,NA,NA,NA
"tE(UUC)Q",0,NA,NA,NA,NA
"tF(GAA)Q",0,NA,NA,NA,NA
"tG(UCC)Q",0,NA,NA,NA,NA
"tH(GUG)Q",0,NA,NA,NA,NA
"tI(GAU)Q",0,NA,NA,NA,NA
"tK(UUU)Q",0,NA,NA,NA,NA
"tL(UAA)Q",0,NA,NA,NA,NA
"tM(CAU)Q1",0,NA,NA,NA,NA
"tM(CAU)Q2",0,NA,NA,NA,NA
"tN(GUU)Q",0,NA,NA,NA,NA
"tP(UGG)Q",0,NA,NA,NA,NA
"tQ(UUG)Q",0,NA,NA,NA,NA
"tR(ACG)Q2",0,NA,NA,NA,NA
"tR(UCU)Q1",0,NA,NA,NA,NA
"tS(GCU)Q1",0,NA,NA,NA,NA
"tS(UGA)Q2",0,NA,NA,NA,NA
"tT(UAG)Q2",0,NA,NA,NA,NA
"tT(UGU)Q1",0,NA,NA,NA,NA
"tV(UAC)Q",0,NA,NA,NA,NA
"tW(UCA)Q",0,NA,NA,NA,NA
"tY(GUA)Q",0,NA,NA,NA,NA
"YAL001C",1402.2556263965,-0.354025933598894,0.0831965398862718,1.22973851381519e-05,5.8463615984858e-05
"YAL002W",997.709525409636,0.081620385600924,0.0943086548798376,0.371983302859729,0.524281130395691
"YAL003W",24515.5050496985,-0.495975227620245,0.0468771862954436,1.49071797374322e-26,2.48342877952679e-25
"YAL005C",28311.5436373559,3.24823000693138,0.052613327777531,0,0
"YAL007C",1632.35137607476,-0.388161786756379,0.0795854194201985,5.78032346835055e-07,3.25190508313005e-06
"YAL008W",661.082380554921,0.801952523868779,0.116386273474766,1.0320746419419e-12,9.37597718525463e-12
"YAL009W",563.610029824275,0.00893087500434213,0.115828869767363,0.936416792699463,0.961517942853776
"YAL010C",449.192648057911,0.17117433578516,0.135008662476769,0.173997510696329,0.29451759902272
"YAL011W",787.201593222715,0.152990227405086,0.105651108956039,0.131204614561699,0.234561400705725
"YAL012W",3008.26653162721,-0.252005117025348,0.0813308085290362,0.00146794850188272,0.00482681371805503
"YAL013W",879.714248458798,0.221397264485869,0.104047934352376,0.0273257173538319,0.0638945817130423
"YAL014C",611.488668510093,0.0754680458474871,0.115525195457622,0.49321554306863,0.640785974511718
"YAL015C",628.465391586869,0.605091688772125,0.118656103607809,9.78511763942285e-08,5.99874592084496e-07
