"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"gene-GWK60_B00671",196.879779781701,-2.17311491707426,0.21260748025617,3.19830334318597e-25,8.27093194943865e-25
"gene-GWK60_B00891",2716.73667538085,3.36380433420134,0.0790715273792526,0,0
"gene-GWK60_B00935",9515.26324418609,-3.52416843283618,0.0544565772233172,0,0
"gene-GWK60_B01023",7433.19593279562,-2.73770508592965,0.0577953152857962,0,0
"gene-GWK60_B01045",851.366450002681,-3.07165706632615,0.120351456309451,1.28452855783391e-144,1.08802257877719e-143
"gene-GWK60_B01199",675.866600085921,-3.84726581659155,0.149331284646844,3.2758232142615e-147,2.82010312717111e-146
"gene-GWK60_B01419",611.654327678983,3.27258788209395,0.142908842771939,8.11759954210054e-117,5.68556239566563e-116
"gene-GWK60_B01595",678.300112627844,-2.15794916649092,0.119052926914616,3.99505366446221e-74,1.97129289634814e-73
"gene-GWK60_B01727",805.878003256102,-3.15640546180012,0.122515664814425,3.63160372248749e-147,3.11618851228127e-146
"gene-GWK60_B01771",2602.71530184778,2.59151597696902,0.0721513291583265,2.41746017759629e-283,4.22453173892241e-282
"gene-GWK60_B02277",10304.7180152777,2.73066729592604,0.0500798948062563,0,0
"gene-GWK60_B02321",68341.6299018822,9.66792619714872,0.0894612088721333,0,0
"gene-GWK60_B02365",2494.78455512989,-2.32288324045514,0.0724465459263705,2.18965355354951e-226,2.99157862121309e-225
"gene-GWK60_B02409",15927.5042287485,3.85946161643739,0.0550842242350091,0,0
"gene-GWK60_B02453",2104.37313995961,-2.00638544465052,0.0772653038082974,2.68857687053582e-149,2.3609205908211e-148
"gene-GWK60_B02497",6.67202711265443,2.05218934440166,1.27727132241869,0.015650413241019,0.0197412886445468
"gene-GWK60_B02739",4539.86369163307,3.44807909132102,0.0658375698321672,0,0
"gene-GWK60_B02761",2809.06088812601,4.07371180728101,0.162082115050938,1.42897770524565e-140,1.1836886188334e-139
"gene-GWK60_B02805",10012.9385404948,10.2767828156571,0.2588934166669,0,0
"gene-GWK60_B02827",554.083355063321,2.79137488159797,0.138873952050534,1.3096368810898e-90,7.52862294484407e-90
"gene-GWK60_B03135",998.16080809371,2.32841777255987,0.105358641907961,6.69511067974137e-109,4.45775723739742e-108
"gene-GWK60_B03245",4052.11390139924,-3.01753241239863,0.0677049660327942,0,0
"gene-GWK60_B03289",915.863152762816,2.07528916590188,0.103999469049022,3.1827147550376e-89,1.80399564779071e-88
"gene-GWK60_B03509",1346.0148628942,-3.01682587788509,0.189768699995222,7.30308582211919e-58,3.05117008930476e-57
"gene-GWK60_B03641",2919.33971965893,2.46729106571917,0.0718649579320519,3.35570006795782e-259,5.26894995745019e-258
"gene-GWK60_B03993",1760.06351145736,-5.25198014135153,0.128382426618704,0,0
"gene-GWK60_B04037",682.632877370263,-4.30678039834185,0.160717875378336,8.13607385502597e-159,7.64209794239939e-158
"gene-GWK60_B04125",30855.2855730283,-3.51461068681969,0.0560817959888539,0,0
"gene-GWK60_B04147",943.265199826748,-2.07839956945299,0.110118413056832,3.29322632210357e-80,1.7201956756966e-79
"gene-GWK60_B04191",4081.45557544371,2.03334652847629,0.0655908934431757,9.85218097647023e-212,1.25782698874353e-210
"gene-GWK60_B04807",1325.2440272691,-2.13594432412702,0.0918138924738058,2.0427306083736e-120,1.4779591471864e-119
"gene-GWK60_C00099",4034.64000542998,2.85617218856836,0.0638051726218195,0,0
"gene-GWK60_C00561",866.940999568866,-4.00583120639488,0.135876266266672,9.04548498706558e-192,1.02762961192149e-190
"gene-GWK60_C00583",1207.05501748833,-2.97722838764653,0.102031708361502,4.60921397638288e-188,5.09337510835587e-187
"gene-GWK60_C00781",2276.76978333091,-2.00183513980724,0.073254992582295,3.85139789401771e-165,3.73082005939837e-164
"gene-GWK60_C00847",584.717750598803,-2.51274624656702,0.131815836922898,8.90696731886982e-82,4.72284759044912e-81
