gene_id,t0015,t0030,t0045,t0060,t0090,t0120,t0150,t0180,t0210,t0240,t0360,t0480
KLLA0_C12859g,-1.8096094898679072,-2.334593879843277,-1.9123659140094464,0,0,0,0,0,0,0,0,0
KLLA0_C12881g,-1.0894004845075378,-1.1853630310293763,-1.130689803741037,0,0,0,0,0,0,0,0,0
KLLA0_C12903g,2.0358968107490605,2.5896438903666694,0,-1.1306213398136358,0,0,0,0,0,0,0,0
KLLA0_C12925g,0,1.24653005131447,0,0,0,0,0,0,0,0,0,0
KLLA0_C12947g,0,0,0,0,0,0,0,0,0,-1.0933732583357807,-1.2303669755582392,-1.2168067359472807
KLLA0_C12991g,0,0,0,0,-1.0289379045908482,0,0,0,0,0,0,0
KLLA0_C13013g,0,0,0,-1.5589162260660974,-3.747103377904208,-3.6809652900694703,-3.591619932297099,-3.3225208968609548,-3.1396007058295674,-3.0877657534485716,-2.783376538334134,-2.510024021756895
KLLA0_C13035g,0,0,0,0,0,0,0,0,0,0,0,1.080695640096944
KLLA0_C13057g,-1.6066070968258723,-1.139471773716159,0,0,0,0,0,0,0,0,0,0
KLLA0_C13101g,0,1.1774221395113091,0,0,-1.1757767098412355,-1.31539382373866,-1.1870750299378228,-1.1531151556950088,-1.0291088419295005,0,0,0
KLLA0_C13123g,1.3728756220696887,1.571096115553248,0,0,0,0,1.0233411341003793,1.0625007852349244,1.0510138043228059,1.1715228847609818,1.3585030470320238,1.509232705051478
KLLA0_C13145g,0,0,0,0,0,0,0,0,0,0,0,1.1692186262543591
KLLA0_C13167g,-1.0692338795848513,-1.072679782809859,0,0,0,0,0,0,0,0,0,0
KLLA0_C13189g,1.6849354660079288,0,0,-1.3428037250781162,0,-1.0187780272181974,-1.1042063795973542,0,0,0,0,0
KLLA0_C13211g,1.1229450046692906,0,0,0,0,0,0,0,0,0,0,0
KLLA0_C13233g,0,0,0,0,0,1.0042819487668346,1.1958637231373592,1.3180476938975274,1.2151066947725888,1.2092978992823022,1.2987601524897252,1.1681916840404876
KLLA0_C13321g,0,0,0,0,0,1.1977335120726804,1.2684670373812454,1.2517441764950468,1.2581660874648934,1.308934770951009,1.4338581632177354,1.4557357322114195
KLLA0_C13387g,0,0,0,0,0,0,0,0,0,0,0,-1.071928871400473
KLLA0_C13431g,-1.2920220764397543,-2.211211281114014,-1.3718619855171996,0,0,0,0,1.1885979109962534,1.4677177266777233,1.7366327827034356,2.1574965938434394,2.2133353409564234
KLLA0_C13453g,0,0,0,0,0,-1.1425900037481214,-1.2475319172138744,-1.2744618285669562,-1.3673581956991427,-1.2863737189861169,-1.0625313901729891,-1.1756592699112902
KLLA0_C13475g,0,0,0,0,0,0,-1.072074728746172,-1.3402263505026464,-1.2108169798049324,-1.3296575214846509,-1.6078631744575418,-1.434716775766867
KLLA0_C13519g,0,1.3901924259438714,1.1262872306747638,0,-3.234603036517443,-6.22976490255159,-6.584528819980744,-6.4512077734383375,-6.32630475458568,-5.934190008220438,-5.263310745893004,-4.959312556512628
KLLA0_C13541g,1.267179507338002,1.6022018040786,0,-1.356393218707706,-1.6010489241305752,0,0,0,0,0,0,0
KLLA0_C13563g,0,-1.7134360733319014,0,0,0,-1.1540444386176316,-1.169771089523698,-1.1042715322617709,-1.0196478081026432,-1.0290475759961433,-1.0328425205956473,0
KLLA0_C13607g,0,0,0,-1.040864424580065,0,0,0,0,0,0,0,0
KLLA0_C13651g,-1.0702682330602975,-1.1133627554820178,0,0,0,0,0,0,0,0,0,0
KLLA0_C13673g,0,1.8507514186740035,0,-1.164160442572791,-3.0505884860558408,-2.530505006886575,-2.503448676949504,-2.434026220238048,-2.446639675374125,-2.2731860204235703,-2.3539113387892128,-2.39918343542958
KLLA0_C13728g,-1.289011300915262,-1.286392582559556,0,0,0,0,0,0,0,0,0,0
KLLA0_C13772g,0,-1.000171749232826,-1.399869902296856,0,0,0,0,0,0,0,0,0
KLLA0_C13860g,0,-1.1357723092455063,0,0,0,-1.2212523780009188,-1.4802123204131867,-1.4621883171011172,-1.3933284290341754,-1.4893073806771924,-1.5517517620053674,-1.582801064368468
KLLA0_C13882g,0,-2.511023906126572,0,0,0,0,0,0,0,0,0,0
KLLA0_C14025g,0,0,0,0,0,0,1.0424476992633236,0,0,0,0,0
KLLA0_C14069g,0,0,0,0,0,0,0,1.0133495384997693,1.0529503416627788,1.0182710908501045,1.0732346739148677,1.022269020664522
KLLA0_C14091g,0,0,0,0,0,0,0,0,0,0,0,-1.2235831133589687
KLLA0_C14113g,0,0,0,0,0,0,0,0,0,1.1934514014261417,1.9575317402076569,1.9651862906991704
KLLA0_C14135g,2.6494874132979938,2.522139418994812,0,-3.0168522435466185,-2.114633470255809,0,0,0,0,0,0,0
KLLA0_C14190g,-1.7951051838887218,-2.2348423392719083,0,0,1.2416566105391025,1.3094251632592244,1.5214578181492056,1.6567476334529423,1.71116386872933,1.649346344806482,1.4843866422948455,1.482206208141394
KLLA0_C14322g,0,0,0,1.6824158147963713,1.531139499200825,1.2340205090183136,1.178491061714307,1.0712129305769609,0,0,0,0
KLLA0_C14410g,0,1.8977176004109528,1.4916154214393962,0,-1.6053052248681596,0,0,0,0,0,0,0
KLLA0_C14432g,0,-4.1894403867528975,-1.1307893507198123,1.445653031083149,1.358468733729294,1.3489535070580267,1.5555981635486875,1.7268222588357307,1.8030133223645377,1.8338911003782472,1.5720903228954994,1.4502754442470749
KLLA0_C14454g,0,0,0,0,0,0,0,-1.070231331442964,-1.074393570581091,-1.0352932329170703,0,0
KLLA0_C14476g,0,0,0,0,0,0,0,0,0,0,0,-1.1383948089391382
KLLA0_C14498g,0,1.0818476582338563,0,0,-2.053577701903977,-2.3649425028197153,-2.4099185181532463,-2.39983414035535,-2.263434042419805,-2.244844156391149,-2.0981371207503448,-2.0136178502593816
KLLA0_C14520g,0,-1.8546852726548764,0,0,0,0,0,0,0,0,0,0
KLLA0_C14564g,3.0425165982787803,2.3224068380149743,0,-2.346289598094511,0,0,0,0,0,0,1.1261230262037731,0
KLLA0_C14586g,2.481221358936125,2.247246872968834,0,-3.4738832813576304,-3.4524392311455316,-1.5740794387057553,-1.3461751231443404,-1.1861817596002269,-1.2823557607185994,-1.1826323907567176,-1.1885337057626018,0
KLLA0_C14608g,2.8056651872076697,2.39659477488853,0,-3.3431416677584416,-1.756532900185403,0,0,0,0,0,0,0
