tx	gene_id	Klac.t0000.b1.L001	Klac.t0000.b1.L002	Klac.t0000.b2.L001	Klac.t0000.b2.L002	Klac.t0015.b3.L001	Klac.t0015.b3.L002	Klac.t0015.b4.L001	Klac.t0015.b4.L002	Klac.t0030.b3.L001	Klac.t0030.b3.L002	Klac.t0030.b4.L001	Klac.t0030.b4.L002	Klac.t0045.b3.L001	Klac.t0045.b3.L002	Klac.t0045.b4.L001	Klac.t0045.b4.L002	Klac.t0060.b3.L001	Klac.t0060.b3.L002	Klac.t0060.b4.L001	Klac.t0060.b4.L002	Klac.t0090.b3.L001	Klac.t0090.b3.L002	Klac.t0090.b4.L001	Klac.t0090.b4.L002	Klac.t0120.b4.L001	Klac.t0120.b4.L002	Klac.t0150.b1.L001	Klac.t0150.b1.L002	Klac.t0150.b2.L001	Klac.t0150.b2.L002	Klac.t0180.b3.L001	Klac.t0180.b3.L002	Klac.t0180.b4.L001	Klac.t0180.b4.L002	Klac.t0210.b3.L001	Klac.t0210.b3.L002	Klac.t0210.b4.L001	Klac.t0210.b4.L002	Klac.t0240.b3.L001	Klac.t0240.b3.L002	Klac.t0240.b4.L001	Klac.t0240.b4.L002	Klac.t0360.b3.L001	Klac.t0360.b3.L002	Klac.t0360.b4.L001	Klac.t0360.b4.L002	Klac.t0480.b3.L001	Klac.t0480.b3.L002	Klac.t0480.b4.L001	Klac.t0480.b4.L002
rna-XM_451004.1	gene-KLLA0_A00110g	7.150028	0	0	0	0	1.812955	0	0	0	0	0	3.708203	0.811209	2.44516	0	4.642316	0	1.950477	0	1.973055	4.45938	4.452529	4.217167	3.689896	9.007977	3.593468	4.228922	7.003177	14.052383	14.185871	11.868186	6.743243	5.886588	8.575348	22.123874	10.230903	8.373418	16.33385	15.595665	15.383839	0	10.582273	15.388472	0	0	11.857826	5.504585	7.693782	0.000222	3.731765
rna-XM_451005.1	gene-KLLA0_A00132g	2.348978	2.442533	3.186513	1.485347	2.321946	1.583136	2.9535	0.612178	0.504279	0.404984	1.810892	0.468704	2.040427	0.64808	2.553372	1.992002	3.749532	4.845363	4.062996	7.392248	13.85857	9.892706	11.922414	14.209748	27.461818	25.368929	27.989802	28.816612	27.394074	38.982073	29.2099	36.577893	41.552537	35.163996	36.41869	37.289021	38.440409	35.103634	37.164982	40.40688	39.087082	39.825614	31.363049	42.355753	32.613795	22.027877	22.971563	26.267544	26.57478	23.221272
rna-XM_002999298.1	gene-KLLA0_A00143g	0	17.810694	10.66197	0	5.678299	0	10.622009	0	5.091263	1.299715	0	0	0.665757	0	5.022328	4.595725	0	0	0	8.004839	52.211122	27.836482	24.495173	23.220618	0	44.51105	0	18.47295	0	0	26.221002	25.69456	28.946777	40.485332	23.048405	26.214631	60.092977	34.543477	0	0	0	22.588644	0.002558	29.315465	0	25.339123	24.008292	0	11.835832	0
rna-XM_451006.2	gene-KLLA0_A00154g	280.960256	277.021169	267.611919	262.311066	248.578968	254.056435	257.196719	236.077535	11.846975	11.853001	11.625831	12.540101	10.092559	9.424821	20.03505	18.102103	302.202263	289.664791	307.104735	306.172205	2078.367692	2083.489344	2206.200361	2241.195942	2431.341584	2590.064924	1784.169897	1770.258248	1692.400639	1700.857733	2203.90852	2251.540325	2241.028271	2179.183898	2079.403325	1967.616644	1916.677777	1887.50249	1774.264987	1757.354998	1600.232821	1622.961913	1115.077776	1122.071771	1012.217699	1010.230212	634.101946	651.897915	685.632583	673.705837
rna-XM_451007.1	gene-KLLA0_A00176g	1.67024	2.184682	3.054746	3.194912	2.412694	2.356664	0.907668	1.949825	29.361342	23.405988	21.90667	24.905411	333.613037	330.543212	358.272724	344.162007	1082.825324	1127.850592	973.918213	962.748452	1345.906584	1327.162783	1346.482257	1353.653531	1598.046562	1612.351198	1802.865358	1806.528708	1793.597125	1802.748948	2000.99628	1984.819868	2136.429728	2169.524824	2122.777878	2114.521972	1961.906244	1919.021038	2117.344705	2120.8667	2095.226454	2135.145331	2867.349569	2865.595769	2647.751052	2673.558736	2473.608323	2495.236827	3101.888229	3085.092724
rna-XM_451008.1	gene-KLLA0_A00198g	22.821799	23.222732	23.621623	24.646479	9.072717	7.359401	11.014896	8.646282	8.031321	8.201892	7.189531	6.977025	11.766295	12.059074	12.944688	14.672681	20.065796	19.625129	23.18571	23.471693	27.367564	31.032583	29.621775	29.769702	31.649455	37.284713	35.247985	35.147894	35.803683	39.722348	40.644626	39.007877	43.976141	41.993359	41.74373	43.366117	40.656165	44.13675	43.992203	49.648186	47.172823	47.295732	57.293383	63.258542	62.044207	61.391647	72.671186	72.25769	69.920202	71.625021
rna-XM_451009.1	gene-KLLA0_A00220g	430.537246	424.18389	375.397347	380.193803	187.394703	214.288679	218.18139	213.166038	14.264805	14.790949	7.969104	10.479994	45.151863	39.303054	62.044882	62.746505	416.801222	413.354994	438.205763	444.085748	761.637604	765.817653	756.359067	737.860666	732.680295	756.405361	813.348485	816.36783	735.547164	814.137869	849.047737	804.299783	817.751839	800.700686	797.973541	838.799884	785.600765	762.978527	783.707363	786.331381	800.63684	775.606384	776.159126	765.415531	786.357278	799.9643	774.648346	765.150112	773.569209	776.895616
rna-XM_451010.1	gene-KLLA0_A00242g	124.948109	123.838871	124.421223	121.448224	316.390863	316.571565	315.498371	321.218457	48.477283	46.472765	61.486758	63.900008	63.820263	61.694467	43.844441	52.299574	23.73991	22.37365	21.558017	21.988135	52.201899	54.906131	53.037994	55.809495	87.687817	96.738584	76.36104	77.926285	79.86551	81.287851	96.153777	98.743676	83.455343	93.588883	108.019162	99.995985	96.661335	105.58282	98.258359	100.99858	101.056397	99.178855	63.132223	66.812942	61.967076	64.226963	49.891086	45.699949	48.564761	41.317628
rna-XM_451011.1	gene-KLLA0_A00264g	555.169726	567.574432	535.343653	557.361718	454.284494	464.282291	457.17143	487.209373	139.072097	142.076803	126.421735	126.931453	170.432167	169.323467	266.843794	270.740834	464.107586	454.370883	532.276785	553.073317	811.571404	838.966811	809.171663	831.241238	992.825573	976.757725	1059.813696	1076.297104	1117.826355	1078.393583	1211.246079	1198.89515	1172.655101	1159.929436	1232.360468	1225.641132	1258.036209	1219.136924	1258.217861	1292.682721	1281.688894	1320.04447	1181.165269	1187.504021	1221.503211	1218.630099	1317.883537	1354.898138	1175.803854	1167.119221
rna-XM_451012.2	gene-KLLA0_A00286g	37.1484	34.600539	36.70423	34.81229	35.388969	36.133548	32.858646	31.290205	17.473097	17.777215	17.319122	16.771216	24.950791	25.906864	24.740713	23.937516	37.476077	37.528465	38.969392	39.091269	54.181035	51.693854	54.03167	52.288006	43.416026	45.789083	45.863034	42.814994	46.871749	45.578427	45.477294	45.695389	45.522322	46.041254	47.796094	47.697053	49.611194	50.178575	44.552608	45.99491	44.42841	44.645683	46.415303	51.125719	41.391498	42.373999	32.375827	30.83517	36.257166	35.840188
rna-KLLA0_A00308r	gene-KLLA0_A00308r	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_451013.1	gene-KLLA0_A00352g	145.174255	141.005848	137.197313	143.393902	114.492444	117.681571	125.119794	111.86505	143.022641	154.729971	165.213566	157.022428	243.618221	238.27893	284.661646	307.150709	428.004835	446.574693	416.539488	425.2641	611.195172	620.553944	618.786349	658.534605	547.679732	572.666405	460.33363	443.287807	429.110681	422.301163	425.242588	400.382252	397.127576	443.140829	358.632512	347.661624	332.265664	342.914406	315.284787	328.242374	300.336371	308.906731	235.715144	228.047599	253.681656	250.813119	205.452117	197.089282	194.832554	182.149008
rna-XM_451014.1	gene-KLLA0_A00374g	466.203083	469.850097	507.089245	497.261735	369.302262	365.867633	364.890816	353.048034	574.30593	544.975949	663.23861	641.443484	873.284832	878.265899	979.07143	936.569519	1561.915498	1587.725734	1480.568754	1485.842017	1963.401161	1980.300854	2059.697669	2044.437494	1667.470167	1650.068899	1185.125514	1182.177169	1150.859869	1113.353247	1032.407026	1020.108661	1069.148862	1029.975776	815.338263	813.46246	802.134015	814.044717	744.352267	740.049371	713.576511	713.988217	587.896343	557.654702	577.521304	556.703097	435.088272	437.182946	456.296824	466.652211
rna-XM_451015.1	gene-KLLA0_A00396g	24.366128	24.54138	22.499182	21.971295	15.112444	14.17642	14.064897	12.736307	6.420106	7.243343	7.287378	7.981518	14.736333	15.655529	16.190679	16.465307	25.731842	26.623721	27.088407	27.12653	27.301776	27.870294	27.548455	28.945466	24.234586	24.670321	24.076186	23.603662	24.244516	23.629673	25.094364	23.136079	24.085478	21.214719	24.564331	24.805125	25.695617	23.390155	23.747427	23.428275	25.149213	25.054907	25.511827	25.073833	21.839334	21.596985	25.455581	22.628676	25.626496	25.269506
rna-XM_451016.1	gene-KLLA0_A00418g	411.772513	403.520551	439.631757	437.425198	117.224397	120.262474	119.954636	117.822207	47.324374	51.867882	47.598399	49.652132	77.302649	79.65533	73.537779	74.539225	133.694803	138.622495	144.833989	141.848244	177.246323	182.534505	178.791842	173.903067	173.806417	176.867892	187.756131	178.225937	193.821321	191.963272	195.365644	193.31393	195.296932	195.103763	185.196331	178.770915	193.907611	190.249616	189.858493	190.905694	194.782358	200.667022	159.074868	165.719474	158.897455	152.933237	127.982359	133.018021	144.409644	139.426587
rna-XM_451017.1	gene-KLLA0_A00440g	58.694867	52.965675	51.161572	54.948062	26.168002	25.019885	23.889339	26.596383	32.397955	33.860147	30.819176	35.786262	42.229048	43.779926	46.831607	50.931367	60.741832	53.351654	50.815696	50.88646	46.048929	48.717416	42.549579	42.086677	35.770736	35.420779	38.303703	42.693069	45.666431	37.609595	44.008558	47.773942	44.824578	44.910532	52.384066	53.663745	51.000222	43.796608	47.949696	54.507182	50.542441	53.264857	54.780835	47.002325	50.954584	51.185585	50.254575	46.897282	50.528993	43.023415
rna-XM_451018.1	gene-KLLA0_A00462g	40.365633	39.407957	33.920119	37.587595	19.700036	21.376795	19.244285	20.877823	6.749829	5.938018	6.564739	4.757349	17.863209	18.047454	22.184739	24.16361	43.129607	49.163695	45.921236	46.481029	54.050138	53.083739	50.522896	54.26893	47.372664	54.356518	56.214965	51.524165	61.21242	56.340652	52.229897	50.69075	55.053865	64.092997	50.910383	50.170161	55.468229	56.249885	56.078506	46.866177	48.863048	47.296679	48.785915	47.007131	46.83393	45.686969	44.792323	38.269256	43.594805	46.041817
rna-XM_451019.1	gene-KLLA0_A00484g	104.313464	109.292488	101.911281	103.698003	33.897623	34.923657	32.217775	28.793893	7.045922	7.217046	8.568045	8.970588	19.246951	20.402965	23.201643	18.252843	36.725538	38.296551	36.819754	35.367541	72.446213	70.20996	67.195058	66.181832	81.203997	77.503731	84.578869	80.949152	85.562574	92.410308	79.299256	81.343283	86.21307	83.957456	86.546682	88.367248	82.555995	79.757293	89.694066	78.645416	81.590831	86.445313	89.253518	88.506453	91.789025	98.519403	102.948672	101.993004	105.099394	107.450309
rna-XM_451020.1	gene-KLLA0_A00506g	28.337291	30.048622	32.69334	28.958921	39.543429	39.408461	44.454651	40.901589	7.344289	5.544519	4.751393	4.82299	5.605956	3.209354	4.582982	4.350726	13.379612	12.750759	14.356838	14.949256	22.547491	28.153581	25.448866	22.984418	29.684023	31.210838	31.368516	36.511699	28.484527	25.892945	33.62793	29.820992	29.28928	37.954606	33.535094	28.459749	35.192252	33.111985	35.417323	34.982827	32.73976	38.101262	32.250273	35.111205	34.87713	32.643919	32.825835	27.569658	40.416796	33.116186
rna-XM_451021.1	gene-KLLA0_A00528g	81.996574	84.595248	68.90251	68.357169	47.250783	45.781913	42.025335	42.621098	34.087825	34.820152	32.693622	33.724367	40.965549	41.762066	42.114883	39.69393	46.111951	46.372455	47.566081	49.196821	57.035068	56.099285	60.731593	58.161819	64.498212	61.93827	63.128838	61.560859	67.831459	71.58929	62.573136	66.654847	68.073318	64.29407	69.336495	69.532088	68.196954	69.720283	70.163834	67.864089	69.093075	70.969865	86.182809	88.54752	82.427215	82.936946	87.950165	86.961283	106.308784	105.547288
rna-XM_002999299.1	gene-KLLA0_A00539g	29.707428	27.586559	35.243786	46.15255	19.209796	41.197529	29.387244	29.92262	45.005165	48.452779	50.624175	32.115993	44.126783	66.926202	64.333801	38.416596	56.582088	48.93787	58.134504	57.424557	75.534914	71.079702	67.063348	79.59601	69.593936	62.879153	56.507162	64.336211	76.343141	63.797696	87.96512	67.363219	65.251489	67.358145	82.20926	54.979742	52.044911	55.705637	77.354654	70.36638	93.577423	53.250056	99.508107	75.681941	74.104821	80.138857	63.444881	68.441207	57.589091	56.02028
rna-XM_451022.1	gene-KLLA0_A00550g	47.995799	50.167502	50.934331	51.8264	11.92755	12.794177	12.548443	10.79412	8.139022	8.317394	8.27517	6.849193	23.433675	22.727339	27.259478	27.834421	78.027682	80.997911	79.611445	84.778614	107.789873	106.40661	113.553993	107.661359	115.932943	134.471259	128.0626	123.985307	146.454167	139.817111	137.612331	134.380522	138.059664	136.151605	133.131717	126.29148	132.761823	126.665413	136.397572	137.216042	125.29101	128.195007	134.484009	135.379831	131.385108	147.755792	124.530875	130.982634	130.978271	128.010786
rna-XM_451023.1	gene-KLLA0_A00572g	36.289324	35.188883	32.770246	33.507873	35.024825	37.605726	33.89681	32.953581	31.252303	29.445547	26.793524	27.918044	30.967993	29.54718	31.125608	29.783384	37.526776	38.31073	34.524259	36.427382	48.204448	47.016379	47.313989	49.528528	51.793127	54.466084	55.072125	51.212664	55.92714	54.337333	55.509721	54.442814	52.684715	54.92845	55.951649	54.20763	54.238869	54.4074	56.115094	53.986473	55.577014	52.515178	59.954493	61.756588	52.347739	49.893742	53.313427	54.029358	55.621054	63.673963
rna-XM_451024.1	gene-KLLA0_A00594g	49.211131	51.882187	46.903693	45.864609	38.729799	40.066301	36.469227	38.365766	39.582341	39.569117	36.017207	38.763247	48.324698	46.869444	47.020501	46.538577	50.043339	52.776279	53.558488	54.756724	47.16872	46.653247	49.531199	50.233388	44.643927	42.712596	36.019125	37.167414	38.443535	40.180347	31.860734	30.934068	36.558559	37.844185	32.863019	35.839544	34.554927	35.815897	32.85463	32.735244	32.919785	32.184343	35.048999	34.396888	29.121983	32.733009	27.455027	29.393328	32.263871	31.435821
rna-XM_451025.2	gene-KLLA0_A00616g	3504.166935	3545.002357	3927.667155	3972.047903	4262.214625	4279.812863	4631.113627	4712.999653	6590.787187	6609.829001	6671.631924	6613.250007	6295.803781	6187.895589	6271.125439	6267.439201	4238.449213	4256.696647	4111.084327	4128.326102	1062.115125	1003.160016	1043.620514	996.062684	346.587524	362.429965	315.609555	262.270181	279.304854	281.18465	361.893476	373.786954	346.098242	367.731239	373.691173	380.643881	383.858266	363.668562	472.09608	424.322872	425.310706	422.820035	528.82568	518.604014	595.038852	595.445452	636.827067	658.654759	574.569689	545.276733
rna-XM_451026.1	gene-KLLA0_A00638g	23.575584	24.931843	20.782196	20.197407	26.718865	25.2011	22.495537	24.031401	21.319695	21.682973	20.333372	21.04549	22.68144	21.488225	20.362334	20.187597	18.506095	19.2343	20.560061	19.848302	21.579024	22.351379	20.472079	22.764638	23.600572	24.521635	23.846814	22.679045	23.376098	24.174132	21.860222	22.431603	21.346982	24.017585	24.605649	25.046399	24.889842	22.065474	23.215566	21.940011	22.651435	22.405887	26.903133	27.906161	23.722612	22.956418	24.622043	24.466126	30.259898	29.673943
rna-XM_451027.1	gene-KLLA0_A00660g	50.594885	46.416824	43.337784	39.268805	11.24378	11.166727	10.030098	10.386826	4.461828	4.083594	4.430218	4.003523	9.199293	10.592074	12.157847	10.509434	33.522669	34.04489	33.7142	36.384211	92.03671	96.946542	100.36093	101.100846	138.115275	150.868941	142.360112	143.977199	147.285111	151.433383	151.551752	150.831297	154.632428	158.58624	149.656361	142.949539	151.591816	164.679303	164.328487	152.379419	153.240138	149.974196	163.353411	162.909522	143.292425	141.547028	166.865268	160.49884	180.840957	178.79377
rna-XM_451028.1	gene-KLLA0_A00682g	264.366878	266.694267	274.417773	263.64301	340.592382	353.306229	339.386219	332.130379	422.796813	418.770726	422.305383	420.953251	394.165145	380.272858	375.984475	380.101017	305.047106	304.422276	310.630426	320.307591	246.797523	244.281091	253.40849	247.97435	204.053056	212.288218	175.058063	184.14691	195.066751	183.183129	172.915015	168.707792	168.581563	171.475964	159.706786	165.583643	165.028932	162.645051	164.458185	167.482193	161.932138	171.119113	168.703012	170.74753	140.942739	152.570624	138.060204	141.105571	156.210724	154.677025
rna-XM_451030.1	gene-KLLA0_A00715g	31.172843	32.040614	29.245159	29.580766	28.054607	24.634232	24.087358	26.007695	26.833501	25.831171	26.080179	26.232791	31.63687	28.761926	28.970059	26.225364	31.544672	30.622859	32.683134	33.319985	32.213792	30.720084	29.606379	30.726601	28.883399	25.68793	25.990931	22.068896	26.326075	27.20918	26.980136	24.814163	23.902156	22.39809	24.145583	25.469361	27.4236	26.343699	25.107035	24.81252	21.914476	23.564898	26.215927	26.126584	27.611329	28.543883	30.019112	26.80988	27.943646	26.580984
rna-XM_451031.1	gene-KLLA0_A00737g	90.000179	87.083202	77.983243	73.681677	91.703528	96.360649	91.014154	91.168845	112.750892	110.082936	106.968216	104.612065	109.368283	112.207122	101.308172	98.63644	104.404872	100.308383	103.198908	102.008551	105.767231	98.893516	97.747169	103.687608	111.234904	110.499555	94.117607	94.566881	101.636004	107.704493	94.795936	97.225136	99.005493	94.48472	92.004815	99.883374	94.473878	91.210697	90.994894	90.588999	92.725743	87.130765	92.692853	86.21368	74.952077	79.03399	75.763197	75.151122	81.182301	87.166423
rna-XM_451032.1	gene-KLLA0_A00759g	37.540021	38.325934	36.832677	37.848326	46.678006	49.548359	47.4771	48.178631	37.86787	38.260011	35.646886	35.726871	35.949388	35.804577	37.343269	36.060788	36.281528	33.522626	30.118065	32.867421	45.248342	44.719713	44.510362	43.088154	57.133804	59.475164	58.963048	65.605279	58.326224	61.616743	63.855681	63.648013	64.63518	58.018372	57.43408	60.951487	63.061866	59.976365	69.660642	64.428526	57.874285	55.786236	70.520325	74.554869	68.594253	61.74013	69.068633	58.229175	65.041018	65.572872
rna-XM_451033.1	gene-KLLA0_A00781g	131.257455	115.096257	119.401585	116.642692	86.573193	94.542014	96.549784	78.847654	72.976581	63.89682	72.729521	62.092175	87.35976	89.246536	109.207659	110.076158	176.360557	190.55385	183.826033	179.734115	220.419655	215.299231	226.095999	235.248106	247.480294	254.449579	291.568048	255.461043	251.577068	251.185833	259.071191	236.090202	218.129694	243.340527	260.064682	236.880162	244.327066	228.014742	236.276603	230.047996	216.47703	254.803932	211.214643	233.631197	225.443164	216.202414	192.610479	178.296507	187.186457	191.993584
rna-XM_451034.1	gene-KLLA0_A00803g	12.760541	14.254306	14.039605	12.861257	20.76935	21.693793	17.86369	18.270895	20.140689	18.604124	18.401797	17.140983	17.498673	17.258948	17.326145	17.260438	10.437991	11.3063	11.956798	10.609127	12.084221	11.210862	13.308588	12.430285	17.522929	19.210827	19.418033	17.142292	20.732219	18.975467	20.106549	15.578868	20.651487	20.184285	19.748328	18.692183	18.192886	18.760325	16.92089	18.057426	17.571772	17.128013	19.243645	19.765561	14.915182	14.377729	16.279307	15.571731	18.560422	17.75879
rna-XM_451035.1	gene-KLLA0_A00825g	20.277359	23.3179	19.853222	20.027808	23.561937	25.385048	27.773471	32.407717	25.308135	27.177729	30.875269	30.983621	24.024167	26.08354	24.056078	22.622606	14.433318	14.276105	14.478007	13.906483	19.119136	21.02239	20.207925	15.307415	23.9257	25.72003	31.813592	26.299091	30.846001	28.064224	30.402255	33.86825	31.272396	29.084442	22.890264	31.472542	29.358289	30.539901	30.745081	26.884184	30.870722	34.59542	29.260041	27.74956	37.083747	31.339418	24.495995	27.880402	29.47855	28.234214
rna-XM_451036.1	gene-KLLA0_A00847g	35.985299	43.566574	32.247033	37.217178	44.725316	41.007848	44.521066	40.621199	29.555943	30.148199	27.031855	23.001232	31.533542	31.123164	39.969182	36.456184	40.47239	45.290184	42.277472	46.476555	65.796412	65.632328	63.999252	70.116379	65.923816	67.235358	72.173438	64.87643	59.258414	61.532955	62.045103	62.795298	69.745021	61.44548	68.557038	66.27735	71.887526	65.318441	62.757762	58.799175	59.775942	59.42126	54.745856	45.177616	51.687496	47.276607	36.860338	38.590335	35.590553	30.329947
rna-XM_451037.1	gene-KLLA0_A00869g	30.706666	35.339785	30.477823	29.806199	48.659214	50.33319	47.741575	51.080871	48.878833	45.771133	48.152826	48.32243	45.746116	41.903612	41.350902	41.616725	35.467031	35.493564	37.984413	37.910352	34.419971	34.165266	36.913379	37.494015	35.587043	34.637314	33.564753	32.909974	34.740055	34.759798	27.959394	29.970681	31.836683	29.165745	29.944694	29.238191	27.547905	29.543268	27.666899	30.111593	28.994378	29.419125	28.632603	28.191043	25.650723	26.313876	24.200605	26.170277	24.927991	24.045118
rna-XM_451038.1	gene-KLLA0_A00891g	32.574491	29.172785	26.279269	30.99401	23.699378	20.906654	23.760922	20.647606	18.86328	18.317063	22.065369	22.196176	27.005245	28.866979	31.514422	23.129592	36.556451	32.575627	29.230101	32.81789	43.247342	41.956654	41.176291	41.567165	46.41261	41.09621	48.797722	47.838228	45.996355	48.24972	48.41588	46.782549	49.78013	53.666655	52.693528	54.066765	52.845836	47.934228	46.145508	51.995169	56.423519	52.202372	55.746153	57.467539	55.76271	59.726346	59.772554	64.590382	55.631373	73.932091
rna-XM_451039.1	gene-KLLA0_A00913g	20.344566	23.956388	25.243287	23.094543	22.21296	24.261187	25.662396	21.064612	17.18288	17.813548	14.399146	17.719531	24.399329	30.004793	29.959463	28.964227	39.219816	39.169643	39.936403	36.598555	45.980313	44.044968	52.731933	45.081016	53.477551	47.841818	49.243901	53.68864	51.883813	46.973938	49.883909	47.893053	55.682797	50.592609	52.016475	52.884361	39.77383	56.641341	57.532098	47.770925	47.953299	51.611687	53.572002	53.771524	59.997118	48.619143	48.83516	55.209198	59.724687	52.758414
rna-XM_451040.1	gene-KLLA0_A00935g	22.762582	19.516342	19.21451	19.212072	37.347178	37.479496	34.045853	30.175109	41.491907	45.128608	43.856124	44.445312	24.767713	28.810459	23.465947	25.97631	11.69916	11.703769	11.480106	12.46155	12.718121	15.345559	15.267417	14.256393	20.110891	21.161245	24.91154	22.651685	22.63679	24.254299	24.808545	21.751505	24.060459	19.929868	24.736526	22.481247	24.873437	25.74476	22.083279	22.500308	22.469626	24.382618	29.791534	27.278106	25.69752	26.257264	29.497392	30.748051	28.749847	30.677179
rna-XM_451041.1	gene-KLLA0_A00957g	167.690429	164.568847	155.408338	153.284702	219.88635	228.695092	217.178478	209.190263	215.244155	213.674851	223.14703	218.984135	172.910069	170.421687	145.703093	146.370391	115.816782	116.729871	118.922568	121.407011	149.089911	150.117119	156.322561	156.895401	186.536496	187.410976	188.234348	194.995175	196.27893	197.424522	194.091888	191.878385	207.576313	201.714372	196.590947	192.394102	199.477932	194.217817	197.332156	200.491155	193.594226	194.59596	214.470207	217.493289	189.45772	182.763389	204.473734	207.034756	225.371037	225.267542
rna-XM_451042.1	gene-KLLA0_A00979g	79.492314	75.732941	73.584047	74.069321	46.802894	44.559245	48.230044	42.960389	45.36345	49.513844	44.618759	40.05471	62.255121	63.337624	68.201492	68.7193	68.556308	75.79009	75.058547	75.290082	59.240274	63.189864	60.051039	60.389314	55.036978	59.861173	56.457701	50.429953	54.261307	48.981661	61.691592	55.835984	52.909253	54.000565	60.671681	62.500049	65.683069	67.412526	66.624647	64.168733	66.125955	69.316067	64.92192	73.142606	62.755431	68.454176	71.811145	67.770914	62.760659	70.238133
rna-XM_451043.1	gene-KLLA0_A01001g	340.403558	349.967193	355.439482	347.118356	241.516285	241.640186	227.037388	239.615816	138.757332	139.23225	143.017585	144.785823	198.851776	203.582485	183.922232	187.87516	348.149981	352.65616	371.40749	356.192632	464.880576	472.047213	502.506717	505.955627	358.988956	371.406453	272.710418	269.726828	278.680296	278.203258	233.811474	225.442316	235.36713	238.709082	202.366073	219.485252	210.355177	206.478003	200.647447	210.334226	210.121333	204.474885	159.41897	166.416685	150.580503	154.572636	121.541609	124.081729	123.750477	115.282857
rna-XM_451044.1	gene-KLLA0_A01023g	24.645584	24.102033	22.429261	22.686773	28.808886	27.347561	23.949118	24.890446	21.810768	22.497579	21.153483	19.869293	25.295868	26.307313	27.014908	26.983329	32.071118	32.574418	33.689632	33.288186	36.33945	37.321248	37.803127	40.265271	38.602258	40.750092	33.841101	32.827783	36.118835	38.311201	34.032933	34.369508	37.086047	37.927184	34.818473	37.350856	35.071061	37.01817	32.77113	35.031978	33.933608	33.441797	36.397627	36.073735	30.497991	29.550631	27.263035	29.894994	33.428024	35.735687
rna-XM_451045.1	gene-KLLA0_A01045g	79.982311	82.652618	74.888224	77.993859	70.688885	76.177071	79.175165	75.63337	73.540036	70.221468	83.12657	72.13991	67.717223	66.897066	67.568808	68.859994	65.770178	65.784113	53.517535	60.036522	62.305741	59.257624	62.935218	66.596067	85.083347	85.052795	93.996785	91.590527	98.294914	100.856381	93.951408	95.475507	100.928835	93.081722	92.424074	89.278325	91.442854	91.897585	98.720537	104.449312	100.735965	94.7853	109.052368	96.935171	95.85147	97.018168	94.212613	103.967112	111.911828	114.284823
rna-XM_451046.1	gene-KLLA0_A01067g	93.228294	82.874811	77.350703	78.447784	77.097649	67.935019	69.20289	74.945557	52.760319	56.945921	64.927736	60.220313	54.763347	46.82922	69.34937	68.460364	117.146524	114.294858	100.958462	119.917854	186.473247	182.751683	181.349577	171.165206	203.591834	199.788446	246.93662	215.112461	221.348298	218.572637	226.559603	224.143575	197.736452	211.594042	237.002789	223.286029	215.903686	217.254838	235.310908	230.168166	231.553392	209.99994	206.390707	213.100263	223.400803	235.526233	216.174301	198.688652	198.179609	185.393099
rna-XM_451047.1	gene-KLLA0_A01089g	19.574108	22.169834	23.249855	27.900019	10.772987	11.572268	10.672449	13.819625	13.861277	16.920526	14.149138	11.953975	21.094014	18.718684	22.681419	21.373549	23.419744	27.057368	27.734257	27.703042	30.74289	35.975129	35.124953	31.622985	47.421732	45.740579	60.19341	59.561987	62.208167	56.15984	62.873577	60.661612	62.195843	62.120187	62.024576	60.707282	62.339694	63.024848	68.654715	70.751587	73.83282	58.66349	76.198983	79.397709	71.2512	69.578594	78.025646	82.616868	72.872379	70.779041
rna-XM_451048.1	gene-KLLA0_A01111g	60.176552	64.727213	55.622443	60.179658	85.687058	76.624579	70.11245	70.762313	56.97813	54.202284	51.467293	61.768449	57.361662	54.994157	59.938823	58.983696	76.871903	68.876119	70.946343	77.711169	91.306249	87.567683	92.170647	104.036184	101.651656	105.212067	90.410023	97.178826	98.692225	86.435145	83.429924	86.302557	91.969961	100.200361	77.258578	87.54175	92.413337	87.929574	87.505261	71.576573	78.973157	78.359988	67.169067	59.925086	76.631008	81.549581	60.932114	71.784619	61.975114	68.001357
rna-XM_451049.1	gene-KLLA0_A01133g	56.675564	46.699544	51.168228	52.38943	61.605772	48.091199	56.908908	53.405992	69.399058	70.55529	63.378658	66.098718	59.732602	64.103362	56.701082	53.137708	58.149441	58.090622	55.619684	58.731466	58.388791	59.400227	65.425157	59.682709	72.819014	70.372958	80.179092	72.988807	85.585321	74.887233	70.291727	75.982422	72.771446	77.68489	68.902588	72.906164	71.417192	61.735409	62.9764	71.86806	66.196576	72.831531	57.057645	63.296471	50.790366	61.527152	47.3869	47.072908	52.388757	52.621507
