tx	gene_id	Klac.t0000.b1.L001	Klac.t0000.b1.L002	Klac.t0000.b2.L001	Klac.t0000.b2.L002	Klac.t0015.b3.L001	Klac.t0015.b3.L002	Klac.t0015.b4.L001	Klac.t0015.b4.L002	Klac.t0030.b3.L001	Klac.t0030.b3.L002	Klac.t0030.b4.L001	Klac.t0030.b4.L002	Klac.t0045.b3.L001	Klac.t0045.b3.L002	Klac.t0045.b4.L001	Klac.t0045.b4.L002	Klac.t0060.b3.L001	Klac.t0060.b3.L002	Klac.t0060.b4.L001	Klac.t0060.b4.L002	Klac.t0090.b3.L001	Klac.t0090.b3.L002	Klac.t0090.b4.L001	Klac.t0090.b4.L002	Klac.t0120.b4.L001	Klac.t0120.b4.L002	Klac.t0150.b1.L001	Klac.t0150.b1.L002	Klac.t0150.b2.L001	Klac.t0150.b2.L002	Klac.t0180.b3.L001	Klac.t0180.b3.L002	Klac.t0180.b4.L001	Klac.t0180.b4.L002	Klac.t0210.b3.L001	Klac.t0210.b3.L002	Klac.t0210.b4.L001	Klac.t0210.b4.L002	Klac.t0240.b3.L001	Klac.t0240.b3.L002	Klac.t0240.b4.L001	Klac.t0240.b4.L002	Klac.t0360.b3.L001	Klac.t0360.b3.L002	Klac.t0360.b4.L001	Klac.t0360.b4.L002	Klac.t0480.b3.L001	Klac.t0480.b3.L002	Klac.t0480.b4.L001	Klac.t0480.b4.L002
rna-XM_455097.1	gene-KLLA0_F00396g	58.444062	60.724829	44.530511	44.36118	59.448723	51.784109	47.544866	49.661745	27.664557	25.005216	21.908051	23.757066	30.904257	29.665121	28.259203	28.153469	41.53887	44.033339	46.126817	42.846937	63.888117	66.890113	65.386991	68.356714	58.256131	56.145108	54.150929	49.558053	50.334659	51.920151	51.97413	50.477933	55.63101	55.160598	55.978137	55.819828	56.630854	55.102545	53.578375	54.67068	56.217467	46.910322	54.137426	52.852407	54.648054	56.768683	53.002409	53.005267	55.259177	53.791099
rna-XM_455098.1	gene-KLLA0_F00418g	27.634946	28.2625	24.491742	25.378345	24.746945	25.11092	22.270783	21.190372	17.704525	15.785263	15.317732	15.160669	24.557295	25.389327	25.98305	25.459093	34.105201	33.313639	39.008774	37.952313	46.577142	46.287752	49.142402	45.28058	43.175742	44.851159	36.615257	38.305179	36.803218	39.52587	38.953212	38.68967	38.995012	43.345093	44.5376	48.020053	44.65916	49.485878	43.681452	42.545937	45.552343	45.330643	50.531474	49.787817	50.903137	48.054713	47.838949	47.165909	45.84799	45.472848
rna-XM_455099.1	gene-KLLA0_F00440g	464.381081	476.733552	472.599214	481.23165	291.093381	280.231669	267.273367	277.136375	61.442611	60.800966	70.128397	65.038502	144.222547	141.098103	105.626418	111.919417	405.271025	395.541525	463.96317	461.688231	2118.237181	2091.749493	2175.619648	2207.69399	2887.565885	2855.874989	3286.545887	3390.721809	3897.677539	3914.127843	4446.87637	4404.333949	4501.270179	4543.054094	5449.103933	5487.752473	5442.76843	5422.743401	5721.951585	5810.472304	6248.028054	6335.878825	6507.262766	6534.715318	6130.705337	6066.509225	3900.42611	3939.913915	4209.69522	4161.699076
rna-XM_455100.1	gene-KLLA0_F00462g	76.798636	81.897113	83.188578	89.789854	54.209265	55.19263	50.723937	56.768685	38.889544	40.089428	38.964832	38.397553	55.978745	56.62808	57.099608	61.783899	91.55165	98.125735	100.382816	94.894592	111.001235	109.727138	111.506972	109.001463	100.912955	104.676067	95.134212	103.012616	95.104312	103.160426	89.382134	90.898847	93.675226	96.817257	85.580288	87.744025	85.093089	90.930886	80.47666	81.726321	81.781369	88.793915	85.018696	86.409066	73.767804	77.701609	78.772564	72.558902	81.069791	90.857111
rna-XM_455101.1	gene-KLLA0_F00484g	49.332138	47.173693	45.115434	44.733233	246.612816	251.73993	240.376919	240.2367	212.871226	240.78299	217.76353	213.742781	78.181663	92.180096	68.262904	65.694968	11.064784	10.095558	9.965026	8.378278	32.310625	26.392841	30.207323	32.109662	92.980848	96.534749	117.688895	132.411965	106.888807	114.808925	108.866176	88.864117	105.703024	104.572671	92.606464	106.423402	92.867755	91.431227	98.428477	88.216051	103.198175	113.326932	112.169942	123.765786	112.437932	107.923065	117.133592	114.458302	130.596056	119.830999
rna-XM_455102.1	gene-KLLA0_F00506g	523.683152	505.000612	475.861921	491.719453	606.107937	601.068026	580.300945	593.205871	96.303713	90.317969	72.864702	75.80561	337.888475	346.87173	402.378295	412.640331	1265.271518	1262.732572	1280.62651	1316.115712	1685.100876	1671.374471	1673.655199	1716.257194	1586.521942	1617.81962	1651.307915	1636.984763	1703.60328	1740.698595	1566.476086	1578.205092	1624.262578	1592.379044	1532.14806	1538.665414	1510.124922	1552.521235	1477.347969	1454.001604	1552.233009	1572.390396	1381.529256	1361.622741	1305.83255	1303.82066	1334.253798	1310.814344	1280.534601	1315.473039
rna-XM_455103.1	gene-KLLA0_F00528g	130.598089	127.047208	134.17586	139.344121	69.737562	73.391139	70.667748	72.432763	47.568641	43.054034	33.811712	33.860954	94.67693	94.128603	120.29022	126.261678	283.078837	283.406007	280.802301	306.034386	377.170285	370.52355	368.219465	365.728448	363.933526	368.982182	310.248568	314.744468	353.507115	349.851405	310.499218	310.167404	310.419387	299.807463	293.198647	301.476564	295.311116	308.521069	270.150158	280.224067	293.260113	287.954265	241.388824	245.028539	222.674975	217.5016	244.268317	245.210415	238.274086	218.225699
rna-XM_455105.1	gene-KLLA0_F00572g	45.448707	43.747881	41.811429	44.226605	68.021543	65.29339	64.707957	63.740209	53.009404	53.151282	48.503438	51.106674	41.630986	42.550122	42.931489	47.059072	37.806852	39.333233	41.445683	44.945275	62.853941	58.099307	60.537994	60.408541	83.701578	86.77042	94.25342	92.842074	99.757872	98.157755	101.048564	95.342405	102.908649	102.317602	102.711407	106.838363	100.628585	104.263334	105.063869	115.063253	111.827029	110.327944	119.608407	115.629594	114.601916	117.637503	122.402603	126.907984	122.356792	122.612648
rna-XM_455106.1	gene-KLLA0_F00594g	139.924217	150.746337	158.821826	157.96547	187.625586	198.452387	195.800623	193.479288	61.684015	57.853747	75.293614	66.502612	212.966515	220.283149	163.953281	169.063183	276.104742	274.795514	253.161408	247.619258	574.026341	573.981418	587.694973	580.987722	667.501843	653.705525	565.323254	580.160658	571.284641	565.360942	470.61337	474.816301	451.862364	438.212688	492.772875	486.761325	501.318161	481.624973	460.244678	465.968145	419.784621	428.464803	442.904584	453.154012	406.003951	407.142003	513.628783	510.491498	542.062664	556.034233
rna-XM_455107.1	gene-KLLA0_F00616g	35.962692	36.347503	32.616843	32.166195	34.81516	34.683004	32.135449	31.252826	26.835647	23.518061	24.240271	22.453488	34.601951	35.141785	33.953105	31.682496	24.035857	25.122509	26.31454	25.18026	22.283822	24.874189	22.370091	26.126068	28.980095	26.231699	30.294646	32.255337	34.79562	32.166186	32.138531	34.131366	33.568	38.708927	38.127631	38.662497	39.27501	41.156912	39.95023	38.702381	39.596077	39.795772	46.281897	48.281482	49.434178	45.890712	54.113813	54.957951	54.148574	57.077359
rna-XM_455108.1	gene-KLLA0_F00638g	10.014356	13.032206	9.830476	13.036189	35.784091	31.667596	31.10878	27.338156	11.322401	11.309769	10.662707	8.645513	11.290121	10.306329	10.020011	9.294108	12.551315	15.664969	12.770424	14.695645	24.290013	23.525783	22.403474	21.348445	26.349407	28.124143	40.290198	40.062583	35.957243	36.3653	39.905147	38.662155	46.346819	40.790166	40.711598	42.758101	45.452737	45.818571	49.765662	45.490895	46.914302	44.669341	64.861313	56.772181	60.975905	63.439667	62.709147	67.439995	67.425113	71.774938
rna-XM_455109.1	gene-KLLA0_F00660g	27.157826	26.343284	23.852203	23.59713	26.044561	25.398121	23.367536	23.967982	24.835959	23.882466	25.549821	23.033182	98.580144	102.001207	99.592329	97.113495	271.047726	269.5447	283.716982	282.885766	356.626566	353.057992	355.210151	363.785119	361.799564	364.108345	346.262963	338.711613	368.273397	377.784232	333.308496	336.483125	335.873902	332.088395	380.631165	370.337172	375.267568	380.049393	351.493411	352.033068	350.337792	347.196211	414.820272	416.879053	340.30978	336.891709	437.201396	439.375661	453.076162	458.101764
rna-XM_455110.1	gene-KLLA0_F00682g	20.20218	31.217028	25.035599	25.176528	38.392628	37.813245	49.431432	42.328412	15.423567	19.414361	11.864591	14.277804	45.172634	41.652476	44.165905	40.127459	144.689535	131.074904	136.98807	138.61233	187.512833	205.792608	182.786562	194.798433	189.26376	213.707644	240.057519	248.604721	280.155299	292.214428	299.768517	302.747725	296.021689	315.191283	355.615221	307.588892	349.718929	328.082889	371.332801	380.875819	382.988978	384.215637	380.498763	390.306991	470.80195	464.044704	398.824451	384.212574	377.154655	392.933523
rna-XM_455111.1	gene-KLLA0_F00704g	203.029447	209.164236	233.64356	230.368476	419.470839	408.137412	421.355937	424.827987	159.657895	172.268626	175.157625	168.44392	419.373404	418.947759	384.594824	389.999929	367.441275	392.15732	386.793584	364.06651	196.158782	197.525255	186.067387	193.608417	151.835313	152.077422	141.464866	139.95329	134.424514	143.750319	135.544454	143.62343	139.250445	138.16465	131.761633	144.043276	144.872796	148.672421	143.134312	141.993051	146.205088	136.732803	116.673912	120.956305	124.411554	117.260673	90.338446	95.455694	94.555131	96.263995
rna-XM_455112.1	gene-KLLA0_F00726g	70.919068	79.901122	70.301255	66.008325	71.234325	76.454048	72.252459	73.407349	69.781528	67.2734	61.27695	64.457402	61.65363	65.612222	65.877529	62.534859	59.178292	55.732771	57.068586	58.118504	68.69335	68.713604	68.670958	71.956029	70.308561	72.843168	71.389319	65.668588	69.034995	69.551007	66.102016	71.873906	76.269345	68.012239	69.492785	68.958312	63.473537	67.574208	65.888507	61.263012	67.911233	70.761277	62.284283	66.414992	64.832365	61.597116	52.856074	51.368121	57.545648	64.226518
rna-XM_455113.1	gene-KLLA0_F00748g	100.726051	105.237062	97.015566	96.091122	106.164137	97.735431	107.331333	109.45063	121.695114	114.263238	121.357049	111.434409	103.045326	106.565991	105.72704	104.701018	92.347218	94.3113	95.011293	104.171793	82.476793	80.510369	80.816162	93.096151	105.790752	99.72096	111.249665	112.863571	121.17081	105.129922	101.130757	105.233291	115.17194	114.082064	103.832023	109.793399	118.526754	107.927453	116.098172	122.388144	127.968503	118.280118	122.991823	122.00947	139.573259	135.934921	124.242598	118.066397	136.449453	122.051714
rna-XM_455114.1	gene-KLLA0_F00770g	29.619309	26.158608	24.435905	24.141612	30.692952	28.993984	27.424211	25.18144	21.812586	22.516651	20.957586	21.245609	26.126726	24.348559	26.258388	25.570095	36.470575	34.17692	36.585143	37.291533	46.81388	48.792148	49.508055	49.82736	40.57989	42.381042	38.421122	36.934689	35.970459	39.83028	34.697648	35.367001	39.219901	36.19194	37.002267	38.196857	33.876683	37.914932	34.075064	32.503972	32.244045	34.550434	30.509101	32.156046	29.251833	30.086661	23.189715	23.053338	26.809359	27.519221
rna-XM_455115.1	gene-KLLA0_F00792g	46.821787	42.556119	47.521411	49.797892	79.953168	82.09247	78.267976	78.503819	34.962753	36.825249	31.089506	29.779265	79.791107	80.904828	99.066176	96.525818	113.286825	111.971039	112.026839	117.18463	121.990044	124.800123	127.399171	135.776249	49.326739	50.226847	37.430755	35.388573	37.737068	38.154213	33.752286	34.769601	39.726331	40.859358	31.604217	29.141568	31.581408	30.675977	29.166661	33.213983	29.855853	32.999969	25.882056	22.539664	26.403058	26.249034	17.297615	16.738612	17.452831	19.061168
rna-XM_455116.1	gene-KLLA0_F00814g	58.8852	61.520499	54.153907	50.628201	37.555899	33.854803	30.673681	30.907522	20.614574	19.789197	16.976646	18.731272	32.818003	31.970789	34.667989	32.797152	53.460845	54.563312	55.510868	52.817417	61.321244	61.896695	62.443315	58.993931	46.013643	49.438346	46.989781	48.358569	49.388466	50.960153	45.753639	48.137769	47.842961	50.634152	47.622057	46.064784	47.722521	48.081655	46.459501	46.592651	45.756802	45.56555	50.750338	52.14783	42.420739	39.651875	37.084446	39.310907	44.332165	40.192828
rna-XM_455117.1	gene-KLLA0_F00836g	109.412442	115.324128	116.795929	103.34271	89.793264	93.944328	85.376633	88.914143	91.948059	87.081214	90.350029	84.689899	97.723697	101.985274	79.316275	81.126839	86.98213	88.620649	84.053244	80.808667	85.411498	85.579609	80.746877	86.707533	98.973224	99.414812	88.764151	101.633783	98.670832	97.035434	101.817319	97.452235	94.148106	89.333544	120.662142	108.050314	114.062823	106.749287	117.666747	123.411797	110.252717	114.36576	119.649761	124.435493	110.054632	100.981448	128.752331	125.593397	120.636975	124.554115
rna-XM_002999377.1	gene-KLLA0_F00843g	78.110212	83.109759	47.626299	44.448313	116.055532	120.105465	110.739793	108.629875	26.810718	21.143985	27.048119	19.498626	20.119017	24.563163	31.392217	20.432606	65.027773	49.250879	46.456159	44.2571	82.827024	73.341924	45.132321	46.360342	70.005576	61.832296	75.648877	60.735897	79.339523	52.491202	62.385733	76.079545	57.81193	55.237101	101.297754	101.310364	56.090435	61.413791	62.973055	72.739422	75.632992	61.266455	69.025271	82.880943	97.139818	102.828594	76.32965	74.525932	76.156249	88.056397
rna-XM_455118.1	gene-KLLA0_F00858g	62.860487	67.854512	56.316501	59.382583	38.508169	38.057348	36.161338	31.758374	20.335955	22.171156	20.046315	18.314176	33.343124	33.565847	37.273493	40.796341	72.124948	75.241067	78.265293	78.662094	90.024893	90.451599	88.228354	90.425367	88.995865	92.365065	69.601209	73.187754	70.134718	72.191015	80.929022	76.046009	74.56532	75.887831	84.200886	83.485296	90.442178	88.09907	82.044875	81.190353	75.646984	83.02783	75.938797	79.104079	66.6027	61.416549	75.315778	75.585224	69.731399	72.847144
rna-XM_455119.2	gene-KLLA0_F00880g	88.005802	82.955582	80.117983	80.499395	70.453614	71.758093	74.074033	71.881511	65.883066	66.307867	63.123127	66.881024	73.172066	70.121663	72.535203	73.572439	112.040016	111.943697	109.330861	115.432115	117.16675	118.891654	128.301473	121.322906	117.930556	118.103067	108.640575	99.823074	102.621041	102.532914	108.267827	93.802213	107.650212	92.918158	103.821521	101.620756	107.385982	104.981204	101.931922	100.740599	97.495466	97.488802	97.465929	106.972645	105.430399	106.738098	106.246126	115.402455	111.833886	122.054541
rna-XM_455120.1	gene-KLLA0_F00902g	359.504134	355.97706	360.637435	369.900105	305.336072	300.241574	305.683765	293.826413	434.102363	443.157327	439.102784	434.492038	486.214525	488.801926	463.936803	480.427699	455.714517	467.154272	461.749041	460.956764	279.464422	295.487584	282.301183	268.539819	122.575327	130.484523	86.027488	95.571305	91.655216	104.306663	87.487792	90.689198	88.973908	86.735085	77.965155	86.964831	83.101287	85.636473	88.279474	87.951704	88.091272	90.641405	92.728852	89.227502	82.043712	77.261969	73.091568	80.811735	86.28161	83.566636
rna-XM_455121.1	gene-KLLA0_F00924g	258.965517	262.700946	249.396438	241.936094	321.86303	316.288156	303.683182	320.878261	329.361083	345.157844	323.072275	328.808575	213.792286	210.326	192.434359	188.52609	80.573677	73.512298	80.811321	70.831004	65.234008	66.317439	71.017085	67.459416	89.930846	84.899614	96.481387	92.944712	93.822844	102.135326	86.12852	88.783266	89.279091	96.392646	102.683483	86.493096	86.107202	93.571808	87.407858	103.190582	90.976521	89.527498	107.962208	93.84023	88.429823	91.644912	101.422364	101.903381	107.513252	106.101051
rna-XM_455122.1	gene-KLLA0_F00946g	21.32307	22.270747	19.209596	19.730615	59.085448	63.751899	61.06194	64.361484	69.502738	67.170131	66.522442	64.060241	32.301404	33.67199	28.441036	31.360101	5.726566	6.132894	4.23453	5.267381	2.933964	2.349857	4.391207	3.883255	14.331287	9.688122	13.961369	13.1803	13.469534	15.853586	13.48901	11.840223	14.488713	14.276767	15.242779	16.269019	14.372008	12.888413	13.977367	16.076608	15.484959	21.771677	16.57302	19.152368	18.336764	18.061758	18.519722	21.355336	18.287639	20.13271
rna-XM_455123.1	gene-KLLA0_F00968g	98.999225	107.264329	114.884555	113.302504	156.148191	159.387652	159.288149	161.531522	153.814641	150.88584	160.217281	161.487028	132.102777	139.37662	140.272247	127.154944	111.431066	113.807134	110.253978	115.361463	79.860254	86.201724	85.012717	86.39064	88.663298	83.480562	101.367823	106.669606	97.9703	102.432569	91.446851	100.845151	93.927286	91.637818	92.322955	99.109439	88.152267	95.380976	90.290199	108.863397	111.333444	112.357926	106.585377	112.72868	116.142097	108.908619	97.356672	92.401881	120.05302	113.493901
rna-XM_455124.1	gene-KLLA0_F00990g	118.338587	118.076338	109.725675	111.264269	181.823698	177.740758	173.234495	186.099288	281.475319	281.598804	251.727128	266.830464	218.417447	212.868672	204.374772	195.468868	136.13713	131.09715	129.6056	131.861574	90.63594	97.298356	96.011024	95.304381	87.903708	91.196509	96.838615	89.767695	91.206583	94.074568	88.454809	92.59963	94.454836	99.782781	89.242228	88.641982	93.883916	84.031498	96.492803	105.501086	102.430793	92.159793	108.152827	107.149374	98.909856	91.902634	102.414687	101.150845	118.725768	104.173764
rna-XM_455125.1	gene-KLLA0_F01012g	1.697955	1.634423	2.23679	2.148412	3.086698	4.026032	3.157081	3.409285	2.139946	2.357654	1.341702	2.376403	0.854292	1.158229	1.13642	0.794538	0.631637	0.464559	1.161852	0.740263	1.167096	0.928225	0.970604	0.830749	2.134253	1.175842	2.381368	1.952357	2.086607	2.650936	0.996935	2.7384	2.423046	2.425726	3.532378	3.353285	3.871411	3.354884	3.007735	3.128044	4.034041	3.137645	2.893005	4.444978	3.299382	3.493149	2.908569	4.998551	4.337027	3.926279
rna-XM_455126.1	gene-KLLA0_F01034g	246.842566	253.554206	251.405759	256.207626	321.277792	320.478945	308.509769	309.943731	274.916804	275.241429	273.697913	266.613298	191.671464	186.582268	174.457921	169.656411	92.216117	94.090612	96.295247	94.79569	58.694398	64.803331	64.260606	60.137073	54.418065	59.409859	55.613709	52.650966	57.25972	57.857206	55.652676	54.812753	62.48615	64.481601	72.193082	69.040636	73.665071	67.588377	68.201033	75.40298	72.334129	71.190468	106.442575	105.560817	74.165603	78.107653	125.737806	119.317198	138.572474	139.740282
rna-XM_455127.1	gene-KLLA0_F01056g	34.813937	36.955965	38.184352	39.035564	58.288568	56.748601	49.912458	57.618175	44.02499	45.858584	49.108428	51.160062	45.220938	43.928497	41.59911	41.563862	40.088939	41.355983	44.444628	46.654899	43.407731	41.143932	45.463071	42.96202	48.361022	49.07981	51.336226	50.802283	57.307249	52.632928	57.548315	53.123898	56.619623	51.818652	52.538575	52.719318	48.449682	55.055989	53.198811	48.509636	52.147922	50.454627	60.517491	56.584192	50.801969	46.572354	54.062297	53.757165	52.43889	53.240162
rna-XM_455128.1	gene-KLLA0_F01078g	31.567544	33.991443	31.207122	31.231714	100.870823	97.776745	95.077322	92.898999	98.921357	101.079203	101.856615	96.551926	56.063642	56.839224	48.237011	46.028344	12.434257	13.647814	14.159322	13.317999	11.394589	10.771984	11.902954	11.811887	20.895332	19.670327	24.301683	21.219696	23.040803	23.054378	22.254144	19.815605	21.054227	20.960675	21.520316	19.818642	22.456778	19.498909	19.321827	20.557713	19.768741	20.413215	19.582288	21.096449	16.395115	18.207124	17.610172	18.233053	18.844082	19.060159
rna-XM_455129.1	gene-KLLA0_F01100g	4.140442	2.092851	1.498255	2.619067	1.655882	3.355483	2.928336	2.979457	1.770082	3.065745	1.871048	2.471297	1.094913	2.034991	0.456921	0.464676	3.330777	2.055365	2.008387	2.018339	6.427995	4.055908	6.79985	5.383783	9.515671	6.443504	6.165183	9.210404	7.367972	7.122437	7.597729	9.284226	5.041112	8.494712	5.744114	9.348459	7.21663	4.25603	8.442773	5.058074	5.949816	6.555746	4.515616	2.439012	7.841782	7.087341	5.87006	5.157984	4.5248	6.234267
rna-XM_455130.1	gene-KLLA0_F01122g	56.462229	57.810258	51.42356	54.649697	247.95359	248.917003	236.800013	231.540387	266.761143	252.893428	261.146811	254.474898	111.558162	106.571605	81.197017	80.327659	4.656593	3.568078	3.56363	3.736617	3.605058	4.930984	4.58188	3.778105	23.8466	20.881719	36.560629	35.672946	39.802142	40.038928	38.115289	38.472859	43.163095	44.363085	37.700466	40.497081	39.63968	38.326144	39.180527	39.87906	43.83936	43.016413	48.407714	48.629735	43.404755	39.336464	45.525221	48.866282	50.031423	55.20632
rna-XM_455131.1	gene-KLLA0_F01144g	26.37026	26.503653	23.045555	25.650627	75.704249	71.778277	68.402226	69.064881	68.959222	67.237152	66.257557	57.804365	42.543116	40.204428	36.615548	37.565506	11.445243	11.741688	14.580009	10.948762	21.261088	19.524906	19.983598	19.66718	37.979296	38.783138	42.551529	45.100343	46.914728	42.695376	40.981967	39.832415	47.119389	44.669097	45.580975	42.887822	45.965244	40.464058	43.741702	47.824073	44.130597	47.815667	48.784178	49.870164	44.7781	43.149929	47.688922	48.930974	53.78607	51.950934
rna-XM_455132.1	gene-KLLA0_F01166g	26.661778	31.000255	27.686848	24.097881	20.968856	20.437081	23.356144	19.682958	9.735941	10.38731	8.824035	7.806508	16.240815	16.221568	17.531812	18.725069	46.207318	39.976805	42.57369	45.384087	71.029556	73.970992	71.95508	68.533488	79.710126	83.502531	85.17325	84.02961	94.181416	88.419228	81.661362	81.787823	80.12582	84.250765	80.58701	84.999293	76.245237	81.85309	74.587898	80.300584	76.074291	78.538558	83.486067	87.767789	79.808863	87.09814	85.84526	89.073414	91.563266	97.91015
rna-XM_455133.1	gene-KLLA0_F01188g	11.712575	13.71747	10.475732	10.975383	29.347459	28.064887	26.760724	27.283176	20.055933	20.331955	20.407959	20.980487	13.451981	14.477963	12.573392	13.280177	9.014028	8.944919	10.785925	10.964346	11.808155	12.797134	12.913143	11.806181	15.497157	15.489176	17.476001	15.097905	17.943988	16.665719	15.776114	17.762884	18.308416	17.449952	17.137386	19.301462	18.097578	18.592633	19.257998	18.44115	19.790681	19.0418	23.928272	21.256922	19.741337	19.98974	24.423681	27.067679	25.363687	27.252131
rna-XM_455134.1	gene-KLLA0_F01210g	265.583501	259.814333	227.983209	239.264723	246.412778	248.437083	239.940418	232.663038	122.474497	115.867008	123.162906	125.962816	133.292686	131.900084	127.764376	128.21078	221.192588	222.420525	231.600448	231.064741	430.462509	429.441838	438.108575	415.712744	584.907758	590.883676	628.560486	628.15295	647.31871	647.849803	566.591932	567.027476	605.393441	611.584783	527.820983	516.868405	526.277207	535.827371	515.67735	508.435348	510.60399	499.547323	482.743212	472.354256	427.847952	428.889282	453.305745	439.6955	464.273785	456.267927
rna-XM_455135.1	gene-KLLA0_F01232g	39.844442	35.591453	41.042768	38.395775	24.20713	28.316748	29.201209	33.710812	20.356208	18.451204	18.354134	18.243773	34.643437	35.502564	44.103904	37.009973	56.426804	54.999687	55.804633	48.815398	65.538906	62.447782	58.199646	61.47364	64.421011	61.733195	67.808668	60.478605	70.004569	64.53332	62.929037	67.832318	69.461533	69.625297	67.229723	57.33439	61.283896	60.672398	63.501869	66.867005	68.036548	56.21257	51.141174	64.337691	54.597757	57.939513	36.308492	44.093734	46.649191	46.640833
rna-XM_455136.1	gene-KLLA0_F01254g	23.368691	23.532973	23.012166	23.861545	23.812804	24.62949	21.840779	22.924427	14.210231	14.924549	12.976944	14.275649	21.00025	21.012681	19.416552	20.892771	22.563592	23.409714	25.485059	25.166186	30.165202	30.966071	32.077795	30.613964	30.221916	33.283289	32.46992	35.305668	33.996417	35.678807	33.031502	31.869176	35.237899	33.691329	33.415613	32.173358	33.249499	34.815276	32.851972	31.658863	32.516346	31.414429	35.113079	35.851397	29.123781	30.749451	24.797747	25.121083	27.332781	27.493738
rna-XM_455137.1	gene-KLLA0_F01276g	29.379382	31.815332	31.063612	32.506907	37.760465	32.014955	33.024292	31.869067	21.90272	23.050249	19.367052	19.338391	24.760497	25.299673	24.430307	25.860296	39.355556	40.576022	44.283914	44.333794	65.641029	61.418569	67.218732	66.104111	73.519664	71.923246	68.744686	72.493803	73.035739	72.105028	76.730173	76.458137	74.146234	75.147614	71.960628	74.502197	74.79332	72.11021	76.873846	78.279235	82.351835	75.732836	84.699076	79.3876	74.613357	78.810267	76.128195	71.283412	80.311107	72.219549
rna-XM_455138.1	gene-KLLA0_F01298g	61.945103	61.999863	65.316663	71.494069	20.373741	22.338087	18.759467	18.83586	9.707011	7.81906	9.693638	10.133839	22.249443	21.30898	29.155889	27.594264	74.922418	77.344409	77.507476	79.607611	136.47402	125.684335	135.025178	139.062987	143.305863	145.419875	127.511365	123.51306	132.556561	128.461665	146.651547	138.754464	134.238649	133.48266	156.752303	168.295478	172.035564	166.266595	161.209873	154.587012	163.90982	159.439413	164.246126	170.819467	163.443153	160.339379	188.282674	196.678688	181.779841	176.315805
rna-XM_455139.1	gene-KLLA0_F01320g	35.889728	36.808585	33.032073	31.052712	21.991192	22.695145	21.781647	22.605043	16.638896	14.298917	19.044245	17.760996	21.566492	23.961018	25.054814	23.592323	31.199331	35.355524	34.615172	36.517449	38.441185	46.17023	41.718786	39.60781	52.451359	51.020537	55.496802	55.447803	57.56912	60.631124	58.376086	58.375684	48.31674	52.794984	60.091487	57.320635	53.80478	57.46178	60.50741	57.580177	59.454144	58.436411	59.523679	61.799745	54.340718	52.912606	54.271131	57.303631	59.320989	65.01915
rna-XM_455140.1	gene-KLLA0_F01342g	33.699556	37.437503	36.355585	29.090513	20.373859	20.39421	18.657625	19.908738	11.477616	13.647806	12.690272	13.643834	21.802512	22.373934	23.746686	23.798142	40.402946	37.63032	38.813691	39.892269	45.502	45.842034	48.708544	48.882954	57.190724	50.837155	58.106691	59.154717	67.791236	60.514342	62.192776	62.729244	56.002987	52.314934	58.041787	62.906222	57.33025	56.389516	60.043365	56.874192	59.428802	60.419403	56.518507	54.512678	50.717234	52.817107	53.132881	53.642186	50.693887	53.366513
rna-XM_455141.1	gene-KLLA0_F01364g	47.124009	48.463023	46.590758	44.481147	136.641468	131.763677	127.488761	123.354699	175.006027	176.869554	171.413375	171.341561	102.378191	98.219037	81.062998	80.117931	7.452748	7.574021	7.28556	7.116922	20.981592	21.210061	19.823609	18.933609	55.056163	55.844618	63.979036	65.758266	65.102984	66.631078	60.368481	63.099943	64.930492	66.204712	61.42825	62.626636	65.386116	62.245656	58.707064	66.103163	59.933064	62.24726	62.138494	59.53036	53.890323	50.842828	53.898863	59.268784	62.480726	58.102786
rna-XM_455142.1	gene-KLLA0_F01386g	32.812975	34.96612	28.002439	28.028246	28.290675	27.66348	26.832092	24.324744	22.925362	21.862002	20.234817	19.961285	31.272592	29.894437	29.925775	32.584467	31.864401	35.922914	37.733404	35.188267	35.038824	32.501429	35.277797	34.759504	42.754298	44.384282	31.910516	30.462645	30.363022	28.846238	25.410718	25.564254	28.841901	25.598566	27.889071	28.106119	25.748273	28.296893	27.145188	26.714827	25.691469	26.315516	21.864859	20.631419	21.333229	20.04026	21.191654	17.873435	22.754439	21.397715
rna-XM_455143.1	gene-KLLA0_F01408g	11.531259	6.710862	12.941269	7.719669	21.191798	22.775965	19.930418	14.981142	8.932231	9.481947	8.203348	8.856861	9.606059	9.501688	10.927372	10.173651	14.817075	17.11522	13.266147	11.872063	13.179654	13.504828	18.719642	19.387612	16.552239	17.199389	20.008623	19.047265	18.185857	18.315938	19.961468	16.406664	20.695646	23.980264	19.58751	22.057576	22.741714	18.721265	20.532584	24.685521	26.458788	21.593506	20.658562	22.570198	24.044112	22.95585	23.385437	21.067026	19.801241	23.279639
rna-XM_455144.1	gene-KLLA0_F01419g	48.79232	46.131554	49.342074	50.383595	32.077042	32.060999	29.843258	31.233698	26.687733	35.788907	29.727035	29.872909	37.900272	42.400126	45.309125	43.847583	65.853185	67.52322	65.086782	66.052573	70.812937	71.416247	76.011764	73.150594	80.786519	79.955829	79.216525	79.98421	87.056697	88.818624	87.264747	84.870339	83.054485	93.416992	77.699683	79.246157	80.593001	81.685657	86.696237	83.385244	80.73106	86.635941	77.307871	84.556357	78.16343	84.811162	70.21745	78.300036	79.406769	77.514411
