TXNAME	GENEID
orf19.3686-T	orf19.3686
orf19.3688-T	orf19.3688
orf19.3689-T	orf19.3689
orf19.3690.2-T	orf19.3690.2
tR(CCG)1-T	tR(CCG)1
orf19.3693-T	orf19.3693
orf19.3694-T	orf19.3694
orf19.2925-T	orf19.2925
orf19.2927-T	orf19.2927
orf19.2928-T	orf19.2928
orf19.2929-T	orf19.2929
orf19.2930-T	orf19.2930
orf19.2933-T	orf19.2933
orf19.2934-T	orf19.2934
orf19.2938-T	orf19.2938
orf19.2942-T	orf19.2942
tR(UCU)4-T	tR(UCU)4
orf19.2945-T	orf19.2945
orf19.2947-T	orf19.2947
orf19.2951-T	orf19.2951
orf19.2952-T	orf19.2952
orf19.2953-T	orf19.2953
orf19.2956-T	orf19.2956
orf19.2957-T	orf19.2957
orf19.2958-T	orf19.2958
orf19.2959-T	orf19.2959
orf19.2959.1-T	orf19.2959.1
orf19.2963-T	orf19.2963
orf19.2964-T	orf19.2964
orf19.2974-T	orf19.2974
orf19.2977-T	orf19.2977
orf19.2978-T	orf19.2978
orf19.2980-T	orf19.2980
orf19.2982-T	orf19.2982
orf19.2984-T	orf19.2984
orf19.2985-T	orf19.2985
orf19.2987-T	orf19.2987
orf19.2990-T	orf19.2990
orf19.2994-T	orf19.2994
orf19.2998-T	orf19.2998
orf19.3000-T	orf19.3000
orf19.3001-T	orf19.3001
orf19.3006-T	orf19.3006
orf19.3007.2-T	orf19.3007.2
orf19.3008-T	orf19.3008
orf19.3009-T	orf19.3009
orf19.3010.1-T	orf19.3010.1
orf19.3012-T	orf19.3012
orf19.3013-T	orf19.3013
orf19.3014-T	orf19.3014
orf19.3015-T	orf19.3015
orf19.3018-T	orf19.3018
orf19.3026-T	orf19.3026
orf19.3029-T	orf19.3029
orf19.3030-T	orf19.3030
orf19.3031-T	orf19.3031
orf19.3034-T	orf19.3034
orf19.3045-T	orf19.3045
orf19.3047-T	orf19.3047
orf19.3048-T	orf19.3048
orf19.3049-T	orf19.3049
orf19.3050-T	orf19.3050
orf19.3053-T	orf19.3053
orf19.3057-T	orf19.3057
orf19.3058-T	orf19.3058
orf19.3059-T	orf19.3059
tL(UAA)3-T	tL(UAA)3
orf19.3061-T	orf19.3061
orf19.3061.1-T	orf19.3061.1
orf19.3063-T	orf19.3063
orf19.3064-T	orf19.3064
orf19.3065-T	orf19.3065
tT(CGU)1-T	tT(CGU)1
orf19.1133-T	orf19.1133
orf19.1037-T	orf19.1037
orf19.1036-T	orf19.1036
orf19.1033-T	orf19.1033
orf19.1031-T	orf19.1031
orf19.1030-T	orf19.1030
orf19.1028-T	orf19.1028
orf19.1026-T	orf19.1026
orf19.4457-T	orf19.4457
orf19.4459-T	orf19.4459
orf19.4461-T	orf19.4461
orf19.4465-T	orf19.4465
orf19.4466-T	orf19.4466
orf19.4470-T	orf19.4470
orf19.4471-T	orf19.4471
orf19.4475-T	orf19.4475
orf19.4476-T	orf19.4476
orf19.4477-T	orf19.4477
orf19.4479-T	orf19.4479
orf19.4481-T	orf19.4481
orf19.1039-T	orf19.1039
orf19.1041-T	orf19.1041
orf19.1042-T	orf19.1042
orf19.1045-T	orf19.1045
orf19.1049-T	orf19.1049
orf19.1050-T	orf19.1050
orf19.1051-T	orf19.1051
orf19.1053-T	orf19.1053
orf19.1054-T	orf19.1054
orf19.1055-T	orf19.1055
orf19.1057-T	orf19.1057
orf19.1059-T	orf19.1059
orf19.1060-T	orf19.1060
orf19.1062-T	orf19.1062
orf19.1063-T	orf19.1063
orf19.1064-T	orf19.1064
orf19.1065-T	orf19.1065
orf19.1066-T	orf19.1066
orf19.1070-T	orf19.1070
orf19.5203-T	orf19.5203
orf19.5201.1-T	orf19.5201.1
orf19.5201-T	orf19.5201
orf19.5198-T	orf19.5198
orf19.5197-T	orf19.5197
orf19.5196-T	orf19.5196
orf19.5195-T	orf19.5195
orf19.5194.1-T	orf19.5194.1
orf19.6837-T	orf19.6837
orf19.6838-T	orf19.6838
orf19.6840-T	orf19.6840
orf19.6842-T	orf19.6842
orf19.6846-T	orf19.6846
orf19.6847-T	orf19.6847
orf19.6848-T	orf19.6848
orf19.6851-T	orf19.6851
orf19.6852-T	orf19.6852
orf19.6853-T	orf19.6853
orf19.783-T	orf19.783
orf19.776-T	orf19.776
orf19.775-T	orf19.775
orf19.773-T	orf19.773
orf19.772-T	orf19.772
orf19.768-T	orf19.768
orf19.767-T	orf19.767
orf19.764-T	orf19.764
orf19.762-T	orf19.762
orf19.760-T	orf19.760
orf19.758-T	orf19.758
orf19.757.1-T	orf19.757.1
orf19.755-T	orf19.755
orf19.752-T	orf19.752
orf19.751-T	orf19.751
orf19.750-T	orf19.750
orf19.48-T	orf19.48
orf19.50-T	orf19.50
orf19.52-T	orf19.52
orf19.53-T	orf19.53
orf19.55-T	orf19.55
orf19.56-T	orf19.56
orf19.57-T	orf19.57
orf19.58-T	orf19.58
orf19.4064-T	orf19.4064
orf19.4060-T	orf19.4060
orf19.450-T	orf19.450
orf19.449-T	orf19.449
orf19.448-T	orf19.448
orf19.446.2-T	orf19.446.2
orf19.446.1-T	orf19.446.1
orf19.446-T	orf19.446
orf19.445-T	orf19.445
orf19.444-T	orf19.444
orf19.441-T	orf19.441
orf19.440-T	orf19.440
orf19.439-T	orf19.439
orf19.434-T	orf19.434
orf19.433-T	orf19.433
orf19.432-T	orf19.432
orf19.431-T	orf19.431
orf19.429-T	orf19.429
orf19.428-T	orf19.428
orf19.427-T	orf19.427
orf19.426-T	orf19.426
orf19.425-T	orf19.425
orf19.424-T	orf19.424
orf19.419-T	orf19.419
orf19.416-T	orf19.416
orf19.415-T	orf19.415
orf19.413.1-T	orf19.413.1
orf19.412-T	orf19.412
orf19.411-T	orf19.411
snR60-T	snR60
orf19.2492-T	orf19.2492
orf19.2489-T	orf19.2489
orf19.2488-T	orf19.2488
orf19.2485-T	orf19.2485
orf19.2483-T	orf19.2483
orf19.2481-T	orf19.2481
orf19.2479-T	orf19.2479
orf19.2478-T	orf19.2478
orf19.2476-T	orf19.2476
orf19.2475-T	orf19.2475
orf19.2474-T	orf19.2474
orf19.2472-T	orf19.2472
orf19.2469-T	orf19.2469
orf19.2455-T	orf19.2455
orf19.2452-T	orf19.2452
orf19.2446-T	orf19.2446
orf19.2442-T	orf19.2442
orf19.2439.1-T	orf19.2439.1
orf19.2439-T	orf19.2439
orf19.2437-T	orf19.2437
orf19.2436-T	orf19.2436
orf19.2435-T	orf19.2435
orf19.2434-T	orf19.2434
orf19.2433-T	orf19.2433
orf19.2432-T	orf19.2432
orf19.2431-T	orf19.2431
orf19.2662-T	orf19.2662
orf19.1827-T	orf19.1827
orf19.1826-T	orf19.1826
orf19.1822-T	orf19.1822
orf19.1821-T	orf19.1821
orf19.6274-T	orf19.6274
orf19.6273-T	orf19.6273
orf19.6271-T	orf19.6271
orf19.6268-T	orf19.6268
orf19.6267-T	orf19.6267
orf19.6266-T	orf19.6266
orf19.6265.1-T	orf19.6265.1
orf19.6265-T	orf19.6265
orf19.6264.3-T	orf19.6264.3
snR189a-T	snR189a
orf19.6263-T	orf19.6263
orf19.6261-T	orf19.6261
orf19.6260-T	orf19.6260
orf19.6259-T	orf19.6259
orf19.6252-T	orf19.6252
orf19.6249-T	orf19.6249
orf19.6248-T	orf19.6248
orf19.6247.1-T	orf19.6247.1
orf19.6238-T	orf19.6238
orf19.6236-T	orf19.6236
orf19.6234-T	orf19.6234
orf19.6231-T	orf19.6231
orf19.6225.1-T	orf19.6225.1
orf19.6222.1-T	orf19.6222.1
orf19.6222-T	orf19.6222
orf19.6220.4-T	orf19.6220.4
orf19.6220.3-T	orf19.6220.3
orf19.6220-T	orf19.6220
orf19.6219-T	orf19.6219
orf19.6214-T	orf19.6214
tP(AGG)1-T	tP(AGG)1
orf19.6211-T	orf19.6211
orf19.6209-T	orf19.6209
tL(UAA)4-T	tL(UAA)4
orf19.6203-T	orf19.6203
orf19.6202-T	orf19.6202
orf19.6200-T	orf19.6200
orf19.6199-T	orf19.6199
orf19.6198.1-T	orf19.6198.1
orf19.6197-T	orf19.6197
orf19.6195-T	orf19.6195
orf19.6194-T	orf19.6194
orf19.4455-T	orf19.4455
orf19.4451-T	orf19.4451
orf19.4450.1-T	orf19.4450.1
orf19.4450-T	orf19.4450
orf19.4446-T	orf19.4446
orf19.4442-T	orf19.4442
orf19.4441-T	orf19.4441
orf19.4439.1-T	orf19.4439.1
tL(AAG)2-T	tL(AAG)2
orf19.4436-T	orf19.4436
orf19.4433-T	orf19.4433
orf19.4432-T	orf19.4432
orf19.4428-T	orf19.4428
orf19.4427-T	orf19.4427
orf19.4426-T	orf19.4426
orf19.2799-T	orf19.2799
orf19.2798-T	orf19.2798
orf19.2797-T	orf19.2797
orf19.2796-T	orf19.2796
orf19.2795-T	orf19.2795
orf19.2792-T	orf19.2792
orf19.2791-T	orf19.2791
orf19.2788-T	orf19.2788
orf19.2787-T	orf19.2787
orf19.2786-T	orf19.2786
orf19.2784-T	orf19.2784
orf19.2783-T	orf19.2783
orf19.2781-T	orf19.2781
orf19.1229-T	orf19.1229
orf19.1232-T	orf19.1232
orf19.1233-T	orf19.1233
orf19.5049-T	orf19.5049
orf19.5051-T	orf19.5051
orf19.5053-T	orf19.5053
orf19.5056-T	orf19.5056
orf19.5058-T	orf19.5058
orf19.5059-T	orf19.5059
orf19.5061-T	orf19.5061
orf19.5064-T	orf19.5064
orf19.5065-T	orf19.5065
orf19.5066-T	orf19.5066
orf19.5068-T	orf19.5068
orf19.5069-T	orf19.5069
orf19.5070-T	orf19.5070
orf19.5079.1-T	orf19.5079.1
orf19.5081-T	orf19.5081
orf19.5089-T	orf19.5089
orf19.5092-T	orf19.5092
orf19.5094-T	orf19.5094
orf19.5095-T	orf19.5095
orf19.5097-T	orf19.5097
orf19.5100-T	orf19.5100
orf19.5102-T	orf19.5102
orf19.5103-T	orf19.5103
orf19.5104-T	orf19.5104
orf19.5105-T	orf19.5105
orf19.5106-T	orf19.5106
orf19.5113-T	orf19.5113
orf19.5114-T	orf19.5114
orf19.5114.1-T	orf19.5114.1
orf19.5117-T	orf19.5117
orf19.384-T	orf19.384
orf19.385-T	orf19.385
orf19.386-T	orf19.386
orf19.389-T	orf19.389
orf19.390-T	orf19.390
orf19.391-T	orf19.391
orf19.393-T	orf19.393
orf19.395-T	orf19.395
orf19.397-T	orf19.397
orf19.399-T	orf19.399
orf19.400-T	orf19.400
orf19.403-T	orf19.403
orf19.405-T	orf19.405
orf19.406-T	orf19.406
orf19.407-T	orf19.407
orf19.409-T	orf19.409
orf19.4723-T	orf19.4723
orf19.4724-T	orf19.4724
orf19.4726-T	orf19.4726
orf19.4732-T	orf19.4732
orf19.4739-T	orf19.4739
orf19.4740-T	orf19.4740
orf19.4741-T	orf19.4741
orf19.4743-T	orf19.4743
orf19.4744-T	orf19.4744
orf19.4746-T	orf19.4746
orf19.4748-T	orf19.4748
orf19.4750-T	orf19.4750
orf19.4751.1-T	orf19.4751.1
orf19.4752-T	orf19.4752
orf19.4754-T	orf19.4754
orf19.4755-T	orf19.4755
orf19.4759-T	orf19.4759
orf19.4760-T	orf19.4760
orf19.4763-T	orf19.4763
orf19.4765-T	orf19.4765
orf19.4766-T	orf19.4766
orf19.4772-T	orf19.4772
orf19.4777-T	orf19.4777
orf19.4779-T	orf19.4779
orf19.4781-T	orf19.4781
orf19.4783-T	orf19.4783
orf19.4785-T	orf19.4785
orf19.4788-T	orf19.4788
orf19.4789-T	orf19.4789
orf19.4791-T	orf19.4791
orf19.4792-T	orf19.4792
orf19.4795-T	orf19.4795
orf19.4798-T	orf19.4798
orf19.4802-T	orf19.4802
orf19.4808-T	orf19.4808
orf19.4811-T	orf19.4811
orf19.4813-T	orf19.4813
orf19.4816-T	orf19.4816
snR31a-T	snR31a
orf19.4821-T	orf19.4821
orf19.4822-T	orf19.4822
orf19.4823-T	orf19.4823
orf19.4825-T	orf19.4825
orf19.4830-T	orf19.4830
orf19.4835-T	orf19.4835
orf19.4837.1-T	orf19.4837.1
orf19.4841-T	orf19.4841
orf19.4843-T	orf19.4843
orf19.4844-T	orf19.4844
orf19.4845-T	orf19.4845
orf19.4847-T	orf19.4847
orf19.4849-T	orf19.4849
orf19.4850-T	orf19.4850
orf19.4851-T	orf19.4851
orf19.4855-T	orf19.4855
tS(CGA)1-T	tS(CGA)1
orf19.4857-T	orf19.4857
orf19.4862-T	orf19.4862
orf19.4863-T	orf19.4863
orf19.4864-T	orf19.4864
orf19.4866-T	orf19.4866
orf19.4867-T	orf19.4867
orf19.4873-T	orf19.4873
orf19.4874-T	orf19.4874
orf19.4878-T	orf19.4878
orf19.4879.2-T	orf19.4879.2
orf19.4882-T	orf19.4882
orf19.4883-T	orf19.4883
orf19.4887-T	orf19.4887
orf19.4889-T	orf19.4889
orf19.4890-T	orf19.4890
orf19.4892-T	orf19.4892
orf19.4893-T	orf19.4893
orf19.4894-T	orf19.4894
orf19.4895-T	orf19.4895
orf19.4896-T	orf19.4896
orf19.4897-T	orf19.4897
orf19.4898-T	orf19.4898
orf19.4904-T	orf19.4904
orf19.4906-T	orf19.4906
orf19.4907-T	orf19.4907
orf19.4909-T	orf19.4909
orf19.4909.1-T	orf19.4909.1
orf19.4910-T	orf19.4910
orf19.4912-T	orf19.4912
orf19.998-T	orf19.998
orf19.999-T	orf19.999
orf19.1002-T	orf19.1002
orf19.1005-T	orf19.1005
orf19.1830-T	orf19.1830
orf19.1831-T	orf19.1831
orf19.1834-T	orf19.1834
orf19.1835-T	orf19.1835
orf19.1839-T	orf19.1839
orf19.1840-T	orf19.1840
orf19.2351-T	orf19.2351
orf19.2350-T	orf19.2350
orf19.2347-T	orf19.2347
orf19.2344-T	orf19.2344
orf19.2343.1-T	orf19.2343.1
orf19.2341-T	orf19.2341
orf19.2337-T	orf19.2337
orf19.2335-T	orf19.2335
orf19.2333-T	orf19.2333
orf19.2331-T	orf19.2331
orf19.2328-T	orf19.2328
tI(UAU)1-T	tI(UAU)1
orf19.2326-T	orf19.2326
orf19.2324-T	orf19.2324
orf19.2322.3-T	orf19.2322.3
orf19.2320-T	orf19.2320
orf19.2315-T	orf19.2315
orf19.2314-T	orf19.2314
orf19.2313-T	orf19.2313
orf19.2309.2-T	orf19.2309.2
orf19.2307-T	orf19.2307
orf19.2305-T	orf19.2305
orf19.2304-T	orf19.2304
orf19.2299-T	orf19.2299
snR64-T	snR64
orf19.681-T	orf19.681
orf19.680-T	orf19.680
orf19.677-T	orf19.677
orf19.675.1-T	orf19.675.1
orf19.672-T	orf19.672
orf19.671-T	orf19.671
orf19.670.2-T	orf19.670.2
orf19.670-T	orf19.670
orf19.668-T	orf19.668
orf19.666-T	orf19.666
orf19.663-T	orf19.663
orf19.8278-T	orf19.8278
orf19.658-T	orf19.658
orf19.657-T	orf19.657
orf19.656-T	orf19.656
orf19.1171-T	orf19.1171
orf19.1170-T	orf19.1170
orf19.1169-T	orf19.1169
orf19.1168-T	orf19.1168
orf19.1167-T	orf19.1167
orf19.1166-T	orf19.1166
orf19.1163-T	orf19.1163
orf19.1159-T	orf19.1159
orf19.1156-T	orf19.1156
orf19.1155-T	orf19.1155
orf19.1150.1-T	orf19.1150.1
orf19.1149-T	orf19.1149
orf19.1148-T	orf19.1148
orf19.1140-T	orf19.1140
orf19.1139-T	orf19.1139
orf19.1136-T	orf19.1136
orf19.5277-T	orf19.5277
orf19.5271-T	orf19.5271
orf19.5269.1-T	orf19.5269.1
orf19.5269-T	orf19.5269
orf19.5266-T	orf19.5266
orf19.5265-T	orf19.5265
orf19.5259-T	orf19.5259
orf19.5258-T	orf19.5258
orf19.5256-T	orf19.5256
orf19.5255-T	orf19.5255
orf19.5254-T	orf19.5254
orf19.5251-T	orf19.5251
orf19.5249-T	orf19.5249
orf19.5247-T	orf19.5247
orf19.5246-T	orf19.5246
orf19.5239-T	orf19.5239
orf19.5238-T	orf19.5238
orf19.5235-T	orf19.5235
orf19.5234-T	orf19.5234
orf19.5232-T	orf19.5232
orf19.5231.2-T	orf19.5231.2
orf19.5230-T	orf19.5230
orf19.5228-T	orf19.5228
orf19.5226-T	orf19.5226
orf19.5225.2-T	orf19.5225.2
orf19.5225-T	orf19.5225
orf19.5224-T	orf19.5224
orf19.5223-T	orf19.5223
orf19.5219-T	orf19.5219
orf19.69.2-T	orf19.69.2
tW(CCA)1-T	tW(CCA)1
orf19.3763-T	orf19.3763
orf19.3761-T	orf19.3761
orf19.3760-T	orf19.3760
orf19.3759-T	orf19.3759
orf19.3756-T	orf19.3756
orf19.6360-T	orf19.6360
orf19.6358-T	orf19.6358
orf19.6356-T	orf19.6356
orf19.6354-T	orf19.6354
orf19.6351-T	orf19.6351
orf19.6350-T	orf19.6350
orf19.6347-T	orf19.6347
orf19.6343-T	orf19.6343
orf19.6340-T	orf19.6340
orf19.4913-T	orf19.4913
orf19.4916-T	orf19.4916
orf19.4917-T	orf19.4917
orf19.4918-T	orf19.4918
orf19.4922-T	orf19.4922
orf19.4923-T	orf19.4923
orf19.4923.1-T	orf19.4923.1
orf19.4927-T	orf19.4927
orf19.4928-T	orf19.4928
orf19.4930-T	orf19.4930
orf19.4931-T	orf19.4931
snR87-T	snR87
orf19.4932-T	orf19.4932
orf19.4933-T	orf19.4933
orf19.4937-T	orf19.4937
orf19.4939-T	orf19.4939
orf19.4940-T	orf19.4940
orf19.4941-T	orf19.4941
orf19.4945-T	orf19.4945
orf19.4948-T	orf19.4948
orf19.4949-T	orf19.4949
orf19.4950-T	orf19.4950
orf19.4954-T	orf19.4954
orf19.4956-T	orf19.4956
orf19.4959-T	orf19.4959
orf19.4960-T	orf19.4960
orf19.4962-T	orf19.4962
orf19.4966-T	orf19.4966
orf19.4969-T	orf19.4969
orf19.4970-T	orf19.4970
orf19.4972-T	orf19.4972
orf19.4981-T	orf19.4981
snR3a-T	snR3a
orf19.4982-T	orf19.4982
orf19.4983-T	orf19.4983
orf19.4987-T	orf19.4987
orf19.4997-T	orf19.4997
orf19.5003-T	orf19.5003
orf19.5006-T	orf19.5006
orf19.5006.1-T	orf19.5006.1
orf19.5008.1-T	orf19.5008.1
orf19.5010-T	orf19.5010
orf19.5012-T	orf19.5012
orf19.5014-T	orf19.5014
orf19.5016-T	orf19.5016
orf19.5017-T	orf19.5017
orf19.5020-T	orf19.5020
orf19.5021-T	orf19.5021
orf19.5023-T	orf19.5023
orf19.5024-T	orf19.5024
orf19.5026-T	orf19.5026
tA(AGC)7-T	tA(AGC)7
orf19.5027-T	orf19.5027
orf19.5029-T	orf19.5029
orf19.5033-T	orf19.5033
orf19.5035-T	orf19.5035
orf19.7205-T	orf19.7205
orf19.7207-T	orf19.7207
orf19.7213-T	orf19.7213
orf19.7217-T	orf19.7217
orf19.7218-T	orf19.7218
orf19.7221-T	orf19.7221
orf19.7222-T	orf19.7222
orf19.7227-T	orf19.7227
orf19.7229-T	orf19.7229
orf19.7231-T	orf19.7231
orf19.7232-T	orf19.7232
orf19.7235-T	orf19.7235
orf19.7236-T	orf19.7236
orf19.7238-T	orf19.7238
orf19.7239-T	orf19.7239
orf19.7242-T	orf19.7242
orf19.7244-T	orf19.7244
orf19.7247-T	orf19.7247
orf19.7251-T	orf19.7251
orf19.7254-T	orf19.7254
orf19.7257-T	orf19.7257
orf19.7260-T	orf19.7260
orf19.7261-T	orf19.7261
orf19.7263-T	orf19.7263
orf19.7267-T	orf19.7267
orf19.7269-T	orf19.7269
orf19.7272-T	orf19.7272
orf19.7274-T	orf19.7274
orf19.7275-T	orf19.7275
orf19.7277-T	orf19.7277
orf19.7276.1-T	orf19.7276.1
orf19.7278-T	orf19.7278
orf19.1925-T	orf19.1925
orf19.1923-T	orf19.1923
orf19.1913-T	orf19.1913
orf19.1910-T	orf19.1910
orf19.1906-T	orf19.1906
orf19.2119-T	orf19.2119
orf19.2117-T	orf19.2117
orf19.2112-T	orf19.2112
orf19.2111.2-T	orf19.2111.2
orf19.2110-T	orf19.2110
orf19.2107.1-T	orf19.2107.1
orf19.2104-T	orf19.2104
orf19.2103-T	orf19.2103
orf19.2101-T	orf19.2101
orf19.2097-T	orf19.2097
orf19.2094-T	orf19.2094
orf19.2089-T	orf19.2089
orf19.2087-T	orf19.2087
orf19.2082-T	orf19.2082
orf19.2081-T	orf19.2081
orf19.2078-T	orf19.2078
orf19.2077-T	orf19.2077
orf19.2076-T	orf19.2076
orf19.2075-T	orf19.2075
orf19.2074-T	orf19.2074
orf19.2073-T	orf19.2073
orf19.2072-T	orf19.2072
orf19.2071-T	orf19.2071
orf19.2070-T	orf19.2070
orf19.2068-T	orf19.2068
orf19.2064-T	orf19.2064
orf19.2063-T	orf19.2063
orf19.2059-T	orf19.2059
orf19.2057-T	orf19.2057
orf19.2055-T	orf19.2055
orf19.2049-T	orf19.2049
orf19.2047-T	orf19.2047
orf19.2046-T	orf19.2046
orf19.2042-T	orf19.2042
orf19.2040-T	orf19.2040
orf19.2039-T	orf19.2039
orf19.2037-T	orf19.2037
orf19.2036-T	orf19.2036
orf19.2035-T	orf19.2035
orf19.2034-T	orf19.2034
orf19.2033-T	orf19.2033
orf19.2032-T	orf19.2032
orf19.2030-T	orf19.2030
orf19.2025-T	orf19.2025
orf19.2024-T	orf19.2024
orf19.2023-T	orf19.2023
orf19.2021-T	orf19.2021
orf19.2020-T	orf19.2020
orf19.2019-T	orf19.2019
orf19.2018.1-T	orf19.2018.1
orf19.2018.2-T	orf19.2018.2
orf19.2017-T	orf19.2017
orf19.2013-T	orf19.2013
orf19.2012-T	orf19.2012
orf19.2009-T	orf19.2009
orf19.2008-T	orf19.2008
orf19.2006.1-T	orf19.2006.1
orf19.2002-T	orf19.2002
orf19.2001-T	orf19.2001
orf19.1999-T	orf19.1999
orf19.1998-T	orf19.1998
orf19.1996-T	orf19.1996
orf19.1994-T	orf19.1994
orf19.1993-T	orf19.1993
orf19.1991-T	orf19.1991
orf19.1442-T	orf19.1442
orf19.1444-T	orf19.1444
orf19.1448-T	orf19.1448
orf19.1451-T	orf19.1451
orf19.1453-T	orf19.1453
orf19.1456-T	orf19.1456
orf19.1459-T	orf19.1459
orf19.1461-T	orf19.1461
orf19.1462-T	orf19.1462
orf19.1464-T	orf19.1464
orf19.1465-T	orf19.1465
orf19.1466-T	orf19.1466
orf19.1467-T	orf19.1467
orf19.1471-T	orf19.1471
orf19.1473-T	orf19.1473
orf19.1474-T	orf19.1474
orf19.1476-T	orf19.1476
orf19.1480-T	orf19.1480
orf19.1482-T	orf19.1482
orf19.1484-T	orf19.1484
orf19.1490-T	orf19.1490
orf19.1490.1-T	orf19.1490.1
orf19.1492-T	orf19.1492
orf19.1494-T	orf19.1494
orf19.1499-T	orf19.1499
orf19.1502-T	orf19.1502
orf19.1514-T	orf19.1514
orf19.1516-T	orf19.1516
orf19.1517-T	orf19.1517
orf19.1519-T	orf19.1519
orf19.1524-T	orf19.1524
snR48-T	snR48
orf19.1525-T	orf19.1525
orf19.1526-T	orf19.1526
orf19.1528-T	orf19.1528
orf19.1532-T	orf19.1532
orf19.1533-T	orf19.1533
orf19.1534-T	orf19.1534
orf19.1536-T	orf19.1536
orf19.1544-T	orf19.1544
orf19.1546-T	orf19.1546
orf19.1548-T	orf19.1548
orf19.1549-T	orf19.1549
orf19.1551-T	orf19.1551
orf19.1560-T	orf19.1560
orf19.1562-T	orf19.1562
orf19.1563-T	orf19.1563
orf19.1564-T	orf19.1564
orf19.1566-T	orf19.1566
orf19.1567-T	orf19.1567
orf19.1570-T	orf19.1570
tV(AAC)1-T	tV(AAC)1
orf19.1574-T	orf19.1574
orf19.1575-T	orf19.1575
orf19.1576-T	orf19.1576
orf19.1577-T	orf19.1577
orf19.1578-T	orf19.1578
orf19.1581-T	orf19.1581
orf19.1582-T	orf19.1582
orf19.1584-T	orf19.1584
orf19.1585-T	orf19.1585
orf19.1588-T	orf19.1588
orf19.1589-T	orf19.1589
orf19.5841-T	orf19.5841
orf19.5839-T	orf19.5839
orf19.5838-T	orf19.5838
orf19.5834-T	orf19.5834
orf19.5833-T	orf19.5833
orf19.5830-T	orf19.5830
orf19.5828-T	orf19.5828
orf19.5825.1-T	orf19.5825.1
orf19.5820-T	orf19.5820
orf19.5818-T	orf19.5818
orf19.5817-T	orf19.5817
orf19.5815-T	orf19.5815
orf19.5814-T	orf19.5814
orf19.5814.1-T	orf19.5814.1
orf19.5813-T	orf19.5813
orf19.5811-T	orf19.5811
orf19.5809-T	orf19.5809
orf19.5798-T	orf19.5798
orf19.5797-T	orf19.5797
orf19.5796-T	orf19.5796
orf19.5793-T	orf19.5793
orf19.5791-T	orf19.5791
orf19.5788-T	orf19.5788
orf19.5785-T	orf19.5785
orf19.5784-T	orf19.5784
orf19.5783-T	orf19.5783
orf19.5777-T	orf19.5777
orf19.910-T	orf19.910
orf19.909.1-T	orf19.909.1
orf19.905-T	orf19.905
orf19.904-T	orf19.904
orf19.903-T	orf19.903
orf19.900-T	orf19.900
orf19.899-T	orf19.899
orf19.898-T	orf19.898
orf19.896-T	orf19.896
orf19.894-T	orf19.894
orf19.893-T	orf19.893
orf19.891-T	orf19.891
orf19.889-T	orf19.889
orf19.886-T	orf19.886
orf19.880-T	orf19.880
orf19.878-T	orf19.878
orf19.876-T	orf19.876
orf19.875-T	orf19.875
orf19.871-T	orf19.871
orf19.867-T	orf19.867
orf19.866-T	orf19.866
snR43b-T	snR43b
orf19.860-T	orf19.860
orf19.857-T	orf19.857
orf19.856-T	orf19.856
orf19.855-T	orf19.855
orf19.854-T	orf19.854
tE(CUC)1-T	tE(CUC)1
orf19.853-T	orf19.853
orf19.852-T	orf19.852
orf19.850-T	orf19.850
orf19.849-T	orf19.849
orf19.848-T	orf19.848
tR(UCU)2-T	tR(UCU)2
tF(GAA)2-T	tF(GAA)2
orf19.847-T	orf19.847
orf19.839-T	orf19.839
tR(UCU)3-T	tR(UCU)3
tF(GAA)3-T	tF(GAA)3
orf19.837-T	orf19.837
orf19.836-T	orf19.836
orf19.828-T	orf19.828
orf19.827.1-T	orf19.827.1
orf19.827-T	orf19.827
orf19.825-T	orf19.825
orf19.813-T	orf19.813
orf19.812-T	orf19.812
orf19.811-T	orf19.811
orf19.810-T	orf19.810
orf19.808-T	orf19.808
orf19.807-T	orf19.807
orf19.805-T	orf19.805
orf19.801-T	orf19.801
orf19.799-T	orf19.799
orf19.797-T	orf19.797
orf19.795-T	orf19.795
orf19.794-T	orf19.794
orf19.793-T	orf19.793
orf19.792-T	orf19.792
orf19.791-T	orf19.791
orf19.1591-T	orf19.1591
orf19.1590-T	orf19.1590
orf19.4518-T	orf19.4518
orf19.4517-T	orf19.4517
orf19.4515-T	orf19.4515
orf19.4513-T	orf19.4513
orf19.4511-T	orf19.4511
orf19.4510-T	orf19.4510
orf19.4509-T	orf19.4509
orf19.4508-T	orf19.4508
orf19.4507-T	orf19.4507
orf19.4506-T	orf19.4506
orf19.4505-T	orf19.4505
orf19.4504-T	orf19.4504
orf19.4503-T	orf19.4503
orf19.4502-T	orf19.4502
orf19.4499-T	orf19.4499
orf19.4497-T	orf19.4497
orf19.4494-T	orf19.4494
orf19.4492-T	orf19.4492
orf19.4491-T	orf19.4491
orf19.4488-T	orf19.4488
orf19.149-T	orf19.149
orf19.150-T	orf19.150
orf19.194-T	orf19.194
orf19.192-T	orf19.192
orf19.191-T	orf19.191
orf19.190-T	orf19.190
orf19.188-T	orf19.188
orf19.183-T	orf19.183
orf19.182-T	orf19.182
orf19.4128-T	orf19.4128
orf19.4125-T	orf19.4125
orf19.3522-T	orf19.3522
tG(GCC)3-T	tG(GCC)3
orf19.3529-T	orf19.3529
orf19.3531-T	orf19.3531
tT(AGU)4-T	tT(AGU)4
orf19.3533-T	orf19.3533
