TXNAME	GENEID
orf19.3538-T	orf19.3538
orf19.3540-T	orf19.3540
orf19.3542-T	orf19.3542
orf19.3544-T	orf19.3544
orf19.3545-T	orf19.3545
orf19.3546-T	orf19.3546
orf19.3548-T	orf19.3548
orf19.3548.1-T	orf19.3548.1
orf19.3549-T	orf19.3549
orf19.3551-T	orf19.3551
orf19.3555-T	orf19.3555
orf19.3556-T	orf19.3556
orf19.3561-T	orf19.3561
orf19.3569-T	orf19.3569
orf19.3572-T	orf19.3572
orf19.3572.3-T	orf19.3572.3
orf19.3573-T	orf19.3573
orf19.3575-T	orf19.3575
orf19.3577-T	orf19.3577
orf19.3578-T	orf19.3578
orf19.3579-T	orf19.3579
orf19.3582-T	orf19.3582
orf19.6867-T	orf19.6867
orf19.6868-T	orf19.6868
orf19.6871-T	orf19.6871
snR56-T	snR56
orf19.6873.1-T	orf19.6873.1
orf19.6874-T	orf19.6874
orf19.6875-T	orf19.6875
orf19.6877-T	orf19.6877
orf19.6880-T	orf19.6880
orf19.6882-T	orf19.6882
orf19.6885-T	orf19.6885
orf19.6886-T	orf19.6886
orf19.6888-T	orf19.6888
orf19.5204-T	orf19.5204
orf19.5205-T	orf19.5205
orf19.5207-T	orf19.5207
orf19.5210.1-T	orf19.5210.1
snR49a-T	snR49a
orf19.5212-T	orf19.5212
orf19.5213-T	orf19.5213
orf19.5213.2-T	orf19.5213.2
orf19.4120-T	orf19.4120
orf19.4119-T	orf19.4119
orf19.4118-T	orf19.4118
orf19.4117-T	orf19.4117
orf19.4114-T	orf19.4114
orf19.4110-T	orf19.4110
orf19.4109-T	orf19.4109
orf19.4107-T	orf19.4107
orf19.4105-T	orf19.4105
orf19.4101-T	orf19.4101
orf19.5480-T	orf19.5480
orf19.5486-T	orf19.5486
orf19.5486.1-T	orf19.5486.1
orf19.5488-T	orf19.5488
orf19.5489-T	orf19.5489
orf19.5492-T	orf19.5492
orf19.5495-T	orf19.5495
orf19.5498-T	orf19.5498
snR50-T	snR50
orf19.23-T	orf19.23
orf19.24-T	orf19.24
orf19.25-T	orf19.25
orf19.26-T	orf19.26
tI(AAU)1-T	tI(AAU)1
orf19.27-T	orf19.27
orf19.29-T	orf19.29
orf19.31-T	orf19.31
snR8b-T	snR8b
orf19.35-T	orf19.35
orf19.36-T	orf19.36
orf19.81-T	orf19.81
orf19.1224-T	orf19.1224
orf19.3152-T	orf19.3152
orf19.3151-T	orf19.3151
orf19.3150-T	orf19.3150
orf19.3149-T	orf19.3149
orf19.3148-T	orf19.3148
orf19.2228-T	orf19.2228
orf19.2230-T	orf19.2230
orf19.2237-T	orf19.2237
orf19.2237.1-T	orf19.2237.1
orf19.2238-T	orf19.2238
orf19.2245-T	orf19.2245
orf19.2250-T	orf19.2250
orf19.2251-T	orf19.2251
orf19.2252-T	orf19.2252
orf19.2253-T	orf19.2253
orf19.2256-T	orf19.2256
orf19.2257-T	orf19.2257
orf19.2260-T	orf19.2260
orf19.2261-T	orf19.2261
orf19.2262-T	orf19.2262
orf19.2265-T	orf19.2265
orf19.2267-T	orf19.2267
orf19.2269-T	orf19.2269
orf19.2270-T	orf19.2270
orf19.2274-T	orf19.2274
orf19.2276-T	orf19.2276
orf19.2278-T	orf19.2278
orf19.2284-T	orf19.2284
orf19.2285-T	orf19.2285
orf19.2286-T	orf19.2286
orf19.2288-T	orf19.2288
orf19.2289-T	orf19.2289
orf19.2290-T	orf19.2290
orf19.1902-T	orf19.1902
orf19.1901-T	orf19.1901
orf19.1900-T	orf19.1900
orf19.1897-T	orf19.1897
orf19.1896-T	orf19.1896
orf19.1890-T	orf19.1890
orf19.1889-T	orf19.1889
orf19.1885-T	orf19.1885
orf19.1883-T	orf19.1883
orf19.1881-T	orf19.1881
orf19.1880-T	orf19.1880
orf19.1877-T	orf19.1877
orf19.1873-T	orf19.1873
orf19.1872-T	orf19.1872
orf19.1871-T	orf19.1871
orf19.1868-T	orf19.1868
orf19.1867-T	orf19.1867
orf19.1866-T	orf19.1866
orf19.1863-T	orf19.1863
orf19.1861-T	orf19.1861
orf19.2216-T	orf19.2216
orf19.2214-T	orf19.2214
orf19.2213-T	orf19.2213
orf19.2211-T	orf19.2211
orf19.2209-T	orf19.2209
orf19.2208-T	orf19.2208
orf19.2204.2-T	orf19.2204.2
orf19.2204-T	orf19.2204
orf19.2203-T	orf19.2203
orf19.2201-T	orf19.2201
orf19.2200-T	orf19.2200
orf19.2198-T	orf19.2198
orf19.2197-T	orf19.2197
orf19.2196-T	orf19.2196
orf19.2194-T	orf19.2194
orf19.2193-T	orf19.2193
orf19.2192-T	orf19.2192
orf19.2191-T	orf19.2191
orf19.2186-T	orf19.2186
tI(AAU)2-T	tI(AAU)2
orf19.2184-T	orf19.2184
tA(AGC)1-T	tA(AGC)1
orf19.2182-T	orf19.2182
orf19.2181-T	orf19.2181
RPR1-T	RPR1
orf19.2178.1-T	orf19.2178.1
orf19.2177-T	orf19.2177
orf19.2175-T	orf19.2175
orf19.2174-T	orf19.2174
orf19.2173-T	orf19.2173
orf19.2172-T	orf19.2172
orf19.2169-T	orf19.2169
orf19.2168-T	orf19.2168
orf19.2166-T	orf19.2166
orf19.2165-T	orf19.2165
orf19.2219-T	orf19.2219
orf19.2220-T	orf19.2220
orf19.2660-T	orf19.2660
orf19.1352-T	orf19.1352
orf19.1350-T	orf19.1350
orf19.1433-T	orf19.1433
orf19.3639-T	orf19.3639
orf19.3637-T	orf19.3637
orf19.3635-T	orf19.3635
orf19.3630-T	orf19.3630
orf19.3629-T	orf19.3629
orf19.3628-T	orf19.3628
orf19.3627-T	orf19.3627
orf19.3623-T	orf19.3623
orf19.3622-T	orf19.3622
orf19.3621-T	orf19.3621
orf19.3618-T	orf19.3618
orf19.3617-T	orf19.3617
orf19.3616-T	orf19.3616
orf19.3615-T	orf19.3615
orf19.3611-T	orf19.3611
orf19.3608-T	orf19.3608
orf19.3605-T	orf19.3605
orf19.3604-T	orf19.3604
orf19.3603-T	orf19.3603
orf19.3601-T	orf19.3601
orf19.3600-T	orf19.3600
orf19.3593-T	orf19.3593
orf19.3592-T	orf19.3592
orf19.3586-T	orf19.3586
orf19.3585-T	orf19.3585
orf19.223-T	orf19.223
orf19.218-T	orf19.218
orf19.217-T	orf19.217
orf19.216.1-T	orf19.216.1
orf19.215-T	orf19.215
orf19.213-T	orf19.213
orf19.211-T	orf19.211
orf19.203-T	orf19.203
orf19.202-T	orf19.202
orf19.201-T	orf19.201
orf19.200-T	orf19.200
orf19.4077-T	orf19.4077
orf19.4078-T	orf19.4078
orf19.4079-T	orf19.4079
orf19.4080-T	orf19.4080
tP(UGG)2-T	tP(UGG)2
orf19.4081-T	orf19.4081
orf19.4082-T	orf19.4082
orf19.4086-T	orf19.4086
orf19.4090.1-T	orf19.4090.1
orf19.4091-T	orf19.4091
orf19.4095-T	orf19.4095
orf19.4096-T	orf19.4096
orf19.4097-T	orf19.4097
orf19.563-T	orf19.563
orf19.1597-T	orf19.1597
orf19.1599-T	orf19.1599
orf19.1600-T	orf19.1600
orf19.1601-T	orf19.1601
orf19.1406-T	orf19.1406
orf19.1405-T	orf19.1405
orf19.1404-T	orf19.1404
orf19.1401-T	orf19.1401
snR44c-T	snR44c
orf19.1396-T	orf19.1396
orf19.1393-T	orf19.1393
orf19.1392-T	orf19.1392
orf19.1390-T	orf19.1390
orf19.1389-T	orf19.1389
orf19.1388-T	orf19.1388
orf19.1386-T	orf19.1386
orf19.1382-T	orf19.1382
orf19.1378-T	orf19.1378
orf19.1376-T	orf19.1376
orf19.1375-T	orf19.1375
orf19.1374-T	orf19.1374
orf19.1371-T	orf19.1371
orf19.1368-T	orf19.1368
orf19.1367-T	orf19.1367
orf19.1364-T	orf19.1364
orf19.1362-T	orf19.1362
orf19.1360-T	orf19.1360
orf19.1359-T	orf19.1359
orf19.1358-T	orf19.1358
orf19.1357-T	orf19.1357
orf19.1356-T	orf19.1356
orf19.1785-T	orf19.1785
orf19.1778-T	orf19.1778
orf19.1777-T	orf19.1777
orf19.1774-T	orf19.1774
orf19.1773-T	orf19.1773
orf19.1771-T	orf19.1771
orf19.1770-T	orf19.1770
orf19.1769-T	orf19.1769
orf19.1768-T	orf19.1768
orf19.1767-T	orf19.1767
orf19.1766-T	orf19.1766
orf19.1765-T	orf19.1765
orf19.1763-T	orf19.1763
orf19.1761-T	orf19.1761
orf19.1757-T	orf19.1757
orf19.1756-T	orf19.1756
orf19.1753-T	orf19.1753
orf19.1750-T	orf19.1750
orf19.1744-T	orf19.1744
orf19.3490-T	orf19.3490
orf19.5320-T	orf19.5320
orf19.5323-T	orf19.5323
tF(GAA)4-T	tF(GAA)4
orf19.5326-T	orf19.5326
orf19.5335-T	orf19.5335
orf19.5337-T	orf19.5337
orf19.5338-T	orf19.5338
orf19.5339-T	orf19.5339
orf19.5340-T	orf19.5340
orf19.5341-T	orf19.5341
orf19.5342-T	orf19.5342
orf19.5342.2-T	orf19.5342.2
orf19.5343-T	orf19.5343
orf19.5345-T	orf19.5345
orf19.5346-T	orf19.5346
orf19.5348-T	orf19.5348
orf19.5351-T	orf19.5351
orf19.5353-T	orf19.5353
orf19.5360-T	orf19.5360
snR47-T	snR47
orf19.5364-T	orf19.5364
orf19.5365.1-T	orf19.5365.1
orf19.5367-T	orf19.5367
orf19.5370-T	orf19.5370
tV(CAC)1-T	tV(CAC)1
orf19.1920-T	orf19.1920
orf19.1917-T	orf19.1917
orf19.1915-T	orf19.1915
orf19.1914-T	orf19.1914
orf19.1911-T	orf19.1911
orf19.1907-T	orf19.1907
orf19.2116-T	orf19.2116
orf19.2115-T	orf19.2115
orf19.2114-T	orf19.2114
orf19.2113-T	orf19.2113
orf19.2111-T	orf19.2111
orf19.2108-T	orf19.2108
orf19.2107-T	orf19.2107
orf19.2106-T	orf19.2106
orf19.2105-T	orf19.2105
orf19.2102-T	orf19.2102
orf19.2099-T	orf19.2099
orf19.2098-T	orf19.2098
orf19.2095-T	orf19.2095
orf19.2093-T	orf19.2093
orf19.2092-T	orf19.2092
orf19.2091-T	orf19.2091
orf19.2090-T	orf19.2090
orf19.2088-T	orf19.2088
orf19.2084-T	orf19.2084
orf19.2079-T	orf19.2079
orf19.2069-T	orf19.2069
orf19.2067-T	orf19.2067
orf19.2066.1-T	orf19.2066.1
orf19.2066-T	orf19.2066
orf19.2065-T	orf19.2065
orf19.2062-T	orf19.2062
orf19.2061-T	orf19.2061
orf19.2060-T	orf19.2060
orf19.2054-T	orf19.2054
orf19.2051-T	orf19.2051
orf19.2050-T	orf19.2050
orf19.2048-T	orf19.2048
orf19.2045-T	orf19.2045
orf19.2044-T	orf19.2044
orf19.2043-T	orf19.2043
orf19.2041-T	orf19.2041
orf19.2038-T	orf19.2038
orf19.2031-T	orf19.2031
orf19.2029-T	orf19.2029
orf19.2028-T	orf19.2028
orf19.2026-T	orf19.2026
orf19.2018-T	orf19.2018
tL(CAA)2-T	tL(CAA)2
orf19.2016-T	orf19.2016
orf19.2014-T	orf19.2014
orf19.2010-T	orf19.2010
orf19.2007-T	orf19.2007
orf19.2006-T	orf19.2006
orf19.2005-T	orf19.2005
orf19.2003-T	orf19.2003
orf19.2000-T	orf19.2000
tL(UAA)1-T	tL(UAA)1
orf19.1995-T	orf19.1995
orf19.1992-T	orf19.1992
orf19.1990-T	orf19.1990
orf19.1989-T	orf19.1989
orf19.1441-T	orf19.1441
orf19.1445-T	orf19.1445
orf19.1446-T	orf19.1446
orf19.1447-T	orf19.1447
orf19.1448.1-T	orf19.1448.1
orf19.1449-T	orf19.1449
orf19.1450-T	orf19.1450
orf19.1457-T	orf19.1457
orf19.1458-T	orf19.1458
orf19.1460-T	orf19.1460
orf19.1468-T	orf19.1468
orf19.1470-T	orf19.1470
orf19.1477-T	orf19.1477
orf19.1478-T	orf19.1478
orf19.1479-T	orf19.1479
orf19.1481-T	orf19.1481
orf19.1483-T	orf19.1483
orf19.1485-T	orf19.1485
orf19.1486-T	orf19.1486
orf19.1488-T	orf19.1488
tL(CAA)1-T	tL(CAA)1
orf19.1491-T	orf19.1491
orf19.1493-T	orf19.1493
orf19.1495-T	orf19.1495
orf19.1496-T	orf19.1496
orf19.1497-T	orf19.1497
orf19.1500-T	orf19.1500
orf19.1504-T	orf19.1504
orf19.1505-T	orf19.1505
orf19.1506-T	orf19.1506
orf19.1507-T	orf19.1507
orf19.1508-T	orf19.1508
orf19.1509-T	orf19.1509
orf19.1510-T	orf19.1510
orf19.1513-T	orf19.1513
orf19.1515-T	orf19.1515
orf19.1522-T	orf19.1522
orf19.1523-T	orf19.1523
orf19.1527-T	orf19.1527
orf19.1529-T	orf19.1529
orf19.1530-T	orf19.1530
orf19.1531-T	orf19.1531
orf19.1535-T	orf19.1535
orf19.1538-T	orf19.1538
orf19.1539-T	orf19.1539
orf19.1541-T	orf19.1541
orf19.1542-T	orf19.1542
orf19.1543-T	orf19.1543
orf19.1545-T	orf19.1545
orf19.1547-T	orf19.1547
orf19.1552-T	orf19.1552
orf19.1553-T	orf19.1553
orf19.1555-T	orf19.1555
orf19.1557-T	orf19.1557
orf19.1559-T	orf19.1559
orf19.1565-T	orf19.1565
orf19.1569-T	orf19.1569
orf19.1571-T	orf19.1571
orf19.1573-T	orf19.1573
orf19.1580-T	orf19.1580
orf19.1586-T	orf19.1586
orf19.1587-T	orf19.1587
orf19.1589.1-T	orf19.1589.1
orf19.5842-T	orf19.5842
orf19.5840-T	orf19.5840
orf19.5837-T	orf19.5837
orf19.5835-T	orf19.5835
orf19.5832-T	orf19.5832
orf19.5831-T	orf19.5831
orf19.5827-T	orf19.5827
orf19.5826-T	orf19.5826
orf19.5825-T	orf19.5825
orf19.5824-T	orf19.5824
orf19.5823-T	orf19.5823
orf19.5821-T	orf19.5821
orf19.5816-T	orf19.5816
orf19.5812-T	orf19.5812
orf19.5808-T	orf19.5808
orf19.5806-T	orf19.5806
orf19.5805-T	orf19.5805
orf19.5804-T	orf19.5804
orf19.5802-T	orf19.5802
orf19.5801-T	orf19.5801
orf19.5799-T	orf19.5799
orf19.5792-T	orf19.5792
orf19.5789-T	orf19.5789
orf19.5782-T	orf19.5782
orf19.5780-T	orf19.5780
orf19.5779-T	orf19.5779
orf19.5776-T	orf19.5776
orf19.909-T	orf19.909
orf19.908-T	orf19.908
orf19.906-T	orf19.906
orf19.897-T	orf19.897
orf19.895-T	orf19.895
orf19.882-T	orf19.882
orf19.881-T	orf19.881
orf19.879-T	orf19.879
orf19.874-T	orf19.874
orf19.873.1-T	orf19.873.1
orf19.873-T	orf19.873
orf19.872-T	orf19.872
orf19.868-T	orf19.868
orf19.864-T	orf19.864
orf19.863-T	orf19.863
orf19.862-T	orf19.862
orf19.861-T	orf19.861
orf19.851-T	orf19.851
orf19.846-T	orf19.846
orf19.844-T	orf19.844
orf19.843-T	orf19.843
orf19.842-T	orf19.842
orf19.841-T	orf19.841
orf19.840-T	orf19.840
orf19.838.1-T	orf19.838.1
orf19.837.1-T	orf19.837.1
orf19.836.1-T	orf19.836.1
orf19.835-T	orf19.835
orf19.834-T	orf19.834
orf19.832-T	orf19.832
orf19.831-T	orf19.831
orf19.829-T	orf19.829
orf19.826-T	orf19.826
orf19.823-T	orf19.823
orf19.822-T	orf19.822
orf19.820-T	orf19.820
orf19.819-T	orf19.819
orf19.816-T	orf19.816
orf19.815-T	orf19.815
orf19.814-T	orf19.814
SNRNAU2-T	SNRNAU2
orf19.809-T	orf19.809
orf19.806-T	orf19.806
orf19.804.1-T	orf19.804.1
orf19.804-T	orf19.804
orf19.802-T	orf19.802
orf19.798-T	orf19.798
orf19.796-T	orf19.796
orf19.1592-T	orf19.1592
orf19.4521-T	orf19.4521
orf19.4520-T	orf19.4520
orf19.4519-T	orf19.4519
orf19.4516-T	orf19.4516
orf19.4498-T	orf19.4498
orf19.4496-T	orf19.4496
orf19.4495-T	orf19.4495
orf19.4490.2-T	orf19.4490.2
orf19.4490-T	orf19.4490
snR189b-T	snR189b
orf19.144-T	orf19.144
orf19.145-T	orf19.145
orf19.147-T	orf19.147
orf19.151-T	orf19.151
orf19.154-T	orf19.154
orf19.155-T	orf19.155
orf19.156-T	orf19.156
orf19.193-T	orf19.193
orf19.185-T	orf19.185
orf19.184-T	orf19.184
orf19.4127-T	orf19.4127
orf19.4123-T	orf19.4123
orf19.3521-T	orf19.3521
tD(GUC)5-T	tD(GUC)5
orf19.3523-T	orf19.3523
orf19.3526-T	orf19.3526
orf19.3527-T	orf19.3527
orf19.3528-T	orf19.3528
orf19.3530-T	orf19.3530
orf19.3532-T	orf19.3532
orf19.3534-T	orf19.3534
orf19.3535-T	orf19.3535
orf19.3536-T	orf19.3536
orf19.3537-T	orf19.3537
orf19.3539-T	orf19.3539
orf19.3541-T	orf19.3541
orf19.3543-T	orf19.3543
orf19.3547-T	orf19.3547
orf19.3550-T	orf19.3550
orf19.3552-T	orf19.3552
orf19.3553-T	orf19.3553
tQ(UUG)3-T	tQ(UUG)3
orf19.3554-T	orf19.3554
orf19.3557-T	orf19.3557
orf19.3558-T	orf19.3558
orf19.3559-T	orf19.3559
CD39-T	CD39
orf19.3563-T	orf19.3563
orf19.3564-T	orf19.3564
orf19.3565-T	orf19.3565
orf19.3567-T	orf19.3567
orf19.3568-T	orf19.3568
orf19.3571-T	orf19.3571
snR63-T	snR63
tI(AAU)3-T	tI(AAU)3
orf19.3574-T	orf19.3574
orf19.3577.1-T	orf19.3577.1
orf19.3581-T	orf19.3581
orf19.3583-T	orf19.3583
orf19.6866-T	orf19.6866
orf19.6869-T	orf19.6869
orf19.6872-T	orf19.6872
orf19.6873-T	orf19.6873
tS(AGA)4-T	tS(AGA)4
orf19.6879-T	orf19.6879
orf19.6881-T	orf19.6881
orf19.6882.1-T	orf19.6882.1
orf19.6883-T	orf19.6883
orf19.6884-T	orf19.6884
orf19.6887-T	orf19.6887
orf19.6889-T	orf19.6889
orf19.6891-T	orf19.6891
orf19.6893-T	orf19.6893
orf19.5206-T	orf19.5206
orf19.5209-T	orf19.5209
orf19.5210-T	orf19.5210
orf19.5211-T	orf19.5211
orf19.5213.1-T	orf19.5213.1
orf19.5214-T	orf19.5214
orf19.5215-T	orf19.5215
orf19.5216-T	orf19.5216
orf19.5217-T	orf19.5217
orf19.4122-T	orf19.4122
orf19.4121-T	orf19.4121
orf19.4116-T	orf19.4116
tM(CAU)3-T	tM(CAU)3
orf19.4115-T	orf19.4115
orf19.4112-T	orf19.4112
orf19.4106-T	orf19.4106
orf19.4104-T	orf19.4104
orf19.4102-T	orf19.4102
orf19.4099-T	orf19.4099
orf19.5479-T	orf19.5479
orf19.5483-T	orf19.5483
orf19.5484-T	orf19.5484
orf19.5485-T	orf19.5485
orf19.5487-T	orf19.5487
orf19.5491-T	orf19.5491
orf19.5491.1-T	orf19.5491.1
orf19.5493-T	orf19.5493
orf19.5496-T	orf19.5496
orf19.5499-T	orf19.5499
orf19.5500-T	orf19.5500
orf19.17-T	orf19.17
orf19.18-T	orf19.18
snR54-T	snR54
orf19.20-T	orf19.20
orf19.21-T	orf19.21
orf19.22-T	orf19.22
orf19.22.1-T	orf19.22.1
orf19.28-T	orf19.28
orf19.30-T	orf19.30
orf19.33-T	orf19.33
orf19.34-T	orf19.34
orf19.35.1-T	orf19.35.1
orf19.36.1-T	orf19.36.1
orf19.1295-T	orf19.1295
orf19.1296-T	orf19.1296
orf19.1223-T	orf19.1223
orf19.1225-T	orf19.1225
orf19.3147-T	orf19.3147
orf19.2227-T	orf19.2227
orf19.2229-T	orf19.2229
orf19.2231-T	orf19.2231
orf19.2232-T	orf19.2232
orf19.2233-T	orf19.2233
orf19.2236-T	orf19.2236
orf19.2241-T	orf19.2241
orf19.2242-T	orf19.2242
orf19.2244-T	orf19.2244
orf19.2246-T	orf19.2246
orf19.2247-T	orf19.2247
orf19.2248-T	orf19.2248
orf19.2249-T	orf19.2249
orf19.2258-T	orf19.2258
orf19.2259-T	orf19.2259
orf19.2263-T	orf19.2263
orf19.2264-T	orf19.2264
orf19.2266-T	orf19.2266
orf19.2268-T	orf19.2268
orf19.2272-T	orf19.2272
orf19.2275-T	orf19.2275
orf19.2277-T	orf19.2277
orf19.2280-T	orf19.2280
orf19.2281-T	orf19.2281
orf19.2282-T	orf19.2282
orf19.2283-T	orf19.2283
orf19.2287-T	orf19.2287
orf19.1893-T	orf19.1893
orf19.1891-T	orf19.1891
orf19.1888-T	orf19.1888
orf19.1887-T	orf19.1887
orf19.1886-T	orf19.1886
orf19.1878-T	orf19.1878
orf19.1876-T	orf19.1876
orf19.1874-T	orf19.1874
orf19.1865-T	orf19.1865
orf19.1864-T	orf19.1864
orf19.1862-T	orf19.1862
orf19.1860.1-T	orf19.1860.1
orf19.2215-T	orf19.2215
orf19.2212-T	orf19.2212
orf19.2210-T	orf19.2210
orf19.2203.1-T	orf19.2203.1
orf19.2202-T	orf19.2202
orf19.2199-T	orf19.2199
tM(CAU)2-T	tM(CAU)2
orf19.2195-T	orf19.2195
orf19.2191.1-T	orf19.2191.1
orf19.2190-T	orf19.2190
orf19.2187-T	orf19.2187
orf19.2185-T	orf19.2185
orf19.2183-T	orf19.2183
orf19.2180-T	orf19.2180
orf19.2179.2-T	orf19.2179.2
orf19.2179-T	orf19.2179
orf19.2178-T	orf19.2178
orf19.2176-T	orf19.2176
orf19.2170-T	orf19.2170
orf19.2168.3-T	orf19.2168.3
orf19.2167-T	orf19.2167
orf19.2164.1-T	orf19.2164.1
orf19.2222-T	orf19.2222
orf19.1354-T	orf19.1354
orf19.1353-T	orf19.1353
orf19.1351-T	orf19.1351
orf19.1349-T	orf19.1349
orf19.1348-T	orf19.1348
orf19.5121-T	orf19.5121
orf19.1435-T	orf19.1435
orf19.1434-T	orf19.1434
orf19.1433.1-T	orf19.1433.1
orf19.3638-T	orf19.3638
orf19.3633-T	orf19.3633
orf19.3631-T	orf19.3631
orf19.3626.1-T	orf19.3626.1
orf19.3626-T	orf19.3626
orf19.3625-T	orf19.3625
orf19.3624-T	orf19.3624
orf19.3613-T	orf19.3613
orf19.3612-T	orf19.3612
orf19.3610-T	orf19.3610
orf19.3609-T	orf19.3609
orf19.3607-T	orf19.3607
orf19.3606-T	orf19.3606
orf19.3599-T	orf19.3599
orf19.3594-T	orf19.3594
orf19.3591-T	orf19.3591
orf19.3590-T	orf19.3590
orf19.3589-T	orf19.3589
orf19.225-T	orf19.225
orf19.220-T	orf19.220
orf19.216-T	orf19.216
orf19.212-T	orf19.212
orf19.210-T	orf19.210
orf19.209-T	orf19.209
orf19.207-T	orf19.207
orf19.206-T	orf19.206
orf19.204-T	orf19.204
orf19.199-T	orf19.199
orf19.198-T	orf19.198
orf19.4066-T	orf19.4066
orf19.4067-T	orf19.4067
orf19.4068-T	orf19.4068
orf19.4069-T	orf19.4069
orf19.4070-T	orf19.4070
orf19.4072-T	orf19.4072
orf19.4076-T	orf19.4076
orf19.4084-T	orf19.4084
orf19.4085-T	orf19.4085
orf19.4088-T	orf19.4088
orf19.4089-T	orf19.4089
orf19.4090-T	orf19.4090
orf19.4092-T	orf19.4092
orf19.4093-T	orf19.4093
orf19.4094-T	orf19.4094
orf19.564-T	orf19.564
orf19.1598-T	orf19.1598
orf19.1604-T	orf19.1604
orf19.1605-T	orf19.1605
orf19.1403-T	orf19.1403
orf19.1402-T	orf19.1402
snR68-T	snR68
orf19.1400-T	orf19.1400
orf19.1397-T	orf19.1397
orf19.1395-T	orf19.1395
orf19.1394-T	orf19.1394
orf19.1391-T	orf19.1391
orf19.1387-T	orf19.1387
orf19.1383-T	orf19.1383
orf19.1381-T	orf19.1381
orf19.1377-T	orf19.1377
orf19.1373-T	orf19.1373
orf19.1372-T	orf19.1372
orf19.1370-T	orf19.1370
orf19.1369-T	orf19.1369
orf19.1367.1-T	orf19.1367.1
orf19.1366-T	orf19.1366
orf19.1365-T	orf19.1365
orf19.1363-T	orf19.1363
orf19.1361-T	orf19.1361
orf19.1360.1-T	orf19.1360.1
orf19.1355-T	orf19.1355
orf19.1783-T	orf19.1783
orf19.1782.1-T	orf19.1782.1
orf19.1782-T	orf19.1782
orf19.1780-T	orf19.1780
orf19.1779-T	orf19.1779
orf19.1776-T	orf19.1776
orf19.1772-T	orf19.1772
orf19.1764-T	orf19.1764
orf19.1762-T	orf19.1762
orf19.1760-T	orf19.1760
orf19.1759-T	orf19.1759
orf19.1755-T	orf19.1755
orf19.1754-T	orf19.1754
orf19.1751-T	orf19.1751
orf19.1748-T	orf19.1748
orf19.1747-T	orf19.1747
orf19.1746-T	orf19.1746
orf19.1745-T	orf19.1745
orf19.1743-T	orf19.1743
orf19.1742-T	orf19.1742
orf19.5316-T	orf19.5316
orf19.5318-T	orf19.5318
orf19.5321-T	orf19.5321
orf19.5322-T	orf19.5322
tV(UAC)1-T	tV(UAC)1
orf19.5325-T	orf19.5325
orf19.5328-T	orf19.5328
orf19.5334-T	orf19.5334
orf19.5342.1-T	orf19.5342.1
orf19.5350-T	orf19.5350
orf19.5352-T	orf19.5352
orf19.5356-T	orf19.5356
orf19.5357-T	orf19.5357
orf19.5358-T	orf19.5358
orf19.5362-T	orf19.5362
orf19.5363-T	orf19.5363
orf19.5365-T	orf19.5365
orf19.5368-T	orf19.5368
orf19.5369-T	orf19.5369
orf19.5475-T	orf19.5475
orf19.5472-T	orf19.5472
orf19.5467-T	orf19.5467
orf19.5466-T	orf19.5466
orf19.5465-T	orf19.5465
orf19.5464-T	orf19.5464
orf19.5462-T	orf19.5462
orf19.5461-T	orf19.5461
orf19.5451-T	orf19.5451
orf19.5447-T	orf19.5447
orf19.5440-T	orf19.5440
orf19.5439-T	orf19.5439
orf19.5437-T	orf19.5437
orf19.5436-T	orf19.5436
orf19.5433-T	orf19.5433
orf19.5432-T	orf19.5432
orf19.5431-T	orf19.5431
orf19.5428-T	orf19.5428
orf19.5425-T	orf19.5425
orf19.5423-T	orf19.5423
orf19.5422-T	orf19.5422
orf19.5419-T	orf19.5419
orf19.5418-T	orf19.5418
orf19.5416-T	orf19.5416
orf19.5412-T	orf19.5412
orf19.5411-T	orf19.5411
orf19.5404.1-T	orf19.5404.1
orf19.5402-T	orf19.5402
orf19.5399-T	orf19.5399
orf19.5397-T	orf19.5397
orf19.5395-T	orf19.5395
orf19.5393-T	orf19.5393
orf19.5392-T	orf19.5392
orf19.5391-T	orf19.5391
orf19.5387-T	orf19.5387
orf19.5384-T	orf19.5384
orf19.5383-T	orf19.5383
orf19.5381-T	orf19.5381
orf19.5382-T	orf19.5382
orf19.5380-T	orf19.5380
orf19.5379-T	orf19.5379
orf19.5377-T	orf19.5377
orf19.5376-T	orf19.5376
orf19.3071-T	orf19.3071
orf19.1289-T	orf19.1289
orf19.6163-T	orf19.6163
orf19.6164-T	orf19.6164
orf19.6165-T	orf19.6165
orf19.6168-T	orf19.6168
orf19.6169-T	orf19.6169
orf19.2496-T	orf19.2496
orf19.2498-T	orf19.2498
orf19.2500-T	orf19.2500
tG(UCC)1-T	tG(UCC)1
orf19.2501-T	orf19.2501
orf19.2504-T	orf19.2504
orf19.2505-T	orf19.2505
orf19.2506-T	orf19.2506
orf19.2507-T	orf19.2507
orf19.2509.1-T	orf19.2509.1
orf19.2511.1-T	orf19.2511.1
orf19.2511.2-T	orf19.2511.2
orf19.2512-T	orf19.2512
orf19.2514-T	orf19.2514
orf19.2516-T	orf19.2516
orf19.3153-T	orf19.3153
orf19.3154-T	orf19.3154
orf19.3159-T	orf19.3159
orf19.1729-T	orf19.1729
orf19.1727-T	orf19.1727
orf19.1724-T	orf19.1724
orf19.1723-T	orf19.1723
orf19.1722-T	orf19.1722
orf19.1720-T	orf19.1720
orf19.1718-T	orf19.1718
orf19.1717-T	orf19.1717
orf19.1711-T	orf19.1711
