tx	gene_id	Calb.t0000.b1.L001	Calb.t0000.b1.L002	Calb.t0000.b4.L001	Calb.t0000.b4.L002	Calb.t0015.b1.L001	Calb.t0015.b1.L002	Calb.t0015.b2.L001	Calb.t0015.b2.L002	Calb.t0030.b1.L001	Calb.t0030.b1.L002	Calb.t0030.b2.L001	Calb.t0030.b2.L002	Calb.t0045.b1.L001	Calb.t0045.b1.L002	Calb.t0045.b2.L001	Calb.t0045.b2.L002	Calb.t0060.b1.L001	Calb.t0060.b1.L002	Calb.t0060.b2.L001	Calb.t0060.b2.L002	Calb.t0090.b1.L001	Calb.t0090.b1.L002	Calb.t0090.b2.L001	Calb.t0090.b2.L002	Calb.t0120.b1.L001	Calb.t0120.b1.L002	Calb.t0120.b4.L001	Calb.t0120.b4.L002	Calb.t0150.b1.L001	Calb.t0150.b1.L002	Calb.t0150.b4.L001	Calb.t0150.b4.L002	Calb.t0180.b1.L001	Calb.t0180.b1.L002	Calb.t0180.b2.L001	Calb.t0180.b2.L002	Calb.t0210.b1.L001	Calb.t0210.b1.L002	Calb.t0210.b4.L001	Calb.t0210.b4.L002	Calb.t0240.b1.L001	Calb.t0240.b1.L002	Calb.t0240.b3.L001	Calb.t0240.b3.L002	Calb.t0360.b1.L001	Calb.t0360.b1.L002	Calb.t0360.b3.L001	Calb.t0360.b3.L002	Calb.t0480.b1.L001	Calb.t0480.b1.L002	Calb.t0480.b2.L001	Calb.t0480.b2.L002
orf19.2269-T	orf19.2269	447.008812	443.883105	433.987028	451.832034	334.336772	316.252599	322.042759	318.577166	92.003483	80.285059	89.581666	86.352326	88.589015	87.528368	108.724835	107.503236	138.329229	138.795115	171.703518	169.899802	208.608495	206.852564	242.692795	242.801522	216.190149	204.077388	198.676354	205.535719	209.228359	222.885252	234.453069	236.552646	244.241399	230.274749	224.554236	216.772019	235.139984	237.080385	240.856363	225.74109	253.056376	240.783162	246.977785	239.530523	266.528071	251.926068	287.710201	266.03164	216.705634	215.011002	239.033156	235.227584
orf19.2270-T	orf19.2270	41.720162	42.923624	41.492837	40.551686	72.840641	71.074755	68.033252	71.392297	33.285944	31.949846	34.771884	31.44917	44.93413	44.39113	45.775566	48.299065	53.407265	53.458412	60.653148	55.942196	56.902785	52.666477	58.270095	60.880198	68.24841	69.721932	75.468969	82.392608	106.081073	103.799952	104.176184	100.225497	120.785217	120.433302	116.675616	111.380592	121.008379	114.917302	125.602977	128.026524	118.374315	114.962465	142.171534	134.181675	146.001162	146.83715	156.710877	166.390331	156.749211	157.584045	169.15305	168.855368
orf19.2272-T	orf19.2272	15.885388	13.492572	18.747814	15.532635	27.417842	25.8232	26.124874	26.08438	12.977039	14.051684	13.096966	12.235551	14.1244	14.332701	14.351424	15.22082	13.034764	13.873596	15.216254	15.339326	20.002079	18.239521	18.29359	19.464968	13.328239	13.487889	17.794776	17.388791	21.781847	20.66074	20.915527	18.692613	20.383035	18.769956	16.832218	18.6741	18.90024	15.835285	19.45319	16.744621	19.488757	18.909012	16.637412	15.150818	16.023444	15.944565	14.126276	13.749351	14.878302	15.009104	18.62042	17.622145
orf19.2274-T	orf19.2274	8.56446	4.614018	8.59481	5.779172	4.097842	3.492242	5.3635	6.531408	5.156135	3.821659	4.2592	4.881337	4.826443	3.926218	4.655975	4.571978	6.60432	5.788574	7.328461	7.417757	9.176375	7.971914	7.660617	7.025018	6.973231	6.71866	8.933766	9.43942	6.829918	9.403808	11.042332	10.634888	7.314237	7.716953	8.408208	9.455516	7.416482	5.065513	7.625325	6.712741	6.625146	9.294673	5.21594	7.195763	3.941891	4.751481	5.799368	3.606771	6.859075	4.171627	5.977265	5.401475
orf19.2275-T	orf19.2275	176.155552	160.50621	163.851534	178.420644	277.937435	285.253229	267.518755	258.431866	377.796959	365.626257	324.97173	342.999233	356.166245	330.769395	358.85519	356.401053	349.997599	352.530876	355.241892	357.683689	330.586881	333.582873	316.661529	308.588227	248.093599	252.831519	224.920253	220.542756	180.060394	179.212561	171.193013	178.008978	162.677751	156.673307	178.900674	172.563273	146.898984	133.343954	157.827275	162.679198	142.178148	139.809829	120.925582	126.688583	110.237152	114.276811	96.219362	94.46581	103.979696	113.803345	115.036962	119.34397
orf19.2276-T	orf19.2276	105.179495	112.636951	111.198255	109.28566	96.314067	114.774364	108.664261	113.696726	87.134542	93.606128	94.344978	97.638044	87.58186	105.307932	105.739804	79.84324	84.626562	97.313236	92.168767	100.52607	93.32175	84.53756	104.973434	93.130112	75.68992	73.655974	76.915832	79.162433	70.169697	73.083779	80.087757	66.949902	80.73933	83.306731	61.273835	76.577305	80.236354	79.303571	61.907836	73.869131	74.677282	68.794564	72.229497	64.527641	70.469858	54.063874	64.057865	63.422455	69.624023	54.731549	62.972363	59.159459
orf19.2277-T	orf19.2277	168.309074	167.228872	173.018667	170.923651	121.961364	125.155271	126.171975	126.99494	66.307769	65.190975	67.168254	68.86651	62.706352	59.62655	64.397542	71.264961	77.569223	70.831265	76.626894	77.365799	138.305469	137.776908	148.215004	138.182194	164.820704	155.823127	166.981562	166.936949	199.908567	209.17425	182.975889	184.739271	189.408701	193.388525	182.779335	186.904915	179.368411	170.682269	171.951596	172.108663	179.047843	175.514845	176.167446	163.330152	178.619843	178.94993	164.394156	158.581612	170.43824	172.564476	189.305962	190.559694
orf19.2278-T	orf19.2278	147.155534	150.198812	152.636574	149.671733	107.381066	101.926638	104.095007	112.890456	92.498273	89.609099	94.438044	92.93828	75.851632	79.854532	85.487482	79.49384	80.471834	81.738152	93.287904	86.790952	114.12929	119.447603	131.904423	123.47008	134.56711	124.128917	121.698951	126.777713	136.980558	144.227002	125.257668	135.300768	127.699046	128.237972	110.547123	119.261617	115.204497	115.715054	110.358479	112.01341	106.463654	100.321479	101.631712	99.648484	103.70506	115.811576	94.814872	98.295974	106.125006	111.437056	119.177086	120.702762
orf19.2280-T	orf19.2280	12.043807	10.961852	12.650901	14.538837	14.330368	14.913106	16.610019	12.808093	7.32921	8.725837	6.240191	8.398139	6.148555	6.370639	6.050746	6.154101	7.718371	8.884131	10.746945	8.828422	18.990696	18.904533	17.456714	16.825953	19.074978	19.18141	21.087422	22.620975	22.928691	21.235557	23.177758	22.0406	18.342795	20.55991	20.393032	19.598336	20.279717	19.563968	18.062824	16.832171	19.472814	18.971085	19.642549	18.842584	16.641553	16.543301	11.622443	13.602931	19.547856	17.998006	20.477418	22.291016
orf19.2281-T	orf19.2281	5.061954	5.835689	5.439745	5.020264	6.021256	5.626332	6.345157	6.801139	3.0322	3.338693	4.436577	4.706205	3.89902	3.544692	3.3608	4.284455	2.415981	3.079264	2.682959	3.165517	4.229968	3.784612	3.29973	4.713935	6.547447	5.319203	5.637594	7.0827	7.401023	8.079962	12.227604	10.203279	6.23503	6.917849	8.286417	8.514759	7.105193	7.482747	9.294336	8.312189	9.127679	10.468394	7.578329	9.967354	8.844246	9.760871	9.343066	9.068071	10.580915	11.079087	12.066087	9.961804
orf19.2282-T	orf19.2282	5.916706	7.399776	4.696745	6.115343	4.947459	5.690683	7.299993	5.876297	2.251764	2.547843	1.652817	2.381339	1.297641	1.030636	1.706786	1.324727	1.119919	1.740837	2.056744	1.354818	1.925004	1.452734	1.476946	1.869332	2.1556	1.771168	2.313747	2.218846	3.760555	1.62746	10.080788	6.622955	4.177862	2.001519	2.235824	2.527671	2.489559	2.175748	2.577697	3.15412	3.262847	2.700982	2.956203	3.249384	2.735416	2.766685	2.345925	3.301441	2.449806	3.313431	3.43144	2.882744
orf19.2283-T	orf19.2283	813.471658	755.957181	764.310632	742.539458	324.266828	329.450303	362.731927	353.970383	97.696329	109.440681	102.063577	100.845413	103.014418	98.772533	115.441206	100.989824	149.581157	141.757724	132.633845	134.477183	236.830524	218.695209	239.17249	204.052858	258.833895	235.329255	285.952352	278.905537	228.359355	253.071361	304.859642	271.822441	254.211764	248.497928	277.698584	250.776659	344.817463	318.287469	304.743622	289.897046	345.860362	327.342805	375.283356	364.031572	315.555493	324.162564	393.10289	374.211622	293.450332	283.555411	285.648202	270.190095
orf19.2284-T	orf19.2284	250.941433	246.075077	254.970385	256.271093	116.371641	121.592124	108.200493	115.759504	17.061795	16.704319	21.676822	16.390841	15.509849	14.138715	16.797662	14.685546	20.331374	16.922873	21.874156	23.681356	26.628311	27.450736	27.736631	33.752985	33.35	34.442595	36.799116	33.173428	33.986814	37.154077	37.680774	38.163487	32.329216	31.8374	30.166133	25.803849	36.933212	33.681754	36.491023	33.837148	39.031663	37.459223	36.279654	37.473815	36.800299	35.567267	33.672629	35.910179	37.794524	34.333349	31.402347	35.980686
orf19.2285-T	orf19.2285	2.072663	1.628261	1.639718	2.453638	2.249045	1.744487	1.844564	1.933123	1.296944	2.007744	1.861801	1.906413	1.034609	1.695096	1.86403	1.678088	1.831679	1.620244	2.445643	2.537324	2.971588	3.094401	3.988006	3.977936	4.46032	2.707634	6.074772	3.399894	6.06227	6.757648	8.461119	9.047315	6.203085	7.86525	7.230305	7.432445	6.995865	6.787646	6.805601	6.813685	7.440936	6.249523	5.536119	5.728258	7.716161	8.869503	7.248099	9.187734	10.32599	9.2263	9.992479	9.229289
orf19.2286-T	orf19.2286	150.711493	154.192128	145.394992	147.576963	218.788161	224.020917	220.903984	205.52082	296.948342	276.015773	270.130046	269.572722	253.949339	246.179178	245.053674	250.393369	206.794565	204.738077	204.865928	200.252764	131.028499	128.28923	138.968427	139.775642	114.162187	114.855526	109.327352	119.882649	163.820765	155.653608	156.185939	159.622966	224.647465	221.027391	195.306044	194.99397	219.806606	220.949883	210.351246	207.290743	223.738425	217.406393	221.22625	217.638804	215.324292	222.174656	229.995939	227.777802	227.954576	221.679835	232.916904	226.654502
orf19.2287-T	orf19.2287	16.698937	16.315349	11.67462	17.083399	129.626664	121.064528	132.170169	114.489349	194.913257	187.573565	200.741288	192.754543	161.413924	175.008728	161.601745	161.463773	92.767882	102.505279	85.323692	87.861438	37.305241	34.196446	38.002512	27.095574	42.592841	35.008813	38.790957	35.889084	65.704374	60.863587	87.629765	76.033261	96.344946	126.97028	128.494469	139.31304	155.194519	148.129188	158.836941	157.052132	159.379059	145.84272	174.568886	176.497249	180.997576	169.70822	165.425668	198.082384	178.866992	186.099732	144.91609	163.723595
orf19.2288-T	orf19.2288	129.100772	120.481718	132.951845	125.236222	161.301375	163.286153	167.342466	155.480345	265.600206	269.378136	273.895087	271.394124	215.675585	225.997638	219.7134	229.682039	192.162235	190.577035	199.530269	191.726742	222.981002	228.87539	227.28156	223.485136	211.868522	205.57673	208.350688	209.66814	199.220207	197.911023	188.38204	183.779889	185.757815	180.896403	176.908805	170.563035	163.731346	168.91553	164.90047	169.513245	166.80244	169.160558	161.363804	167.075009	155.744257	156.613591	160.37885	161.82033	152.584151	161.691304	155.929313	158.174107
orf19.2289-T	orf19.2289	250.594402	253.65967	246.018342	258.682961	203.160325	199.860501	206.65057	197.437045	134.445151	132.638259	130.038847	128.820203	123.705665	114.308312	124.837926	124.057014	144.464087	152.331932	156.176015	161.045666	250.767961	249.768446	261.331646	272.949396	314.390242	314.004545	311.271493	311.56522	290.962601	287.975516	279.905309	277.045304	247.562799	251.167585	235.303726	243.641128	233.170872	229.373258	228.092742	222.975801	211.391342	219.574059	211.690097	206.883299	197.882519	190.179798	180.772912	189.199954	188.665268	197.069221	181.441328	186.932851
orf19.2290-T	orf19.2290	26.338509	24.680439	29.241698	30.154689	25.573535	26.040274	25.177872	25.301066	15.771765	14.925749	16.130922	15.897722	14.7321	14.816603	15.816758	16.610832	14.126107	14.034473	14.891264	16.316994	23.668055	24.195703	22.895913	23.317014	20.087606	21.881576	24.432037	24.039109	28.039961	27.607601	25.54653	25.760766	24.287223	24.473396	20.559183	21.30081	21.313867	18.873147	21.516594	21.943122	21.225222	21.774191	23.446719	23.79513	16.987812	16.906339	17.638142	15.673795	15.691537	15.115045	16.976732	16.438293
orf19.1902-T	orf19.1902	7.719851	7.765319	7.902346	8.988468	101.426779	107.174101	96.037612	99.854294	99.765285	98.421911	91.141733	89.42001	78.847466	79.438795	82.026988	79.296109	32.505072	35.277312	35.796306	33.67228	11.213902	10.977415	10.699423	12.381127	11.889429	12.397966	12.541097	11.7733	35.423906	35.025644	42.954835	45.309834	63.855234	58.959196	53.243557	57.168763	66.680202	60.433489	59.024081	61.788943	63.659619	66.847756	65.614234	69.013073	65.884739	67.014735	56.327072	53.923882	52.771268	53.650403	62.645589	62.021492
orf19.1901-T	orf19.1901	43.213163	42.12297	45.514245	46.492543	43.456624	42.625842	36.823591	38.483617	71.186678	68.346518	71.567655	68.109696	50.790176	49.522524	47.145629	49.510325	28.707517	27.322531	27.694059	28.092212	44.352817	46.365278	46.993098	47.687453	41.094194	39.152448	44.19532	46.908873	74.281812	73.316317	64.224111	63.829427	73.946329	80.265551	66.980838	63.375159	65.307972	63.885657	61.637756	60.14454	62.033142	73.150147	64.86099	67.070635	64.606705	69.138957	58.065523	58.509755	63.745774	67.649638	66.847232	73.131296
orf19.1900-T	orf19.1900	21.23086	19.35139	21.614135	18.364186	46.831654	46.95776	44.408517	44.047905	48.104071	43.068032	41.30909	41.035454	35.987452	39.502405	37.413864	38.318499	24.813264	23.810909	20.393907	24.645464	18.278298	18.88995	18.730326	17.959357	14.683147	15.427146	18.660054	20.040773	24.498057	27.289983	27.629099	27.335394	30.487666	32.182266	28.314518	32.539365	29.252615	33.868982	36.348346	33.454585	34.831903	37.067801	39.160082	39.31247	34.982573	31.386967	33.062955	38.406037	41.777932	36.512529	36.751784	34.119929
orf19.1897-T	orf19.1897	44.242877	47.996998	45.430079	44.575086	49.924185	41.885057	41.85023	41.702333	32.176407	31.735983	30.890897	30.981901	30.904995	30.621123	37.759453	31.264872	42.881399	42.336754	43.542268	44.331101	47.002841	43.064738	37.761557	41.911352	44.191436	48.488999	44.441755	46.247701	48.488536	49.58298	48.839831	42.230376	40.733394	43.944853	44.38883	40.363996	38.643417	37.060388	41.25863	42.362175	35.942979	35.939485	37.171997	36.813597	26.367696	25.295335	21.458121	19.960777	20.179495	22.309202	22.693088	22.876386
orf19.1896-T	orf19.1896	307.482101	308.295465	315.289401	316.916694	526.808213	511.449351	505.649411	514.962333	621.113868	630.404852	605.299519	617.06185	596.768697	588.168945	586.470229	590.391218	711.125361	704.06415	694.736985	701.933865	776.172153	782.638825	762.506614	761.128945	562.55377	552.802565	584.025641	566.293608	452.327927	450.584041	387.865601	402.361195	434.317244	432.111323	355.282905	358.083147	329.495781	346.250698	355.297385	358.105651	378.574633	366.45855	341.893827	336.280327	412.358406	404.016304	346.667985	362.474014	419.599626	428.081768	493.026322	494.62407
orf19.1893-T	orf19.1893	53.27156	52.769264	55.451667	54.445465	38.572157	38.908367	39.264475	39.657479	28.580791	27.794644	28.015664	31.220737	22.655601	23.141314	23.629574	22.72321	16.637925	16.088898	15.967029	16.593726	30.887853	31.452306	35.01408	32.783381	25.310855	25.878346	25.87281	27.422028	46.74737	48.088531	44.405577	41.806852	32.445577	35.559316	30.095811	28.380877	19.195471	18.991041	19.494157	19.633732	21.205738	22.352037	19.629276	19.448077	13.822187	13.662216	12.279258	10.744817	11.899309	11.045976	11.110549	12.690048
orf19.1891-T	orf19.1891	631.056832	654.220212	631.508736	648.015771	504.794587	491.769943	503.919478	516.526321	369.882295	370.552833	372.543724	364.119919	197.220984	200.882113	206.786287	201.878757	143.81887	144.136137	143.967565	143.757398	334.092759	329.854084	324.084444	320.949917	462.212341	466.558848	468.206261	467.201188	737.674352	692.3286	663.240491	684.078252	846.539596	841.223972	713.373094	721.903154	804.7638	790.497178	818.893676	796.430666	919.099996	897.673732	900.693025	921.60808	1131.265253	1103.972952	951.555225	965.245006	1085.694771	1060.439848	1151.847377	1122.138261
orf19.1890-T	orf19.1890	65.779158	64.250229	70.033813	64.141196	18.57717	17.748307	19.953957	17.129112	20.767705	18.52751	17.900139	18.491119	21.209693	21.164464	21.114788	21.263544	13.988462	13.157146	13.220259	12.111299	16.129755	14.411043	13.650378	16.965734	20.691308	21.637426	23.029176	24.059645	52.55373	53.936856	49.054796	50.28634	79.421623	69.045059	61.748669	65.349652	76.290461	76.310105	76.023817	80.713397	84.611321	85.256202	80.113596	83.390831	104.124872	102.428895	93.858478	91.728681	93.197622	86.255604	91.24945	87.923566
orf19.1889-T	orf19.1889	195.09294	184.749243	188.549254	192.787839	127.490026	125.777428	121.961396	121.931431	180.863251	186.080324	181.843807	178.927902	160.487465	168.406998	171.936845	168.391776	226.292037	209.032984	219.390125	228.779707	405.478729	407.998932	426.944555	431.758764	618.426513	579.189077	577.91828	614.783697	658.584827	634.821906	614.821012	629.029885	607.07572	598.824142	620.95667	590.59309	612.989666	624.085872	552.238496	600.458545	587.312359	551.97758	568.654896	585.198965	605.687115	590.46205	599.702963	574.843937	518.653103	542.47901	546.41298	553.793634
orf19.1888-T	orf19.1888	18.001892	17.861529	16.562207	17.97162	21.115047	24.274319	20.291506	20.629553	14.073522	13.719928	15.793588	15.017816	18.16697	18.810301	18.875049	17.32335	21.192322	23.327211	23.755396	21.156001	28.105057	26.733919	23.877286	23.553581	28.904641	26.272323	27.250796	31.585932	23.745221	25.49688	24.260989	30.955463	19.679931	24.018226	26.954105	26.666933	34.734895	30.460422	30.11836	31.129789	25.954465	32.111675	36.415162	34.795484	33.997316	32.936726	34.667557	34.601995	38.108101	36.723857	29.310214	31.854316
orf19.1887-T	orf19.1887	92.247264	90.098993	96.81664	94.856683	64.412755	66.409186	67.383766	71.099972	18.990951	18.31116	17.63067	16.521263	16.063129	15.610918	16.940583	15.443024	18.981252	17.164151	19.717683	18.367488	42.678418	45.57555	39.642063	44.880281	61.856977	55.169798	64.930443	66.143574	107.219708	114.023079	98.204816	93.206748	118.886198	121.801212	108.740899	103.70573	111.528959	114.171431	118.102265	114.782814	127.160588	124.805555	127.719747	124.915298	123.208528	121.336766	100.940959	101.654445	117.795298	108.293692	113.130796	113.992228
orf19.1886-T	orf19.1886	27.365443	23.985677	30.82097	26.268395	182.336987	174.266174	179.829305	167.589267	194.508526	189.196916	170.964307	172.980194	164.999465	164.731747	159.847214	160.100699	81.267695	76.1665	77.463361	72.404425	30.361577	32.400755	37.948599	36.065549	34.926776	31.072211	32.727228	37.086413	73.837582	77.666556	81.704596	77.809227	124.393925	123.796716	118.189417	111.306087	127.233547	144.573315	136.600867	135.74466	147.28081	145.125524	146.011269	154.443195	133.188023	141.615132	146.568928	141.667624	130.105864	129.375822	134.153866	120.876623
orf19.1885-T	orf19.1885	84.300024	88.638155	77.475637	85.913663	80.427334	82.049005	85.655956	71.225977	44.651074	49.530738	42.263774	44.924672	44.107378	43.180594	46.325574	45.222688	46.665208	46.224179	43.84602	44.727538	70.329195	77.477334	74.212366	68.961104	80.621561	71.60541	92.130848	96.825749	107.45507	110.828151	99.317308	104.654352	103.667547	110.393942	103.748368	110.992074	116.28673	113.394865	124.290546	113.701044	122.410596	117.582209	111.209764	121.486515	115.971744	111.582111	132.922928	131.886154	121.804268	119.279089	116.215772	121.013049
orf19.1883-T	orf19.1883	31.134036	33.709248	33.569627	32.144755	16.523248	16.560986	15.200065	16.476037	27.337938	26.13502	26.867954	27.609573	28.352527	27.023017	29.631912	27.55282	23.503205	21.136698	24.3995	24.910956	25.995914	26.779722	24.551681	24.712112	24.947331	24.215345	27.503832	30.920541	24.241533	23.398853	29.057687	28.249594	25.550908	25.266328	18.782707	19.783997	19.871108	19.300929	19.607658	19.822701	18.170058	18.843494	18.949534	19.944128	11.974902	13.50461	13.212712	13.818628	13.944739	13.830792	12.999148	12.239099
orf19.1881-T	orf19.1881	82.383222	81.586494	79.896996	83.562759	53.025164	53.794226	48.492573	52.977213	29.946352	34.052664	32.974484	31.355	33.925887	32.573488	35.925891	33.601926	38.469387	36.482528	40.63803	36.843028	46.189064	45.297834	48.743744	48.368543	42.587315	43.53388	45.666072	45.265486	60.010703	58.350966	48.043248	46.336596	53.23744	51.441249	43.166568	42.215008	43.545506	45.214958	39.102923	37.53047	45.108604	37.610373	39.508322	38.499111	35.735428	35.339385	30.325143	28.912366	28.04802	31.977412	42.614707	40.180247
orf19.1880-T	orf19.1880	588.564176	603.720327	598.59162	595.443554	401.537934	415.984095	399.26375	392.911956	221.081359	216.393464	218.172995	215.49109	153.626639	156.28609	158.824841	157.334201	198.208007	196.495614	215.759154	208.892881	362.175368	353.641525	365.214282	360.42901	433.497541	429.319574	415.118384	435.487682	430.662415	428.17709	413.956227	428.813159	397.367029	387.603113	342.903481	350.922156	337.655194	340.099471	334.375481	340.17873	326.428069	333.04776	312.373507	301.616803	251.77242	258.034898	242.065727	251.029944	223.403131	234.118057	220.165981	234.006273
orf19.1878-T	orf19.1878	35.968588	36.558308	34.659431	40.121853	34.647377	31.419919	31.642846	32.035439	25.247017	27.039437	25.269291	22.472833	26.688578	27.424159	25.78251	25.112802	30.613961	27.980897	26.308643	27.46188	34.150184	33.916141	32.223678	37.788332	35.029496	41.749681	39.03768	42.225768	44.202571	52.33751	43.891958	40.472219	47.426006	42.826115	46.890372	42.887676	49.735073	45.026773	44.437505	43.368495	42.94473	40.522484	44.320662	43.212032	40.258191	46.39833	43.351724	44.877229	47.094421	45.3602	41.25568	48.102479
orf19.1877-T	orf19.1877	20.72508	23.940578	22.426919	20.221101	14.671345	18.316693	17.956022	19.894623	15.19587	9.337125	9.421684	13.151161	15.37173	13.842916	13.698034	14.677946	17.387684	14.542016	17.379252	11.551828	25.220826	22.263169	26.752211	27.382709	34.478193	36.278889	27.779774	28.356094	26.223225	26.060599	36.797735	31.337399	30.102204	26.738286	33.121799	30.764092	26.611286	26.402817	27.665795	25.837506	30.811821	29.243051	23.056977	28.417109	29.56806	33.431502	29.549755	33.310063	32.099414	32.192333	32.830039	31.798788
orf19.1876-T	orf19.1876	32.241871	30.866947	34.175328	32.059439	47.749849	48.41659	51.262607	47.212926	36.970338	39.398752	37.656949	34.544796	33.087388	36.747342	31.532038	34.337817	29.277422	29.890534	25.759196	27.911057	28.517072	29.100803	27.648005	33.149743	27.419552	28.83657	30.188625	30.229746	34.854339	35.570491	42.995917	41.073577	33.603927	35.821943	32.527897	35.642125	29.301318	31.734393	32.621876	30.548362	30.672512	32.795028	34.864493	31.234488	29.621304	33.063769	25.822175	27.45036	27.881102	30.957489	33.783855	31.388444
orf19.1874-T	orf19.1874	0.351185	0	0	0.435327	0	0.061948	0.086429	0.349655	0.261915	0.131752	0.578077	0.128147	0.064676	0.130847	0.069965	0.071077	0.120226	0.36455	0.285964	0	0.403341	0.202978	0.17169	0.522044	0.409087	0.547704	0.268905	0	0.150081	0.454687	4.069779	5.237539	0.076731	0.232854	0	0.088518	0.116093	0.351244	0.56946	0.576039	0.334023	0.525064	0.094163	0.2848	0.091127	0	0.18259	0.277652	0.285808	0.401478	0.400024	0.302485
orf19.1873-T	orf19.1873	249.71217	249.464705	266.269827	239.022955	290.311656	261.741326	288.232829	313.854274	302.51045	278.501192	280.319703	306.9711	326.854927	324.657636	359.878027	314.180692	367.363954	378.376932	341.282325	295.767163	375.990231	367.222897	351.445868	346.103967	370.874389	364.668937	369.880474	396.992361	403.37912	410.401593	372.761059	402.768253	428.885664	433.771489	398.025738	369.371391	413.877842	427.135972	406.104719	426.107941	392.467889	406.625138	435.252046	402.277445	465.068472	506.308086	319.133902	359.719811	445.804548	429.898322	383.34482	431.890572
