gene_id	gene_name	Calb.t0000.b1.L001	Calb.t0000.b1.L002	Calb.t0000.b4.L001	Calb.t0000.b4.L002	Calb.t0015.b1.L001	Calb.t0015.b1.L002	Calb.t0015.b2.L001	Calb.t0015.b2.L002	Calb.t0030.b1.L001	Calb.t0030.b1.L002	Calb.t0030.b2.L001	Calb.t0030.b2.L002	Calb.t0045.b1.L001	Calb.t0045.b1.L002	Calb.t0045.b2.L001	Calb.t0045.b2.L002	Calb.t0060.b1.L001	Calb.t0060.b1.L002	Calb.t0060.b2.L001	Calb.t0060.b2.L002	Calb.t0090.b1.L001	Calb.t0090.b1.L002	Calb.t0090.b2.L001	Calb.t0090.b2.L002	Calb.t0120.b1.L001	Calb.t0120.b1.L002	Calb.t0120.b4.L001	Calb.t0120.b4.L002	Calb.t0150.b1.L001	Calb.t0150.b1.L002	Calb.t0150.b4.L001	Calb.t0150.b4.L002	Calb.t0180.b1.L001	Calb.t0180.b1.L002	Calb.t0180.b2.L001	Calb.t0180.b2.L002	Calb.t0210.b1.L001	Calb.t0210.b1.L002	Calb.t0210.b4.L001	Calb.t0210.b4.L002	Calb.t0240.b1.L001	Calb.t0240.b1.L002	Calb.t0240.b3.L001	Calb.t0240.b3.L002	Calb.t0360.b1.L001	Calb.t0360.b1.L002	Calb.t0360.b3.L001	Calb.t0360.b3.L002	Calb.t0480.b1.L001	Calb.t0480.b1.L002	Calb.t0480.b2.L001	Calb.t0480.b2.L002
CaalfMp08.3	CaalfMp08.3	0	0	0	0	0.75650668060482	1.7624422575691	0	0	1.12005909312397	0	0	0	0.905647254831502	1.62981089817911	0	1.84679417167321	0	0	0.591797269293355	0	0	0	2.13479407691692	0	0	0	0.948939183278481	0	0	0.605669687080593	20.2019747182338	23.1820815210274	1.64713470107758	1.49963086469182	1.17283264865845	0	0	0.749591561747082	0.771742829140975	0	1.81879464479178	0	2.13076422097475	2.21854583650034	1.57752718867804	0	0.740767324404471	0	1.3402601542215	1.86299940647412	0.824366976460228	0
CaalfMp08.4	CaalfMp08.4	0	0	2.43142389978323	0	0	0	0	0.932658841428953	0.9868730965421	0	0	0.4020892957357	0	0	0	0.636849273076018	2.24782255997859	0	0	0	0.818413297504564	0	0	0	3.07023771557671	0.644871314617898	1.28922887375896	0	0	0.540927940421493	11.8302855296041	10.4774706414589	4.83839811360699	0.800688025951175	0.622051329344196	2.80621226355916	1.183891386955	0.681779709760027	0.805031612240679	3.24214257247296	0.682581146906345	0.629600854131488	1.96670262486181	1.58402183507194	2.18885778267109	1.61609868131088	0.749130022057207	2.57892992504144	3.23740464822538	5.05392499226912	4.65649784851882	1.32704311335677
CaalfMp09	CaalfMp09	0	1.266302870136	0.646560356391316	0	2.52552214159924	0	0	0	1.0825843671539	0.541123351881475	0.537961623788204	1.61229169747761	0	2.53991086572701	1.02724437215356	1.02890609270989	0.501466070274087	0.501134907443705	0	0	0.575102233728936	0	5.24133179644096	0.583991704300416	3.03849096658126	0.606104119593673	0	0.616590052306115	1.31274737728612	1.31229054837328	28.9116232798993	30.4286038382666	0.651053142462573	1.95300995235256	3.0888856051154	1.85414123017783	1.859981974306	0.619157394843715	3.11813437915915	0.624218060100982	1.24747924199901	3.12189058146317	3.1097718887169	3.74327364576056	3.66932240784795	2.45424286262732	6.12080802987807	4.90024012413381	4.27777420945331	5.50716999248032	0.624907810607627	1.24780928877703
CaalfMp10	CaalfMp10	3.8533080938598	0	0	0	0	3.874714692653	0	0	0	0	0	0	0	0	0	0	0	6.09696342037849	3.2355974211291	0	0	0	0	0	0	11.3785491870349	3.77679737593088	3.76347281549952	0	0	30.8757667333875	49.4144164040317	0	7.93900187850211	0	0	0	0	3.71527052606451	3.70098024827289	0	0	0	0	0	0	3.63024921942727	0	3.63726799437013	0	0	0
CaalfMp11	CaalfMp11	1.61072125995953	2.81188423988827	1.10812194845108	2.4732621694337	6.95009730019685	6.32189886928527	0	0	6.43779583839404	0	0	0	0	0	1.05542972381057	0.654997665643075	0	0	0	0	2.19492123219181	2.19386766271271	6.67323791705074	5.94484671691214	18.4421963634849	12.3782688593616	2.35307347677371	7.06323415503608	5.36489983362285	0	40.5269552149509	40.2803822441552	5.80040979810958	4.97087444784602	3.92486956643743	3.55022501306044	6.507374062956	6.17636461286828	6.02941489603017	3.96519626877049	5.29009787939453	7.14075080340193	10.192910558294	4.45705470343525	12.9274279046394	16.2240095406798	20.5185761847855	18.7868544791358	27.2945674286221	23.0417247456421	6.26992094536077	0.793012207081133
CaalfMp11.1	CaalfMp11.1	0.627411601399945	2.83280903381723	1.7023611397583	1.92714004887393	3.98274187613292	0.712017261460138	0.616467285989698	0	1.96282126702201	0.536772459964962	0	1.59937563597023	0	0.50389313492347	0.706574604004143	2.55156716185261	1.49227554756563	1.98839034784218	0	1.02703373009171	0	2.28117656771594	0.577675220122508	1.15858520843988	0.72134385853838	4.19770270381725	0.6110073635779	0.611623853867604	2.33002422352237	1.30173685914581	15.5422272888561	20.7841986923058	0	0	0	0.613108722495345	1.686750786953	1.32146714136713	3.95492425573633	0.619226502931743	2.67710630861737	0.619381060226339	1.29128011721857	2.70556443703846	2.04322775244934	1.33044155217687	2.18749233458283	4.29717009017586	2.33165316466325	6.89142002850148	2.54784673388885	1.85670995349841
CaalfMp12	CaalfMp12	0	0	8.90933642065782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.58304143818226	8.58581091122156	0	0	0	0	33.9417119007175	51.0637991875448	0	0	0	0	0	0	0	0	0	8.4412099607111	0	0	0	0	16.5735801788535	8.25982766944257	0	0	0	0
CaalfMp13	CaalfMp13	0.532510116669632	0	0	0.545271488050593	0	1.06225420546775	0	0	0	0.455718267785028	0	0	0	0	0	0	0	0	0	0	0.484416584645909	0	0.9806220578168	1.96737346158248	2.55616164707073	6.10935446634405	1.03713689688517	1.03842479025963	0.552870312553615	1.10537286267905	29.43842770122	32.7198551748216	1.64474559921209	1.64471615387998	0.520728531513224	0	0.522492536661	0	0.525577308990522	1.57861500784194	5.78257762941077	1.5788235186516	1.57341052084664	0.52620082954226	1.54621995264269	1.03446352797347	7.22469857586924	3.615787426755	8.75730607833792	6.19084813773561	0	1.57738302938622
CaalfMp14	CaalfMp14	0	0	1.99320883596018	0	3.24409889587624	4.53973393365886	0	0	0.556190215402984	1.66803094211943	0	0.552134494857498	0	0	0.527805961271237	0	1.03054337356327	0	0.531055499682438	0	1.18182032517217	0	1.79526239946719	0.600051186547717	1.24906140888544	8.72053575288942	2.53184901883095	0.633562765793025	2.69764519367488	0.674175271579223	23.1999143059595	19.8471383404089	0	0.66891240064801	0	0.634924805666499	0.636974053407	1.90832964782444	0.640699245776579	1.28257079977644	0.640816789823692	1.92439232147067	2.55567948246985	3.84524945239851	1.8848895607671	5.04265018888777	5.65880693111813	3.77540220752346	3.76730727290863	5.02895281594894	1.28404828321502	0
CaalfMp15	CaalfMp15	0	2.54009203018206	0	0	3.81345730560943	0	0	0	1.08607142518681	0.54250571265332	0	1.07231349580353	0	0	0	0	0	0	0	1.04524138941998	0	1.15102759131111	0	0	3.6809297235255	0	2.47614246798378	0	0	7.88546442296575	14.0613288814548	0	0	0	0	0	0	0	0	0	0	2.49078304504328	2.47400472086328	6.19627528611569	1.22062759267267	0	0	0	3.65477394692483	0	0	1.24559389129004
