a21_orf19,a22_orf19,a22_id
orf19.5633,orf19.5633,C4_00100C_A
orf19.8011,orf19.8011,C4_00100C_A
orf19.13079,orf19.13079,C4_00110C_A
orf19.5634,orf19.5634,C4_00110C_A
orf19.13080,orf19.13080,C4_00120W_A
orf19.5635,orf19.5635,C4_00120W_A
orf19.13081,orf19.13081,C4_00130W_A
orf19.5636,orf19.5636,C4_00130W_A
orf19.13084,orf19.13084,C4_00140C_A
orf19.5639,orf19.5639,C4_00140C_A
orf19.13085,orf19.13085,C4_00150C_A
orf19.5640,orf19.5640,C4_00150C_A
orf19.13086,orf19.13086,C4_00160C_A
orf19.5641,orf19.5641,C4_00160C_A
orf19.13087,orf19.13087,C4_00170W_A
orf19.5642,orf19.5642,C4_00170W_A
orf19.13088,orf19.13088,C4_00180W_A
orf19.5643,orf19.5643,C4_00180W_A
orf19.13089,orf19.13089,C4_00190W_A
orf19.5644,orf19.5644,C4_00190W_A
orf19.13090,orf19.13090,C4_00200C_A
orf19.5645,orf19.5645,C4_00200C_A
orf19.13091,orf19.13091,C4_00210W_A
orf19.5646,orf19.5646,C4_00210W_A
orf19.13092,orf19.13092,C4_00220C_A
orf19.5647,orf19.5647,C4_00220C_A
orf19.13093,orf19.13093,C4_00230W_A
orf19.5648,orf19.5648,C4_00230W_A
orf19.13095,orf19.13095,C4_00240C_A
orf19.5650,orf19.5650,C4_00240C_A
orf19.5649,orf19.5649,C4_00250W_A
orf19.13096,orf19.13096,C4_00260W_A
orf19.5651,orf19.5651,C4_00260W_A
orf19.13098,orf19.13098,C4_00270W_A
orf19.5653,orf19.5653,C4_00270W_A
orf19.13099,orf19.13099,C4_00280W_A
orf19.5654,orf19.5654,C4_00280W_A
orf19.13100,orf19.13100,C4_00290C_A
orf19.13101,orf19.13101,C4_00290C_A
orf19.5655,orf19.5655,C4_00290C_A
orf19.5656,orf19.5656,C4_00290C_A
orf19.13102,orf19.13102,C4_00300C_A
orf19.5657,orf19.5657,C4_00300C_A
orf19.13103,orf19.13103,C4_00310C_A
orf19.5658,orf19.5658,C4_00310C_A
orf19.13105,orf19.13105,C4_00320C_A
orf19.5660,orf19.5660,C4_00320C_A
orf19.13106,orf19.13106,C4_00340W_A
orf19.5661,orf19.5661,C4_00340W_A
orf19.13107,orf19.13107,C4_00350W_A
orf19.5662,orf19.5662,C4_00350W_A
orf19.13108,orf19.13108,C4_00360C_A
orf19.5663,orf19.5663,C4_00360C_A
orf19.13109,orf19.13109,C4_00370W_A
orf19.5664,orf19.5664,C4_00370W_A
orf19.13110,orf19.13110,C4_00380W_A
orf19.5665,orf19.5665,C4_00380W_A
orf19.13111,orf19.13111,C4_00390W_A
orf19.5666,orf19.5666,C4_00390W_A
orf19.13112,orf19.13112,C4_00400W_A
orf19.5667,orf19.5667,C4_00400W_A
orf19.13114,orf19.13114,C4_00410W_A
orf19.5669,orf19.5669,C4_00410W_A
orf19.13116,orf19.13116,C4_00420C_A
orf19.5671,orf19.5671,C4_00420C_A
orf19.13117,orf19.13117,C4_00430W_A
orf19.5672,orf19.5672,C4_00430W_A
orf19.13118,orf19.13118,C4_00440C_A
orf19.5673,orf19.5673,C4_00440C_A
orf19.13119,orf19.13119,C4_00450C_A
orf19.5674,orf19.5674,C4_00450C_A
orf19.13120,orf19.13120,C4_00460C_A
orf19.5675,orf19.5675,C4_00460C_A
orf19.13121,orf19.13121,C4_00470C_A
orf19.5676,orf19.5676,C4_00470C_A
orf19.13122,orf19.13122,C4_00480W_A
orf19.5677,orf19.5677,C4_00480W_A
orf19.13123,orf19.13123,C4_00490W_A
orf19.5678,orf19.5678,C4_00490W_A
orf19.11668,orf19.11668,C4_00510C_A
orf19.4191,orf19.4191,C4_00510C_A
orf19.11667,orf19.11667,C4_00520W_A
orf19.4190,orf19.4190,C4_00520W_A
orf19.11666,orf19.11666,C4_00530C_A
orf19.4189,orf19.4189,C4_00530C_A
orf19.11665,orf19.11665,C4_00540C_A
orf19.4188,orf19.4188,C4_00540C_A
orf19.11664,orf19.11664,C4_00560C_A
orf19.4187,orf19.4187,C4_00560C_A
orf19.11663,orf19.11663,C4_00570C_A
orf19.4186,orf19.4186,C4_00570C_A
orf19.11662,orf19.11662,C4_00580W_A
orf19.4185,orf19.4185,C4_00580W_A
orf19.11660,orf19.11660,C4_00590C_A
orf19.4184,orf19.4184,C4_00590C_A
orf19.11659,orf19.11659,C4_00600C_A
orf19.4183,orf19.4183,C4_00600C_A
orf19.11658,orf19.11658,C4_00610W_A
orf19.4182,orf19.4182,C4_00610W_A
orf19.11657,orf19.11657,C4_00620C_A
orf19.4181,orf19.4181,C4_00620C_A
orf19.11656,orf19.11656,C4_00630C_A
orf19.4180,orf19.4180,C4_00630C_A
orf19.11655,orf19.11655,C4_00640W_A
orf19.4179,orf19.4179,C4_00640W_A
orf19.11653,orf19.11653,C4_00650W_A
orf19.4177,orf19.4177,C4_00650W_A
orf19.11652,orf19.11652,C4_00660W_A
orf19.4176,orf19.4176,C4_00660W_A
orf19.11651,orf19.11651,C4_00670W_A
orf19.4175,orf19.4175,C4_00670W_A
orf19.11650,orf19.11650,C4_00680W_A
orf19.4174,orf19.4174,C4_00680W_A
orf19.11649,orf19.11649,C4_00690C_A
orf19.1174,orf19.1174,C4_00690C_A
orf19.4173,orf19.4173,C4_00690C_A
orf19.11648,orf19.11648,C4_00700C_A
orf19.4172,orf19.4172,C4_00700C_A
orf19.11647,orf19.11647,C4_00710W_A
orf19.4171,orf19.4171,C4_00710W_A
orf19.11646,orf19.11646,C4_00720W_A
orf19.4170,orf19.4170,C4_00720W_A
orf19.11645,orf19.11645,C4_00730C_A
orf19.4169,orf19.4169,C4_00730C_A
orf19.11644,orf19.11644,C4_00740W_A
orf19.4168,orf19.4168,C4_00740W_A
orf19.11643,orf19.11643,C4_00750C_A
orf19.4167,orf19.4167,C4_00750C_A
orf19.11642,orf19.11642,C4_00760W_A
orf19.4166,orf19.4166,C4_00760W_A
orf19.11640,orf19.11640,C4_00770C_A
orf19.4164,orf19.4164,C4_00770C_A
orf19.11639,orf19.11639,C4_00780C_A
orf19.4163,orf19.4163,C4_00780C_A
orf19.11638,orf19.11638,C4_00790C_A
orf19.4162,orf19.4162,C4_00790C_A
orf19.11637,orf19.11637,C4_00800W_A
orf19.4161,orf19.4161,C4_00800W_A
orf19.11636,orf19.11636,C4_00810C_A
orf19.4160,orf19.4160,C4_00810C_A
orf19.11635,orf19.11635,C4_00820W_A
orf19.4159,orf19.4159,C4_00820W_A
orf19.11633,orf19.11633,C4_00830W_A
orf19.4157,orf19.4157,C4_00830W_A
orf19.11632,orf19.11632,C4_00840W_A
orf19.12182,orf19.12182,C4_00840W_A
orf19.4156,orf19.4156,C4_00840W_A
orf19.4711,orf19.4711,C4_00840W_A
orf19.12178,orf19.12178,C4_00850C_A
orf19.4707,orf19.4707,C4_00850C_A
orf19.12177,orf19.12177,C4_00860C_A
orf19.4706,orf19.4706,C4_00860C_A
orf19.12176,orf19.12176,C4_00880W_A
orf19.4705,orf19.4705,C4_00880W_A
orf19.12175,orf19.12175,C4_00890W_A
orf19.4704,orf19.4704,C4_00890W_A
orf19.4703,orf19.4703,C4_00910C_A
orf19.12172,orf19.12172,C4_00920C_A
orf19.4702,orf19.4702,C4_00920C_A
orf19.12171,orf19.12171,C4_00940W_A
orf19.4701,orf19.4701,C4_00940W_A
orf19.12169,orf19.12169,C4_00950C_A
orf19.12170,orf19.12170,C4_00950C_A
orf19.4699,orf19.4699,C4_00950C_A
orf19.4700,orf19.4700,C4_00950C_A
orf19.12168,orf19.12168,C4_00960W_A
orf19.4698,orf19.4698,C4_00960W_A
orf19.12167,orf19.12167,C4_00970C_A
orf19.4697,orf19.4697,C4_00970C_A
orf19.12160,orf19.12160,C4_00980C_A
orf19.4691,orf19.4691,C4_00980C_A
orf19.12159,orf19.12159,C4_00990W_A
orf19.4690,orf19.4690,C4_00990W_A
orf19.12158,orf19.12158,C4_01000C_A
orf19.4689,orf19.4689,C4_01000C_A
orf19.12157,orf19.12157,C4_01010C_A
orf19.4688,orf19.4688,C4_01010C_A
orf19.12155,orf19.12155,C4_01020C_A
orf19.4686,orf19.4686,C4_01020C_A
orf19.12154,orf19.12154,C4_01030W_A
orf19.4685,orf19.4685,C4_01030W_A
orf19.12152,orf19.12152,C4_01060W_A
orf19.4683,orf19.4683,C4_01060W_A
orf19.12151,orf19.12151,C4_01070W_A
orf19.4682,orf19.4682,C4_01070W_A
orf19.12150,orf19.12150,C4_01080W_A
orf19.4681,orf19.4681,C4_01080W_A
orf19.12149,orf19.12149,C4_01090C_A
orf19.4680,orf19.4680,C4_01090C_A
orf19.12148,orf19.12148,C4_01100C_A
orf19.4679,orf19.4679,C4_01100C_A
orf19.12147,orf19.12147,C4_01120C_A
orf19.4678,orf19.4678,C4_01120C_A
orf19.4677,orf19.4677,C4_01130C_A
orf19.12146,orf19.12146,C4_01140C_A
orf19.4676,orf19.4676,C4_01140C_A
orf19.12145,orf19.12145,C4_01150W_A
orf19.4675,orf19.4675,C4_01150W_A
orf19.12143,orf19.12143,C4_01170C_A
orf19.12144,orf19.12144,C4_01170C_A
orf19.4673,orf19.4673,C4_01170C_A
orf19.4674,orf19.4674,C4_01170C_A
orf19.12142,orf19.12142,C4_01180W_A
orf19.4672,orf19.4672,C4_01180W_A
orf19.12140,orf19.12140,C4_01190W_A
orf19.4670,orf19.4670,C4_01190W_A
orf19.12139,orf19.12139,C4_01200C_A
orf19.4669,orf19.4669,C4_01200C_A
orf19.12138,orf19.12138,C4_01220C_A
orf19.4668,orf19.4668,C4_01220C_A
orf19.12136,orf19.12136,C4_01230C_A
orf19.4666,orf19.4666,C4_01230C_A
orf19.12135,orf19.12135,C4_01240C_A
orf19.4665,orf19.4665,C4_01240C_A
orf19.12134,orf19.12134,C4_01250W_A
orf19.4664,orf19.4664,C4_01250W_A
orf19.12132,orf19.12132,C4_01260W_A
orf19.4662,orf19.4662,C4_01260W_A
orf19.12130,orf19.12130,C4_01270W_A
orf19.4660,orf19.4660,C4_01270W_A
orf19.12129,orf19.12129,C4_01280C_A
orf19.4659,orf19.4659,C4_01280C_A
orf19.12128,orf19.12128,C4_01290W_A
orf19.4658,orf19.4658,C4_01290W_A
orf19.12127,orf19.12127,C4_01300W_A
orf19.4657,orf19.4657,C4_01300W_A
orf19.12126,orf19.12126,C4_01310W_A
orf19.4656,orf19.4656,C4_01310W_A
orf19.12125,orf19.12125,C4_01320C_A
orf19.4655,orf19.4655,C4_01320C_A
orf19.12124,orf19.12124,C4_01330W_A
orf19.4654,orf19.4654,C4_01330W_A
orf19.12123,orf19.12123,C4_01340W_A
orf19.4653,orf19.4653,C4_01340W_A
orf19.12122,orf19.12122,C4_01350W_A
orf19.4652,orf19.4652,C4_01350W_A
orf19.12120,orf19.12120,C4_01360W_A
orf19.4651,orf19.4651,C4_01360W_A
orf19.12119,orf19.12119,C4_01370W_A
orf19.4650,orf19.4650,C4_01370W_A
orf19.12118,orf19.12118,C4_01380W_A
orf19.4649,orf19.4649,C4_01380W_A
orf19.12116,orf19.12116,C4_01390W_A
orf19.4647,orf19.4647,C4_01390W_A
orf19.4646,orf19.4646,C4_01400W_A
orf19.12115,orf19.12115,C4_01410W_A
orf19.4645,orf19.4645,C4_01410W_A
orf19.12113,orf19.12113,C4_01420W_A
orf19.4643,orf19.4643,C4_01420W_A
orf19.12112,orf19.12112,C4_01430C_A
orf19.4642,orf19.4642,C4_01430C_A
orf19.12111,orf19.12111,C4_01440W_A
orf19.4641,orf19.4641,C4_01440W_A
orf19.12110,orf19.12110,C4_01450W_A
orf19.4640,orf19.4640,C4_01450W_A
orf19.12108,orf19.12108,C4_01460C_A
orf19.4639,orf19.4639,C4_01460C_A
orf19.12107,orf19.12107,C4_01470W_A
orf19.4637,orf19.4637,C4_01470W_A
orf19.4638,orf19.4638,C4_01470W_A
orf19.4636,orf19.4636,C4_01480C_A
orf19.12105,orf19.12105,C4_01490W_A
orf19.4635,orf19.4635,C4_01490W_A
orf19.12104,orf19.12104,C4_01500W_A
orf19.4634,orf19.4634,C4_01500W_A
orf19.12103,orf19.12103,C4_01510W_A
orf19.4633,orf19.4633,C4_01510W_A
orf19.12102,orf19.12102,C4_01520C_A
orf19.4632,orf19.4632,C4_01520C_A
orf19.12101,orf19.12101,C4_01530C_A
orf19.4631,orf19.4631,C4_01530C_A
orf19.12100,orf19.12100,C4_01550C_A
orf19.4630,orf19.4630,C4_01550C_A
orf19.12099,orf19.12099,C4_01560C_A
orf19.4629,orf19.4629,C4_01560C_A
orf19.12098,orf19.12098,C4_01650C_A
orf19.4628,orf19.4628,C4_01650C_A
orf19.12097,orf19.12097,C4_01660W_A
orf19.4627,orf19.4627,C4_01660W_A
orf19.12096,orf19.12096,C4_01670C_A
orf19.4626,orf19.4626,C4_01670C_A
orf19.12095,orf19.12095,C4_01680W_A
orf19.4625,orf19.4625,C4_01680W_A
orf19.12094,orf19.12094,C4_01690C_A
orf19.4624,orf19.4624,C4_01690C_A
orf19.12093,orf19.12093,C4_01710C_A
orf19.4623,orf19.4623,C4_01710C_A
orf19.12092,orf19.12092,C4_01720C_A
orf19.4622,orf19.4622,C4_01720C_A
orf19.12091,orf19.12091,C4_01730C_A
orf19.4621,orf19.4621,C4_01730C_A
orf19.12090,orf19.12090,C4_01740W_A
orf19.4620,orf19.4620,C4_01740W_A
orf19.12088,orf19.12088,C4_01750C_A
orf19.4618,orf19.4618,C4_01750C_A
orf19.12087,orf19.12087,C4_01760W_A
orf19.4617,orf19.4617,C4_01760W_A
orf19.12086,orf19.12086,C4_01770W_A
orf19.4616,orf19.4616,C4_01770W_A
orf19.12085,orf19.12085,C4_01780C_A
orf19.4615,orf19.4615,C4_01780C_A
orf19.12084,orf19.12084,C4_01790W_A
orf19.4614,orf19.4614,C4_01790W_A
orf19.12082,orf19.12082,C4_01800W_A
orf19.4612,orf19.4612,C4_01800W_A
orf19.12081,orf19.12081,C4_01820C_A
orf19.4611,orf19.4611,C4_01820C_A
orf19.12080,orf19.12080,C4_01830C_A
orf19.4610,orf19.4610,C4_01830C_A
orf19.12079,orf19.12079,C4_01840C_A
orf19.4609,orf19.4609,C4_01840C_A
orf19.12078,orf19.12078,C4_01850C_A
orf19.4608,orf19.4608,C4_01850C_A
orf19.12077,orf19.12077,C4_01860C_A
orf19.4607,orf19.4607,C4_01860C_A
orf19.12076,orf19.12076,C4_01870C_A
orf19.4606,orf19.4606,C4_01870C_A
orf19.12075,orf19.12075,C4_01880W_A
orf19.4605,orf19.4605,C4_01880W_A
orf19.12073,orf19.12073,C4_01890C_A
orf19.4603,orf19.4603,C4_01890C_A
orf19.12072,orf19.12072,C4_01900C_A
orf19.4602,orf19.4602,C4_01900C_A
orf19.12071,orf19.12071,C4_01910W_A
orf19.4601,orf19.4601,C4_01910W_A
orf19.12069,orf19.12069,C4_01930C_A
orf19.4600,orf19.4600,C4_01930C_A
orf19.12068,orf19.12068,C4_01940W_A
orf19.4599,orf19.4599,C4_01940W_A
orf19.12066,orf19.12066,C4_01950W_A
orf19.4597,orf19.4597,C4_01950W_A
orf19.12065,orf19.12065,C4_01960C_A
orf19.4596,orf19.4596,C4_01960C_A
orf19.12064,orf19.12064,C4_01970W_A
orf19.4595,orf19.4595,C4_01970W_A
orf19.12063,orf19.12063,C4_01980C_A
orf19.4594,orf19.4594,C4_01980C_A
orf19.12062,orf19.12062,C4_02000C_A
orf19.4593,orf19.4593,C4_02000C_A
orf19.12061,orf19.12061,C4_02010C_A
orf19.4592,orf19.4592,C4_02010C_A
orf19.12060,orf19.12060,C4_02020W_A
orf19.4591,orf19.4591,C4_02020W_A
orf19.12059,orf19.12059,C4_02030W_A
orf19.4590,orf19.4590,C4_02030W_A
orf19.12058,orf19.12058,C4_02040W_A
orf19.4589,orf19.4589,C4_02040W_A
orf19.12056,orf19.12056,C4_02050W_A
orf19.4587,orf19.4587,C4_02050W_A
orf19.12054,orf19.12054,C4_02060C_A
orf19.4585,orf19.4585,C4_02060C_A
orf19.12053,orf19.12053,C4_02070W_A
orf19.4584,orf19.4584,C4_02070W_A
orf19.12052,orf19.12052,C4_02080W_A
orf19.4583,orf19.4583,C4_02080W_A
orf19.12051,orf19.12051,C4_02090C_A
orf19.4582,orf19.4582,C4_02090C_A
orf19.12050,orf19.12050,C4_02100C_A
orf19.4581,orf19.4581,C4_02100C_A
orf19.12049,orf19.12049,C4_02110W_A
orf19.4580,orf19.4580,C4_02110W_A
orf19.12048,orf19.12048,C4_02120W_A
orf19.4579,orf19.4579,C4_02120W_A
orf19.12047,orf19.12047,C4_02130W_A
orf19.4578,orf19.4578,C4_02130W_A
orf19.12046,orf19.12046,C4_02150C_A
orf19.4577,orf19.4577,C4_02150C_A
orf19.12044,orf19.12044,C4_02160C_A
orf19.4575,orf19.4575,C4_02160C_A
orf19.12043,orf19.12043,C4_02170C_A
orf19.4574,orf19.4574,C4_02170C_A
orf19.12042,orf19.12042,C4_02180C_A
orf19.4573,orf19.4573,C4_02180C_A
orf19.12040,orf19.12040,C4_02190C_A
orf19.4571,orf19.4571,C4_02190C_A
orf19.12039,orf19.12039,C4_02200C_A
orf19.4570,orf19.4570,C4_02200C_A
orf19.12038,orf19.12038,C4_02210W_A
orf19.4569,orf19.4569,C4_02210W_A
orf19.12037,orf19.12037,C4_02220C_A
orf19.4568,orf19.4568,C4_02220C_A
orf19.12036,orf19.12036,C4_02230C_A
orf19.4567,orf19.4567,C4_02230C_A
orf19.12035,orf19.12035,C4_02240C_A
orf19.4566,orf19.4566,C4_02240C_A
orf19.12034,orf19.12034,C4_02250C_A
orf19.4565,orf19.4565,C4_02250C_A
orf19.12032,orf19.12032,C4_02260C_A
orf19.4563,orf19.4563,C4_02260C_A
orf19.12029,orf19.12029,C4_02270C_A
orf19.4560,orf19.4560,C4_02270C_A
orf19.10291,orf19.10291,C4_02280W_A
orf19.12027,orf19.12027,C4_02280W_A
orf19.2775,orf19.2775,C4_02280W_A
orf19.4558,orf19.4558,C4_02280W_A
orf19.10290,orf19.10290,C4_02290W_A
orf19.2774,orf19.2774,C4_02290W_A
orf19.10288,orf19.10288,C4_02300W_A
orf19.2772,orf19.2772,C4_02300W_A
orf19.10287,orf19.10287,C4_02310W_A
orf19.2771,orf19.2771,C4_02310W_A
orf19.10286,orf19.10286,C4_02330C_A
orf19.2770,orf19.2770,C4_02330C_A
orf19.10285,orf19.10285,C4_02340W_A
orf19.2769,orf19.2769,C4_02340W_A
orf19.10284,orf19.10284,C4_02360W_A
orf19.2768,orf19.2768,C4_02360W_A
orf19.10283,orf19.10283,C4_02370C_A
orf19.2767,orf19.2767,C4_02370C_A
orf19.10282,orf19.10282,C4_02380W_A
orf19.2766,orf19.2766,C4_02380W_A
orf19.10281,orf19.10281,C4_02390W_A
orf19.2765,orf19.2765,C4_02390W_A
orf19.10279,orf19.10279,C4_02400C_A
orf19.2763,orf19.2763,C4_02400C_A
orf19.10278,orf19.10278,C4_02410C_A
orf19.2762,orf19.2762,C4_02410C_A
orf19.10277,orf19.10277,C4_02420C_A
orf19.2761,orf19.2761,C4_02420C_A
orf19.10276,orf19.10276,C4_02430W_A
orf19.2760,orf19.2760,C4_02430W_A
orf19.10272,orf19.10272,C4_02440C_A
orf19.10273,orf19.10273,C4_02440C_A
orf19.2758,orf19.2758,C4_02440C_A
orf19.2759,orf19.2759,C4_02440C_A
orf19.10271,orf19.10271,C4_02450W_A
orf19.2757,orf19.2757,C4_02450W_A
orf19.10270,orf19.10270,C4_02460W_A
orf19.2756,orf19.2756,C4_02460W_A
orf19.10269,orf19.10269,C4_02470C_A
orf19.2755,orf19.2755,C4_02470C_A
orf19.10268,orf19.10268,C4_02480C_A
orf19.2754,orf19.2754,C4_02480C_A
orf19.10267,orf19.10267,C4_02490W_A
orf19.2753,orf19.2753,C4_02490W_A
orf19.10266,orf19.10266,C4_02500C_A
orf19.2752,orf19.2752,C4_02500C_A
orf19.10265,orf19.10265,C4_02510W_A
orf19.2751,orf19.2751,C4_02510W_A
orf19.10263,orf19.10263,C4_02520C_A
orf19.2749,orf19.2749,C4_02520C_A
orf19.10262,orf19.10262,C4_02530W_A
orf19.2748,orf19.2748,C4_02530W_A
orf19.10261,orf19.10261,C4_02540W_A
orf19.2747,orf19.2747,C4_02540W_A
orf19.10260,orf19.10260,C4_02550C_A
orf19.2746,orf19.2746,C4_02550C_A
orf19.10259,orf19.10259,C4_02560C_A
orf19.2745,orf19.2745,C4_02560C_A
orf19.10257,orf19.10257,C4_02570C_A
orf19.2743,orf19.2743,C4_02570C_A
orf19.10256,orf19.10256,C4_02580W_A
orf19.2742,orf19.2742,C4_02580W_A
orf19.10255,orf19.10255,C4_02590C_A
orf19.2740,orf19.2740,C4_02590C_A
orf19.10253,orf19.10253,C4_02600C_A
orf19.2739,orf19.2739,C4_02600C_A
orf19.10252,orf19.10252,C4_02610C_A
orf19.2738,orf19.2738,C4_02610C_A
orf19.10251,orf19.10251,C4_02620C_A
orf19.2737,orf19.2737,C4_02620C_A
orf19.10250,orf19.10250,C4_02630C_A
orf19.2736,orf19.2736,C4_02630C_A
orf19.10249,orf19.10249,C4_02640C_A
orf19.2735,orf19.2735,C4_02640C_A
orf19.10248,orf19.10248,C4_02660W_A
orf19.2734,orf19.2734,C4_02660W_A
orf19.10246,orf19.10246,C4_02670W_A
orf19.10247,orf19.10247,C4_02670W_A
orf19.2732,orf19.2732,C4_02670W_A
orf19.2733,orf19.2733,C4_02670W_A
orf19.10245,orf19.10245,C4_02680C_A
orf19.2731,orf19.2731,C4_02680C_A
orf19.10244,orf19.10244,C4_02690W_A
orf19.2730,orf19.2730,C4_02690W_A
orf19.10242,orf19.10242,C4_02700W_A
orf19.2728,orf19.2728,C4_02700W_A
orf19.10241,orf19.10241,C4_02710C_A
orf19.2727,orf19.2727,C4_02710C_A
orf19.10240,orf19.10240,C4_02720C_A
orf19.2726,orf19.2726,C4_02720C_A
orf19.2725,orf19.2725,C4_02730C_A
orf19.10239,orf19.10239,C4_02740W_A
orf19.2724,orf19.2724,C4_02740W_A
orf19.10238,orf19.10238,C4_02750W_A
orf19.2723,orf19.2723,C4_02750W_A
orf19.10237,orf19.10237,C4_02760C_A
orf19.2722,orf19.2722,C4_02760C_A
orf19.10236,orf19.10236,C4_02770C_A
orf19.2721,orf19.2721,C4_02770C_A
orf19.10235,orf19.10235,C4_02780W_A
orf19.2720,orf19.2720,C4_02780W_A
orf19.10232,orf19.10232,C4_02790C_A
orf19.2717,orf19.2717,C4_02790C_A
orf19.10230,orf19.10230,C4_02800W_A
orf19.2715,orf19.2715,C4_02800W_A
orf19.10228,orf19.10228,C4_02820W_A
orf19.10229,orf19.10229,C4_02820W_A
orf19.2713,orf19.2713,C4_02820W_A
orf19.2714,orf19.2714,C4_02820W_A
orf19.10227,orf19.10227,C4_02830C_A
orf19.2712,orf19.2712,C4_02830C_A
orf19.10226,orf19.10226,C4_02850W_A
orf19.2711,orf19.2711,C4_02850W_A
orf19.10225,orf19.10225,C4_02860W_A
orf19.2710,orf19.2710,C4_02860W_A
orf19.10224,orf19.10224,C4_02870C_A
orf19.2709,orf19.2709,C4_02870C_A
orf19.10223,orf19.10223,C4_02880C_A
orf19.2708,orf19.2708,C4_02880C_A
orf19.10221,orf19.10221,C4_02900C_A
orf19.2706,orf19.2706,C4_02900C_A
orf19.10219,orf19.10219,C4_02910W_A
orf19.2704,orf19.2704,C4_02910W_A
orf19.10218,orf19.10218,C4_02920W_A
orf19.2703,orf19.2703,C4_02920W_A
orf19.10216,orf19.10216,C4_02930W_A
orf19.2701,orf19.2701,C4_02930W_A
orf19.10214,orf19.10214,C4_02940W_A
orf19.2699,orf19.2699,C4_02940W_A
orf19.10213,orf19.10213,C4_02950C_A
orf19.2698,orf19.2698,C4_02950C_A
orf19.10212,orf19.10212,C4_02960W_A
orf19.2697,orf19.2697,C4_02960W_A
orf19.10210,orf19.10210,C4_02970C_A
orf19.2695,orf19.2695,C4_02970C_A
orf19.10209,orf19.10209,C4_02980W_A
orf19.2694,orf19.2694,C4_02980W_A
orf19.10208,orf19.10208,C4_02990C_A
orf19.2693,orf19.2693,C4_02990C_A
orf19.10206,orf19.10206,C4_03000C_A
orf19.2691,orf19.2691,C4_03000C_A
orf19.10205,orf19.10205,C4_03020W_A
orf19.2690,orf19.2690,C4_03020W_A
orf19.10203,orf19.10203,C4_03030C_A
orf19.2688,orf19.2688,C4_03030C_A
orf19.10201,orf19.10201,C4_03050C_A
orf19.2686,orf19.2686,C4_03050C_A
orf19.10200,orf19.10200,C4_03070W_A
orf19.2685,orf19.2685,C4_03070W_A
orf19.10199,orf19.10199,C4_03080W_A
orf19.2684,orf19.2684,C4_03080W_A
orf19.10197,orf19.10197,C4_03090W_A
orf19.2682,orf19.2682,C4_03090W_A
orf19.10196,orf19.10196,C4_03100W_A
orf19.2681,orf19.2681,C4_03100W_A
orf19.10195,orf19.10195,C4_03110W_A
orf19.2680,orf19.2680,C4_03110W_A
orf19.10193,orf19.10193,C4_03120C_A
orf19.2678,orf19.2678,C4_03120C_A
orf19.10192,orf19.10192,C4_03130W_A
orf19.2677,orf19.2677,C4_03130W_A
orf19.10191,orf19.10191,C4_03140C_A
orf19.2676,orf19.2676,C4_03140C_A
orf19.10190,orf19.10190,C4_03150W_A
orf19.2675,orf19.2675,C4_03150W_A
orf19.10189,orf19.10189,C4_03160C_A
orf19.2674,orf19.2674,C4_03160C_A
orf19.10188,orf19.10188,C4_03170W_A
orf19.2673,orf19.2673,C4_03170W_A
orf19.10187,orf19.10187,C4_03180W_A
orf19.2672,orf19.2672,C4_03180W_A
orf19.10186,orf19.10186,C4_03190W_A
orf19.2671,orf19.2671,C4_03190W_A
orf19.10185,orf19.10185,C4_03200C_A
orf19.2670,orf19.2670,C4_03200C_A
orf19.2669,orf19.2669,C4_03230C_A
orf19.2668,orf19.2668,C4_03250C_A
orf19.10184,orf19.10184,C4_03270W_A
orf19.2667,orf19.2667,C4_03270W_A
orf19.10182,orf19.10182,C4_03280W_A
orf19.10183,orf19.10183,C4_03280W_A
orf19.2665,orf19.2665,C4_03280W_A
orf19.2666,orf19.2666,C4_03280W_A
orf19.10181,orf19.10181,C4_03290W_A
orf19.2664,orf19.2664,C4_03290W_A
orf19.67,orf19.67,C4_03290W_A
orf19.1440,orf19.1440,C4_03320W_A
orf19.9015,orf19.9015,C4_03320W_A
orf19.1439,orf19.1439,C4_03330W_A
orf19.9013,orf19.9013,C4_03330W_A
orf19.1438,orf19.1438,C4_03340C_A
orf19.9012,orf19.9012,C4_03340C_A
orf19.10870,orf19.10870,C4_03350C_A
orf19.3362,orf19.3362,C4_03350C_A
orf19.10871,orf19.10871,C4_03360C_A
orf19.3363,orf19.3363,C4_03360C_A
orf19.10872,orf19.10872,C4_03370C_A
orf19.3364,orf19.3364,C4_03370C_A
orf19.10873,orf19.10873,C4_03380C_A
orf19.3365,orf19.3365,C4_03380C_A
orf19.10874,orf19.10874,C4_03390W_A
orf19.3366,orf19.3366,C4_03390W_A
orf19.10875,orf19.10875,C4_03410W_A
orf19.3367,orf19.3367,C4_03410W_A
orf19.3368,orf19.3368,C4_03420C_A
orf19.10876,orf19.10876,C4_03430W_A
orf19.3369,orf19.3369,C4_03430W_A
orf19.10878,orf19.10878,C4_03440C_A
orf19.3370,orf19.3370,C4_03440C_A
orf19.10879,orf19.10879,C4_03450C_A
orf19.10880,orf19.10880,C4_03450C_A
orf19.3371,orf19.3371,C4_03450C_A
orf19.3372,orf19.3372,C4_03450C_A
orf19.10881,orf19.10881,C4_03460C_A
orf19.3373,orf19.3373,C4_03460C_A
orf19.10882,orf19.10882,C4_03470C_A
