"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"orf19.5348",7186.58516986643,-1.73144068955963,0.0653669699820601,2.870053667579e-155,6.69571696455042e-154
"orf19.535",483.663604717602,-1.46745609635584,0.143589457045429,4.53151769704477e-25,2.12551383545872e-24
"orf19.5351",5378.56126137669,1.58534370478567,0.0704654939424958,1.1442432569608e-112,1.73418278530628e-111
"orf19.5353",47.4448941450388,2.08509801090536,0.439174953592231,3.44038547233105e-07,8.3094847255332e-07
"orf19.5356",1429.29833178605,2.10300757814765,0.0954036178682662,1.96167774694414e-108,2.84169550830583e-107
"orf19.5360",437.52705609639,1.30467642369793,0.146338255815495,1.7339763738354e-19,6.99542670506521e-19
"orf19.5362",60.5200330180337,1.49312215104713,0.381093855113018,2.37569824076298e-05,5.05403836807124e-05
"orf19.5370",775.347032477197,-1.03449791872626,0.11866913808949,1.32497804125736e-18,5.21040922916169e-18
"orf19.5379",3721.78835124915,-1.30544035555008,0.0697376781653033,1.1946287767123e-78,1.26769040036472e-77
"orf19.5382",16.0310165625628,-7.32405579510783,2.70046944841711,1.90379972937868e-06,4.39702206685198e-06
"orf19.539",605.814815904126,-2.24485632606228,0.134060866761631,8.95540484598709e-64,7.99186486900481e-63
"orf19.5392",175.257841199983,1.41901047094099,0.229979891497194,2.04808678853324e-10,5.89534778455339e-10
"orf19.5399",58.6201801068432,-2.93262615083798,0.431560232045593,1.37742565046397e-12,4.37308072208975e-12
"orf19.54",2903.72373819828,-1.13569382411268,0.0855870678415916,1.42719850329266e-40,9.06220130174309e-40
"orf19.5407",1111.0480619401,2.48043828416118,0.11276864900359,4.72015212959841e-108,6.77461465789597e-107
"orf19.541",3326.30388954941,-4.71258902157505,0.0967036669258911,0,0
"orf19.5419",7669.48948471559,1.02227578524033,0.070254807082659,2.91564517880403e-48,2.09475822592506e-47
"orf19.542",23691.9946390262,-1.17378155301933,0.0560044479638823,6.37187514628962e-98,8.06715656224351e-97
"orf19.543",3992.93771960386,1.30120677394456,0.072416841873945,1.26133282746763e-72,1.23729798146392e-71
"orf19.5430",666.213506781048,1.86851573840174,0.128359557375218,1.11367670939453e-48,8.10407969955437e-48
"orf19.5433",319.376353089897,1.06975847209427,0.166983879637407,6.83692748017612e-11,2.01453269981159e-10
"orf19.5436",1459.81380226789,2.12566001378903,0.0956582151850977,3.78468796030152e-110,5.62644899873942e-109
"orf19.5444",4497.14272940073,1.11910609078659,0.070648864530404,7.63612255355641e-57,6.24217944699513e-56
"orf19.5446",22.1020008172865,-2.01106826099455,0.666469712620716,0.000371679725169065,0.000710617866199542
"orf19.5447",197.894452797625,-2.45673856429658,0.22458168273693,1.1277582797085e-28,5.67431851720859e-28
"orf19.5454",659.531030032153,1.44472459510868,0.124945950685218,1.97453140210369e-31,1.05573872134797e-30
"orf19.5455",7948.54062361088,2.8552693431992,0.0800015314206132,9.26511526883178e-280,4.54747474600608e-278
"orf19.5466",32299.5877450441,1.14031997442413,0.0669702341945813,2.31017433039153e-65,2.10381226666796e-64
"orf19.5480",7453.11540206118,-2.08057700647531,0.0639830469465662,9.26433215592248e-233,3.54033895700866e-231
"orf19.5484",12071.7539466405,-2.23600170114558,0.0592577329581992,0,0
"orf19.5485",455.624136383903,-1.26591684749727,0.149046117725136,7.42769111227211e-18,2.86483516646087e-17
"orf19.549",2034.57734344633,1.65811980890158,0.0929450946711088,8.66392971727112e-72,8.39309769967058e-71
"orf19.5491.1",2305.49304512681,1.00895942632025,0.0959347739662021,3.48497446787473e-26,1.67241186135529e-25
"orf19.550",7022.21947777988,-2.32299642161795,0.0650948421521442,9.27162133155838e-280,4.54747474600608e-278
"orf19.5500",863.713782744363,3.04190460723999,0.124847086817149,5.02353253746782e-132,9.28533655070833e-131
"orf19.5504",1193.90019775068,-1.73541776726263,0.102937814697445,1.81998711808916e-64,1.64538458034505e-63
"orf19.5505",8630.92453721586,-1.82931722827382,0.0653672966398461,4.71849540199478e-173,1.27789164604459e-171
"orf19.5507",900.493628869228,2.99106988925352,0.12131867919302,4.38927876395378e-135,8.36110624485263e-134
"orf19.5508",112.402481325152,-1.95542956671186,0.286912712735776,1.66762974304313e-12,5.27560470767682e-12
"orf19.5517",1668.24343891308,1.95051468651733,0.0900264072125904,8.07907687156996e-105,1.10360898756599e-103
"orf19.5518",1071.1463949057,-1.1917064156172,0.10669675756639,2.2712725883597e-29,1.16730667928157e-28
"orf19.5521",1551.04148790456,1.15052945826923,0.089247968848668,2.16623958830429e-38,1.31772523394018e-37
"orf19.5525",2693.00311775897,-1.14597723010261,0.0772429889277785,3.40968230191823e-50,2.55275373301066e-49
"orf19.5535",858.992001637392,-1.22965975864914,0.108761508703127,4.69188934192362e-30,2.44977189529273e-29
"orf19.5541",1491.43076354171,1.68311369659733,0.102914199247609,9.58264486025077e-61,8.17675271705507e-60
"orf19.5550",1176.13477408302,2.6708149600295,0.117296368779731,1.1549799493093e-115,1.81218390535204e-114
"orf19.5552",329.106487956493,-1.74336656901888,0.169694376408731,2.13215890101964e-25,1.009978539502e-24
"orf19.5563",1085.41828328308,1.08291631486826,0.100000244670407,1.16231011690586e-27,5.75519055501322e-27
"orf19.5564",960.906428568207,1.27418868533181,0.104229982777731,8.49401392106439e-35,4.83630829198447e-34
"orf19.5566",309.678488928165,1.27836208803539,0.167332146432064,7.91254997666819e-15,2.75501809975775e-14
"orf19.5567",243.646257704881,1.26123603848072,0.187614578475006,6.5966177826582e-12,2.03720040496668e-11
"orf19.5573",43.1817373302093,-2.60750676163133,0.48896781771734,1.31475843372126e-08,3.46724398122343e-08
"orf19.5578",685.95106513335,-1.14221024096765,0.119379475938843,4.60787305268172e-22,2.00856831666581e-21
"orf19.558",1354.56481689041,1.2333041443423,0.0954826599021271,1.40262985588573e-38,8.58249643645601e-38
"orf19.5587",453.168063888866,-2.10208166272308,0.148218627448147,1.98637481944115e-46,1.38401887587236e-45
"orf19.5588",53.2694172112854,-1.49317496536493,0.395826728908552,4.18265591577725e-05,8.70199188355927e-05
"orf19.5591",4714.20505157753,1.01793704616279,0.0697144168042313,1.39301186047347e-48,1.0089617301034e-47
"orf19.5592",39.16153681038,-1.79110373588797,0.471428043839857,2.78239626052844e-05,5.88108120353975e-05
"orf19.5597",1398.69673335429,1.14486598215242,0.0919525740984251,6.0387506913538e-36,3.50889720675772e-35
"orf19.56",793.491016603884,-1.27484607349681,0.117646763714891,8.20637131382194e-28,4.07635461832511e-27
"orf19.5602",2175.08418760258,-1.34011842797127,0.0882073605446655,1.26603792443786e-52,9.70006178514568e-52
"orf19.5604",414.314630609117,2.19262212572653,0.164086316348481,1.69465081872312e-41,1.09049379646966e-40
"orf19.5608",229.143143564791,1.8064531925048,0.198934636665688,2.36158524932609e-20,9.82652940417648e-20
"orf19.5610",430.995533478376,-3.17087855273742,0.171354025403751,2.42674622344161e-77,2.5277930143508e-76
"orf19.5611",16.9787569732618,1.1832987445187,0.675338283407599,0.0237882597358851,0.0370165050948859
"orf19.5612",5556.72606350706,1.58469815520891,0.0728811109808702,2.21332825567408e-105,3.03674486885327e-104
"orf19.5620",21027.0031968369,-5.46709267395516,0.198019711081612,3.63736863294535e-169,9.47998711908643e-168
"orf19.5621",1570.45795905459,-1.41685754498748,0.0914807589222899,1.22944882052109e-54,9.7185744962257e-54
"orf19.5625",61.3820224851665,-1.59915587314474,0.371598985980923,3.93524612396998e-06,8.90721224789571e-06
"orf19.5626",598.131735126055,-1.73271335665299,0.141518801754309,4.28768924341427e-35,2.45703921777622e-34
"orf19.5628",923.931334800498,1.56569285353829,0.10938901177766,4.88226548173377e-47,3.44022982870132e-46
"orf19.563",518.334137012678,3.12061151897242,0.163914324875204,1.06975541409253e-81,1.16698887467291e-80
"orf19.5634",369.722523316407,-2.75466803681964,0.175044421830582,9.89949608917087e-57,8.08177734461931e-56
"orf19.5635",497.828659896226,-4.59991100541706,0.202485904539925,7.14690041688025e-115,1.10741399743152e-113
"orf19.5636",2691.06669237806,-6.88757018225594,0.167610332603111,0,0
"orf19.5639",21285.8861080938,-2.71738718188572,0.0636445099252617,0,0
"orf19.5641",9508.55920610508,1.68383042019382,0.169840139035986,9.02612335614303e-24,4.09197397273762e-23
"orf19.5645",6421.06808426224,-3.08239198957996,0.072993619649642,0,0
"orf19.5650",3303.34605134195,1.28094404432678,0.0811124890347188,1.28393673153705e-56,1.04544338571821e-55
"orf19.5653",57241.2366753499,1.03385034016735,0.0541006472096685,1.03616981562796e-81,1.13233364588536e-80
"orf19.5660.1",1620.45595634896,1.36302119129594,0.104892397516341,4.45279812432232e-39,2.75436737998051e-38
"orf19.5673",683.809576124087,-2.70639226613962,0.132434162151183,9.855762343062e-94,1.20849495344357e-92
"orf19.5674",1661.46293951209,-7.12605262457173,0.224486798514532,7.69946866411058e-221,2.74057087478542e-219
"orf19.5684",1417.95541292166,1.05146770044501,0.0985565043063287,6.99130164953778e-27,3.41559356666438e-26
"orf19.5688",2254.57720985947,-1.0706031569914,0.0790744222629323,4.36756599826554e-42,2.83982970805804e-41
"orf19.5698",3458.43968812628,1.57703571763764,0.0752201271900142,4.00815485126171e-98,5.08488728482876e-97
"orf19.5704",433.011772964691,1.83556547268194,0.151902396434653,2.77436353657474e-34,1.56535420917791e-33
"orf19.5719",175.219021806406,-1.58448669285731,0.237119063649292,5.75122168412247e-12,1.78053478481108e-11
"orf19.5720",3031.46863147288,-2.84966092408406,0.080347958511618,1.02760635602298e-277,4.92381537820547e-276
"orf19.5722",1682.16864698527,2.14980829704296,0.0910531771831653,5.30342757577138e-124,8.95258817601081e-123
"orf19.5727",380.884129197862,-1.3451441948288,0.152641415894813,4.08381878917545e-19,1.6296032823686e-18
"orf19.5729",463.82866610507,-1.39039842316421,0.140249467887069,1.1527607063593e-23,5.2108464730857e-23
"orf19.5732",1338.36830420617,2.66265098410127,0.105197578860646,3.2046103295887e-142,6.60977408708875e-141
"orf19.5741",2506.10969129822,4.83171417755754,0.115090679264273,0,0
"orf19.5747",1610.58613422968,1.36441633525075,0.0893824265406862,4.4153197687888e-53,3.41228620841011e-52
"orf19.5749",3217.27417413958,1.4982201340676,0.0920200255375497,3.85915423121543e-60,3.28397154456843e-59
"orf19.5753",1315.79463885289,3.93290678093982,0.118618146686858,6.06510518251279e-242,2.45321689492677e-240
"orf19.5755",844.348591734469,2.03301610392803,0.115609323838183,5.74819184931349e-70,5.44984581877835e-69
